optimal_tour,optimal_tour_length,christofides_tour,christofides_tour_length,score,time
"{1, 14, 8, 6, 9, 13, 3, 2, 4, 20, 18, 5, 19, 16, 11, 17, 7, 10, 12, 15, 1}",4.279946,"{1, 19, 16, 11, 17, 10, 7, 12, 15, 14, 8, 5, 18, 4, 20, 2, 3, 13, 9, 6, 1}",4.594812,0.073568,0.000168
"{1, 15, 9, 5, 3, 10, 7, 14, 19, 16, 20, 13, 12, 4, 18, 11, 8, 2, 6, 17, 1}",3.086256,"{1, 17, 6, 2, 8, 19, 16, 13, 18, 4, 12, 20, 11, 10, 14, 7, 3, 5, 9, 15, 1}",3.357707,0.087955,0.000172
"{1, 12, 18, 4, 9, 3, 2, 17, 10, 20, 6, 11, 14, 15, 16, 13, 7, 8, 19, 5, 1}",3.897911,"{1, 7, 8, 12, 18, 9, 4, 3, 2, 17, 10, 20, 14, 15, 6, 11, 16, 13, 19, 5, 1}",4.428091,0.136017,0.000166
"{1, 13, 15, 4, 12, 17, 6, 9, 19, 14, 2, 5, 18, 10, 3, 8, 11, 20, 16, 7, 1}",4.250881,"{1, 7, 16, 15, 4, 12, 17, 6, 9, 10, 3, 8, 11, 20, 18, 5, 2, 14, 19, 13, 1}",5.106935,0.201383,0.000172
"{1, 18, 4, 6, 3, 12, 8, 15, 10, 11, 20, 2, 16, 9, 17, 7, 13, 19, 14, 5, 1}",4.013436,"{1, 18, 4, 19, 13, 7, 16, 9, 10, 11, 20, 2, 17, 6, 3, 12, 8, 15, 14, 5, 1}",5.338281,0.330103,0.000169
"{1, 6, 10, 16, 4, 3, 12, 5, 9, 13, 17, 8, 15, 20, 7, 11, 19, 2, 14, 18, 1}",4.152641,"{1, 6, 16, 3, 4, 10, 19, 2, 14, 18, 12, 5, 9, 13, 17, 8, 15, 7, 11, 20, 1}",4.657307,0.121529,0.000170
"{1, 5, 12, 15, 18, 7, 6, 19, 2, 17, 4, 8, 13, 3, 20, 11, 10, 16, 14, 9, 1}",4.335362,"{1, 20, 11, 10, 16, 14, 18, 15, 7, 19, 13, 8, 4, 17, 2, 6, 3, 9, 12, 5, 1}",5.163422,0.191001,0.000172
"{1, 14, 15, 4, 16, 12, 11, 19, 6, 10, 5, 18, 7, 2, 17, 20, 3, 9, 13, 8, 1}",3.953459,"{1, 8, 13, 19, 6, 10, 5, 18, 17, 2, 7, 20, 9, 3, 12, 11, 16, 4, 15, 14, 1}",4.403305,0.113785,0.000178
"{1, 2, 3, 17, 19, 18, 5, 16, 12, 6, 11, 9, 14, 15, 20, 4, 8, 7, 13, 10, 1}",3.498350,"{1, 3, 17, 19, 18, 5, 16, 12, 6, 11, 9, 14, 20, 15, 8, 4, 7, 13, 10, 2, 1}",3.790642,0.083551,0.000170
"{1, 18, 7, 15, 11, 9, 13, 2, 20, 12, 19, 10, 16, 6, 14, 8, 4, 17, 3, 5, 1}",3.697446,"{1, 18, 7, 15, 11, 13, 20, 2, 9, 12, 19, 16, 10, 14, 6, 8, 4, 17, 3, 5, 1}",3.899062,0.054528,0.000174
"{1, 18, 7, 5, 6, 20, 2, 15, 9, 11, 16, 10, 8, 12, 3, 14, 17, 13, 4, 19, 1}",3.759627,"{1, 18, 19, 13, 17, 14, 4, 3, 12, 8, 10, 15, 9, 11, 16, 2, 20, 6, 5, 7, 1}",4.078487,0.084812,0.000167
"{1, 9, 6, 14, 8, 19, 15, 3, 2, 4, 7, 11, 20, 17, 5, 12, 18, 13, 16, 10, 1}",3.847815,"{1, 6, 9, 14, 8, 19, 15, 3, 7, 2, 4, 11, 20, 17, 5, 12, 18, 13, 16, 10, 1}",4.027982,0.046823,0.000167
"{1, 18, 17, 16, 4, 14, 7, 10, 11, 20, 13, 6, 15, 9, 3, 8, 19, 2, 12, 5, 1}",4.087185,"{1, 12, 18, 17, 16, 4, 11, 20, 6, 13, 14, 7, 10, 9, 3, 8, 15, 19, 2, 5, 1}",5.331467,0.304435,0.000177
"{1, 8, 9, 4, 19, 16, 7, 2, 20, 15, 10, 13, 12, 6, 14, 3, 18, 11, 5, 17, 1}",3.726496,"{1, 17, 11, 18, 5, 3, 14, 6, 12, 13, 10, 15, 4, 19, 16, 2, 20, 7, 9, 8, 1}",4.140265,0.111034,0.000176
"{1, 14, 13, 12, 15, 6, 10, 18, 7, 4, 11, 19, 2, 5, 20, 17, 3, 9, 16, 8, 1}",3.481660,"{1, 16, 14, 13, 19, 17, 3, 20, 5, 2, 11, 4, 6, 7, 18, 10, 15, 12, 9, 8, 1}",4.198801,0.205977,0.000172
"{1, 4, 20, 19, 6, 8, 5, 15, 18, 14, 11, 9, 3, 10, 12, 7, 17, 13, 2, 16, 1}",3.546805,"{1, 20, 19, 15, 6, 8, 5, 18, 14, 11, 9, 3, 10, 12, 7, 17, 13, 2, 16, 4, 1}",3.793602,0.069583,0.000172
"{1, 19, 18, 9, 16, 2, 10, 15, 17, 20, 3, 13, 7, 8, 12, 14, 6, 11, 5, 4, 1}",3.574671,"{1, 4, 5, 13, 7, 8, 3, 12, 14, 6, 11, 20, 17, 15, 10, 19, 18, 9, 16, 2, 1}",4.193000,0.172975,0.000169
"{1, 3, 9, 7, 13, 14, 8, 5, 10, 2, 6, 4, 18, 17, 11, 15, 20, 12, 16, 19, 1}",3.891483,"{1, 19, 14, 13, 8, 7, 9, 3, 16, 15, 11, 20, 18, 17, 12, 5, 10, 6, 2, 4, 1}",4.698128,0.207285,0.000178
"{1, 11, 9, 10, 14, 8, 16, 3, 2, 15, 5, 12, 13, 17, 18, 4, 19, 7, 20, 6, 1}",3.672161,"{1, 6, 20, 7, 19, 4, 18, 17, 13, 12, 5, 8, 15, 3, 2, 16, 14, 10, 9, 11, 1}",3.804152,0.035944,0.000178
"{1, 18, 6, 20, 4, 2, 14, 17, 10, 8, 3, 12, 19, 16, 13, 15, 5, 9, 7, 11, 1}",3.728168,"{1, 18, 6, 20, 2, 14, 17, 10, 8, 3, 12, 19, 16, 9, 15, 13, 5, 7, 4, 11, 1}",3.854766,0.033957,0.000164
"{1, 4, 7, 20, 2, 8, 9, 5, 15, 6, 19, 10, 17, 14, 13, 11, 16, 3, 18, 12, 1}",4.244275,"{1, 12, 20, 2, 8, 9, 5, 15, 6, 19, 10, 17, 14, 13, 11, 3, 18, 16, 7, 4, 1}",4.551024,0.072274,0.000165
"{1, 10, 6, 19, 13, 4, 15, 5, 2, 20, 7, 14, 11, 3, 16, 8, 9, 18, 12, 17, 1}",3.375775,"{1, 17, 12, 20, 7, 14, 11, 3, 16, 5, 15, 2, 4, 8, 9, 18, 13, 19, 6, 10, 1}",4.386975,0.299546,0.000173
"{1, 19, 3, 15, 9, 18, 10, 6, 14, 11, 4, 7, 20, 17, 5, 12, 16, 2, 8, 13, 1}",3.679410,"{1, 17, 20, 5, 12, 7, 15, 3, 9, 18, 10, 4, 6, 14, 11, 19, 13, 2, 8, 16, 1}",4.705729,0.278935,0.000182
"{1, 12, 17, 5, 18, 15, 10, 13, 8, 7, 11, 19, 20, 9, 3, 4, 14, 16, 6, 2, 1}",3.368296,"{1, 8, 7, 12, 13, 10, 15, 18, 5, 17, 14, 16, 3, 4, 6, 9, 20, 19, 11, 2, 1}",3.935919,0.168519,0.000178
"{1, 14, 11, 10, 15, 5, 16, 3, 8, 2, 7, 19, 13, 18, 4, 6, 20, 12, 17, 9, 1}",3.988148,"{1, 14, 3, 16, 5, 10, 11, 15, 8, 2, 7, 19, 13, 18, 4, 12, 17, 6, 20, 9, 1}",4.698439,0.178100,0.000172
"{1, 8, 6, 5, 10, 19, 15, 7, 16, 11, 4, 20, 18, 9, 2, 12, 3, 13, 17, 14, 1}",4.185415,"{1, 14, 17, 13, 3, 12, 2, 9, 18, 20, 4, 15, 7, 16, 11, 19, 10, 6, 5, 8, 1}",4.569267,0.091712,0.000173
"{1, 2, 3, 11, 14, 20, 15, 4, 8, 12, 16, 17, 9, 10, 18, 5, 19, 7, 6, 13, 1}",4.420700,"{1, 13, 6, 5, 19, 7, 18, 10, 16, 17, 9, 12, 8, 4, 15, 11, 20, 14, 3, 2, 1}",5.004075,0.131964,0.000180
"{1, 18, 20, 16, 6, 19, 5, 13, 17, 2, 11, 9, 4, 8, 10, 14, 3, 12, 7, 15, 1}",3.677803,"{1, 18, 12, 3, 14, 10, 4, 9, 8, 20, 16, 6, 19, 5, 11, 2, 17, 13, 15, 7, 1}",4.698436,0.277512,0.000173
"{1, 15, 6, 4, 13, 18, 2, 8, 12, 7, 19, 9, 16, 17, 5, 3, 14, 10, 11, 20, 1}",3.647084,"{1, 6, 15, 20, 11, 10, 14, 17, 16, 3, 5, 7, 19, 12, 8, 9, 2, 18, 4, 13, 1}",4.041335,0.108100,0.000170
"{1, 7, 16, 17, 2, 18, 12, 3, 9, 6, 14, 5, 11, 15, 10, 8, 4, 19, 20, 13, 1}",3.737409,"{1, 13, 4, 8, 20, 19, 11, 15, 10, 14, 5, 6, 9, 12, 18, 2, 17, 3, 16, 7, 1}",4.336195,0.160214,0.000174
"{1, 12, 20, 2, 13, 14, 8, 15, 11, 19, 18, 9, 16, 6, 7, 5, 17, 10, 4, 3, 1}",3.625168,"{1, 20, 2, 14, 8, 15, 11, 19, 18, 9, 16, 6, 7, 17, 5, 13, 12, 10, 4, 3, 1}",4.076879,0.124604,0.000172
"{1, 7, 12, 16, 4, 20, 19, 17, 3, 11, 5, 8, 10, 9, 18, 14, 6, 15, 2, 13, 1}",3.760176,"{1, 13, 14, 9, 5, 8, 10, 18, 6, 15, 3, 11, 2, 12, 4, 20, 19, 17, 16, 7, 1}",5.037915,0.339808,0.000171
"{1, 4, 19, 10, 3, 14, 13, 5, 9, 7, 2, 17, 16, 20, 8, 11, 15, 6, 18, 12, 1}",4.241494,"{1, 17, 12, 18, 15, 11, 6, 16, 20, 8, 2, 7, 9, 13, 3, 14, 10, 19, 5, 4, 1}",5.292786,0.247859,0.000171
"{1, 5, 3, 13, 10, 4, 16, 18, 6, 19, 7, 9, 11, 20, 14, 15, 12, 17, 2, 8, 1}",3.945967,"{1, 8, 5, 13, 10, 4, 16, 18, 6, 3, 19, 9, 11, 7, 2, 17, 14, 20, 15, 12, 1}",4.742162,0.201774,0.000176
"{1, 14, 18, 10, 12, 20, 11, 16, 15, 17, 19, 3, 5, 7, 13, 4, 8, 6, 2, 9, 1}",3.378270,"{1, 14, 18, 12, 20, 11, 3, 19, 16, 15, 17, 5, 7, 13, 4, 8, 6, 2, 9, 10, 1}",3.870251,0.145631,0.000174
"{1, 7, 15, 2, 11, 9, 12, 3, 18, 10, 13, 20, 5, 17, 14, 19, 6, 16, 4, 8, 1}",3.914396,"{1, 15, 7, 4, 16, 6, 19, 17, 13, 20, 11, 5, 14, 18, 10, 9, 12, 3, 2, 8, 1}",5.284081,0.349910,0.000171
"{1, 4, 12, 14, 10, 15, 8, 11, 20, 19, 16, 3, 9, 17, 7, 18, 6, 13, 2, 5, 1}",3.992855,"{1, 13, 2, 5, 6, 18, 7, 17, 9, 3, 16, 20, 11, 8, 19, 15, 10, 12, 14, 4, 1}",4.348539,0.089080,0.000174
"{1, 18, 17, 2, 9, 6, 12, 5, 14, 10, 4, 8, 15, 19, 3, 13, 20, 7, 16, 11, 1}",3.571024,"{1, 11, 16, 18, 7, 2, 20, 9, 13, 3, 19, 15, 14, 10, 4, 8, 5, 12, 6, 17, 1}",4.216081,0.180636,0.000180
"{1, 6, 8, 9, 14, 13, 11, 18, 4, 2, 15, 5, 19, 7, 16, 12, 3, 10, 20, 17, 1}",3.425303,"{1, 6, 17, 19, 7, 16, 8, 9, 14, 13, 11, 18, 2, 4, 15, 5, 3, 20, 10, 12, 1}",4.174646,0.218767,0.000171
"{1, 2, 19, 17, 16, 10, 18, 13, 9, 12, 5, 4, 8, 6, 14, 11, 20, 15, 7, 3, 1}",3.416212,"{1, 3, 7, 15, 20, 11, 14, 6, 8, 5, 4, 12, 9, 18, 13, 10, 16, 17, 19, 2, 1}",3.491588,0.022064,0.000168
"{1, 13, 9, 20, 17, 11, 8, 19, 15, 4, 5, 6, 12, 2, 7, 18, 10, 14, 16, 3, 1}",3.513859,"{1, 7, 18, 10, 2, 6, 12, 4, 15, 5, 19, 8, 13, 9, 20, 17, 11, 16, 14, 3, 1}",4.193634,0.193455,0.000165
"{1, 13, 19, 17, 2, 20, 3, 4, 6, 18, 9, 16, 8, 15, 11, 10, 7, 12, 14, 5, 1}",3.969724,"{1, 13, 19, 14, 12, 7, 10, 11, 6, 18, 9, 16, 8, 15, 4, 3, 20, 17, 2, 5, 1}",4.567525,0.150590,0.000167
"{1, 18, 9, 8, 3, 19, 12, 16, 4, 2, 15, 5, 10, 20, 11, 6, 17, 7, 13, 14, 1}",3.761833,"{1, 18, 12, 19, 4, 16, 2, 15, 9, 8, 3, 5, 13, 10, 20, 11, 17, 6, 7, 14, 1}",4.858998,0.291657,0.000177
"{1, 15, 5, 13, 16, 7, 19, 3, 11, 18, 6, 14, 17, 12, 2, 8, 10, 20, 4, 9, 1}",3.504022,"{1, 4, 9, 10, 20, 8, 2, 12, 17, 14, 6, 15, 18, 11, 3, 19, 7, 16, 13, 5, 1}",3.746744,0.069269,0.000167
"{1, 20, 14, 4, 19, 15, 7, 16, 8, 10, 18, 11, 13, 3, 5, 12, 6, 9, 2, 17, 1}",3.957425,"{1, 20, 14, 7, 15, 19, 4, 2, 10, 16, 8, 9, 6, 3, 5, 12, 11, 13, 18, 17, 1}",4.785610,0.209274,0.000169
"{1, 11, 19, 10, 7, 17, 9, 6, 15, 5, 18, 2, 14, 4, 13, 16, 20, 3, 12, 8, 1}",3.763959,"{1, 11, 17, 7, 9, 6, 14, 2, 18, 15, 5, 10, 19, 20, 16, 13, 4, 3, 12, 8, 1}",5.135721,0.364447,0.000177
"{1, 4, 5, 10, 19, 8, 15, 2, 7, 18, 20, 6, 12, 17, 11, 16, 13, 3, 14, 9, 1}",4.172360,"{1, 4, 10, 5, 19, 8, 15, 7, 2, 18, 12, 17, 20, 6, 11, 13, 16, 3, 14, 9, 1}",4.874077,0.168182,0.000174
"{1, 8, 7, 11, 20, 15, 10, 16, 3, 19, 14, 17, 13, 5, 6, 2, 4, 18, 12, 9, 1}",3.970973,"{1, 20, 11, 17, 13, 5, 6, 14, 19, 8, 7, 15, 16, 3, 10, 18, 4, 2, 12, 9, 1}",4.525668,0.139687,0.000171
"{1, 7, 6, 16, 9, 4, 18, 2, 13, 12, 15, 19, 11, 8, 10, 5, 14, 17, 3, 20, 1}",3.197087,"{1, 20, 3, 17, 14, 5, 10, 8, 11, 19, 16, 6, 9, 4, 2, 12, 15, 13, 18, 7, 1}",3.686241,0.153000,0.000166
"{1, 16, 11, 5, 19, 9, 13, 10, 2, 18, 15, 14, 17, 3, 12, 4, 7, 6, 8, 20, 1}",3.565433,"{1, 6, 7, 4, 12, 3, 17, 14, 15, 16, 11, 5, 19, 9, 18, 2, 13, 10, 8, 20, 1}",4.572848,0.282551,0.000168
"{1, 6, 11, 10, 8, 17, 13, 15, 19, 16, 2, 14, 12, 18, 5, 3, 20, 7, 4, 9, 1}",4.087822,"{1, 9, 4, 7, 15, 13, 2, 16, 19, 18, 12, 14, 5, 3, 20, 6, 17, 11, 10, 8, 1}",5.233680,0.280310,0.000175
"{1, 16, 18, 9, 3, 2, 14, 19, 12, 20, 15, 5, 6, 7, 13, 10, 8, 4, 11, 17, 1}",3.842749,"{1, 16, 18, 3, 13, 10, 8, 4, 11, 20, 12, 15, 5, 6, 7, 19, 14, 2, 9, 17, 1}",4.799625,0.249008,0.000170
"{1, 2, 5, 6, 9, 18, 19, 12, 16, 15, 4, 11, 17, 10, 3, 13, 20, 14, 7, 8, 1}",3.846831,"{1, 8, 7, 13, 3, 10, 20, 14, 15, 17, 11, 4, 16, 12, 18, 9, 19, 6, 5, 2, 1}",3.964002,0.030459,0.000172
"{1, 7, 18, 19, 3, 2, 13, 14, 6, 17, 16, 15, 5, 10, 8, 12, 4, 9, 20, 11, 1}",3.641147,"{1, 18, 7, 14, 13, 2, 3, 19, 17, 16, 6, 15, 5, 10, 8, 12, 4, 11, 20, 9, 1}",4.241717,0.164940,0.000170
"{1, 19, 15, 13, 14, 11, 3, 6, 18, 9, 7, 16, 20, 2, 17, 4, 5, 10, 12, 8, 1}",3.672103,"{1, 19, 15, 13, 3, 11, 14, 16, 9, 7, 18, 6, 20, 2, 17, 4, 5, 8, 12, 10, 1}",4.112798,0.120011,0.000171
"{1, 14, 10, 4, 17, 7, 12, 19, 9, 16, 18, 11, 8, 6, 13, 5, 3, 2, 15, 20, 1}",3.824349,"{1, 16, 18, 11, 8, 6, 13, 5, 3, 2, 15, 20, 4, 17, 7, 12, 19, 9, 10, 14, 1}",4.475071,0.170152,0.000164
"{1, 6, 19, 15, 12, 2, 17, 7, 20, 14, 13, 4, 11, 3, 9, 5, 10, 8, 18, 16, 1}",4.055809,"{1, 8, 16, 18, 10, 5, 3, 9, 13, 4, 11, 17, 2, 7, 14, 20, 19, 12, 15, 6, 1}",4.937531,0.217397,0.000167
"{1, 2, 10, 3, 4, 14, 17, 20, 6, 16, 11, 13, 7, 9, 12, 18, 5, 8, 15, 19, 1}",4.061754,"{1, 19, 17, 3, 4, 14, 20, 6, 16, 11, 13, 7, 12, 18, 5, 9, 8, 15, 10, 2, 1}",4.767087,0.173652,0.000174
"{1, 2, 18, 3, 10, 17, 11, 4, 9, 19, 6, 8, 5, 16, 13, 15, 12, 14, 7, 20, 1}",3.415691,"{1, 7, 20, 14, 12, 15, 13, 16, 5, 8, 6, 9, 4, 11, 17, 19, 10, 3, 18, 2, 1}",3.552970,0.040191,0.000172
"{1, 20, 17, 5, 16, 7, 13, 3, 15, 19, 10, 9, 8, 12, 2, 14, 4, 11, 6, 18, 1}",3.940239,"{1, 17, 20, 18, 6, 4, 11, 14, 2, 12, 8, 9, 19, 10, 15, 3, 13, 5, 7, 16, 1}",4.640050,0.177606,0.000170
"{1, 3, 6, 20, 10, 19, 18, 12, 14, 2, 17, 8, 13, 15, 16, 11, 7, 9, 4, 5, 1}",3.756408,"{1, 6, 3, 5, 11, 7, 16, 15, 8, 13, 17, 2, 14, 12, 18, 19, 20, 10, 9, 4, 1}",4.181144,0.113070,0.000168
"{1, 15, 9, 5, 10, 20, 14, 6, 2, 18, 13, 11, 4, 19, 17, 12, 8, 16, 7, 3, 1}",3.450915,"{1, 7, 16, 8, 12, 20, 17, 11, 13, 18, 4, 19, 6, 14, 2, 3, 15, 5, 9, 10, 1}",4.418241,0.280310,0.000181
"{1, 14, 12, 10, 16, 5, 18, 6, 15, 20, 2, 3, 7, 8, 9, 4, 13, 11, 19, 17, 1}",3.761270,"{1, 17, 19, 11, 13, 18, 16, 5, 6, 15, 20, 2, 3, 7, 8, 4, 9, 10, 12, 14, 1}",4.210688,0.119486,0.000171
"{1, 3, 9, 6, 12, 8, 17, 15, 5, 13, 18, 10, 11, 14, 16, 2, 7, 4, 19, 20, 1}",4.298613,"{1, 8, 17, 15, 5, 10, 18, 16, 13, 11, 14, 2, 7, 4, 19, 20, 6, 9, 3, 12, 1}",5.017636,0.167269,0.000174
"{1, 6, 5, 7, 13, 20, 4, 15, 3, 19, 14, 16, 2, 12, 8, 9, 10, 18, 11, 17, 1}",3.969038,"{1, 17, 11, 18, 10, 8, 9, 12, 2, 5, 7, 13, 20, 15, 4, 3, 14, 19, 16, 6, 1}",4.464969,0.124950,0.000175
"{1, 3, 8, 7, 2, 10, 5, 4, 6, 11, 15, 14, 9, 12, 19, 20, 13, 16, 17, 18, 1}",3.992985,"{1, 18, 17, 13, 20, 19, 12, 9, 14, 15, 11, 5, 10, 2, 4, 6, 16, 7, 8, 3, 1}",4.910723,0.229838,0.000172
"{1, 14, 5, 8, 10, 6, 9, 12, 15, 19, 4, 13, 2, 7, 16, 18, 3, 17, 11, 20, 1}",3.329891,"{1, 20, 16, 18, 3, 17, 11, 7, 2, 13, 12, 15, 19, 4, 9, 6, 8, 10, 5, 14, 1}",3.653219,0.097099,0.000170
"{1, 17, 16, 19, 9, 11, 6, 20, 4, 13, 7, 5, 15, 18, 2, 10, 3, 12, 14, 8, 1}",4.317961,"{1, 8, 14, 10, 6, 11, 20, 4, 9, 5, 7, 15, 18, 2, 3, 12, 13, 19, 16, 17, 1}",5.363242,0.242077,0.000166
"{1, 17, 19, 8, 9, 2, 20, 18, 15, 10, 3, 5, 7, 6, 16, 11, 4, 12, 13, 14, 1}",4.015505,"{1, 17, 14, 18, 20, 2, 19, 8, 9, 10, 15, 3, 5, 7, 6, 16, 11, 12, 4, 13, 1}",4.502557,0.121293,0.000175
"{1, 19, 4, 16, 8, 10, 6, 13, 15, 20, 11, 2, 17, 9, 7, 18, 5, 14, 12, 3, 1}",3.728752,"{1, 19, 4, 16, 8, 15, 10, 6, 13, 11, 20, 2, 17, 7, 9, 18, 14, 5, 12, 3, 1}",4.148562,0.112587,0.000169
"{1, 13, 5, 18, 11, 17, 16, 9, 20, 10, 15, 2, 12, 6, 8, 3, 14, 4, 19, 7, 1}",3.809023,"{1, 13, 5, 18, 17, 8, 6, 12, 14, 4, 3, 11, 16, 9, 20, 15, 2, 10, 19, 7, 1}",4.520641,0.186824,0.000169
"{1, 17, 19, 7, 14, 10, 20, 3, 5, 12, 8, 15, 9, 2, 16, 13, 11, 4, 18, 6, 1}",3.725567,"{1, 6, 18, 4, 16, 13, 11, 2, 9, 15, 5, 12, 8, 7, 20, 3, 10, 14, 19, 17, 1}",4.281656,0.149263,0.000167
"{1, 20, 5, 2, 11, 18, 6, 7, 14, 16, 19, 3, 13, 15, 9, 10, 12, 8, 4, 17, 1}",4.080267,"{1, 17, 11, 2, 20, 5, 7, 19, 14, 16, 12, 10, 15, 9, 13, 3, 6, 18, 4, 8, 1}",5.121504,0.255188,0.000176
"{1, 7, 15, 19, 18, 5, 16, 3, 20, 2, 8, 13, 10, 17, 9, 6, 11, 4, 14, 12, 1}",4.388972,"{1, 4, 13, 10, 8, 17, 9, 2, 20, 3, 16, 5, 19, 15, 18, 6, 11, 7, 14, 12, 1}",5.003294,0.139969,0.000169
"{1, 17, 10, 12, 18, 15, 14, 2, 7, 8, 20, 19, 6, 4, 13, 16, 5, 11, 9, 3, 1}",3.701400,"{1, 17, 10, 12, 18, 15, 14, 2, 7, 8, 20, 13, 4, 6, 19, 16, 5, 11, 9, 3, 1}",4.341076,0.172820,0.000165
"{1, 5, 11, 4, 14, 15, 2, 16, 19, 8, 18, 20, 10, 6, 12, 13, 9, 17, 3, 7, 1}",3.851846,"{1, 7, 4, 11, 3, 17, 12, 13, 9, 18, 8, 19, 16, 10, 20, 15, 2, 14, 6, 5, 1}",4.558357,0.183421,0.000176
"{1, 7, 12, 20, 8, 19, 11, 18, 15, 2, 13, 4, 14, 10, 16, 9, 6, 17, 5, 3, 1}",3.539953,"{1, 7, 12, 20, 8, 19, 11, 2, 15, 18, 16, 10, 4, 13, 14, 9, 6, 17, 5, 3, 1}",3.727045,0.052852,0.000172
"{1, 3, 5, 14, 16, 20, 18, 17, 12, 9, 7, 15, 11, 4, 10, 13, 8, 6, 19, 2, 1}",4.052097,"{1, 5, 14, 16, 20, 12, 17, 18, 9, 7, 15, 11, 4, 10, 13, 6, 8, 19, 3, 2, 1}",4.339628,0.070959,0.000171
"{1, 10, 4, 11, 15, 7, 19, 12, 14, 9, 20, 13, 2, 17, 3, 16, 8, 6, 5, 18, 1}",3.363446,"{1, 18, 5, 6, 8, 2, 17, 3, 16, 13, 20, 9, 14, 19, 7, 15, 12, 11, 4, 10, 1}",3.899472,0.159368,0.000172
"{1, 9, 20, 18, 16, 19, 13, 14, 4, 6, 7, 15, 17, 2, 12, 10, 3, 11, 8, 5, 1}",3.362169,"{1, 20, 9, 11, 3, 10, 12, 2, 17, 15, 7, 6, 4, 14, 13, 19, 16, 18, 5, 8, 1}",3.492685,0.038819,0.000166
"{1, 12, 20, 9, 2, 4, 8, 18, 13, 6, 14, 19, 5, 7, 15, 16, 11, 3, 10, 17, 1}",4.008170,"{1, 12, 20, 9, 6, 14, 19, 13, 18, 8, 4, 5, 2, 17, 3, 10, 11, 7, 15, 16, 1}",4.850043,0.210039,0.000176
"{1, 20, 13, 16, 2, 5, 9, 14, 15, 19, 8, 12, 4, 3, 6, 17, 18, 7, 11, 10, 1}",3.437656,"{1, 17, 18, 7, 11, 4, 3, 6, 20, 19, 8, 12, 15, 14, 9, 5, 2, 16, 13, 10, 1}",3.754891,0.092282,0.000166
"{1, 6, 18, 15, 13, 7, 20, 8, 3, 10, 17, 14, 16, 9, 11, 12, 19, 5, 4, 2, 1}",3.316890,"{1, 6, 18, 15, 5, 2, 11, 19, 12, 13, 7, 20, 8, 3, 17, 10, 14, 16, 9, 4, 1}",3.966826,0.195947,0.000170
"{1, 12, 18, 15, 19, 7, 3, 10, 20, 6, 8, 17, 4, 14, 11, 2, 9, 5, 13, 16, 1}",3.692986,"{1, 16, 13, 5, 11, 2, 9, 14, 4, 17, 8, 6, 20, 10, 3, 7, 19, 15, 18, 12, 1}",3.795061,0.027640,0.000171
"{1, 4, 18, 8, 12, 10, 3, 7, 9, 15, 13, 6, 11, 2, 19, 20, 17, 5, 14, 16, 1}",3.943416,"{1, 16, 2, 11, 19, 5, 14, 17, 20, 7, 9, 15, 13, 6, 3, 10, 12, 8, 18, 4, 1}",4.307070,0.092218,0.000170
"{1, 8, 2, 13, 5, 15, 9, 14, 17, 7, 6, 18, 12, 11, 4, 3, 19, 10, 20, 16, 1}",3.882626,"{1, 16, 20, 10, 19, 3, 13, 5, 2, 15, 9, 14, 17, 7, 6, 18, 12, 11, 4, 8, 1}",4.269963,0.099762,0.000161
"{1, 2, 18, 17, 16, 4, 15, 6, 14, 20, 13, 7, 19, 10, 5, 8, 11, 12, 3, 9, 1}",3.567837,"{1, 18, 4, 16, 17, 2, 14, 6, 15, 20, 13, 7, 19, 5, 10, 8, 11, 12, 3, 9, 1}",4.098596,0.148762,0.000171
"{1, 20, 3, 19, 14, 18, 15, 6, 17, 7, 8, 9, 4, 11, 5, 10, 2, 12, 16, 13, 1}",4.305551,"{1, 20, 13, 16, 12, 9, 8, 4, 11, 5, 2, 10, 7, 17, 6, 15, 18, 14, 19, 3, 1}",4.719635,0.096174,0.000169
"{1, 18, 11, 10, 5, 19, 2, 13, 9, 7, 16, 14, 15, 20, 6, 4, 3, 8, 17, 12, 1}",3.746818,"{1, 18, 11, 10, 12, 17, 8, 3, 15, 14, 9, 4, 20, 6, 16, 7, 13, 2, 19, 5, 1}",4.255658,0.135806,0.000170
"{1, 13, 9, 6, 18, 15, 11, 16, 12, 3, 4, 10, 2, 7, 8, 20, 5, 19, 17, 14, 1}",3.513440,"{1, 14, 17, 19, 5, 20, 6, 18, 11, 16, 12, 4, 2, 10, 3, 8, 7, 15, 9, 13, 1}",3.898124,0.109489,0.000176
"{1, 13, 5, 4, 8, 14, 16, 2, 17, 20, 11, 7, 9, 6, 10, 3, 19, 12, 18, 15, 1}",4.092917,"{1, 19, 15, 18, 12, 8, 14, 16, 4, 2, 17, 20, 6, 11, 7, 9, 10, 3, 5, 13, 1}",5.444690,0.330271,0.000169
"{1, 9, 10, 14, 20, 16, 13, 5, 12, 3, 8, 7, 15, 6, 11, 19, 4, 18, 2, 17, 1}",3.537355,"{1, 18, 17, 20, 16, 13, 2, 4, 19, 11, 6, 15, 7, 8, 3, 12, 5, 14, 10, 9, 1}",3.798642,0.073865,0.000172
"{1, 7, 12, 10, 19, 4, 8, 15, 2, 3, 5, 9, 16, 18, 17, 13, 20, 11, 6, 14, 1}",4.397852,"{1, 4, 13, 17, 6, 11, 14, 20, 18, 16, 9, 5, 3, 2, 15, 8, 19, 10, 12, 7, 1}",5.260615,0.196178,0.000169
