optimal_tour,optimal_tour_length,christofides_tour,christofides_tour_length,score,time
"{1, 15, 17, 20, 9, 12, 10, 8, 18, 3, 13, 19, 7, 16, 2, 11, 5, 4, 14, 6, 1}",4.157532,"{1, 15, 8, 10, 9, 12, 20, 17, 18, 11, 2, 16, 7, 13, 19, 3, 5, 4, 14, 6, 1}",4.725309,0.136566,0.000171
"{1, 3, 15, 20, 10, 14, 13, 9, 6, 8, 17, 7, 2, 19, 4, 5, 18, 16, 12, 11, 1}",3.337191,"{1, 11, 16, 18, 14, 3, 15, 20, 10, 13, 9, 6, 8, 17, 7, 2, 19, 4, 5, 12, 1}",3.552797,0.064607,0.000169
"{1, 11, 17, 2, 19, 9, 18, 20, 15, 7, 5, 4, 6, 3, 10, 8, 16, 14, 13, 12, 1}",3.620541,"{1, 11, 17, 2, 9, 5, 7, 20, 18, 19, 15, 4, 6, 3, 10, 8, 16, 14, 13, 12, 1}",4.030353,0.113191,0.000207
"{1, 5, 4, 12, 14, 17, 10, 6, 16, 9, 11, 13, 2, 20, 18, 7, 19, 8, 15, 3, 1}",3.989491,"{1, 4, 14, 12, 5, 15, 8, 3, 9, 13, 11, 2, 16, 6, 10, 17, 20, 18, 7, 19, 1}",5.053859,0.266793,0.000174
"{1, 2, 7, 5, 9, 12, 4, 19, 6, 15, 18, 16, 20, 13, 3, 17, 14, 11, 8, 10, 1}",3.484542,"{1, 11, 14, 8, 10, 9, 12, 4, 19, 20, 16, 13, 3, 17, 18, 15, 6, 7, 5, 2, 1}",4.107042,0.178646,0.000173
"{1, 7, 20, 16, 5, 15, 11, 2, 19, 14, 17, 18, 13, 3, 4, 12, 10, 8, 6, 9, 1}",3.829532,"{1, 9, 8, 6, 10, 4, 12, 3, 13, 18, 17, 11, 2, 19, 14, 15, 5, 16, 20, 7, 1}",4.214131,0.100430,0.000188
"{1, 14, 5, 9, 11, 2, 13, 7, 3, 15, 8, 10, 4, 20, 6, 17, 18, 16, 19, 12, 1}",3.867174,"{1, 14, 7, 11, 2, 13, 12, 19, 16, 18, 17, 10, 20, 4, 6, 8, 15, 3, 5, 9, 1}",4.598880,0.189210,0.000168
"{1, 5, 8, 12, 3, 14, 4, 7, 6, 13, 2, 19, 15, 17, 20, 18, 10, 16, 9, 11, 1}",3.908967,"{1, 3, 14, 4, 7, 6, 13, 2, 19, 15, 17, 20, 18, 12, 8, 5, 10, 16, 9, 11, 1}",4.189637,0.071801,0.000202
"{1, 5, 4, 7, 16, 8, 6, 15, 9, 17, 11, 3, 20, 19, 12, 10, 14, 18, 13, 2, 1}",3.942924,"{1, 5, 7, 16, 8, 9, 17, 10, 14, 13, 18, 12, 19, 20, 3, 11, 15, 6, 4, 2, 1}",5.013134,0.271426,0.000170
"{1, 7, 6, 18, 14, 4, 19, 2, 17, 20, 16, 13, 11, 12, 10, 9, 5, 3, 15, 8, 1}",3.992036,"{1, 7, 8, 10, 9, 15, 3, 5, 12, 11, 13, 14, 20, 2, 17, 16, 19, 4, 18, 6, 1}",4.674800,0.171032,0.000178
"{1, 14, 2, 7, 8, 10, 5, 20, 9, 3, 15, 12, 16, 6, 11, 13, 18, 17, 4, 19, 1}",3.818657,"{1, 19, 4, 2, 7, 10, 8, 5, 20, 9, 3, 15, 12, 16, 6, 11, 18, 13, 17, 14, 1}",4.292008,0.123958,0.000172
"{1, 14, 10, 12, 3, 6, 9, 2, 20, 18, 4, 5, 7, 19, 16, 8, 13, 15, 17, 11, 1}",4.405487,"{1, 11, 17, 15, 13, 19, 7, 16, 12, 3, 6, 10, 9, 2, 20, 18, 5, 4, 8, 14, 1}",4.860970,0.103390,0.000176
"{1, 19, 8, 14, 18, 10, 9, 4, 12, 3, 16, 5, 13, 15, 11, 20, 2, 7, 17, 6, 1}",3.786248,"{1, 19, 10, 18, 14, 8, 6, 17, 2, 7, 20, 11, 15, 13, 5, 16, 3, 12, 4, 9, 1}",4.103668,0.083835,0.000166
"{1, 7, 17, 19, 10, 13, 3, 12, 18, 16, 5, 6, 4, 11, 15, 2, 14, 8, 9, 20, 1}",3.964032,"{1, 10, 19, 17, 7, 9, 8, 4, 11, 15, 2, 14, 20, 13, 3, 12, 18, 16, 5, 6, 1}",4.858277,0.225590,0.000175
"{1, 20, 18, 9, 17, 12, 10, 14, 16, 13, 3, 19, 5, 15, 11, 8, 4, 2, 6, 7, 1}",4.201899,"{1, 20, 18, 10, 12, 17, 9, 5, 13, 16, 14, 3, 19, 15, 11, 2, 8, 4, 6, 7, 1}",4.916801,0.170138,0.000169
"{1, 2, 18, 6, 7, 16, 5, 20, 14, 10, 17, 3, 12, 19, 4, 9, 11, 8, 13, 15, 1}",3.451135,"{1, 2, 15, 6, 18, 7, 5, 16, 20, 14, 10, 17, 3, 19, 9, 4, 12, 11, 8, 13, 1}",4.269105,0.237015,0.000178
"{1, 7, 13, 12, 11, 10, 4, 5, 15, 19, 2, 20, 18, 17, 8, 3, 9, 16, 6, 14, 1}",3.582685,"{1, 14, 12, 7, 13, 11, 10, 4, 2, 20, 19, 15, 5, 18, 17, 8, 3, 16, 9, 6, 1}",4.361152,0.217286,0.000175
"{1, 6, 12, 10, 5, 3, 9, 19, 18, 11, 2, 15, 13, 4, 16, 7, 14, 17, 8, 20, 1}",3.777949,"{1, 6, 12, 14, 19, 18, 3, 5, 10, 9, 11, 2, 15, 13, 16, 4, 7, 17, 8, 20, 1}",4.722343,0.249975,0.000168
"{1, 11, 12, 19, 16, 2, 4, 18, 3, 15, 8, 17, 9, 20, 13, 7, 6, 5, 10, 14, 1}",4.179123,"{1, 14, 10, 5, 7, 6, 16, 13, 20, 9, 8, 17, 2, 19, 18, 3, 15, 4, 12, 11, 1}",5.018088,0.200751,0.000178
"{1, 15, 9, 10, 20, 14, 11, 17, 16, 4, 7, 6, 5, 2, 12, 8, 3, 13, 18, 19, 1}",3.793409,"{1, 19, 18, 8, 12, 2, 6, 5, 7, 3, 13, 17, 16, 4, 14, 11, 20, 10, 9, 15, 1}",4.820056,0.270640,0.000175
"{1, 16, 5, 8, 4, 10, 3, 20, 7, 12, 15, 6, 18, 13, 19, 11, 2, 17, 9, 14, 1}",3.378253,"{1, 5, 9, 11, 15, 20, 3, 7, 12, 6, 18, 13, 2, 17, 19, 10, 4, 8, 16, 14, 1}",4.063343,0.202794,0.000176
"{1, 10, 12, 7, 14, 16, 3, 20, 11, 8, 6, 5, 19, 13, 17, 4, 9, 18, 15, 2, 1}",4.344584,"{1, 12, 7, 16, 14, 11, 20, 3, 10, 13, 17, 6, 8, 19, 5, 18, 4, 9, 15, 2, 1}",5.486364,0.262805,0.000173
"{1, 10, 6, 19, 4, 15, 14, 8, 18, 5, 20, 9, 11, 17, 3, 7, 2, 13, 12, 16, 1}",4.331433,"{1, 16, 19, 4, 6, 10, 8, 18, 14, 20, 5, 15, 2, 3, 17, 11, 9, 7, 13, 12, 1}",4.870610,0.124480,0.000180
"{1, 7, 12, 17, 19, 14, 5, 18, 16, 3, 8, 13, 2, 4, 6, 15, 11, 20, 10, 9, 1}",3.763331,"{1, 7, 12, 18, 3, 8, 16, 14, 5, 19, 17, 11, 6, 15, 2, 13, 4, 20, 10, 9, 1}",4.682927,0.244357,0.000180
"{1, 2, 20, 13, 7, 15, 6, 5, 18, 11, 19, 14, 8, 17, 12, 3, 16, 10, 9, 4, 1}",4.233305,"{1, 19, 14, 8, 17, 12, 3, 16, 10, 9, 4, 20, 2, 7, 15, 5, 11, 18, 6, 13, 1}",4.735826,0.118706,0.000171
"{1, 11, 5, 16, 2, 13, 17, 4, 6, 19, 18, 7, 10, 3, 15, 9, 14, 12, 8, 20, 1}",4.392082,"{1, 11, 17, 15, 9, 3, 10, 7, 18, 19, 6, 5, 4, 13, 8, 20, 12, 14, 2, 16, 1}",5.263667,0.198445,0.000175
"{1, 5, 3, 11, 10, 6, 2, 15, 8, 14, 4, 9, 17, 20, 16, 12, 7, 19, 13, 18, 1}",3.992962,"{1, 12, 16, 20, 17, 9, 4, 8, 7, 15, 2, 14, 6, 10, 11, 3, 5, 19, 13, 18, 1}",4.420984,0.107194,0.000177
"{1, 18, 10, 2, 19, 14, 11, 4, 15, 17, 13, 5, 20, 6, 9, 3, 7, 8, 16, 12, 1}",4.255762,"{1, 18, 14, 19, 2, 10, 17, 15, 6, 20, 13, 5, 4, 11, 9, 3, 7, 8, 12, 16, 1}",5.476007,0.286728,0.000171
"{1, 10, 13, 15, 2, 17, 16, 19, 3, 20, 11, 4, 12, 9, 14, 7, 8, 18, 6, 5, 1}",3.405307,"{1, 10, 13, 15, 2, 16, 17, 19, 3, 20, 9, 11, 4, 12, 18, 14, 7, 8, 6, 5, 1}",3.621657,0.063533,0.000165
"{1, 14, 7, 19, 6, 3, 4, 12, 9, 8, 20, 17, 18, 11, 16, 10, 13, 15, 2, 5, 1}",3.840983,"{1, 6, 8, 20, 2, 17, 18, 9, 12, 4, 3, 19, 7, 14, 11, 16, 10, 13, 15, 5, 1}",5.013706,0.305318,0.000169
"{1, 13, 14, 10, 5, 2, 11, 17, 18, 16, 6, 20, 12, 7, 3, 8, 4, 9, 19, 15, 1}",3.212328,"{1, 15, 19, 9, 4, 8, 3, 7, 12, 20, 6, 16, 18, 17, 11, 2, 5, 14, 10, 13, 1}",3.212387,0.000018,0.000166
"{1, 3, 16, 17, 13, 18, 6, 12, 9, 2, 5, 7, 11, 10, 8, 19, 20, 4, 15, 14, 1}",3.922922,"{1, 3, 17, 16, 20, 19, 8, 18, 13, 6, 12, 9, 2, 11, 5, 7, 10, 14, 4, 15, 1}",4.665055,0.189178,0.000266
"{1, 16, 20, 7, 10, 8, 11, 2, 6, 3, 19, 4, 12, 13, 18, 15, 9, 5, 17, 14, 1}",3.836785,"{1, 17, 16, 20, 12, 13, 18, 7, 10, 8, 11, 2, 19, 4, 3, 6, 15, 5, 9, 14, 1}",5.096829,0.328411,0.000177
"{1, 7, 20, 14, 15, 6, 17, 13, 5, 11, 10, 19, 16, 9, 2, 18, 4, 12, 3, 8, 1}",3.892262,"{1, 17, 13, 5, 15, 6, 7, 20, 14, 11, 10, 19, 16, 9, 2, 18, 4, 12, 3, 8, 1}",4.488416,0.153164,0.000175
"{1, 20, 13, 18, 15, 12, 4, 11, 16, 19, 14, 7, 9, 6, 2, 5, 3, 8, 10, 17, 1}",3.813851,"{1, 17, 20, 13, 18, 12, 15, 4, 16, 11, 14, 9, 6, 19, 7, 2, 5, 3, 8, 10, 1}",4.264447,0.118147,0.000175
"{1, 10, 8, 18, 19, 3, 4, 9, 6, 7, 13, 5, 15, 16, 20, 12, 17, 11, 14, 2, 1}",3.412403,"{1, 10, 19, 3, 4, 9, 6, 7, 13, 5, 16, 20, 15, 11, 14, 12, 17, 18, 8, 2, 1}",4.080889,0.195899,0.000191
"{1, 9, 15, 7, 10, 8, 3, 14, 5, 4, 6, 12, 11, 19, 16, 18, 13, 20, 17, 2, 1}",4.165796,"{1, 6, 20, 17, 2, 12, 13, 18, 16, 19, 11, 4, 3, 8, 14, 5, 10, 7, 15, 9, 1}",4.762082,0.143138,0.000196
"{1, 10, 16, 17, 4, 6, 8, 5, 2, 18, 15, 20, 19, 13, 11, 14, 9, 7, 3, 12, 1}",3.963305,"{1, 10, 16, 17, 4, 6, 8, 5, 15, 20, 2, 18, 19, 13, 11, 14, 9, 3, 7, 12, 1}",4.092062,0.032487,0.000169
"{1, 5, 3, 4, 2, 18, 8, 19, 16, 15, 10, 12, 11, 20, 17, 6, 7, 14, 13, 9, 1}",4.129738,"{1, 9, 13, 14, 11, 20, 17, 6, 7, 12, 10, 15, 8, 16, 19, 18, 2, 4, 3, 5, 1}",4.800823,0.162501,0.000168
"{1, 10, 16, 15, 19, 6, 17, 20, 8, 13, 4, 3, 14, 9, 5, 12, 2, 11, 18, 7, 1}",4.358950,"{1, 7, 18, 11, 2, 13, 8, 20, 4, 3, 19, 15, 16, 10, 17, 6, 14, 9, 5, 12, 1}",5.380079,0.234260,0.000180
"{1, 10, 2, 15, 17, 3, 6, 8, 7, 16, 9, 11, 19, 12, 5, 20, 4, 13, 14, 18, 1}",3.757851,"{1, 10, 18, 14, 16, 9, 7, 11, 19, 12, 5, 8, 6, 3, 17, 15, 20, 4, 13, 2, 1}",4.842653,0.288676,0.000175
"{1, 19, 14, 2, 5, 12, 20, 13, 15, 4, 10, 11, 9, 16, 7, 8, 18, 6, 17, 3, 1}",3.933877,"{1, 19, 15, 13, 9, 16, 7, 8, 18, 6, 11, 10, 14, 2, 12, 5, 20, 4, 17, 3, 1}",5.129464,0.303921,0.000169
"{1, 13, 3, 2, 10, 14, 5, 8, 7, 4, 9, 19, 12, 20, 6, 15, 16, 17, 11, 18, 1}",3.891035,"{1, 13, 3, 2, 20, 12, 19, 9, 4, 7, 8, 5, 14, 10, 6, 15, 16, 17, 11, 18, 1}",4.397146,0.130071,0.000169
"{1, 12, 18, 8, 19, 10, 9, 15, 11, 14, 2, 6, 20, 5, 3, 4, 16, 17, 7, 13, 1}",3.925859,"{1, 13, 7, 17, 16, 4, 3, 5, 20, 6, 2, 14, 11, 15, 9, 10, 19, 8, 18, 12, 1}",3.925859,0.000000,0.000167
"{1, 4, 3, 20, 14, 13, 12, 9, 16, 7, 8, 19, 11, 18, 15, 5, 10, 17, 2, 6, 1}",3.577007,"{1, 4, 20, 14, 18, 15, 5, 2, 17, 10, 11, 19, 8, 7, 16, 9, 12, 13, 3, 6, 1}",4.145267,0.158865,0.000211
"{1, 12, 2, 3, 20, 10, 8, 15, 11, 13, 18, 6, 14, 17, 16, 9, 5, 19, 4, 7, 1}",3.814424,"{1, 12, 7, 4, 19, 15, 11, 13, 18, 6, 14, 5, 9, 17, 16, 20, 10, 8, 3, 2, 1}",4.999104,0.310579,0.000202
"{1, 19, 12, 7, 10, 9, 15, 4, 13, 17, 5, 18, 8, 20, 6, 3, 14, 11, 16, 2, 1}",4.146954,"{1, 19, 18, 5, 17, 14, 3, 6, 11, 20, 8, 13, 4, 9, 15, 10, 7, 12, 2, 16, 1}",5.587928,0.347478,0.000166
"{1, 13, 9, 4, 2, 12, 14, 11, 19, 16, 5, 8, 6, 15, 7, 17, 10, 20, 3, 18, 1}",4.281820,"{1, 18, 20, 13, 4, 12, 11, 9, 2, 14, 19, 16, 5, 15, 7, 17, 8, 6, 10, 3, 1}",5.379554,0.256371,0.000189
"{1, 2, 6, 20, 4, 9, 16, 12, 7, 14, 15, 17, 10, 19, 5, 3, 13, 11, 18, 8, 1}",3.560148,"{1, 2, 6, 20, 4, 9, 14, 15, 17, 7, 10, 5, 3, 13, 11, 18, 19, 12, 16, 8, 1}",4.387704,0.232450,0.000198
"{1, 2, 17, 4, 5, 18, 7, 9, 10, 15, 16, 3, 20, 19, 14, 8, 13, 6, 11, 12, 1}",3.978530,"{1, 17, 2, 4, 8, 14, 19, 20, 9, 10, 15, 16, 3, 7, 5, 18, 13, 6, 11, 12, 1}",4.676306,0.175385,0.000179
"{1, 7, 9, 16, 5, 4, 20, 13, 8, 19, 14, 17, 11, 18, 3, 2, 12, 15, 6, 10, 1}",3.803791,"{1, 10, 6, 15, 9, 7, 5, 16, 2, 3, 11, 18, 12, 17, 20, 13, 8, 19, 14, 4, 1}",4.595775,0.208209,0.000172
"{1, 17, 6, 19, 11, 13, 8, 4, 2, 5, 10, 12, 7, 3, 9, 14, 18, 15, 16, 20, 1}",3.434756,"{1, 20, 17, 6, 19, 11, 13, 14, 18, 8, 4, 2, 5, 10, 3, 12, 7, 9, 15, 16, 1}",3.638302,0.059261,0.000168
"{1, 8, 11, 5, 13, 10, 12, 3, 4, 7, 20, 16, 17, 14, 18, 6, 9, 2, 15, 19, 1}",4.055071,"{1, 19, 15, 2, 9, 6, 18, 14, 17, 16, 4, 20, 7, 3, 5, 13, 10, 12, 11, 8, 1}",4.152137,0.023937,0.000177
"{1, 20, 8, 19, 9, 14, 17, 7, 12, 18, 16, 11, 6, 13, 15, 3, 2, 4, 10, 5, 1}",4.078526,"{1, 20, 8, 18, 17, 14, 19, 9, 11, 15, 6, 13, 16, 12, 5, 10, 4, 2, 3, 7, 1}",4.806194,0.178415,0.000174
"{1, 7, 17, 2, 4, 13, 10, 19, 18, 16, 12, 11, 20, 15, 9, 3, 8, 5, 6, 14, 1}",3.990437,"{1, 14, 5, 6, 2, 4, 13, 10, 19, 20, 9, 3, 8, 7, 15, 11, 12, 16, 18, 17, 1}",4.700892,0.178039,0.000167
"{1, 18, 15, 14, 20, 13, 11, 3, 10, 2, 12, 9, 17, 16, 8, 6, 5, 19, 4, 7, 1}",3.777824,"{1, 18, 12, 2, 10, 13, 20, 14, 15, 11, 3, 9, 17, 16, 8, 6, 19, 5, 4, 7, 1}",4.424376,0.171144,0.000178
"{1, 15, 5, 14, 16, 18, 8, 6, 4, 10, 19, 11, 9, 7, 13, 20, 3, 2, 12, 17, 1}",3.844276,"{1, 14, 17, 12, 2, 3, 20, 9, 7, 13, 19, 10, 4, 6, 8, 18, 16, 11, 5, 15, 1}",4.229388,0.100178,0.000169
"{1, 17, 19, 20, 9, 5, 11, 7, 18, 4, 8, 14, 10, 2, 16, 12, 6, 13, 3, 15, 1}",4.039545,"{1, 17, 19, 5, 20, 9, 11, 7, 18, 8, 4, 14, 10, 2, 16, 3, 13, 6, 12, 15, 1}",4.605136,0.140014,0.000181
"{1, 15, 20, 14, 6, 2, 7, 18, 8, 16, 11, 13, 4, 5, 17, 19, 10, 3, 12, 9, 1}",3.421321,"{1, 18, 8, 16, 11, 4, 13, 17, 19, 5, 10, 3, 12, 9, 14, 6, 2, 7, 20, 15, 1}",4.019921,0.174962,0.000173
"{1, 16, 2, 14, 15, 7, 18, 17, 3, 12, 20, 13, 9, 5, 11, 6, 10, 8, 4, 19, 1}",4.078247,"{1, 19, 6, 11, 5, 10, 8, 4, 9, 13, 3, 20, 12, 17, 15, 18, 7, 14, 2, 16, 1}",4.405168,0.080162,0.000168
"{1, 6, 16, 7, 20, 11, 5, 10, 19, 15, 9, 12, 3, 17, 4, 14, 8, 13, 2, 18, 1}",3.642554,"{1, 6, 18, 2, 13, 8, 14, 4, 3, 12, 17, 15, 9, 19, 10, 5, 7, 20, 11, 16, 1}",4.102134,0.126170,0.000172
"{1, 5, 13, 12, 16, 17, 9, 18, 15, 7, 10, 3, 2, 20, 4, 11, 14, 6, 19, 8, 1}",3.810186,"{1, 8, 19, 11, 6, 14, 20, 3, 10, 7, 18, 4, 2, 15, 9, 17, 16, 12, 13, 5, 1}",4.272002,0.121205,0.000169
"{1, 14, 9, 19, 12, 8, 7, 17, 18, 2, 6, 13, 3, 20, 15, 4, 16, 5, 10, 11, 1}",4.058792,"{1, 9, 19, 12, 8, 7, 17, 18, 2, 6, 13, 3, 20, 11, 10, 15, 4, 16, 5, 14, 1}",4.363339,0.075034,0.000187
"{1, 14, 18, 13, 19, 10, 12, 7, 8, 17, 9, 2, 5, 4, 20, 3, 11, 16, 15, 6, 1}",3.633855,"{1, 14, 6, 15, 16, 11, 20, 3, 4, 5, 13, 19, 12, 10, 18, 7, 8, 17, 9, 2, 1}",4.454398,0.225805,0.000175
"{1, 18, 15, 14, 20, 12, 8, 3, 10, 7, 2, 5, 16, 17, 6, 9, 11, 13, 19, 4, 1}",4.369473,"{1, 20, 14, 8, 3, 10, 7, 17, 16, 5, 2, 12, 18, 15, 13, 19, 11, 9, 6, 4, 1}",5.439081,0.244791,0.000171
"{1, 15, 2, 5, 10, 17, 4, 3, 13, 9, 14, 11, 6, 8, 20, 7, 19, 18, 12, 16, 1}",4.106909,"{1, 16, 12, 18, 19, 11, 6, 8, 20, 7, 14, 9, 3, 13, 4, 17, 5, 10, 2, 15, 1}",4.514573,0.099263,0.000180
"{1, 11, 9, 6, 16, 17, 19, 12, 7, 2, 4, 3, 15, 18, 20, 14, 5, 10, 13, 8, 1}",4.133708,"{1, 11, 9, 7, 12, 6, 16, 17, 19, 4, 2, 15, 3, 18, 20, 5, 14, 10, 13, 8, 1}",5.100608,0.233906,0.000172
"{1, 8, 14, 12, 4, 11, 16, 7, 5, 18, 20, 3, 2, 15, 6, 17, 13, 19, 10, 9, 1}",3.832773,"{1, 8, 14, 15, 3, 2, 20, 18, 5, 10, 19, 13, 6, 17, 9, 7, 16, 11, 4, 12, 1}",4.654029,0.214272,0.000173
"{1, 16, 8, 12, 20, 6, 18, 17, 13, 7, 3, 14, 2, 4, 5, 10, 11, 9, 19, 15, 1}",3.587135,"{1, 9, 11, 10, 5, 19, 15, 4, 3, 7, 14, 2, 8, 12, 20, 13, 17, 18, 6, 16, 1}",4.142646,0.154862,0.000173
"{1, 18, 15, 3, 2, 14, 11, 17, 9, 7, 4, 12, 16, 20, 19, 13, 6, 10, 5, 8, 1}",3.659630,"{1, 8, 5, 18, 15, 3, 13, 20, 19, 16, 12, 4, 7, 9, 17, 11, 2, 14, 6, 10, 1}",4.009554,0.095617,0.000172
"{1, 4, 3, 11, 17, 15, 10, 8, 2, 14, 9, 6, 5, 18, 16, 20, 12, 13, 7, 19, 1}",4.082310,"{1, 7, 8, 10, 17, 15, 14, 9, 18, 16, 12, 6, 5, 20, 13, 19, 2, 11, 3, 4, 1}",5.022165,0.230226,0.000170
"{1, 4, 16, 15, 14, 8, 3, 17, 13, 7, 18, 6, 10, 19, 2, 5, 9, 11, 20, 12, 1}",3.529536,"{1, 4, 16, 15, 14, 3, 8, 17, 13, 7, 19, 6, 10, 18, 2, 5, 9, 11, 20, 12, 1}",3.753340,0.063409,0.000175
"{1, 16, 12, 20, 6, 13, 2, 8, 9, 14, 11, 10, 19, 17, 3, 15, 4, 7, 5, 18, 1}",3.926583,"{1, 2, 13, 7, 4, 15, 3, 17, 19, 10, 8, 9, 14, 11, 6, 20, 12, 5, 18, 16, 1}",4.860947,0.237958,0.000176
"{1, 7, 16, 2, 13, 15, 9, 11, 10, 8, 18, 4, 20, 3, 5, 19, 14, 12, 17, 6, 1}",3.895449,"{1, 19, 14, 12, 17, 9, 18, 8, 10, 11, 7, 16, 2, 13, 15, 20, 4, 3, 5, 6, 1}",4.665866,0.197774,0.000197
"{1, 16, 8, 10, 20, 18, 13, 19, 15, 14, 5, 17, 7, 11, 6, 2, 12, 3, 9, 4, 1}",3.534817,"{1, 9, 3, 16, 8, 10, 20, 18, 12, 2, 6, 11, 7, 17, 5, 15, 19, 14, 13, 4, 1}",3.875281,0.096317,0.000219
"{1, 15, 11, 8, 13, 18, 7, 2, 12, 16, 3, 4, 5, 14, 20, 9, 17, 10, 19, 6, 1}",3.693553,"{1, 15, 6, 19, 10, 17, 12, 16, 3, 4, 5, 14, 20, 9, 8, 13, 7, 2, 18, 11, 1}",4.247065,0.149859,0.000194
"{1, 3, 7, 6, 5, 2, 18, 13, 9, 17, 14, 11, 12, 10, 15, 4, 19, 8, 20, 16, 1}",3.883522,"{1, 16, 20, 8, 19, 4, 15, 11, 9, 17, 14, 12, 10, 13, 18, 2, 5, 6, 3, 7, 1}",4.117669,0.060292,0.000188
"{1, 18, 16, 11, 10, 15, 17, 20, 6, 4, 2, 19, 14, 9, 13, 7, 5, 3, 8, 12, 1}",3.919069,"{1, 18, 16, 11, 15, 17, 13, 19, 9, 14, 20, 6, 4, 2, 10, 7, 3, 5, 8, 12, 1}",4.849821,0.237493,0.000178
"{1, 2, 4, 6, 9, 3, 8, 16, 10, 20, 5, 18, 17, 7, 13, 12, 15, 11, 19, 14, 1}",3.966598,"{1, 2, 14, 19, 12, 15, 11, 7, 17, 13, 18, 5, 20, 8, 10, 16, 3, 9, 6, 4, 1}",4.341865,0.094607,0.000191
"{1, 2, 14, 10, 19, 20, 5, 18, 7, 3, 6, 15, 13, 8, 16, 17, 11, 12, 9, 4, 1}",3.899688,"{1, 4, 12, 9, 11, 13, 16, 8, 17, 15, 6, 3, 5, 7, 18, 20, 19, 10, 14, 2, 1}",4.366948,0.119820,0.000176
"{1, 6, 16, 11, 14, 4, 12, 19, 20, 17, 13, 10, 8, 3, 9, 5, 2, 15, 18, 7, 1}",4.205489,"{1, 7, 18, 5, 2, 15, 20, 9, 3, 8, 10, 13, 17, 4, 12, 19, 11, 14, 16, 6, 1}",4.768053,0.133769,0.000180
"{1, 8, 18, 2, 5, 19, 12, 20, 16, 17, 4, 3, 13, 6, 15, 9, 11, 10, 14, 7, 1}",4.336122,"{1, 8, 18, 19, 13, 3, 14, 11, 15, 9, 6, 10, 7, 2, 5, 12, 20, 16, 17, 4, 1}",5.425359,0.251201,0.000183
"{1, 10, 20, 18, 11, 16, 9, 3, 2, 17, 6, 8, 5, 7, 4, 13, 15, 12, 19, 14, 1}",3.762845,"{1, 14, 20, 19, 12, 15, 13, 4, 7, 5, 8, 6, 3, 9, 2, 17, 16, 11, 18, 10, 1}",4.211234,0.119162,0.000171
"{1, 14, 9, 10, 20, 8, 2, 4, 17, 15, 11, 18, 16, 6, 13, 7, 19, 3, 12, 5, 1}",3.952042,"{1, 14, 20, 8, 2, 9, 10, 12, 5, 19, 7, 13, 6, 16, 18, 11, 15, 17, 4, 3, 1}",5.050861,0.278038,0.000197
"{1, 11, 5, 2, 3, 14, 9, 8, 12, 13, 18, 6, 4, 17, 15, 20, 10, 16, 19, 7, 1}",3.844036,"{1, 11, 7, 5, 2, 3, 19, 16, 10, 20, 15, 17, 18, 6, 4, 9, 13, 12, 8, 14, 1}",4.484707,0.166666,0.000177
"{1, 16, 5, 19, 17, 20, 12, 3, 15, 10, 14, 13, 9, 8, 18, 4, 6, 11, 7, 2, 1}",3.414151,"{1, 16, 5, 19, 20, 17, 12, 3, 15, 10, 14, 13, 9, 8, 18, 4, 11, 6, 2, 7, 1}",3.574152,0.046864,0.000184
"{1, 19, 5, 17, 14, 10, 9, 13, 2, 16, 12, 11, 18, 3, 15, 8, 7, 6, 20, 4, 1}",4.045690,"{1, 19, 5, 14, 13, 9, 10, 6, 7, 8, 15, 3, 18, 11, 12, 16, 2, 20, 4, 17, 1}",4.647741,0.148813,0.000167
"{1, 10, 5, 8, 19, 3, 17, 4, 15, 9, 2, 6, 7, 12, 13, 14, 16, 20, 18, 11, 1}",3.470021,"{1, 11, 20, 16, 6, 7, 12, 13, 14, 9, 2, 15, 3, 4, 17, 19, 8, 5, 10, 18, 1}",4.250516,0.224925,0.000173
"{1, 17, 4, 13, 15, 9, 20, 12, 8, 2, 3, 14, 10, 5, 18, 16, 11, 6, 19, 7, 1}",4.372773,"{1, 17, 4, 15, 13, 9, 20, 8, 12, 14, 3, 5, 18, 2, 16, 11, 6, 10, 19, 7, 1}",4.925862,0.126485,0.000211
"{1, 18, 2, 8, 13, 5, 4, 3, 17, 9, 11, 19, 6, 12, 16, 10, 15, 20, 7, 14, 1}",3.799905,"{1, 18, 13, 2, 8, 17, 3, 4, 5, 16, 12, 19, 11, 9, 6, 10, 15, 20, 14, 7, 1}",4.277759,0.125754,0.000179
"{1, 15, 2, 11, 8, 5, 17, 19, 7, 12, 10, 6, 18, 20, 14, 3, 9, 13, 16, 4, 1}",3.783273,"{1, 15, 8, 11, 2, 5, 17, 14, 20, 18, 19, 7, 12, 10, 6, 3, 9, 13, 16, 4, 1}",4.135511,0.093104,0.000199
"{1, 7, 15, 6, 20, 17, 4, 9, 12, 13, 3, 8, 10, 11, 19, 18, 2, 14, 16, 5, 1}",3.663020,"{1, 15, 7, 16, 14, 17, 4, 11, 10, 3, 8, 13, 12, 9, 19, 6, 20, 18, 2, 5, 1}",4.482392,0.223688,0.000179
"{1, 4, 3, 5, 8, 15, 14, 13, 2, 16, 19, 9, 11, 20, 17, 10, 7, 6, 18, 12, 1}",3.802411,"{1, 12, 18, 11, 20, 15, 14, 2, 13, 9, 16, 19, 7, 10, 17, 6, 3, 5, 8, 4, 1}",4.647166,0.222163,0.000183
