optimal_tour,optimal_tour_length,2opt_tour,2opt_tour_length,score,time
"{1, 12, 13, 16, 30, 2, 20, 18, 27, 29, 19, 28, 11, 26, 8, 22, 10, 3, 23, 5, 6, 15, 9, 21, 24, 25, 4, 17, 7, 14, 1}",3.668962,"{1, 7, 14, 21, 9, 15, 6, 5, 23, 3, 10, 11, 28, 19, 29, 27, 18, 26, 8, 22, 25, 24, 4, 17, 2, 20, 30, 16, 13, 12, 1}",4.030247,0.098471,0.001693
"{1, 14, 26, 3, 29, 9, 27, 28, 6, 13, 12, 24, 19, 4, 2, 20, 30, 25, 7, 23, 8, 22, 15, 5, 21, 11, 10, 18, 17, 16, 1}",4.800034,"{1, 16, 17, 18, 10, 11, 22, 8, 23, 7, 25, 30, 20, 2, 4, 19, 24, 12, 13, 6, 3, 29, 28, 15, 5, 21, 27, 9, 26, 14, 1}",5.093671,0.061174,0.001601
"{1, 7, 21, 16, 13, 23, 29, 3, 27, 9, 4, 25, 2, 14, 10, 30, 6, 18, 24, 8, 26, 17, 28, 20, 22, 11, 15, 12, 19, 5, 1}",4.394509,"{1, 5, 19, 15, 11, 22, 20, 28, 17, 26, 8, 24, 6, 30, 18, 10, 14, 2, 25, 4, 23, 29, 9, 27, 3, 21, 16, 13, 7, 12, 1}",4.435338,0.009291,0.004118
"{1, 6, 28, 17, 19, 24, 29, 7, 5, 20, 11, 8, 18, 21, 10, 15, 9, 22, 4, 12, 2, 14, 25, 30, 16, 13, 27, 23, 26, 3, 1}",4.625886,"{1, 3, 19, 17, 24, 26, 23, 27, 13, 16, 30, 25, 14, 2, 12, 4, 22, 9, 10, 21, 18, 8, 11, 20, 5, 15, 29, 7, 28, 6, 1}",4.753522,0.027592,0.001840
"{1, 16, 10, 22, 19, 24, 25, 2, 6, 28, 11, 8, 18, 15, 20, 27, 4, 13, 26, 3, 9, 29, 30, 7, 14, 21, 17, 12, 5, 23, 1}",4.927252,"{1, 5, 23, 26, 3, 21, 12, 17, 14, 7, 9, 30, 29, 27, 13, 4, 8, 20, 15, 18, 25, 11, 28, 6, 2, 22, 16, 10, 19, 24, 1}",5.210021,0.057389,0.001829
"{1, 24, 11, 16, 25, 22, 29, 9, 27, 15, 13, 21, 5, 8, 30, 19, 10, 3, 26, 7, 23, 18, 4, 6, 14, 28, 12, 20, 2, 17, 1}",4.747001,"{1, 12, 28, 14, 6, 13, 21, 5, 26, 23, 18, 4, 7, 3, 10, 19, 30, 8, 29, 22, 25, 24, 11, 16, 9, 27, 15, 20, 2, 17, 1}",5.209199,0.097366,0.004102
"{1, 6, 17, 29, 10, 12, 2, 5, 23, 3, 25, 9, 30, 28, 13, 19, 20, 8, 26, 24, 22, 7, 21, 14, 27, 11, 18, 4, 15, 16, 1}",4.186549,"{1, 16, 15, 4, 18, 11, 27, 14, 21, 7, 22, 24, 8, 26, 20, 6, 17, 29, 10, 25, 9, 30, 19, 13, 28, 3, 23, 5, 12, 2, 1}",4.447152,0.062248,0.001134
"{1, 17, 13, 9, 25, 28, 23, 15, 10, 27, 19, 11, 24, 8, 16, 5, 6, 20, 26, 30, 4, 12, 14, 21, 29, 2, 22, 18, 7, 3, 1}",4.189502,"{1, 3, 7, 18, 22, 2, 29, 21, 14, 12, 4, 30, 26, 20, 6, 5, 16, 8, 24, 11, 19, 27, 10, 15, 23, 28, 25, 9, 13, 17, 1}",4.189502,0.000000,0.001165
"{1, 8, 24, 29, 4, 10, 22, 21, 27, 9, 30, 28, 18, 7, 17, 11, 26, 19, 15, 12, 3, 23, 14, 16, 2, 25, 6, 5, 13, 20, 1}",4.683528,"{1, 20, 13, 5, 6, 25, 2, 16, 14, 23, 3, 12, 15, 19, 26, 11, 17, 7, 18, 28, 30, 9, 27, 21, 22, 10, 4, 29, 24, 8, 1}",4.683529,0.000000,0.002375
"{1, 12, 29, 23, 7, 25, 10, 16, 8, 3, 30, 21, 2, 27, 13, 6, 9, 17, 24, 28, 14, 15, 22, 11, 5, 18, 20, 19, 26, 4, 1}",4.261121,"{1, 12, 29, 23, 7, 25, 10, 16, 8, 2, 27, 13, 6, 9, 21, 30, 3, 17, 24, 28, 14, 15, 22, 11, 5, 18, 20, 19, 26, 4, 1}",4.447146,0.043656,0.001131
"{1, 9, 23, 7, 26, 30, 14, 11, 3, 22, 17, 28, 6, 16, 25, 27, 19, 5, 10, 21, 8, 18, 2, 24, 29, 13, 12, 15, 20, 4, 1}",4.938670,"{1, 9, 23, 18, 2, 24, 29, 13, 20, 4, 15, 12, 21, 10, 5, 8, 27, 19, 16, 6, 17, 28, 25, 22, 3, 11, 14, 30, 7, 26, 1}",5.204662,0.053859,0.002685
"{1, 29, 9, 19, 16, 25, 7, 5, 28, 4, 30, 8, 21, 27, 24, 3, 26, 18, 23, 20, 2, 10, 14, 17, 6, 22, 13, 15, 11, 12, 1}",4.134695,"{1, 29, 9, 12, 11, 15, 14, 10, 17, 6, 22, 13, 25, 7, 16, 19, 5, 28, 4, 30, 8, 21, 27, 24, 3, 26, 18, 23, 20, 2, 1}",4.436785,0.073062,0.001416
"{1, 16, 14, 25, 22, 13, 3, 19, 17, 2, 27, 6, 23, 8, 28, 9, 20, 26, 10, 11, 12, 21, 7, 4, 18, 5, 15, 24, 29, 30, 1}",4.180856,"{1, 16, 14, 25, 22, 13, 3, 19, 17, 2, 27, 6, 23, 8, 28, 9, 20, 26, 10, 11, 12, 21, 7, 4, 18, 5, 15, 24, 29, 30, 1}",4.180856,0.000000,0.002220
"{1, 24, 5, 21, 19, 13, 7, 17, 27, 9, 10, 8, 29, 11, 2, 26, 3, 4, 12, 25, 20, 15, 30, 18, 28, 23, 14, 6, 22, 16, 1}",4.894875,"{1, 24, 21, 13, 19, 17, 7, 5, 2, 11, 29, 8, 27, 9, 10, 12, 25, 20, 15, 30, 4, 18, 28, 23, 14, 6, 22, 16, 26, 3, 1}",5.166849,0.055563,0.000898
"{1, 14, 28, 20, 8, 24, 18, 16, 6, 22, 12, 15, 7, 3, 11, 19, 5, 27, 29, 30, 4, 13, 9, 25, 2, 23, 26, 17, 10, 21, 1}",5.068324,"{1, 7, 15, 3, 11, 19, 5, 27, 29, 30, 4, 13, 9, 25, 2, 23, 26, 17, 10, 21, 8, 24, 18, 16, 20, 6, 22, 28, 14, 12, 1}",5.189810,0.023970,0.001595
"{1, 3, 30, 29, 7, 9, 14, 16, 27, 25, 4, 18, 28, 15, 10, 2, 26, 5, 13, 23, 8, 17, 11, 22, 21, 6, 12, 19, 20, 24, 1}",4.183873,"{1, 24, 20, 19, 12, 6, 21, 22, 11, 17, 8, 23, 13, 2, 10, 15, 28, 18, 25, 27, 16, 14, 9, 4, 7, 26, 5, 29, 30, 3, 1}",4.542598,0.085740,0.002302
"{1, 3, 4, 22, 21, 8, 17, 11, 10, 25, 2, 13, 24, 9, 23, 18, 19, 15, 29, 28, 30, 6, 12, 7, 16, 5, 14, 27, 26, 20, 1}",4.552574,"{1, 3, 4, 22, 21, 8, 11, 10, 25, 2, 24, 9, 13, 18, 23, 19, 15, 29, 28, 30, 6, 12, 7, 16, 14, 5, 26, 27, 17, 20, 1}",4.735671,0.040218,0.004125
"{1, 7, 21, 29, 3, 14, 8, 24, 16, 19, 20, 15, 30, 6, 18, 27, 9, 26, 5, 28, 25, 12, 4, 17, 23, 22, 11, 10, 13, 2, 1}",4.688631,"{1, 11, 22, 23, 17, 4, 12, 25, 28, 5, 26, 9, 27, 18, 6, 30, 29, 21, 7, 3, 14, 15, 20, 19, 16, 24, 8, 2, 13, 10, 1}",4.776263,0.018690,0.001884
"{1, 2, 29, 11, 16, 4, 23, 7, 15, 18, 24, 5, 28, 14, 25, 27, 3, 19, 17, 20, 6, 21, 12, 10, 9, 8, 26, 22, 13, 30, 1}",4.333652,"{1, 30, 13, 17, 19, 3, 27, 28, 5, 14, 25, 20, 6, 12, 10, 21, 24, 18, 15, 7, 23, 4, 16, 9, 8, 11, 29, 2, 26, 22, 1}",4.567045,0.053856,0.001243
"{1, 20, 4, 6, 21, 26, 29, 10, 11, 22, 5, 9, 16, 24, 25, 14, 13, 17, 27, 8, 18, 12, 23, 30, 19, 2, 15, 28, 3, 7, 1}",4.403530,"{1, 7, 3, 28, 2, 30, 23, 17, 12, 18, 8, 27, 13, 14, 16, 9, 5, 22, 11, 10, 29, 26, 21, 6, 4, 20, 24, 25, 19, 15, 1}",4.763966,0.081852,0.002001
"{1, 14, 30, 20, 28, 2, 23, 17, 21, 15, 18, 29, 13, 24, 22, 19, 4, 26, 16, 10, 25, 11, 7, 9, 8, 5, 12, 6, 27, 3, 1}",4.548898,"{1, 3, 27, 6, 12, 8, 9, 7, 11, 25, 10, 16, 26, 4, 19, 22, 24, 13, 29, 18, 15, 21, 5, 17, 23, 2, 28, 20, 30, 14, 1}",4.679811,0.028779,0.002589
"{1, 19, 9, 2, 25, 4, 3, 16, 13, 5, 27, 20, 11, 18, 30, 15, 26, 12, 28, 6, 17, 24, 21, 22, 29, 7, 23, 14, 10, 8, 1}",4.414240,"{1, 19, 9, 2, 25, 4, 3, 12, 26, 15, 30, 18, 16, 13, 5, 27, 20, 11, 24, 21, 17, 28, 6, 22, 29, 7, 23, 14, 10, 8, 1}",4.622736,0.047233,0.001345
"{1, 15, 5, 27, 9, 21, 7, 17, 20, 24, 22, 28, 13, 14, 23, 3, 25, 18, 11, 8, 2, 4, 26, 6, 29, 16, 10, 12, 19, 30, 1}",4.668291,"{1, 30, 19, 20, 24, 22, 17, 15, 5, 27, 9, 21, 7, 13, 28, 25, 3, 23, 14, 18, 11, 8, 2, 4, 26, 6, 29, 16, 10, 12, 1}",4.802047,0.028652,0.001772
"{1, 25, 27, 18, 9, 13, 19, 24, 30, 8, 26, 10, 21, 23, 6, 3, 22, 4, 14, 29, 2, 28, 17, 7, 5, 16, 12, 15, 20, 11, 1}",4.071125,"{1, 11, 13, 9, 18, 27, 25, 5, 7, 17, 28, 2, 29, 14, 4, 22, 3, 6, 23, 21, 10, 26, 8, 19, 30, 24, 20, 15, 12, 16, 1}",4.265606,0.047771,0.000472
"{1, 6, 3, 27, 21, 22, 7, 15, 23, 17, 5, 29, 16, 11, 12, 2, 13, 25, 18, 10, 9, 26, 28, 30, 20, 24, 4, 19, 14, 8, 1}",4.050708,"{1, 6, 3, 27, 21, 22, 7, 15, 23, 17, 5, 29, 16, 11, 12, 2, 13, 25, 18, 10, 9, 26, 30, 20, 24, 4, 19, 14, 8, 28, 1}",4.129788,0.019522,0.002651
"{1, 27, 8, 23, 4, 13, 9, 14, 26, 17, 19, 6, 24, 25, 16, 7, 30, 10, 18, 15, 22, 5, 20, 2, 21, 12, 29, 11, 3, 28, 1}",4.344605,"{1, 28, 3, 11, 29, 12, 21, 2, 20, 5, 22, 15, 18, 10, 30, 7, 16, 25, 24, 6, 19, 17, 26, 14, 9, 13, 4, 23, 8, 27, 1}",4.344605,0.000000,0.000731
"{1, 20, 19, 6, 27, 29, 28, 11, 12, 2, 15, 25, 4, 3, 5, 9, 10, 22, 17, 30, 13, 21, 26, 24, 14, 8, 7, 23, 18, 16, 1}",4.587878,"{1, 16, 18, 8, 14, 24, 21, 13, 26, 30, 9, 3, 4, 5, 25, 15, 2, 12, 11, 28, 29, 27, 6, 19, 20, 10, 22, 17, 7, 23, 1}",5.107733,0.113311,0.001128
"{1, 29, 30, 24, 14, 26, 18, 7, 3, 23, 10, 8, 12, 27, 11, 5, 6, 28, 22, 16, 21, 13, 20, 2, 25, 4, 17, 19, 15, 9, 1}",4.594478,"{1, 29, 18, 7, 3, 23, 10, 8, 27, 11, 5, 14, 26, 30, 24, 28, 6, 22, 16, 21, 13, 12, 20, 2, 25, 4, 17, 19, 15, 9, 1}",4.737604,0.031152,0.002666
"{1, 6, 18, 13, 19, 29, 21, 25, 30, 15, 4, 16, 22, 2, 17, 24, 3, 20, 8, 9, 14, 5, 12, 26, 28, 10, 11, 7, 23, 27, 1}",4.759156,"{1, 27, 23, 7, 12, 5, 14, 26, 11, 10, 28, 9, 8, 20, 3, 24, 17, 2, 25, 16, 22, 4, 15, 30, 21, 29, 19, 13, 18, 6, 1}",4.949858,0.040071,0.002434
"{1, 28, 20, 16, 9, 10, 26, 30, 7, 22, 19, 18, 27, 8, 4, 25, 11, 29, 5, 21, 24, 6, 13, 17, 15, 23, 14, 12, 2, 3, 1}",4.759961,"{1, 28, 20, 16, 9, 22, 19, 18, 27, 8, 4, 25, 11, 29, 7, 30, 21, 5, 24, 6, 13, 17, 15, 23, 14, 12, 2, 3, 26, 10, 1}",5.254763,0.103951,0.001139
"{1, 17, 20, 5, 16, 27, 7, 19, 24, 14, 11, 4, 29, 28, 3, 22, 26, 18, 2, 8, 6, 30, 23, 9, 12, 10, 15, 13, 21, 25, 1}",4.661201,"{1, 17, 5, 16, 27, 7, 19, 24, 14, 11, 4, 26, 18, 2, 22, 3, 29, 28, 8, 6, 30, 23, 9, 12, 10, 15, 13, 21, 25, 20, 1}",4.749310,0.018903,0.001294
"{1, 26, 20, 15, 11, 13, 21, 27, 8, 12, 22, 29, 19, 28, 9, 24, 18, 7, 3, 10, 6, 30, 25, 23, 16, 2, 14, 4, 17, 5, 1}",4.771209,"{1, 26, 15, 11, 13, 21, 27, 8, 12, 22, 29, 19, 28, 9, 3, 10, 6, 20, 30, 7, 18, 24, 16, 2, 23, 25, 14, 4, 17, 5, 1}",5.016297,0.051368,0.001456
"{1, 24, 23, 29, 30, 21, 6, 26, 4, 22, 9, 7, 3, 5, 16, 8, 12, 10, 17, 13, 18, 14, 27, 20, 15, 25, 2, 11, 28, 19, 1}",4.084283,"{1, 29, 23, 30, 21, 6, 26, 4, 22, 9, 7, 3, 5, 16, 8, 12, 10, 17, 11, 28, 19, 2, 13, 18, 25, 14, 15, 27, 20, 24, 1}",4.358680,0.067184,0.001113
"{1, 8, 18, 16, 2, 11, 12, 27, 23, 22, 5, 17, 29, 26, 14, 15, 7, 30, 19, 28, 10, 3, 20, 6, 25, 24, 4, 21, 13, 9, 1}",5.373356,"{1, 9, 13, 21, 4, 24, 10, 7, 30, 14, 15, 29, 17, 5, 22, 23, 27, 12, 11, 2, 16, 18, 8, 26, 19, 28, 3, 20, 25, 6, 1}",5.861004,0.090753,0.001216
"{1, 12, 17, 15, 4, 23, 27, 20, 13, 3, 14, 16, 21, 22, 29, 19, 26, 25, 24, 2, 7, 6, 9, 18, 8, 5, 10, 11, 28, 30, 1}",4.703946,"{1, 12, 17, 15, 5, 10, 8, 18, 9, 16, 3, 14, 4, 23, 27, 20, 13, 21, 22, 29, 19, 26, 25, 24, 2, 7, 6, 28, 11, 30, 1}",4.816321,0.023890,0.002489
"{1, 28, 25, 7, 15, 16, 3, 26, 30, 27, 14, 29, 2, 24, 11, 21, 12, 5, 9, 10, 19, 18, 8, 4, 13, 22, 17, 20, 23, 6, 1}",4.257430,"{1, 25, 7, 15, 16, 3, 26, 30, 27, 28, 14, 29, 24, 11, 21, 2, 12, 5, 9, 10, 19, 18, 8, 4, 13, 22, 17, 20, 23, 6, 1}",4.363720,0.024966,0.001485
"{1, 30, 8, 18, 28, 17, 7, 23, 26, 24, 5, 27, 13, 15, 10, 12, 9, 3, 21, 11, 16, 6, 25, 20, 29, 22, 19, 2, 14, 4, 1}",4.408784,"{1, 4, 14, 30, 19, 22, 29, 2, 25, 6, 16, 11, 21, 3, 20, 9, 12, 10, 15, 13, 27, 5, 24, 7, 23, 26, 18, 17, 28, 8, 1}",4.694118,0.064719,0.001004
"{1, 6, 4, 19, 28, 10, 5, 12, 9, 24, 20, 27, 8, 2, 30, 18, 11, 13, 15, 29, 16, 14, 26, 17, 3, 23, 7, 25, 21, 22, 1}",4.805601,"{1, 22, 21, 25, 7, 23, 14, 16, 3, 17, 26, 13, 15, 29, 11, 18, 30, 2, 8, 27, 12, 5, 9, 24, 20, 10, 28, 19, 4, 6, 1}",4.882952,0.016096,0.001163
"{1, 15, 20, 8, 5, 29, 3, 7, 21, 2, 26, 14, 12, 19, 25, 22, 10, 4, 18, 16, 30, 28, 13, 9, 11, 27, 17, 6, 24, 23, 1}",4.645895,"{1, 15, 20, 8, 5, 29, 3, 7, 2, 26, 14, 12, 19, 25, 21, 22, 10, 4, 18, 16, 30, 28, 13, 9, 11, 27, 17, 6, 24, 23, 1}",4.658721,0.002761,0.002642
"{1, 16, 25, 6, 9, 17, 26, 24, 2, 14, 3, 13, 22, 29, 11, 4, 20, 12, 10, 30, 18, 7, 21, 27, 28, 23, 19, 5, 15, 8, 1}",4.538300,"{1, 16, 25, 6, 9, 17, 26, 24, 2, 14, 3, 13, 22, 29, 20, 12, 10, 30, 18, 7, 21, 27, 28, 23, 19, 5, 4, 11, 15, 8, 1}",4.637798,0.021924,0.001834
"{1, 21, 11, 27, 10, 13, 30, 23, 24, 19, 29, 17, 7, 15, 3, 20, 28, 26, 5, 6, 14, 2, 8, 22, 9, 4, 12, 18, 25, 16, 1}",4.395518,"{1, 16, 25, 18, 12, 4, 9, 22, 8, 2, 14, 6, 5, 26, 28, 20, 3, 15, 7, 17, 29, 19, 24, 23, 30, 13, 10, 27, 11, 21, 1}",4.395517,0.000000,0.003712
"{1, 16, 22, 18, 14, 5, 27, 17, 7, 28, 25, 12, 11, 8, 3, 6, 2, 21, 4, 24, 29, 15, 20, 13, 9, 10, 30, 26, 19, 23, 1}",4.212930,"{1, 16, 22, 18, 14, 5, 27, 17, 7, 28, 25, 12, 11, 8, 3, 6, 2, 21, 4, 24, 29, 15, 20, 13, 9, 26, 10, 30, 23, 19, 1}",4.262221,0.011700,0.001970
"{1, 16, 26, 18, 20, 27, 23, 7, 17, 4, 5, 30, 29, 13, 21, 14, 24, 8, 22, 2, 6, 28, 19, 3, 11, 15, 25, 10, 12, 9, 1}",4.923536,"{1, 9, 23, 2, 6, 28, 10, 12, 15, 25, 11, 3, 19, 22, 8, 24, 14, 21, 13, 29, 30, 5, 4, 17, 7, 20, 27, 18, 26, 16, 1}",5.105853,0.037030,0.001163
"{1, 4, 12, 17, 23, 3, 16, 22, 30, 18, 2, 15, 19, 14, 8, 5, 27, 21, 29, 20, 11, 13, 28, 24, 7, 9, 25, 26, 10, 6, 1}",4.352213,"{1, 6, 10, 24, 7, 28, 9, 25, 13, 20, 11, 15, 2, 18, 30, 22, 16, 3, 23, 12, 4, 17, 8, 14, 19, 5, 27, 21, 29, 26, 1}",4.916527,0.129661,0.001406
"{1, 3, 14, 2, 18, 28, 16, 22, 25, 9, 4, 27, 26, 20, 13, 23, 30, 12, 21, 10, 19, 29, 5, 11, 6, 15, 24, 7, 8, 17, 1}",4.442610,"{1, 17, 7, 24, 15, 6, 11, 5, 29, 19, 10, 21, 12, 30, 23, 13, 20, 18, 3, 14, 2, 28, 26, 27, 4, 9, 25, 22, 16, 8, 1}",4.645587,0.045689,0.002018
"{1, 4, 16, 2, 10, 11, 18, 28, 15, 20, 27, 5, 17, 8, 6, 19, 24, 21, 13, 22, 12, 26, 9, 14, 23, 30, 3, 7, 29, 25, 1}",4.338206,"{1, 25, 7, 3, 29, 30, 23, 14, 9, 26, 12, 22, 13, 21, 24, 19, 6, 8, 17, 5, 27, 20, 15, 28, 4, 16, 18, 11, 10, 2, 1}",4.337734,-0.000109,0.001960
"{1, 13, 20, 4, 19, 27, 17, 28, 14, 9, 16, 25, 12, 2, 10, 26, 11, 7, 6, 15, 3, 8, 30, 21, 18, 23, 5, 29, 24, 22, 1}",4.790635,"{1, 29, 18, 20, 13, 4, 19, 27, 17, 28, 14, 9, 16, 25, 12, 2, 10, 26, 11, 7, 6, 15, 3, 8, 30, 21, 23, 5, 24, 22, 1}",4.955365,0.034386,0.001281
"{1, 10, 16, 6, 3, 20, 8, 12, 5, 26, 19, 17, 13, 27, 30, 15, 29, 21, 14, 9, 25, 18, 24, 7, 22, 4, 23, 11, 28, 2, 1}",4.021061,"{1, 10, 16, 6, 3, 20, 5, 12, 26, 19, 17, 13, 27, 30, 15, 29, 21, 14, 9, 25, 18, 24, 7, 22, 4, 23, 2, 28, 11, 8, 1}",4.109194,0.021918,0.000716
"{1, 27, 28, 13, 16, 14, 25, 6, 30, 11, 10, 20, 23, 24, 19, 26, 15, 8, 18, 22, 2, 12, 3, 9, 7, 4, 17, 21, 29, 5, 1}",4.709912,"{1, 5, 29, 21, 17, 4, 7, 9, 3, 12, 2, 22, 18, 26, 8, 15, 19, 24, 23, 20, 10, 11, 30, 6, 25, 14, 16, 13, 28, 27, 1}",4.727897,0.003819,0.002042
"{1, 27, 6, 23, 11, 14, 4, 18, 22, 5, 7, 30, 24, 26, 17, 13, 21, 3, 28, 9, 8, 16, 25, 19, 15, 2, 20, 12, 29, 10, 1}",4.288992,"{1, 27, 6, 23, 11, 14, 4, 18, 22, 5, 7, 30, 24, 26, 17, 13, 21, 3, 28, 9, 8, 16, 25, 19, 15, 2, 20, 12, 29, 10, 1}",4.288992,0.000000,0.002756
"{1, 29, 21, 14, 28, 15, 12, 6, 20, 16, 4, 2, 23, 5, 7, 30, 25, 18, 22, 13, 19, 11, 10, 27, 26, 8, 3, 9, 17, 24, 1}",4.391786,"{1, 24, 17, 9, 10, 3, 8, 26, 27, 22, 18, 25, 30, 7, 5, 13, 23, 2, 4, 16, 20, 19, 11, 6, 12, 15, 28, 14, 21, 29, 1}",4.623163,0.052684,0.001464
