optimal_tour,optimal_tour_length,threshold_accepting_tour,threshold_accepting_tour_length,score,time
"{1, 12, 4, 13, 7, 2, 8, 16, 20, 14, 19, 11, 3, 6, 5, 18, 9, 15, 10, 17, 1}",3.376549,"{1, 12, 13, 4, 20, 7, 2, 8, 16, 19, 14, 11, 3, 6, 5, 18, 9, 15, 10, 17, 1}",3.633773,0.076180,0.043927
"{1, 9, 20, 4, 2, 13, 17, 15, 14, 11, 16, 8, 7, 6, 18, 3, 12, 10, 19, 5, 1}",3.740345,"{1, 5, 19, 10, 3, 18, 6, 7, 8, 16, 11, 15, 14, 12, 17, 13, 2, 4, 20, 9, 1}",3.920118,0.048063,0.043993
"{1, 10, 16, 9, 18, 4, 11, 7, 5, 19, 8, 13, 2, 17, 12, 6, 15, 3, 20, 14, 1}",3.247463,"{1, 14, 5, 19, 8, 13, 2, 17, 12, 6, 15, 3, 20, 16, 10, 9, 18, 4, 11, 7, 1}",3.356916,0.033704,0.044331
"{1, 9, 12, 6, 15, 18, 16, 4, 5, 19, 2, 8, 17, 11, 13, 10, 7, 3, 14, 20, 1}",3.261644,"{1, 20, 14, 3, 4, 7, 10, 13, 11, 17, 8, 2, 5, 19, 16, 18, 15, 6, 12, 9, 1}",3.275632,0.004289,0.043924
"{1, 10, 12, 13, 6, 7, 3, 18, 15, 4, 5, 16, 20, 2, 19, 17, 11, 8, 14, 9, 1}",3.719607,"{1, 9, 14, 8, 11, 17, 19, 2, 20, 16, 5, 4, 15, 18, 7, 6, 3, 13, 12, 10, 1}",3.760328,0.010948,0.043829
"{1, 15, 8, 3, 13, 12, 4, 19, 18, 20, 7, 5, 2, 14, 11, 10, 9, 6, 17, 16, 1}",3.316462,"{1, 15, 8, 3, 12, 4, 19, 18, 20, 7, 5, 2, 14, 11, 10, 9, 13, 6, 17, 16, 1}",3.430144,0.034278,0.044019
"{1, 7, 8, 15, 6, 14, 17, 11, 13, 12, 20, 16, 9, 3, 18, 19, 5, 2, 4, 10, 1}",3.452069,"{1, 7, 8, 15, 6, 14, 17, 11, 13, 12, 20, 16, 9, 3, 18, 19, 5, 2, 4, 10, 1}",3.452069,0.000000,0.043930
"{1, 2, 16, 7, 10, 6, 15, 19, 18, 9, 5, 14, 13, 11, 12, 17, 8, 4, 3, 20, 1}",3.891314,"{1, 20, 3, 4, 11, 17, 8, 6, 15, 12, 13, 14, 5, 9, 18, 19, 10, 7, 16, 2, 1}",4.208417,0.081490,0.044004
"{1, 18, 8, 5, 16, 17, 7, 10, 14, 15, 4, 19, 9, 3, 12, 2, 6, 13, 11, 20, 1}",3.905331,"{1, 20, 11, 13, 6, 2, 12, 3, 9, 19, 4, 15, 14, 10, 7, 17, 16, 5, 8, 18, 1}",3.905331,0.000000,0.043981
"{1, 10, 7, 18, 5, 16, 4, 3, 19, 17, 20, 11, 8, 12, 15, 2, 9, 6, 13, 14, 1}",4.115979,"{1, 10, 18, 7, 6, 13, 14, 9, 2, 15, 12, 8, 11, 20, 4, 16, 5, 17, 19, 3, 1}",4.217006,0.024545,0.044055
"{1, 5, 12, 17, 16, 15, 8, 2, 20, 10, 14, 19, 9, 7, 13, 11, 18, 6, 4, 3, 1}",4.270162,"{1, 3, 4, 6, 18, 11, 13, 7, 9, 14, 19, 10, 20, 2, 8, 15, 16, 17, 12, 5, 1}",4.263122,-0.001649,0.043797
"{1, 6, 17, 11, 19, 12, 8, 14, 3, 16, 4, 2, 5, 18, 10, 15, 9, 7, 20, 13, 1}",3.560079,"{1, 6, 17, 11, 19, 12, 8, 14, 3, 16, 4, 2, 5, 10, 15, 9, 7, 18, 20, 13, 1}",3.593917,0.009505,0.043966
"{1, 9, 17, 12, 18, 8, 10, 5, 2, 19, 13, 16, 20, 6, 15, 11, 7, 14, 3, 4, 1}",3.524787,"{1, 9, 17, 12, 18, 8, 10, 5, 2, 19, 13, 20, 16, 7, 14, 11, 15, 6, 3, 4, 1}",3.535246,0.002967,0.043904
"{1, 20, 7, 17, 8, 15, 6, 5, 12, 9, 11, 16, 4, 14, 18, 13, 3, 2, 19, 10, 1}",4.112444,"{1, 18, 10, 19, 2, 3, 13, 14, 4, 16, 11, 12, 5, 6, 15, 8, 9, 17, 7, 20, 1}",4.246975,0.032713,0.043908
"{1, 2, 17, 5, 10, 4, 18, 15, 7, 6, 19, 11, 12, 8, 13, 16, 14, 9, 20, 3, 1}",3.799635,"{1, 3, 20, 9, 14, 16, 13, 8, 12, 11, 19, 6, 7, 15, 18, 4, 10, 5, 17, 2, 1}",3.799635,0.000000,0.043608
"{1, 5, 15, 4, 8, 18, 17, 9, 14, 3, 6, 2, 13, 7, 20, 19, 11, 16, 10, 12, 1}",4.008873,"{1, 11, 19, 20, 7, 16, 10, 12, 13, 2, 6, 3, 14, 17, 9, 8, 18, 4, 15, 5, 1}",4.030405,0.005371,0.043704
"{1, 9, 19, 20, 8, 12, 4, 18, 3, 7, 14, 5, 15, 11, 16, 17, 2, 13, 10, 6, 1}",3.664683,"{1, 6, 10, 13, 2, 17, 16, 11, 15, 5, 14, 7, 3, 18, 4, 12, 8, 20, 19, 9, 1}",3.664682,0.000000,0.044198
"{1, 18, 12, 8, 15, 4, 13, 5, 20, 6, 14, 9, 17, 2, 10, 16, 19, 11, 3, 7, 1}",3.731908,"{1, 18, 12, 8, 15, 4, 13, 5, 20, 6, 14, 9, 17, 2, 10, 16, 19, 11, 3, 7, 1}",3.731908,0.000000,0.043982
"{1, 10, 9, 20, 8, 17, 14, 15, 7, 13, 3, 2, 16, 4, 18, 19, 12, 6, 11, 5, 1}",3.416293,"{1, 10, 9, 20, 8, 17, 14, 15, 3, 7, 13, 2, 16, 4, 18, 12, 19, 6, 11, 5, 1}",3.434112,0.005216,0.043975
"{1, 6, 4, 19, 12, 18, 5, 11, 14, 10, 8, 3, 7, 13, 16, 15, 17, 20, 9, 2, 1}",3.992873,"{1, 6, 4, 12, 18, 5, 11, 19, 14, 10, 8, 3, 7, 13, 16, 15, 17, 20, 9, 2, 1}",4.011937,0.004774,0.044274
"{1, 17, 15, 4, 9, 3, 12, 19, 7, 2, 16, 5, 14, 13, 10, 6, 18, 20, 8, 11, 1}",3.438764,"{1, 11, 8, 20, 18, 6, 10, 13, 14, 5, 16, 2, 7, 19, 12, 3, 9, 4, 15, 17, 1}",3.438763,0.000000,0.043773
"{1, 12, 16, 5, 20, 6, 3, 7, 14, 11, 15, 10, 8, 19, 17, 13, 4, 2, 18, 9, 1}",4.087111,"{1, 9, 18, 2, 4, 13, 17, 19, 8, 10, 15, 11, 14, 7, 3, 6, 20, 5, 16, 12, 1}",4.087111,0.000000,0.043641
"{1, 14, 8, 6, 9, 13, 3, 2, 4, 20, 18, 5, 19, 16, 11, 17, 7, 10, 12, 15, 1}",4.279946,"{1, 15, 12, 19, 16, 11, 10, 7, 17, 20, 4, 2, 3, 13, 9, 6, 18, 5, 8, 14, 1}",4.348103,0.015925,0.043657
"{1, 15, 9, 5, 3, 10, 7, 14, 19, 16, 20, 13, 12, 4, 18, 11, 8, 2, 6, 17, 1}",3.086256,"{1, 15, 9, 5, 3, 10, 8, 7, 14, 19, 16, 20, 13, 12, 4, 18, 11, 2, 6, 17, 1}",3.132634,0.015027,0.043833
"{1, 12, 18, 4, 9, 3, 2, 17, 10, 20, 6, 11, 14, 15, 16, 13, 7, 8, 19, 5, 1}",3.897911,"{1, 12, 18, 4, 9, 3, 2, 17, 10, 20, 6, 11, 14, 15, 16, 13, 7, 8, 19, 5, 1}",3.897911,0.000000,0.044131
"{1, 13, 15, 4, 12, 17, 6, 9, 19, 14, 2, 5, 18, 10, 3, 8, 11, 20, 16, 7, 1}",4.250881,"{1, 13, 15, 19, 4, 12, 17, 6, 9, 14, 2, 5, 18, 10, 3, 8, 11, 20, 16, 7, 1}",4.279001,0.006615,0.044002
"{1, 18, 4, 6, 3, 12, 8, 15, 10, 11, 20, 2, 16, 9, 17, 7, 13, 19, 14, 5, 1}",4.013436,"{1, 18, 4, 6, 3, 12, 8, 15, 10, 11, 20, 2, 16, 9, 17, 7, 13, 19, 14, 5, 1}",4.013436,0.000000,0.043838
"{1, 6, 10, 16, 4, 3, 12, 5, 9, 13, 17, 8, 15, 20, 7, 11, 19, 2, 14, 18, 1}",4.152641,"{1, 18, 14, 2, 19, 11, 7, 20, 15, 8, 17, 13, 9, 5, 12, 3, 4, 16, 10, 6, 1}",4.152640,0.000000,0.043834
"{1, 5, 12, 15, 18, 7, 6, 19, 2, 17, 4, 8, 13, 3, 20, 11, 10, 16, 14, 9, 1}",4.335362,"{1, 9, 12, 5, 3, 7, 15, 18, 6, 19, 2, 17, 4, 8, 13, 10, 16, 14, 11, 20, 1}",4.389846,0.012567,0.043860
"{1, 14, 15, 4, 16, 12, 11, 19, 6, 10, 5, 18, 7, 2, 17, 20, 3, 9, 13, 8, 1}",3.953459,"{1, 14, 4, 16, 12, 11, 19, 6, 10, 5, 18, 7, 2, 17, 20, 3, 9, 13, 8, 15, 1}",3.958998,0.001401,0.044271
"{1, 2, 3, 17, 19, 18, 5, 16, 12, 6, 11, 9, 14, 15, 20, 4, 8, 7, 13, 10, 1}",3.498350,"{1, 13, 7, 8, 4, 20, 15, 14, 9, 11, 6, 12, 16, 5, 18, 19, 17, 3, 10, 2, 1}",3.505864,0.002148,0.043859
"{1, 18, 7, 15, 11, 9, 13, 2, 20, 12, 19, 10, 16, 6, 14, 8, 4, 17, 3, 5, 1}",3.697446,"{1, 18, 7, 15, 11, 9, 13, 2, 20, 12, 19, 10, 16, 6, 14, 8, 4, 17, 3, 5, 1}",3.697446,0.000000,0.044041
"{1, 18, 7, 5, 6, 20, 2, 15, 9, 11, 16, 10, 8, 12, 3, 14, 17, 13, 4, 19, 1}",3.759627,"{1, 19, 4, 13, 17, 14, 3, 12, 8, 10, 16, 11, 9, 15, 2, 20, 6, 5, 7, 18, 1}",3.759627,0.000000,0.043850
"{1, 9, 6, 14, 8, 19, 15, 3, 2, 4, 7, 11, 20, 17, 5, 12, 18, 13, 16, 10, 1}",3.847815,"{1, 9, 6, 16, 13, 18, 12, 5, 17, 20, 10, 11, 7, 4, 2, 3, 15, 19, 8, 14, 1}",4.054158,0.053626,0.044040
"{1, 18, 17, 16, 4, 14, 7, 10, 11, 20, 13, 6, 15, 9, 3, 8, 19, 2, 12, 5, 1}",4.087185,"{1, 5, 12, 2, 19, 8, 3, 15, 9, 6, 13, 20, 11, 10, 7, 14, 4, 16, 17, 18, 1}",4.086562,-0.000153,0.043838
"{1, 8, 9, 4, 19, 16, 7, 2, 20, 15, 10, 13, 12, 6, 14, 3, 18, 11, 5, 17, 1}",3.726496,"{1, 8, 9, 4, 19, 16, 7, 2, 20, 15, 10, 13, 12, 6, 14, 3, 18, 11, 5, 17, 1}",3.726496,0.000000,0.043851
"{1, 14, 13, 12, 15, 6, 10, 18, 7, 4, 11, 19, 2, 5, 20, 17, 3, 9, 16, 8, 1}",3.481660,"{1, 14, 13, 12, 15, 10, 18, 7, 6, 4, 11, 19, 2, 5, 20, 17, 3, 9, 16, 8, 1}",3.671917,0.054645,0.043600
"{1, 4, 20, 19, 6, 8, 5, 15, 18, 14, 11, 9, 3, 10, 12, 7, 17, 13, 2, 16, 1}",3.546805,"{1, 16, 2, 13, 17, 7, 12, 10, 3, 9, 11, 14, 5, 8, 6, 15, 18, 19, 20, 4, 1}",3.596012,0.013874,0.043935
"{1, 19, 18, 9, 16, 2, 10, 15, 17, 20, 3, 13, 7, 8, 12, 14, 6, 11, 5, 4, 1}",3.574671,"{1, 19, 18, 9, 16, 10, 2, 15, 17, 20, 3, 13, 7, 8, 12, 14, 6, 11, 5, 4, 1}",3.573518,-0.000323,0.043914
"{1, 3, 9, 7, 13, 14, 8, 5, 10, 2, 6, 4, 18, 17, 11, 15, 20, 12, 16, 19, 1}",3.891483,"{1, 3, 9, 7, 13, 14, 8, 5, 10, 2, 6, 4, 12, 20, 18, 17, 11, 15, 16, 19, 1}",3.890234,-0.000321,0.043708
"{1, 11, 9, 10, 14, 8, 16, 3, 2, 15, 5, 12, 13, 17, 18, 4, 19, 7, 20, 6, 1}",3.672161,"{1, 6, 11, 9, 10, 14, 8, 16, 3, 2, 15, 5, 12, 13, 17, 18, 4, 19, 7, 20, 1}",3.669803,-0.000642,0.043894
"{1, 18, 6, 20, 4, 2, 14, 17, 10, 8, 3, 12, 19, 16, 13, 15, 5, 9, 7, 11, 1}",3.728168,"{1, 18, 6, 20, 11, 4, 7, 16, 2, 14, 17, 10, 8, 3, 12, 19, 13, 15, 9, 5, 1}",3.873855,0.039077,0.043927
"{1, 4, 7, 20, 2, 8, 9, 5, 15, 6, 19, 10, 17, 14, 13, 11, 16, 3, 18, 12, 1}",4.244275,"{1, 4, 7, 20, 2, 8, 9, 5, 15, 6, 19, 11, 16, 3, 13, 14, 10, 17, 18, 12, 1}",4.262670,0.004334,0.044302
"{1, 10, 6, 19, 13, 4, 15, 5, 2, 20, 7, 14, 11, 3, 16, 8, 9, 18, 12, 17, 1}",3.375775,"{1, 17, 12, 18, 9, 8, 3, 11, 14, 7, 20, 2, 5, 15, 4, 16, 13, 19, 6, 10, 1}",3.395341,0.005796,0.044147
"{1, 19, 3, 15, 9, 18, 10, 6, 14, 11, 4, 7, 20, 17, 5, 12, 16, 2, 8, 13, 1}",3.679410,"{1, 13, 8, 2, 16, 17, 20, 5, 7, 12, 4, 11, 14, 6, 10, 18, 9, 15, 3, 19, 1}",3.680213,0.000218,0.043957
"{1, 12, 17, 5, 18, 15, 10, 13, 8, 7, 11, 19, 20, 9, 3, 4, 14, 16, 6, 2, 1}",3.368296,"{1, 6, 16, 14, 4, 3, 9, 20, 19, 11, 2, 7, 8, 13, 10, 15, 17, 18, 5, 12, 1}",3.427107,0.017460,0.044027
"{1, 14, 11, 10, 15, 5, 16, 3, 8, 2, 7, 19, 13, 18, 4, 6, 20, 12, 17, 9, 1}",3.988148,"{1, 15, 14, 11, 10, 5, 16, 3, 8, 2, 7, 19, 13, 18, 4, 6, 20, 12, 17, 9, 1}",3.991684,0.000887,0.043833
"{1, 8, 6, 5, 10, 19, 15, 7, 16, 11, 4, 20, 18, 9, 2, 12, 3, 13, 17, 14, 1}",4.185415,"{1, 14, 17, 13, 3, 12, 2, 9, 18, 20, 4, 11, 16, 15, 19, 7, 10, 5, 6, 8, 1}",4.205197,0.004726,0.043745
"{1, 2, 3, 11, 14, 20, 15, 4, 8, 12, 16, 17, 9, 10, 18, 5, 19, 7, 6, 13, 1}",4.420700,"{1, 2, 20, 14, 3, 11, 15, 4, 12, 8, 16, 17, 9, 10, 18, 5, 19, 7, 6, 13, 1}",4.510550,0.020325,0.044118
"{1, 18, 20, 16, 6, 19, 5, 13, 17, 2, 11, 9, 4, 8, 10, 14, 3, 12, 7, 15, 1}",3.677803,"{1, 18, 20, 16, 6, 19, 5, 13, 17, 2, 11, 9, 4, 8, 10, 14, 3, 12, 7, 15, 1}",3.677803,0.000000,0.044113
"{1, 15, 6, 4, 13, 18, 2, 8, 12, 7, 19, 9, 16, 17, 5, 3, 14, 10, 11, 20, 1}",3.647084,"{1, 15, 6, 4, 13, 18, 2, 8, 12, 7, 19, 9, 16, 17, 5, 3, 14, 10, 11, 20, 1}",3.647084,0.000000,0.044238
"{1, 7, 16, 17, 2, 18, 12, 3, 9, 6, 14, 5, 11, 15, 10, 8, 4, 19, 20, 13, 1}",3.737409,"{1, 16, 17, 2, 18, 12, 3, 9, 6, 14, 5, 11, 15, 10, 7, 8, 4, 19, 20, 13, 1}",4.008747,0.072600,0.043769
"{1, 12, 20, 2, 13, 14, 8, 15, 11, 19, 18, 9, 16, 6, 7, 5, 17, 10, 4, 3, 1}",3.625168,"{1, 20, 2, 13, 14, 8, 18, 9, 16, 6, 7, 17, 5, 19, 11, 15, 12, 10, 4, 3, 1}",3.738144,0.031164,0.044031
"{1, 7, 12, 16, 4, 20, 19, 17, 3, 11, 5, 8, 10, 9, 18, 14, 6, 15, 2, 13, 1}",3.760176,"{1, 13, 6, 14, 18, 9, 10, 8, 5, 11, 3, 17, 19, 20, 4, 16, 15, 2, 12, 7, 1}",3.884440,0.033048,0.043705
"{1, 4, 19, 10, 3, 14, 13, 5, 9, 7, 2, 17, 16, 20, 8, 11, 15, 6, 18, 12, 1}",4.241494,"{1, 4, 19, 10, 14, 3, 13, 5, 9, 7, 16, 2, 17, 20, 8, 11, 15, 6, 18, 12, 1}",4.256033,0.003428,0.043870
"{1, 5, 3, 13, 10, 4, 16, 18, 6, 19, 7, 9, 11, 20, 14, 15, 12, 17, 2, 8, 1}",3.945967,"{1, 2, 17, 12, 15, 14, 20, 7, 9, 11, 18, 16, 4, 10, 13, 3, 6, 19, 8, 5, 1}",4.236140,0.073537,0.043885
"{1, 14, 18, 10, 12, 20, 11, 16, 15, 17, 19, 3, 5, 7, 13, 4, 8, 6, 2, 9, 1}",3.378270,"{1, 14, 18, 10, 12, 20, 11, 16, 15, 17, 19, 3, 5, 7, 13, 4, 8, 6, 2, 9, 1}",3.378270,0.000000,0.043716
"{1, 7, 15, 2, 11, 9, 12, 3, 18, 10, 13, 20, 5, 17, 14, 19, 6, 16, 4, 8, 1}",3.914396,"{1, 7, 15, 2, 12, 3, 18, 10, 9, 11, 20, 13, 14, 17, 5, 19, 6, 16, 4, 8, 1}",4.058173,0.036730,0.044152
"{1, 4, 12, 14, 10, 15, 8, 11, 20, 19, 16, 3, 9, 17, 7, 18, 6, 13, 2, 5, 1}",3.992855,"{1, 4, 12, 14, 15, 8, 11, 20, 19, 16, 3, 9, 17, 7, 18, 6, 10, 13, 2, 5, 1}",4.046606,0.013462,0.043977
"{1, 18, 17, 2, 9, 6, 12, 5, 14, 10, 4, 8, 15, 19, 3, 13, 20, 7, 16, 11, 1}",3.571024,"{1, 18, 7, 2, 17, 9, 6, 12, 5, 14, 10, 4, 8, 15, 19, 3, 13, 20, 16, 11, 1}",3.584980,0.003908,0.043907
"{1, 6, 8, 9, 14, 13, 11, 18, 4, 2, 15, 5, 19, 7, 16, 12, 3, 10, 20, 17, 1}",3.425303,"{1, 17, 20, 10, 3, 12, 16, 7, 19, 5, 15, 2, 4, 18, 11, 13, 14, 9, 8, 6, 1}",3.425302,0.000000,0.043890
"{1, 2, 19, 17, 16, 10, 18, 13, 9, 12, 5, 4, 8, 6, 14, 11, 20, 15, 7, 3, 1}",3.416212,"{1, 3, 7, 15, 20, 11, 14, 6, 8, 5, 4, 12, 9, 13, 18, 10, 16, 17, 19, 2, 1}",3.484197,0.019901,0.044233
"{1, 13, 9, 20, 17, 11, 8, 19, 15, 4, 5, 6, 12, 2, 7, 18, 10, 14, 16, 3, 1}",3.513859,"{1, 8, 13, 9, 20, 17, 11, 4, 15, 5, 19, 6, 12, 2, 7, 18, 10, 14, 16, 3, 1}",3.745514,0.065926,0.043869
"{1, 13, 19, 17, 2, 20, 3, 4, 6, 18, 9, 16, 8, 15, 11, 10, 7, 12, 14, 5, 1}",3.969724,"{1, 5, 14, 12, 7, 10, 8, 16, 9, 18, 15, 11, 6, 4, 3, 20, 2, 17, 19, 13, 1}",4.096527,0.031942,0.043954
"{1, 18, 9, 8, 3, 19, 12, 16, 4, 2, 15, 5, 10, 20, 11, 6, 17, 7, 13, 14, 1}",3.761833,"{1, 14, 5, 10, 13, 7, 17, 6, 11, 20, 15, 2, 4, 16, 12, 19, 3, 8, 9, 18, 1}",3.892612,0.034765,0.043850
"{1, 15, 5, 13, 16, 7, 19, 3, 11, 18, 6, 14, 17, 12, 2, 8, 10, 20, 4, 9, 1}",3.504022,"{1, 9, 4, 20, 10, 8, 2, 12, 17, 14, 6, 18, 11, 3, 19, 7, 16, 15, 13, 5, 1}",3.550404,0.013237,0.043712
"{1, 20, 14, 4, 19, 15, 7, 16, 8, 10, 18, 11, 13, 3, 5, 12, 6, 9, 2, 17, 1}",3.957425,"{1, 17, 5, 3, 12, 9, 6, 11, 13, 18, 8, 10, 2, 16, 7, 15, 19, 4, 14, 20, 1}",4.243033,0.072170,0.043861
"{1, 11, 19, 10, 7, 17, 9, 6, 15, 5, 18, 2, 14, 4, 13, 16, 20, 3, 12, 8, 1}",3.763959,"{1, 11, 19, 10, 7, 17, 9, 6, 15, 5, 18, 2, 14, 4, 13, 16, 20, 3, 12, 8, 1}",3.763959,0.000000,0.043954
"{1, 4, 5, 10, 19, 8, 15, 2, 7, 18, 20, 6, 12, 17, 11, 16, 13, 3, 14, 9, 1}",4.172360,"{1, 4, 5, 10, 19, 8, 15, 2, 7, 18, 12, 20, 6, 17, 16, 13, 11, 3, 14, 9, 1}",4.259273,0.020831,0.043839
"{1, 8, 7, 11, 20, 15, 10, 16, 3, 19, 14, 17, 13, 5, 6, 2, 4, 18, 12, 9, 1}",3.970973,"{1, 11, 20, 15, 10, 16, 3, 7, 8, 19, 14, 17, 13, 5, 6, 2, 18, 4, 12, 9, 1}",3.989595,0.004689,0.043935
"{1, 7, 6, 16, 9, 4, 18, 2, 13, 12, 15, 19, 11, 8, 10, 5, 14, 17, 3, 20, 1}",3.197087,"{1, 20, 11, 19, 8, 10, 5, 14, 3, 17, 6, 16, 9, 4, 2, 13, 15, 12, 18, 7, 1}",3.398851,0.063109,0.044308
"{1, 16, 11, 5, 19, 9, 13, 10, 2, 18, 15, 14, 17, 3, 12, 4, 7, 6, 8, 20, 1}",3.565433,"{1, 20, 8, 6, 7, 4, 12, 3, 17, 14, 15, 18, 2, 10, 13, 9, 19, 5, 11, 16, 1}",3.565432,0.000000,0.044058
"{1, 6, 11, 10, 8, 17, 13, 15, 19, 16, 2, 14, 12, 18, 5, 3, 20, 7, 4, 9, 1}",4.087822,"{1, 6, 11, 10, 8, 17, 13, 15, 19, 16, 2, 14, 12, 18, 5, 20, 3, 4, 7, 9, 1}",4.091455,0.000889,0.043935
"{1, 16, 18, 9, 3, 2, 14, 19, 12, 20, 15, 5, 6, 7, 13, 10, 8, 4, 11, 17, 1}",3.842749,"{1, 16, 18, 9, 3, 2, 14, 19, 12, 20, 15, 5, 6, 7, 13, 10, 8, 4, 11, 17, 1}",3.842749,0.000000,0.044081
"{1, 2, 5, 6, 9, 18, 19, 12, 16, 15, 4, 11, 17, 10, 3, 13, 20, 14, 7, 8, 1}",3.846831,"{1, 2, 5, 6, 18, 9, 19, 12, 16, 15, 4, 11, 17, 10, 3, 13, 20, 14, 7, 8, 1}",3.846566,-0.000069,0.043920
"{1, 7, 18, 19, 3, 2, 13, 14, 6, 17, 16, 15, 5, 10, 8, 12, 4, 9, 20, 11, 1}",3.641147,"{1, 11, 20, 9, 4, 12, 8, 10, 5, 15, 16, 17, 6, 14, 13, 2, 3, 19, 18, 7, 1}",3.641147,0.000000,0.043808
"{1, 19, 15, 13, 14, 11, 3, 6, 18, 9, 7, 16, 20, 2, 17, 4, 5, 10, 12, 8, 1}",3.672103,"{1, 19, 15, 13, 14, 11, 3, 6, 9, 7, 18, 16, 20, 2, 17, 4, 5, 10, 12, 8, 1}",3.678273,0.001680,0.044097
"{1, 14, 10, 4, 17, 7, 12, 19, 9, 16, 18, 11, 8, 6, 13, 5, 3, 2, 15, 20, 1}",3.824349,"{1, 20, 15, 2, 3, 5, 13, 6, 8, 11, 18, 16, 9, 19, 12, 7, 17, 4, 10, 14, 1}",3.824348,0.000000,0.043784
"{1, 6, 19, 15, 12, 2, 17, 7, 20, 14, 13, 4, 11, 3, 9, 5, 10, 8, 18, 16, 1}",4.055809,"{1, 16, 18, 8, 10, 5, 9, 3, 11, 4, 13, 14, 20, 7, 17, 2, 12, 15, 19, 6, 1}",4.055809,0.000000,0.044069
"{1, 2, 10, 3, 4, 14, 17, 20, 6, 16, 11, 13, 7, 9, 12, 18, 5, 8, 15, 19, 1}",4.061754,"{1, 19, 15, 8, 18, 12, 9, 7, 13, 11, 16, 6, 20, 5, 14, 4, 17, 3, 10, 2, 1}",4.230322,0.041501,0.044031
"{1, 2, 18, 3, 10, 17, 11, 4, 9, 19, 6, 8, 5, 16, 13, 15, 12, 14, 7, 20, 1}",3.415691,"{1, 20, 7, 14, 6, 12, 15, 13, 16, 5, 8, 9, 4, 19, 11, 17, 10, 3, 18, 2, 1}",3.462892,0.013819,0.043961
"{1, 20, 17, 5, 16, 7, 13, 3, 15, 19, 10, 9, 8, 12, 2, 14, 4, 11, 6, 18, 1}",3.940239,"{1, 18, 6, 11, 4, 14, 2, 12, 8, 9, 15, 10, 19, 3, 13, 7, 16, 5, 17, 20, 1}",3.951798,0.002934,0.043927
"{1, 3, 6, 20, 10, 19, 18, 12, 14, 2, 17, 8, 13, 15, 16, 11, 7, 9, 4, 5, 1}",3.756408,"{1, 5, 4, 9, 7, 11, 16, 15, 13, 8, 17, 2, 14, 12, 18, 19, 10, 20, 6, 3, 1}",3.756407,0.000000,0.043898
"{1, 15, 9, 5, 10, 20, 14, 6, 2, 18, 13, 11, 4, 19, 17, 12, 8, 16, 7, 3, 1}",3.450915,"{1, 5, 9, 15, 16, 8, 12, 11, 13, 18, 4, 19, 2, 6, 14, 17, 20, 10, 3, 7, 1}",3.462424,0.003335,0.044053
"{1, 14, 12, 10, 16, 5, 18, 6, 15, 20, 2, 3, 7, 8, 9, 4, 13, 11, 19, 17, 1}",3.761270,"{1, 9, 8, 3, 7, 4, 19, 11, 13, 2, 20, 15, 6, 18, 16, 5, 17, 10, 12, 14, 1}",4.075021,0.083416,0.044241
"{1, 3, 9, 6, 12, 8, 17, 15, 5, 13, 18, 10, 11, 14, 16, 2, 7, 4, 19, 20, 1}",4.298613,"{1, 8, 12, 6, 9, 3, 20, 19, 4, 7, 2, 14, 16, 13, 18, 10, 5, 17, 15, 11, 1}",4.428081,0.030118,0.044147
"{1, 6, 5, 7, 13, 20, 4, 15, 3, 19, 14, 16, 2, 12, 8, 9, 10, 18, 11, 17, 1}",3.969038,"{1, 17, 11, 18, 10, 9, 8, 12, 19, 14, 3, 15, 4, 20, 13, 16, 2, 7, 5, 6, 1}",4.000996,0.008052,0.043714
"{1, 3, 8, 7, 2, 10, 5, 4, 6, 11, 15, 14, 9, 12, 19, 20, 13, 16, 17, 18, 1}",3.992985,"{1, 3, 8, 7, 11, 15, 6, 4, 2, 10, 5, 9, 12, 14, 19, 20, 13, 16, 17, 18, 1}",4.115793,0.030756,0.044032
"{1, 14, 5, 8, 10, 6, 9, 12, 15, 19, 4, 13, 2, 7, 16, 18, 3, 17, 11, 20, 1}",3.329891,"{1, 14, 5, 8, 10, 6, 15, 19, 4, 13, 12, 9, 2, 7, 16, 18, 3, 17, 11, 20, 1}",3.353770,0.007171,0.043974
"{1, 17, 16, 19, 9, 11, 6, 20, 4, 13, 7, 5, 15, 18, 2, 10, 3, 12, 14, 8, 1}",4.317961,"{1, 8, 14, 12, 3, 10, 2, 18, 15, 5, 7, 4, 20, 6, 11, 9, 13, 19, 16, 17, 1}",4.422364,0.024179,0.044186
"{1, 17, 19, 8, 9, 2, 20, 18, 15, 10, 3, 5, 7, 6, 16, 11, 4, 12, 13, 14, 1}",4.015505,"{1, 14, 13, 12, 4, 11, 16, 6, 7, 5, 3, 15, 10, 9, 8, 18, 20, 2, 19, 17, 1}",4.024590,0.002262,0.044188
"{1, 19, 4, 16, 8, 10, 6, 13, 15, 20, 11, 2, 17, 9, 7, 18, 5, 14, 12, 3, 1}",3.728752,"{1, 3, 12, 14, 5, 18, 7, 9, 17, 2, 11, 20, 15, 13, 6, 10, 8, 16, 4, 19, 1}",3.728752,0.000000,0.043989
"{1, 13, 5, 18, 11, 17, 16, 9, 20, 10, 15, 2, 12, 6, 8, 3, 14, 4, 19, 7, 1}",3.809023,"{1, 13, 5, 18, 17, 16, 9, 20, 10, 15, 2, 12, 6, 11, 8, 3, 14, 4, 19, 7, 1}",3.865014,0.014700,0.044216
