optimal_tour,optimal_tour_length,nearest_neighbor_tour,nearest_neighbor_tour_length,score,time
"{1, 26, 11, 7, 12, 8, 5, 28, 3, 10, 19, 16, 15, 18, 17, 2, 4, 22, 27, 24, 21, 23, 14, 13, 29, 20, 6, 30, 25, 9, 1}",4.739565,"{1, 26, 12, 7, 28, 5, 8, 11, 10, 19, 16, 15, 18, 2, 17, 24, 27, 4, 22, 21, 23, 13, 29, 6, 30, 9, 25, 14, 20, 3, 1}",5.854673,0.235276,0.000101
"{1, 16, 22, 23, 9, 8, 28, 15, 11, 25, 6, 27, 21, 18, 20, 10, 19, 2, 12, 3, 30, 5, 26, 14, 24, 7, 17, 4, 29, 13, 1}",4.776931,"{1, 16, 22, 28, 15, 11, 25, 6, 19, 2, 12, 3, 5, 30, 26, 14, 7, 17, 24, 20, 10, 18, 21, 27, 8, 9, 23, 13, 29, 4, 1}",5.666929,0.186312,0.000101
"{1, 13, 14, 20, 21, 2, 16, 9, 22, 30, 10, 5, 19, 23, 28, 7, 29, 25, 18, 26, 6, 11, 17, 8, 3, 15, 27, 24, 12, 4, 1}",4.516727,"{1, 12, 4, 24, 2, 16, 9, 22, 30, 19, 5, 10, 28, 7, 29, 25, 18, 15, 27, 3, 8, 26, 6, 11, 17, 13, 14, 20, 21, 23, 1}",6.031681,0.335410,0.000105
"{1, 6, 11, 8, 10, 16, 22, 18, 26, 9, 21, 4, 27, 23, 29, 20, 2, 14, 17, 5, 7, 12, 25, 30, 3, 24, 19, 28, 15, 13, 1}",4.343702,"{1, 6, 11, 23, 27, 4, 21, 9, 20, 2, 14, 17, 5, 7, 12, 29, 28, 13, 15, 8, 10, 16, 22, 18, 26, 19, 24, 3, 30, 25, 1}",5.792558,0.333553,0.000101
"{1, 24, 13, 18, 7, 14, 21, 23, 8, 20, 19, 2, 12, 5, 17, 22, 26, 10, 4, 9, 16, 15, 29, 30, 27, 11, 28, 6, 3, 25, 1}",5.086935,"{1, 24, 13, 18, 7, 14, 23, 2, 12, 5, 19, 20, 8, 21, 4, 10, 26, 16, 9, 29, 30, 27, 11, 28, 6, 3, 25, 15, 22, 17, 1}",6.947807,0.365814,0.000101
"{1, 26, 8, 21, 28, 24, 5, 20, 17, 19, 23, 30, 18, 6, 22, 9, 29, 27, 2, 11, 7, 3, 15, 10, 12, 25, 16, 4, 13, 14, 1}",4.639994,"{1, 26, 14, 13, 4, 16, 25, 10, 12, 29, 27, 15, 7, 11, 2, 3, 9, 22, 6, 23, 18, 30, 19, 17, 8, 21, 5, 20, 28, 24, 1}",5.195922,0.119812,0.000101
"{1, 27, 22, 19, 24, 14, 6, 17, 21, 26, 13, 15, 3, 18, 29, 10, 7, 4, 30, 9, 12, 20, 25, 23, 5, 8, 2, 28, 16, 11, 1}",4.676861,"{1, 27, 22, 19, 24, 14, 6, 15, 3, 29, 10, 7, 4, 30, 9, 25, 12, 20, 5, 8, 2, 28, 16, 11, 23, 18, 13, 26, 21, 17, 1}",5.451489,0.165630,0.000101
"{1, 24, 4, 11, 14, 17, 10, 12, 18, 22, 2, 13, 21, 28, 16, 23, 20, 9, 26, 29, 6, 8, 30, 7, 3, 5, 15, 19, 27, 25, 1}",4.003121,"{1, 24, 25, 27, 19, 15, 5, 3, 7, 30, 6, 8, 13, 2, 21, 28, 16, 26, 9, 23, 20, 29, 14, 11, 4, 17, 10, 12, 18, 22, 1}",4.870699,0.216725,0.000105
"{1, 5, 9, 20, 15, 27, 7, 24, 13, 19, 29, 28, 8, 26, 2, 21, 23, 4, 17, 30, 6, 22, 25, 3, 10, 11, 14, 16, 12, 18, 1}",4.825242,"{1, 5, 9, 4, 23, 21, 2, 29, 28, 8, 26, 30, 6, 22, 25, 3, 10, 17, 18, 12, 16, 14, 11, 27, 7, 13, 15, 20, 19, 24, 1}",5.792132,0.200382,0.000101
"{1, 14, 6, 17, 28, 7, 10, 8, 11, 13, 23, 12, 3, 9, 27, 24, 19, 18, 16, 5, 4, 22, 15, 30, 29, 21, 26, 2, 20, 25, 1}",4.482874,"{1, 6, 17, 28, 7, 10, 8, 11, 13, 12, 23, 3, 9, 27, 5, 4, 16, 24, 18, 19, 22, 29, 21, 2, 20, 25, 26, 14, 15, 30, 1}",6.012168,0.341141,0.000101
"{1, 6, 24, 22, 9, 17, 10, 27, 13, 28, 7, 30, 18, 4, 8, 25, 16, 23, 20, 21, 26, 14, 19, 12, 29, 3, 2, 11, 15, 5, 1}",4.611180,"{1, 6, 24, 22, 9, 17, 10, 27, 28, 7, 4, 8, 25, 23, 16, 26, 21, 12, 2, 3, 29, 19, 14, 15, 5, 11, 13, 18, 30, 20, 1}",6.364465,0.380225,0.000101
"{1, 14, 17, 25, 27, 6, 19, 7, 5, 30, 15, 28, 18, 23, 29, 13, 10, 21, 26, 11, 3, 24, 16, 22, 4, 12, 8, 2, 20, 9, 1}",4.696017,"{1, 2, 20, 9, 8, 12, 4, 22, 10, 13, 29, 23, 18, 28, 15, 6, 19, 7, 30, 5, 26, 21, 16, 24, 3, 11, 14, 17, 25, 27, 1}",5.931033,0.262992,0.000100
"{1, 4, 24, 25, 18, 28, 29, 15, 14, 7, 11, 9, 19, 13, 21, 30, 10, 17, 27, 3, 12, 20, 26, 22, 16, 5, 8, 23, 2, 6, 1}",4.998606,"{1, 4, 24, 16, 5, 8, 2, 23, 6, 29, 15, 7, 11, 9, 19, 28, 18, 25, 17, 27, 3, 12, 20, 26, 22, 10, 30, 21, 13, 14, 1}",6.194823,0.239310,0.000108
"{1, 23, 4, 12, 7, 26, 15, 20, 18, 5, 28, 27, 22, 2, 3, 6, 24, 14, 13, 29, 30, 16, 21, 10, 25, 9, 19, 11, 8, 17, 1}",4.857904,"{1, 17, 8, 11, 19, 9, 25, 10, 21, 16, 30, 29, 13, 14, 6, 24, 3, 2, 27, 22, 28, 5, 20, 15, 12, 4, 7, 26, 18, 23, 1}",5.516195,0.135509,0.000101
"{1, 22, 9, 15, 19, 17, 12, 10, 26, 2, 4, 5, 27, 8, 7, 30, 29, 16, 6, 20, 21, 11, 25, 14, 28, 18, 24, 13, 3, 23, 1}",4.273486,"{1, 22, 23, 3, 24, 13, 18, 28, 14, 25, 11, 6, 16, 20, 21, 29, 17, 19, 15, 10, 12, 26, 7, 8, 27, 2, 5, 4, 9, 30, 1}",5.384393,0.259953,0.000101
"{1, 22, 25, 13, 26, 28, 18, 2, 17, 12, 10, 21, 4, 15, 16, 23, 5, 9, 20, 27, 3, 11, 7, 8, 19, 14, 30, 6, 24, 29, 1}",4.338569,"{1, 22, 25, 18, 2, 17, 12, 10, 21, 16, 23, 15, 4, 28, 13, 26, 29, 24, 6, 30, 14, 19, 8, 7, 11, 3, 27, 20, 9, 5, 1}",5.155155,0.188216,0.000107
"{1, 14, 18, 26, 8, 23, 7, 5, 30, 25, 19, 29, 27, 11, 24, 4, 21, 6, 16, 3, 12, 10, 2, 17, 28, 22, 15, 20, 13, 9, 1}",4.307553,"{1, 14, 9, 13, 20, 15, 22, 28, 17, 10, 2, 12, 3, 16, 6, 21, 4, 24, 27, 29, 19, 18, 26, 8, 23, 7, 5, 30, 25, 11, 1}",5.068280,0.176603,0.000106
"{1, 25, 4, 8, 30, 16, 20, 5, 6, 2, 28, 14, 29, 22, 17, 9, 15, 23, 19, 18, 13, 27, 7, 3, 10, 12, 24, 21, 26, 11, 1}",4.474695,"{1, 11, 26, 21, 24, 12, 10, 3, 7, 27, 13, 18, 19, 23, 15, 14, 29, 22, 5, 20, 16, 30, 17, 28, 6, 2, 8, 4, 25, 9, 1}",5.583750,0.247850,0.000108
"{1, 14, 4, 29, 22, 20, 11, 24, 3, 5, 8, 18, 27, 28, 2, 9, 17, 30, 7, 25, 26, 16, 6, 21, 19, 10, 15, 13, 12, 23, 1}",4.301788,"{1, 23, 12, 13, 4, 14, 29, 22, 20, 28, 27, 24, 11, 3, 5, 18, 8, 2, 9, 17, 30, 7, 25, 26, 16, 6, 21, 19, 10, 15, 1}",5.008703,0.164330,0.000108
"{1, 23, 19, 8, 4, 30, 6, 16, 27, 3, 9, 28, 12, 20, 21, 24, 26, 17, 2, 11, 13, 29, 7, 18, 22, 15, 5, 25, 14, 10, 1}",4.363564,"{1, 23, 19, 8, 4, 30, 6, 16, 3, 27, 9, 28, 12, 20, 21, 24, 26, 13, 11, 2, 17, 29, 18, 7, 25, 14, 10, 5, 22, 15, 1}",5.017754,0.149921,0.000111
"{1, 19, 17, 30, 13, 10, 7, 14, 23, 3, 22, 6, 21, 28, 2, 8, 25, 29, 26, 4, 11, 9, 12, 16, 15, 18, 24, 5, 20, 27, 1}",4.449337,"{1, 27, 20, 5, 24, 19, 17, 30, 13, 10, 7, 3, 22, 23, 14, 21, 6, 28, 2, 8, 25, 29, 26, 4, 11, 12, 9, 15, 16, 18, 1}",4.902995,0.101961,0.000107
"{1, 23, 21, 10, 20, 12, 24, 11, 13, 3, 22, 5, 16, 29, 8, 15, 19, 26, 28, 17, 27, 4, 25, 2, 7, 18, 30, 9, 14, 6, 1}",4.271060,"{1, 6, 14, 23, 10, 20, 12, 24, 11, 13, 3, 22, 16, 5, 29, 8, 15, 19, 17, 27, 4, 25, 2, 18, 30, 9, 7, 21, 28, 26, 1}",5.527878,0.294264,0.000107
"{1, 8, 15, 2, 26, 16, 18, 17, 3, 21, 23, 13, 9, 22, 25, 4, 14, 5, 28, 7, 11, 24, 20, 6, 29, 19, 10, 12, 27, 30, 1}",4.864049,"{1, 10, 12, 27, 30, 15, 8, 25, 16, 26, 18, 17, 3, 21, 9, 22, 14, 4, 5, 28, 11, 24, 7, 6, 29, 19, 20, 13, 23, 2, 1}",6.390383,0.313799,0.000105
"{1, 29, 22, 15, 11, 25, 10, 17, 18, 26, 6, 13, 24, 5, 7, 30, 2, 9, 28, 21, 4, 14, 16, 12, 8, 27, 20, 19, 23, 3, 1}",5.134925,"{1, 3, 23, 22, 29, 6, 26, 13, 24, 5, 7, 30, 2, 9, 28, 14, 16, 12, 8, 27, 20, 19, 15, 11, 25, 18, 17, 10, 21, 4, 1}",6.031657,0.174634,0.000102
"{1, 23, 7, 4, 8, 2, 13, 16, 29, 28, 22, 18, 26, 5, 19, 10, 27, 30, 6, 3, 15, 11, 12, 21, 17, 20, 25, 9, 24, 14, 1}",4.548149,"{1, 14, 23, 4, 7, 8, 13, 16, 29, 28, 22, 5, 18, 26, 19, 30, 6, 3, 15, 11, 21, 17, 27, 10, 20, 25, 9, 24, 2, 12, 1}",6.506217,0.430520,0.000102
"{1, 2, 30, 12, 6, 19, 8, 18, 3, 14, 5, 27, 11, 9, 24, 17, 13, 10, 29, 23, 28, 7, 15, 25, 20, 26, 16, 22, 21, 4, 1}",4.478147,"{1, 4, 3, 14, 5, 27, 11, 9, 8, 18, 6, 30, 12, 2, 19, 24, 17, 13, 10, 29, 23, 28, 7, 20, 15, 25, 26, 16, 22, 21, 1}",5.026348,0.122417,0.000101
"{1, 20, 9, 29, 11, 16, 27, 17, 23, 4, 19, 13, 24, 25, 14, 22, 12, 7, 6, 21, 18, 26, 2, 8, 30, 15, 10, 3, 28, 5, 1}",4.970882,"{1, 5, 11, 29, 9, 20, 16, 27, 17, 13, 19, 4, 23, 24, 25, 22, 14, 12, 7, 6, 26, 15, 10, 30, 8, 2, 3, 28, 18, 21, 1}",5.809202,0.168646,0.000101
"{1, 21, 11, 4, 26, 19, 13, 29, 30, 27, 23, 25, 5, 3, 8, 7, 10, 22, 12, 20, 24, 17, 9, 15, 6, 2, 14, 16, 28, 18, 1}",3.996250,"{1, 18, 16, 14, 28, 21, 11, 4, 26, 19, 13, 30, 29, 27, 23, 25, 3, 5, 8, 10, 7, 22, 12, 20, 24, 9, 6, 15, 2, 17, 1}",4.622266,0.156651,0.000102
"{1, 3, 17, 28, 15, 11, 10, 12, 24, 27, 26, 9, 21, 18, 23, 7, 19, 20, 8, 5, 22, 25, 6, 14, 29, 16, 2, 4, 30, 13, 1}",4.349839,"{1, 13, 30, 3, 17, 28, 15, 11, 12, 10, 9, 27, 26, 24, 21, 19, 20, 8, 5, 22, 25, 6, 14, 7, 23, 18, 4, 2, 16, 29, 1}",5.510808,0.266899,0.000101
"{1, 28, 5, 30, 9, 3, 24, 26, 15, 6, 20, 10, 4, 21, 25, 12, 2, 16, 17, 29, 18, 14, 13, 8, 23, 19, 27, 11, 22, 7, 1}",3.877912,"{1, 22, 7, 28, 5, 30, 9, 3, 26, 15, 6, 20, 10, 4, 12, 2, 16, 17, 14, 18, 29, 25, 21, 24, 8, 13, 19, 23, 27, 11, 1}",4.221382,0.088571,0.000119
"{1, 4, 12, 8, 20, 19, 10, 25, 28, 2, 22, 21, 7, 18, 27, 5, 6, 24, 3, 11, 9, 14, 29, 13, 30, 26, 17, 16, 23, 15, 1}",4.000305,"{1, 4, 12, 16, 17, 26, 13, 29, 14, 9, 11, 3, 24, 6, 5, 27, 18, 7, 21, 22, 2, 19, 28, 10, 25, 20, 8, 23, 15, 30, 1}",5.129329,0.282235,0.000101
"{1, 5, 17, 7, 12, 8, 3, 22, 29, 2, 6, 24, 21, 13, 28, 16, 15, 11, 23, 30, 20, 25, 10, 18, 14, 19, 26, 9, 27, 4, 1}",4.786947,"{1, 5, 17, 7, 12, 8, 3, 22, 29, 2, 6, 24, 21, 13, 28, 16, 9, 27, 26, 4, 19, 25, 10, 18, 14, 20, 30, 15, 11, 23, 1}",5.466055,0.141867,0.000117
"{1, 26, 13, 28, 15, 3, 7, 9, 23, 17, 6, 18, 2, 24, 20, 4, 12, 16, 8, 19, 22, 30, 21, 29, 11, 14, 10, 27, 5, 25, 1}",4.990281,"{1, 26, 3, 15, 13, 28, 6, 18, 2, 17, 23, 9, 7, 16, 8, 12, 4, 24, 20, 19, 22, 30, 21, 29, 11, 14, 27, 10, 5, 25, 1}",5.301082,0.062281,0.000103
"{1, 28, 7, 13, 21, 14, 29, 22, 27, 17, 2, 8, 10, 5, 25, 11, 19, 9, 18, 6, 4, 26, 20, 16, 24, 3, 15, 30, 12, 23, 1}",5.090617,"{1, 28, 23, 12, 11, 25, 18, 9, 19, 15, 30, 3, 24, 16, 20, 26, 4, 6, 10, 8, 2, 17, 27, 22, 29, 21, 14, 5, 13, 7, 1}",5.656977,0.111256,0.000102
"{1, 11, 15, 6, 29, 23, 7, 8, 27, 20, 17, 5, 9, 24, 4, 26, 13, 21, 18, 3, 10, 25, 12, 16, 2, 19, 28, 14, 30, 22, 1}",4.913286,"{1, 11, 22, 30, 29, 6, 15, 14, 28, 19, 16, 2, 8, 27, 20, 17, 4, 9, 5, 24, 7, 23, 21, 13, 18, 3, 10, 25, 12, 26, 1}",6.705019,0.364671,0.000101
"{1, 7, 6, 17, 28, 16, 15, 24, 4, 30, 13, 19, 9, 8, 5, 29, 12, 25, 27, 10, 22, 14, 2, 18, 3, 26, 11, 23, 20, 21, 1}",3.732886,"{1, 20, 11, 23, 26, 3, 2, 14, 22, 10, 27, 25, 12, 29, 5, 8, 9, 19, 13, 30, 4, 24, 15, 28, 16, 17, 6, 7, 21, 18, 1}",4.873778,0.305633,0.000101
"{1, 20, 5, 2, 9, 30, 23, 22, 17, 12, 16, 14, 18, 11, 7, 28, 3, 13, 8, 24, 6, 4, 10, 27, 25, 21, 26, 15, 29, 19, 1}",4.440280,"{1, 19, 9, 2, 5, 20, 29, 26, 21, 15, 4, 10, 27, 25, 8, 13, 24, 6, 3, 28, 7, 18, 11, 23, 30, 22, 17, 12, 16, 14, 1}",5.443070,0.225839,0.000107
"{1, 6, 30, 11, 15, 3, 8, 16, 13, 2, 19, 26, 5, 9, 28, 29, 7, 12, 24, 18, 4, 23, 27, 17, 22, 14, 25, 20, 21, 10, 1}",4.526166,"{1, 6, 30, 11, 8, 16, 13, 2, 5, 26, 19, 3, 15, 10, 20, 21, 17, 25, 14, 22, 27, 23, 4, 18, 24, 12, 7, 29, 28, 9, 1}",5.363367,0.184969,0.000101
"{1, 30, 23, 28, 29, 22, 16, 2, 15, 17, 8, 5, 9, 21, 4, 24, 20, 14, 13, 11, 26, 6, 12, 10, 3, 27, 18, 19, 25, 7, 1}",4.578159,"{1, 7, 30, 23, 28, 29, 22, 16, 2, 15, 17, 8, 5, 9, 21, 4, 24, 20, 13, 14, 27, 18, 19, 3, 10, 12, 11, 26, 6, 25, 1}",4.995443,0.091147,0.000101
"{1, 20, 11, 28, 10, 19, 21, 6, 17, 5, 4, 29, 13, 23, 15, 16, 24, 25, 9, 14, 8, 12, 27, 3, 18, 2, 30, 22, 26, 7, 1}",4.611894,"{1, 7, 26, 22, 30, 2, 18, 12, 8, 14, 9, 16, 24, 15, 23, 21, 6, 17, 5, 19, 10, 11, 28, 20, 27, 3, 13, 25, 29, 4, 1}",6.502511,0.409944,0.000104
"{1, 23, 26, 29, 21, 10, 3, 20, 27, 14, 16, 18, 17, 13, 12, 9, 11, 6, 7, 8, 30, 28, 15, 2, 25, 5, 19, 24, 22, 4, 1}",4.626395,"{1, 23, 25, 2, 15, 28, 8, 30, 7, 6, 11, 9, 12, 13, 17, 18, 16, 27, 14, 20, 3, 21, 10, 29, 26, 4, 22, 24, 5, 19, 1}",5.145356,0.112174,0.000101
"{1, 29, 21, 27, 9, 20, 30, 8, 3, 13, 28, 12, 16, 7, 10, 17, 11, 23, 2, 4, 22, 14, 24, 6, 25, 5, 15, 19, 18, 26, 1}",4.903921,"{1, 29, 21, 27, 3, 8, 30, 13, 28, 12, 16, 7, 11, 23, 2, 4, 6, 24, 14, 22, 15, 5, 25, 19, 18, 26, 17, 10, 20, 9, 1}",6.293007,0.283260,0.000108
"{1, 13, 16, 3, 6, 21, 15, 2, 10, 19, 24, 27, 25, 12, 8, 9, 14, 29, 17, 20, 28, 11, 23, 30, 5, 4, 22, 7, 18, 26, 1}",4.920580,"{1, 26, 13, 12, 25, 27, 9, 8, 14, 29, 24, 19, 17, 28, 11, 23, 30, 5, 4, 22, 7, 18, 16, 3, 6, 21, 15, 2, 10, 20, 1}",6.202599,0.260542,0.000101
"{1, 6, 17, 13, 9, 7, 26, 15, 30, 18, 20, 3, 21, 25, 10, 5, 24, 19, 11, 16, 28, 12, 23, 27, 4, 2, 22, 8, 29, 14, 1}",4.522940,"{1, 6, 17, 13, 9, 7, 26, 15, 30, 18, 20, 3, 21, 5, 24, 19, 11, 16, 28, 12, 23, 27, 4, 2, 22, 8, 10, 25, 14, 29, 1}",5.457990,0.206735,0.000101
"{1, 25, 13, 23, 9, 11, 21, 18, 19, 6, 17, 4, 27, 5, 12, 10, 22, 28, 3, 26, 30, 29, 8, 7, 16, 20, 2, 15, 14, 24, 1}",4.238189,"{1, 24, 2, 20, 15, 16, 7, 29, 30, 26, 3, 8, 28, 22, 27, 5, 12, 10, 17, 18, 19, 6, 21, 4, 25, 13, 23, 9, 11, 14, 1}",5.542812,0.307826,0.000101
"{1, 3, 10, 13, 8, 26, 23, 16, 24, 6, 27, 20, 30, 21, 9, 25, 4, 19, 12, 18, 11, 15, 17, 22, 5, 28, 2, 29, 14, 7, 1}",4.930780,"{1, 7, 14, 29, 2, 28, 5, 22, 17, 15, 11, 18, 21, 9, 20, 27, 30, 25, 4, 19, 12, 6, 24, 16, 23, 26, 8, 3, 13, 10, 1}",5.282140,0.071259,0.000102
"{1, 14, 21, 29, 22, 30, 13, 17, 4, 24, 9, 5, 25, 20, 10, 18, 19, 28, 3, 6, 27, 16, 8, 7, 26, 23, 11, 15, 2, 12, 1}",4.488047,"{1, 14, 22, 29, 21, 11, 15, 23, 26, 7, 8, 27, 16, 13, 17, 30, 4, 10, 20, 25, 24, 9, 5, 18, 19, 3, 28, 6, 2, 12, 1}",5.065734,0.128717,0.000106
"{1, 24, 23, 12, 25, 27, 22, 16, 13, 15, 8, 26, 20, 21, 17, 30, 19, 4, 10, 11, 14, 28, 3, 9, 6, 29, 2, 7, 18, 5, 1}",4.817094,"{1, 5, 18, 7, 24, 23, 12, 25, 27, 22, 16, 13, 15, 8, 26, 17, 30, 21, 20, 19, 4, 10, 11, 14, 28, 3, 9, 6, 2, 29, 1}",5.133492,0.065682,0.000101
"{1, 8, 30, 23, 21, 18, 9, 20, 26, 4, 10, 19, 13, 28, 14, 17, 3, 7, 11, 12, 15, 2, 27, 25, 29, 24, 5, 22, 6, 16, 1}",4.399922,"{1, 16, 8, 6, 5, 22, 24, 30, 23, 21, 18, 9, 20, 26, 4, 10, 19, 13, 17, 14, 28, 3, 7, 11, 15, 25, 27, 2, 29, 12, 1}",5.460776,0.241107,0.000102
"{1, 15, 19, 3, 27, 25, 7, 21, 16, 2, 18, 24, 17, 28, 26, 11, 5, 22, 14, 8, 9, 30, 4, 6, 20, 23, 13, 10, 12, 29, 1}",4.630323,"{1, 29, 10, 12, 13, 23, 20, 6, 4, 30, 9, 8, 28, 26, 11, 5, 22, 14, 7, 25, 27, 3, 19, 15, 18, 2, 16, 21, 17, 24, 1}",4.906391,0.059622,0.000101
"{1, 24, 15, 14, 22, 20, 29, 7, 3, 23, 26, 18, 12, 27, 16, 19, 4, 17, 28, 21, 5, 10, 13, 9, 8, 25, 6, 2, 11, 30, 1}",4.647928,"{1, 25, 6, 8, 9, 13, 10, 5, 21, 28, 12, 27, 18, 26, 3, 7, 15, 14, 24, 22, 20, 29, 30, 2, 11, 19, 16, 4, 17, 23, 1}",6.587131,0.417219,0.000101
"{1, 11, 26, 22, 28, 14, 16, 19, 29, 13, 17, 15, 2, 25, 10, 9, 20, 5, 18, 6, 12, 27, 24, 30, 8, 23, 4, 3, 21, 7, 1}",4.497630,"{1, 11, 16, 14, 22, 28, 26, 19, 29, 13, 27, 24, 30, 8, 23, 4, 3, 21, 7, 17, 15, 2, 25, 9, 10, 20, 5, 18, 6, 12, 1}",5.547630,0.233456,0.000107
"{1, 11, 7, 27, 24, 15, 26, 23, 19, 2, 22, 12, 14, 9, 29, 28, 6, 30, 4, 8, 10, 5, 21, 17, 16, 20, 3, 25, 13, 18, 1}",4.426376,"{1, 11, 7, 27, 24, 15, 19, 23, 26, 2, 22, 12, 14, 9, 30, 4, 8, 10, 5, 20, 3, 25, 21, 16, 17, 13, 18, 29, 28, 6, 1}",5.727906,0.294040,0.000102
"{1, 19, 9, 30, 27, 12, 2, 21, 13, 4, 23, 11, 18, 26, 16, 17, 10, 7, 20, 28, 14, 6, 15, 29, 22, 24, 3, 5, 25, 8, 1}",4.530915,"{1, 19, 30, 9, 11, 18, 26, 4, 23, 13, 2, 21, 27, 12, 17, 16, 15, 6, 14, 28, 20, 7, 10, 29, 22, 24, 5, 3, 25, 8, 1}",5.200732,0.147833,0.000101
"{1, 5, 18, 17, 29, 21, 10, 13, 9, 20, 11, 26, 6, 16, 19, 23, 28, 12, 3, 8, 7, 25, 30, 15, 22, 27, 14, 2, 4, 24, 1}",4.710790,"{1, 2, 4, 24, 14, 27, 17, 9, 13, 10, 29, 21, 18, 5, 22, 15, 30, 25, 7, 8, 3, 23, 19, 16, 6, 26, 11, 20, 12, 28, 1}",5.654508,0.200331,0.000101
"{1, 16, 15, 24, 21, 10, 30, 25, 12, 11, 7, 9, 29, 23, 28, 8, 20, 13, 4, 17, 18, 22, 26, 2, 19, 5, 6, 3, 27, 14, 1}",4.411487,"{1, 14, 16, 15, 22, 17, 26, 2, 19, 5, 3, 6, 27, 4, 29, 9, 23, 7, 11, 12, 25, 30, 10, 21, 24, 18, 13, 20, 8, 28, 1}",6.211271,0.407977,0.000100
"{1, 17, 21, 3, 20, 23, 15, 8, 27, 28, 14, 29, 19, 24, 18, 13, 7, 10, 26, 25, 12, 30, 22, 11, 5, 9, 6, 16, 2, 4, 1}",4.057073,"{1, 4, 2, 16, 6, 9, 5, 11, 22, 30, 20, 3, 23, 21, 17, 15, 28, 14, 27, 8, 24, 19, 18, 13, 29, 7, 25, 12, 26, 10, 1}",4.940752,0.217812,0.000106
"{1, 8, 19, 16, 6, 23, 11, 22, 2, 18, 30, 3, 4, 24, 7, 13, 28, 17, 26, 9, 15, 20, 29, 12, 25, 10, 5, 21, 14, 27, 1}",4.378221,"{1, 8, 19, 22, 11, 6, 23, 16, 25, 12, 29, 20, 15, 9, 26, 5, 21, 10, 14, 27, 17, 28, 13, 7, 24, 4, 30, 3, 18, 2, 1}",5.163900,0.179452,0.000101
"{1, 8, 18, 17, 10, 5, 3, 22, 14, 24, 7, 19, 28, 6, 4, 27, 9, 21, 13, 23, 2, 16, 15, 25, 20, 11, 29, 12, 30, 26, 1}",4.752526,"{1, 8, 18, 5, 10, 3, 22, 24, 14, 7, 19, 28, 6, 4, 9, 27, 25, 15, 20, 11, 12, 30, 26, 29, 16, 2, 23, 13, 21, 17, 1}",5.976236,0.257486,0.000104
"{1, 23, 24, 10, 29, 21, 13, 14, 7, 3, 16, 8, 5, 19, 9, 22, 26, 12, 6, 18, 20, 2, 4, 25, 17, 11, 30, 27, 15, 28, 1}",4.674441,"{1, 23, 10, 24, 29, 21, 13, 28, 15, 27, 11, 30, 17, 18, 6, 12, 26, 22, 9, 20, 2, 4, 25, 19, 5, 8, 16, 7, 14, 3, 1}",5.735593,0.227011,0.000103
"{1, 20, 26, 22, 9, 10, 30, 24, 27, 18, 2, 6, 17, 28, 13, 21, 19, 4, 5, 11, 12, 23, 15, 7, 16, 8, 3, 29, 14, 25, 1}",4.981366,"{1, 20, 26, 8, 3, 29, 14, 25, 18, 27, 30, 24, 17, 6, 2, 21, 13, 28, 19, 4, 11, 5, 12, 23, 15, 7, 16, 22, 9, 10, 1}",5.372994,0.078619,0.000101
"{1, 13, 10, 22, 12, 14, 9, 26, 2, 23, 15, 30, 27, 19, 3, 16, 5, 18, 28, 7, 11, 24, 4, 17, 6, 29, 20, 21, 8, 25, 1}",4.492239,"{1, 8, 25, 14, 12, 22, 13, 10, 30, 15, 23, 2, 26, 9, 27, 19, 3, 16, 5, 18, 28, 7, 11, 24, 4, 17, 6, 29, 20, 21, 1}",4.883213,0.087033,0.000101
"{1, 6, 4, 3, 15, 5, 20, 7, 26, 24, 10, 22, 8, 17, 21, 14, 27, 30, 11, 29, 12, 18, 13, 25, 19, 23, 9, 2, 28, 16, 1}",4.191726,"{1, 16, 6, 4, 26, 7, 20, 5, 12, 29, 11, 30, 27, 14, 21, 17, 8, 22, 24, 10, 3, 15, 28, 2, 9, 23, 19, 25, 13, 18, 1}",4.939773,0.178458,0.000101
"{1, 20, 30, 12, 19, 24, 7, 18, 25, 28, 13, 29, 2, 15, 10, 21, 4, 9, 3, 5, 26, 8, 27, 22, 23, 17, 16, 11, 14, 6, 1}",4.711286,"{1, 6, 20, 30, 27, 22, 23, 17, 16, 11, 14, 8, 5, 4, 9, 3, 21, 10, 15, 2, 29, 13, 25, 28, 18, 24, 19, 7, 12, 26, 1}",6.075142,0.289487,0.000101
"{1, 10, 18, 7, 4, 17, 12, 16, 6, 3, 25, 15, 27, 8, 29, 2, 13, 26, 28, 14, 23, 5, 19, 24, 11, 9, 22, 21, 30, 20, 1}",4.444814,"{1, 20, 30, 21, 22, 9, 11, 24, 19, 5, 23, 14, 28, 26, 13, 2, 29, 27, 8, 15, 6, 16, 12, 17, 4, 10, 18, 7, 3, 25, 1}",5.407285,0.216538,0.000100
"{1, 29, 21, 18, 7, 15, 4, 14, 16, 22, 10, 12, 28, 17, 25, 6, 24, 8, 30, 5, 23, 2, 9, 11, 13, 20, 27, 26, 3, 19, 1}",5.060163,"{1, 29, 18, 21, 7, 15, 14, 4, 16, 10, 12, 28, 17, 23, 2, 9, 5, 24, 6, 25, 8, 30, 13, 11, 20, 27, 26, 3, 19, 22, 1}",6.558021,0.296010,0.000101
