optimal_tour,optimal_tour_length,christofides_tour,christofides_tour_length,score,time
"{1, 29, 12, 23, 10, 7, 30, 6, 26, 25, 14, 21, 19, 27, 17, 22, 4, 8, 11, 15, 2, 24, 20, 13, 9, 28, 3, 5, 18, 16, 1}",4.349826,"{1, 12, 23, 5, 18, 29, 10, 6, 7, 30, 26, 25, 27, 11, 8, 15, 2, 20, 24, 4, 22, 17, 14, 21, 19, 28, 9, 3, 13, 16, 1}",6.223162,0.430669,0.000349
"{1, 9, 23, 26, 7, 2, 19, 6, 15, 28, 27, 30, 10, 4, 8, 18, 13, 25, 12, 24, 16, 3, 21, 14, 5, 20, 17, 22, 11, 29, 1}",4.349609,"{1, 29, 11, 17, 22, 4, 18, 8, 10, 30, 27, 28, 15, 6, 19, 2, 20, 5, 24, 16, 14, 3, 21, 12, 25, 13, 26, 23, 7, 9, 1}",5.633850,0.295254,0.000357
"{1, 10, 22, 12, 8, 27, 14, 25, 29, 7, 15, 6, 24, 18, 3, 13, 4, 17, 2, 30, 26, 20, 19, 16, 11, 5, 21, 23, 9, 28, 1}",4.757735,"{1, 30, 17, 2, 10, 28, 9, 23, 21, 5, 11, 16, 19, 26, 4, 13, 3, 20, 27, 14, 25, 29, 18, 24, 6, 15, 7, 12, 8, 22, 1}",6.412853,0.347879,0.000361
"{1, 25, 27, 20, 16, 17, 6, 23, 30, 12, 26, 29, 24, 5, 13, 11, 8, 2, 22, 28, 15, 18, 9, 21, 3, 4, 14, 10, 7, 19, 1}",4.608700,"{1, 19, 25, 7, 20, 16, 17, 6, 27, 30, 23, 28, 22, 12, 26, 29, 24, 5, 13, 11, 8, 2, 15, 18, 9, 21, 3, 4, 14, 10, 1}",5.703784,0.237612,0.000377
"{1, 19, 26, 24, 20, 28, 8, 5, 12, 29, 3, 15, 14, 22, 9, 30, 10, 21, 13, 23, 4, 16, 7, 18, 6, 2, 25, 27, 17, 11, 1}",4.607524,"{1, 27, 17, 11, 12, 29, 3, 15, 14, 21, 10, 22, 9, 30, 16, 4, 7, 6, 18, 23, 13, 28, 8, 5, 20, 24, 2, 25, 26, 19, 1}",5.687004,0.234286,0.000376
"{1, 12, 13, 16, 30, 2, 20, 18, 27, 29, 19, 28, 11, 26, 8, 22, 10, 3, 23, 5, 6, 15, 9, 21, 24, 25, 4, 17, 7, 14, 1}",3.668962,"{1, 13, 12, 16, 30, 2, 20, 14, 7, 4, 25, 24, 21, 9, 15, 6, 5, 23, 3, 10, 8, 26, 27, 18, 29, 19, 28, 11, 22, 17, 1}",4.434935,0.208771,0.000324
"{1, 14, 26, 3, 29, 9, 27, 28, 6, 13, 12, 24, 19, 4, 2, 20, 30, 25, 7, 23, 8, 22, 15, 5, 21, 11, 10, 18, 17, 16, 1}",4.800034,"{1, 16, 17, 18, 28, 27, 9, 29, 14, 26, 3, 6, 13, 12, 24, 19, 4, 2, 20, 30, 25, 7, 23, 15, 21, 5, 22, 8, 11, 10, 1}",5.758154,0.199607,0.000393
"{1, 7, 21, 16, 13, 23, 29, 3, 27, 9, 4, 25, 2, 14, 10, 30, 6, 18, 24, 8, 26, 17, 28, 20, 22, 11, 15, 12, 19, 5, 1}",4.394509,"{1, 7, 12, 19, 26, 17, 20, 28, 21, 16, 13, 23, 9, 27, 3, 29, 4, 25, 2, 14, 10, 30, 18, 6, 24, 8, 22, 11, 15, 5, 1}",5.715782,0.300665,0.000459
"{1, 6, 28, 17, 19, 24, 29, 7, 5, 20, 11, 8, 18, 21, 10, 15, 9, 22, 4, 12, 2, 14, 25, 30, 16, 13, 27, 23, 26, 3, 1}",4.625886,"{1, 19, 24, 26, 30, 16, 13, 27, 23, 14, 25, 2, 12, 4, 9, 22, 15, 5, 20, 11, 8, 18, 21, 10, 7, 29, 17, 6, 28, 3, 1}",5.263079,0.137745,0.000416
"{1, 16, 10, 22, 19, 24, 25, 2, 6, 28, 11, 8, 18, 15, 20, 27, 4, 13, 26, 3, 9, 29, 30, 7, 14, 21, 17, 12, 5, 23, 1}",4.927252,"{1, 23, 17, 12, 21, 14, 7, 30, 3, 5, 26, 13, 4, 9, 29, 15, 20, 27, 8, 18, 11, 28, 6, 2, 25, 24, 19, 10, 22, 16, 1}",5.828012,0.182812,0.000327
"{1, 24, 11, 16, 25, 22, 29, 9, 27, 15, 13, 21, 5, 8, 30, 19, 10, 3, 26, 7, 23, 18, 4, 6, 14, 28, 12, 20, 2, 17, 1}",4.747001,"{1, 17, 11, 16, 24, 29, 22, 25, 9, 27, 8, 30, 5, 19, 10, 3, 7, 4, 18, 23, 26, 6, 13, 21, 15, 20, 14, 28, 12, 2, 1}",5.854048,0.233210,0.000328
"{1, 6, 17, 29, 10, 12, 2, 5, 23, 3, 25, 9, 30, 28, 13, 19, 20, 8, 26, 24, 22, 7, 21, 14, 27, 11, 18, 4, 15, 16, 1}",4.186549,"{1, 6, 17, 23, 3, 25, 9, 30, 28, 13, 19, 10, 2, 12, 5, 29, 20, 26, 8, 7, 24, 22, 21, 14, 27, 11, 18, 4, 15, 16, 1}",4.842167,0.156601,0.000356
"{1, 17, 13, 9, 25, 28, 23, 15, 10, 27, 19, 11, 24, 8, 16, 5, 6, 20, 26, 30, 4, 12, 14, 21, 29, 2, 22, 18, 7, 3, 1}",4.189502,"{1, 3, 17, 13, 9, 25, 28, 19, 27, 11, 8, 24, 10, 15, 23, 20, 16, 5, 6, 26, 30, 4, 12, 21, 14, 29, 2, 22, 18, 7, 1}",4.794053,0.144301,0.000325
"{1, 8, 24, 29, 4, 10, 22, 21, 27, 9, 30, 28, 18, 7, 17, 11, 26, 19, 15, 12, 3, 23, 14, 16, 2, 25, 6, 5, 13, 20, 1}",4.683528,"{1, 20, 3, 23, 13, 5, 6, 25, 2, 16, 14, 12, 15, 11, 26, 19, 28, 30, 18, 7, 17, 9, 27, 21, 22, 10, 4, 24, 29, 8, 1}",5.272859,0.125830,0.000328
"{1, 12, 29, 23, 7, 25, 10, 16, 8, 3, 30, 21, 2, 27, 13, 6, 9, 17, 24, 28, 14, 15, 22, 11, 5, 18, 20, 19, 26, 4, 1}",4.261121,"{1, 19, 26, 29, 23, 7, 25, 10, 16, 8, 30, 2, 27, 13, 9, 6, 21, 3, 15, 14, 28, 24, 17, 22, 11, 5, 18, 20, 4, 12, 1}",5.192599,0.218599,0.000320
"{1, 9, 23, 7, 26, 30, 14, 11, 3, 22, 17, 28, 6, 16, 25, 27, 19, 5, 10, 21, 8, 18, 2, 24, 29, 13, 12, 15, 20, 4, 1}",4.938670,"{1, 26, 30, 14, 11, 3, 22, 25, 16, 28, 17, 6, 19, 27, 5, 21, 10, 8, 18, 20, 4, 15, 12, 13, 29, 24, 2, 23, 7, 9, 1}",5.281020,0.069320,0.000329
"{1, 29, 9, 19, 16, 25, 7, 5, 28, 4, 30, 8, 21, 27, 24, 3, 26, 18, 23, 20, 2, 10, 14, 17, 6, 22, 13, 15, 11, 12, 1}",4.134695,"{1, 15, 14, 2, 10, 17, 13, 22, 6, 11, 29, 20, 23, 18, 26, 24, 3, 27, 21, 8, 30, 4, 28, 5, 7, 25, 16, 19, 9, 12, 1}",4.790293,0.158560,0.000360
"{1, 16, 14, 25, 22, 13, 3, 19, 17, 2, 27, 6, 23, 8, 28, 9, 20, 26, 10, 11, 12, 21, 7, 4, 18, 5, 15, 24, 29, 30, 1}",4.180856,"{1, 25, 22, 27, 6, 28, 19, 20, 26, 10, 11, 12, 21, 18, 4, 7, 5, 29, 30, 24, 15, 23, 8, 9, 2, 17, 3, 13, 14, 16, 1}",5.405836,0.292998,0.000378
"{1, 24, 5, 21, 19, 13, 7, 17, 27, 9, 10, 8, 29, 11, 2, 26, 3, 4, 12, 25, 20, 15, 30, 18, 28, 23, 14, 6, 22, 16, 1}",4.894875,"{1, 24, 17, 7, 13, 19, 21, 5, 2, 11, 10, 9, 27, 29, 8, 12, 4, 30, 23, 28, 18, 25, 20, 15, 3, 26, 14, 6, 22, 16, 1}",5.577116,0.139379,0.000354
"{1, 14, 28, 20, 8, 24, 18, 16, 6, 22, 12, 15, 7, 3, 11, 19, 5, 27, 29, 30, 4, 13, 9, 25, 2, 23, 26, 17, 10, 21, 1}",5.068324,"{1, 29, 30, 4, 23, 24, 18, 16, 20, 28, 14, 12, 15, 22, 6, 8, 21, 10, 17, 26, 2, 25, 9, 13, 27, 5, 19, 3, 11, 7, 1}",6.614685,0.305103,0.000347
"{1, 3, 30, 29, 7, 9, 14, 16, 27, 25, 4, 18, 28, 15, 10, 2, 26, 5, 13, 23, 8, 17, 11, 22, 21, 6, 12, 19, 20, 24, 1}",4.183873,"{1, 24, 20, 19, 12, 23, 17, 11, 22, 21, 6, 30, 29, 26, 2, 5, 8, 13, 10, 15, 28, 18, 4, 14, 9, 16, 27, 25, 7, 3, 1}",5.234097,0.251017,0.000400
"{1, 3, 4, 22, 21, 8, 17, 11, 10, 25, 2, 13, 24, 9, 23, 18, 19, 15, 29, 28, 30, 6, 12, 7, 16, 5, 14, 27, 26, 20, 1}",4.552574,"{1, 20, 27, 14, 5, 26, 16, 7, 12, 30, 6, 28, 29, 15, 19, 23, 22, 4, 3, 21, 8, 17, 18, 9, 24, 13, 25, 2, 10, 11, 1}",5.787711,0.271305,0.000342
"{1, 7, 21, 29, 3, 14, 8, 24, 16, 19, 20, 15, 30, 6, 18, 27, 9, 26, 5, 28, 25, 12, 4, 17, 23, 22, 11, 10, 13, 2, 1}",4.688631,"{1, 11, 22, 25, 12, 4, 17, 23, 20, 19, 16, 24, 8, 3, 14, 15, 30, 29, 6, 18, 27, 9, 28, 5, 26, 21, 7, 10, 13, 2, 1}",6.249671,0.332942,0.000332
"{1, 2, 29, 11, 16, 4, 23, 7, 15, 18, 24, 5, 28, 14, 25, 27, 3, 19, 17, 20, 6, 21, 12, 10, 9, 8, 26, 22, 13, 30, 1}",4.333652,"{1, 26, 22, 9, 16, 4, 23, 7, 15, 18, 24, 25, 5, 28, 14, 27, 19, 17, 3, 20, 6, 12, 21, 10, 8, 30, 13, 11, 29, 2, 1}",5.162423,0.191241,0.000358
"{1, 20, 4, 6, 21, 26, 29, 10, 11, 22, 5, 9, 16, 24, 25, 14, 13, 17, 27, 8, 18, 12, 23, 30, 19, 2, 15, 28, 3, 7, 1}",4.403530,"{1, 28, 15, 2, 19, 27, 8, 18, 12, 17, 14, 13, 23, 30, 25, 24, 16, 9, 11, 22, 5, 10, 29, 26, 21, 6, 4, 20, 7, 3, 1}",5.026734,0.141524,0.000327
"{1, 14, 30, 20, 28, 2, 23, 17, 21, 15, 18, 29, 13, 24, 22, 19, 4, 26, 16, 10, 25, 11, 7, 9, 8, 5, 12, 6, 27, 3, 1}",4.548898,"{1, 14, 30, 20, 28, 2, 23, 17, 5, 12, 8, 11, 22, 24, 29, 13, 21, 15, 18, 19, 4, 26, 10, 16, 25, 7, 9, 6, 27, 3, 1}",5.577419,0.226103,0.000328
"{1, 19, 9, 2, 25, 4, 3, 16, 13, 5, 27, 20, 11, 18, 30, 15, 26, 12, 28, 6, 17, 24, 21, 22, 29, 7, 23, 14, 10, 8, 1}",4.414240,"{1, 19, 10, 14, 7, 23, 8, 12, 28, 17, 6, 22, 29, 21, 24, 20, 27, 5, 13, 16, 18, 11, 30, 15, 26, 3, 9, 2, 25, 4, 1}",5.277681,0.195604,0.000364
"{1, 15, 5, 27, 9, 21, 7, 17, 20, 24, 22, 28, 13, 14, 23, 3, 25, 18, 11, 8, 2, 4, 26, 6, 29, 16, 10, 12, 19, 30, 1}",4.668291,"{1, 29, 6, 26, 4, 8, 2, 11, 18, 14, 25, 3, 23, 13, 28, 7, 5, 27, 15, 30, 19, 16, 10, 12, 20, 17, 24, 22, 21, 9, 1}",5.298083,0.134909,0.000318
"{1, 25, 27, 18, 9, 13, 19, 24, 30, 8, 26, 10, 21, 23, 6, 3, 22, 4, 14, 29, 2, 28, 17, 7, 5, 16, 12, 15, 20, 11, 1}",4.071125,"{1, 11, 25, 27, 18, 9, 13, 30, 24, 12, 16, 2, 28, 17, 7, 5, 15, 20, 14, 29, 4, 23, 22, 3, 6, 21, 10, 26, 8, 19, 1}",4.778876,0.173846,0.000323
"{1, 6, 3, 27, 21, 22, 7, 15, 23, 17, 5, 29, 16, 11, 12, 2, 13, 25, 18, 10, 9, 26, 28, 30, 20, 24, 4, 19, 14, 8, 1}",4.050708,"{1, 8, 28, 18, 25, 13, 2, 12, 11, 16, 29, 5, 17, 21, 27, 22, 6, 3, 7, 15, 23, 10, 9, 26, 30, 20, 24, 4, 19, 14, 1}",4.934371,0.218150,0.000352
"{1, 27, 8, 23, 4, 13, 9, 14, 26, 17, 19, 6, 24, 25, 16, 7, 30, 10, 18, 15, 22, 5, 20, 2, 21, 12, 29, 11, 3, 28, 1}",4.344605,"{1, 28, 3, 11, 29, 12, 21, 2, 20, 5, 22, 30, 7, 16, 25, 18, 10, 15, 24, 6, 19, 17, 26, 14, 9, 13, 8, 4, 23, 27, 1}",4.859324,0.118473,0.000311
"{1, 20, 19, 6, 27, 29, 28, 11, 12, 2, 15, 25, 4, 3, 5, 9, 10, 22, 17, 30, 13, 21, 26, 24, 14, 8, 7, 23, 18, 16, 1}",4.587878,"{1, 20, 10, 17, 30, 14, 8, 24, 26, 13, 21, 28, 29, 11, 27, 12, 6, 19, 2, 15, 25, 9, 4, 3, 5, 22, 7, 23, 18, 16, 1}",5.838699,0.272636,0.000327
"{1, 29, 30, 24, 14, 26, 18, 7, 3, 23, 10, 8, 12, 27, 11, 5, 6, 28, 22, 16, 21, 13, 20, 2, 25, 4, 17, 19, 15, 9, 1}",4.594478,"{1, 30, 18, 7, 3, 26, 14, 24, 19, 25, 4, 17, 15, 9, 28, 6, 22, 16, 21, 12, 13, 2, 20, 5, 11, 27, 8, 10, 23, 29, 1}",6.057878,0.318513,0.000353
"{1, 6, 18, 13, 19, 29, 21, 25, 30, 15, 4, 16, 22, 2, 17, 24, 3, 20, 8, 9, 14, 5, 12, 26, 28, 10, 11, 7, 23, 27, 1}",4.759156,"{1, 27, 23, 19, 29, 21, 25, 16, 22, 30, 15, 4, 2, 17, 24, 20, 3, 8, 9, 28, 26, 11, 10, 14, 5, 12, 13, 7, 18, 6, 1}",5.533902,0.162791,0.000333
"{1, 28, 20, 16, 9, 10, 26, 30, 7, 22, 19, 18, 27, 8, 4, 25, 11, 29, 5, 21, 24, 6, 13, 17, 15, 23, 14, 12, 2, 3, 1}",4.759961,"{1, 28, 20, 16, 9, 10, 26, 30, 21, 29, 25, 23, 14, 12, 2, 15, 17, 13, 5, 24, 6, 11, 4, 8, 27, 18, 19, 22, 7, 3, 1}",5.951156,0.250253,0.000324
"{1, 17, 20, 5, 16, 27, 7, 19, 24, 14, 11, 4, 29, 28, 3, 22, 26, 18, 2, 8, 6, 30, 23, 9, 12, 10, 15, 13, 21, 25, 1}",4.661201,"{1, 20, 5, 14, 24, 25, 21, 13, 15, 12, 10, 9, 23, 30, 6, 8, 2, 3, 29, 28, 22, 18, 26, 4, 11, 19, 7, 27, 16, 17, 1}",5.192430,0.113968,0.000352
"{1, 26, 20, 15, 11, 13, 21, 27, 8, 12, 22, 29, 19, 28, 9, 24, 18, 7, 3, 10, 6, 30, 25, 23, 16, 2, 14, 4, 17, 5, 1}",4.771209,"{1, 26, 15, 11, 13, 21, 27, 8, 12, 10, 20, 6, 3, 7, 30, 18, 29, 22, 19, 28, 9, 24, 25, 23, 16, 2, 14, 4, 17, 5, 1}",5.092498,0.067339,0.000323
"{1, 24, 23, 29, 30, 21, 6, 26, 4, 22, 9, 7, 3, 5, 16, 8, 12, 10, 17, 13, 18, 14, 27, 20, 15, 25, 2, 11, 28, 19, 1}",4.084283,"{1, 29, 24, 23, 30, 21, 6, 26, 4, 22, 9, 7, 3, 5, 12, 16, 8, 10, 17, 2, 25, 14, 15, 27, 20, 18, 13, 11, 28, 19, 1}",4.389106,0.074633,0.000348
"{1, 8, 18, 16, 2, 11, 12, 27, 23, 22, 5, 17, 29, 26, 14, 15, 7, 30, 19, 28, 10, 3, 20, 6, 25, 24, 4, 21, 13, 9, 1}",5.373356,"{1, 16, 18, 15, 14, 7, 30, 19, 28, 10, 3, 20, 25, 4, 6, 24, 21, 13, 9, 2, 11, 12, 27, 5, 17, 22, 23, 29, 26, 8, 1}",6.620977,0.232187,0.000321
"{1, 12, 17, 15, 4, 23, 27, 20, 13, 3, 14, 16, 21, 22, 29, 19, 26, 25, 24, 2, 7, 6, 9, 18, 8, 5, 10, 11, 28, 30, 1}",4.703946,"{1, 30, 17, 15, 4, 23, 14, 3, 16, 2, 26, 19, 29, 22, 21, 20, 27, 13, 25, 24, 7, 6, 9, 8, 5, 10, 11, 28, 18, 12, 1}",5.538075,0.177325,0.000327
"{1, 28, 25, 7, 15, 16, 3, 26, 30, 27, 14, 29, 2, 24, 11, 21, 12, 5, 9, 10, 19, 18, 8, 4, 13, 22, 17, 20, 23, 6, 1}",4.257430,"{1, 28, 27, 30, 26, 3, 16, 15, 7, 25, 14, 11, 21, 24, 2, 29, 9, 12, 5, 10, 19, 18, 20, 22, 13, 8, 4, 17, 23, 6, 1}",4.840818,0.137028,0.000340
"{1, 30, 8, 18, 28, 17, 7, 23, 26, 24, 5, 27, 13, 15, 10, 12, 9, 3, 21, 11, 16, 6, 25, 20, 29, 22, 19, 2, 14, 4, 1}",4.408784,"{1, 30, 19, 22, 29, 2, 20, 25, 6, 16, 21, 11, 3, 9, 12, 26, 23, 7, 17, 28, 27, 13, 15, 10, 5, 24, 18, 8, 14, 4, 1}",5.209899,0.181709,0.000326
"{1, 6, 4, 19, 28, 10, 5, 12, 9, 24, 20, 27, 8, 2, 30, 18, 11, 13, 15, 29, 16, 14, 26, 17, 3, 23, 7, 25, 21, 22, 1}",4.805601,"{1, 22, 21, 20, 24, 9, 12, 5, 10, 27, 8, 2, 30, 18, 11, 13, 29, 15, 26, 17, 3, 16, 14, 23, 7, 25, 6, 28, 19, 4, 1}",5.525151,0.149732,0.000322
"{1, 15, 20, 8, 5, 29, 3, 7, 21, 2, 26, 14, 12, 19, 25, 22, 10, 4, 18, 16, 30, 28, 13, 9, 11, 27, 17, 6, 24, 23, 1}",4.645895,"{1, 24, 23, 26, 2, 7, 14, 12, 19, 25, 22, 4, 18, 10, 21, 3, 29, 5, 8, 27, 13, 28, 30, 16, 9, 11, 17, 6, 20, 15, 1}",5.391641,0.160517,0.000350
"{1, 16, 25, 6, 9, 17, 26, 24, 2, 14, 3, 13, 22, 29, 11, 4, 20, 12, 10, 30, 18, 7, 21, 27, 28, 23, 19, 5, 15, 8, 1}",4.538300,"{1, 16, 25, 22, 17, 6, 9, 26, 24, 2, 14, 3, 13, 29, 11, 5, 19, 23, 28, 21, 10, 30, 18, 7, 27, 12, 20, 4, 15, 8, 1}",5.067416,0.116589,0.000325
"{1, 21, 11, 27, 10, 13, 30, 23, 24, 19, 29, 17, 7, 15, 3, 20, 28, 26, 5, 6, 14, 2, 8, 22, 9, 4, 12, 18, 25, 16, 1}",4.395518,"{1, 21, 11, 27, 13, 10, 30, 23, 24, 19, 12, 18, 25, 4, 22, 8, 14, 29, 17, 7, 3, 15, 26, 28, 20, 5, 6, 2, 9, 16, 1}",5.215652,0.186584,0.000332
"{1, 16, 22, 18, 14, 5, 27, 17, 7, 28, 25, 12, 11, 8, 3, 6, 2, 21, 4, 24, 29, 15, 20, 13, 9, 10, 30, 26, 19, 23, 1}",4.212930,"{1, 23, 26, 10, 30, 12, 28, 7, 14, 5, 27, 17, 25, 11, 8, 6, 3, 2, 4, 21, 24, 29, 15, 20, 13, 9, 19, 18, 16, 22, 1}",4.909387,0.165314,0.000396
"{1, 16, 26, 18, 20, 27, 23, 7, 17, 4, 5, 30, 29, 13, 21, 14, 24, 8, 22, 2, 6, 28, 19, 3, 11, 15, 25, 10, 12, 9, 1}",4.923536,"{1, 16, 18, 26, 27, 23, 2, 7, 20, 17, 4, 5, 30, 29, 13, 21, 8, 14, 24, 22, 19, 11, 3, 6, 28, 10, 15, 25, 12, 9, 1}",5.503972,0.117890,0.000353
"{1, 4, 12, 17, 23, 3, 16, 22, 30, 18, 2, 15, 19, 14, 8, 5, 27, 21, 29, 20, 11, 13, 28, 24, 7, 9, 25, 26, 10, 6, 1}",4.352213,"{1, 6, 10, 17, 23, 3, 16, 22, 30, 18, 15, 2, 19, 24, 7, 28, 25, 9, 13, 11, 29, 21, 20, 27, 5, 14, 8, 12, 4, 26, 1}",5.396235,0.239883,0.000321
"{1, 3, 14, 2, 18, 28, 16, 22, 25, 9, 4, 27, 26, 20, 13, 23, 30, 12, 21, 10, 19, 29, 5, 11, 6, 15, 24, 7, 8, 17, 1}",4.442610,"{1, 17, 8, 16, 28, 2, 3, 14, 18, 26, 13, 20, 27, 4, 9, 25, 22, 7, 5, 29, 19, 10, 21, 12, 30, 23, 24, 15, 6, 11, 1}",5.606345,0.261949,0.000323
"{1, 4, 16, 2, 10, 11, 18, 28, 15, 20, 27, 5, 17, 8, 6, 19, 24, 21, 13, 22, 12, 26, 9, 14, 23, 30, 3, 7, 29, 25, 1}",4.338206,"{1, 25, 18, 16, 11, 10, 2, 4, 20, 5, 24, 21, 14, 9, 3, 7, 29, 30, 23, 26, 22, 12, 13, 27, 17, 8, 19, 6, 28, 15, 1}",5.363448,0.236328,0.000321
"{1, 13, 20, 4, 19, 27, 17, 28, 14, 9, 16, 25, 12, 2, 10, 26, 11, 7, 6, 15, 3, 8, 30, 21, 18, 23, 5, 29, 24, 22, 1}",4.790635,"{1, 22, 29, 24, 18, 21, 5, 23, 30, 8, 3, 15, 6, 7, 11, 26, 10, 2, 12, 16, 25, 9, 14, 28, 17, 4, 19, 27, 20, 13, 1}",5.229324,0.091572,0.000322
"{1, 10, 16, 6, 3, 20, 8, 12, 5, 26, 19, 17, 13, 27, 30, 15, 29, 21, 14, 9, 25, 18, 24, 7, 22, 4, 23, 11, 28, 2, 1}",4.021061,"{1, 28, 11, 2, 23, 22, 4, 7, 24, 18, 25, 9, 14, 30, 27, 13, 15, 29, 21, 17, 19, 26, 12, 8, 5, 20, 3, 16, 6, 10, 1}",4.374307,0.087849,0.000329
"{1, 27, 28, 13, 16, 14, 25, 6, 30, 11, 10, 20, 23, 24, 19, 26, 15, 8, 18, 22, 2, 12, 3, 9, 7, 4, 17, 21, 29, 5, 1}",4.709912,"{1, 5, 29, 21, 17, 4, 7, 9, 3, 12, 2, 22, 18, 19, 15, 26, 8, 24, 23, 20, 10, 30, 11, 25, 6, 14, 16, 27, 13, 28, 1}",5.332340,0.132153,0.000327
"{1, 27, 6, 23, 11, 14, 4, 18, 22, 5, 7, 30, 24, 26, 17, 13, 21, 3, 28, 9, 8, 16, 25, 19, 15, 2, 20, 12, 29, 10, 1}",4.288992,"{1, 27, 5, 22, 18, 4, 14, 11, 23, 6, 7, 30, 24, 26, 17, 13, 21, 28, 9, 3, 8, 16, 25, 19, 15, 2, 20, 12, 29, 10, 1}",4.576677,0.067075,0.000321
"{1, 29, 21, 14, 28, 15, 12, 6, 20, 16, 4, 2, 23, 5, 7, 30, 25, 18, 22, 13, 19, 11, 10, 27, 26, 8, 3, 9, 17, 24, 1}",4.391786,"{1, 29, 21, 14, 28, 12, 15, 6, 11, 20, 16, 4, 2, 23, 13, 22, 30, 25, 5, 7, 18, 19, 10, 3, 8, 26, 27, 9, 17, 24, 1}",4.970284,0.131723,0.000330
