optimal_tour,optimal_tour_length,christofides_tour,christofides_tour_length,score,time
"{1, 15, 29, 12, 23, 16, 7, 30, 21, 2, 4, 3, 28, 25, 14, 27, 17, 24, 13, 19, 6, 26, 5, 10, 9, 11, 20, 8, 22, 18, 1}",4.534170,"{1, 18, 22, 8, 20, 11, 9, 29, 16, 7, 12, 23, 30, 2, 4, 21, 26, 17, 13, 19, 6, 24, 27, 14, 3, 28, 25, 5, 10, 15, 1}",5.868604,0.294306,0.000368
"{1, 18, 15, 20, 17, 22, 28, 3, 2, 14, 21, 4, 25, 9, 23, 5, 13, 29, 7, 11, 30, 19, 26, 10, 24, 6, 12, 27, 8, 16, 1}",4.435346,"{1, 17, 20, 18, 15, 27, 8, 16, 12, 6, 10, 24, 3, 23, 5, 13, 29, 26, 30, 19, 11, 7, 4, 25, 21, 14, 2, 9, 28, 22, 1}",5.412040,0.220207,0.000323
"{1, 20, 7, 2, 19, 9, 8, 5, 24, 16, 22, 25, 21, 23, 18, 30, 11, 27, 17, 12, 4, 29, 28, 26, 15, 14, 13, 10, 6, 3, 1}",4.558422,"{1, 20, 22, 23, 21, 18, 30, 11, 27, 17, 25, 16, 24, 8, 9, 5, 19, 2, 7, 6, 10, 13, 14, 26, 15, 28, 29, 4, 12, 3, 1}",5.248627,0.151413,0.000360
"{1, 8, 29, 28, 7, 2, 23, 27, 12, 16, 18, 9, 15, 19, 24, 14, 10, 20, 13, 6, 4, 30, 3, 21, 22, 26, 25, 5, 11, 17, 1}",4.657164,"{1, 3, 30, 4, 23, 8, 29, 28, 7, 2, 27, 12, 9, 18, 16, 15, 19, 24, 14, 10, 20, 13, 6, 22, 21, 25, 5, 26, 11, 17, 1}",5.147590,0.105306,0.000329
"{1, 19, 14, 30, 8, 17, 7, 23, 12, 25, 20, 10, 2, 21, 5, 11, 6, 27, 26, 22, 9, 16, 3, 28, 18, 29, 4, 13, 15, 24, 1}",4.496878,"{1, 24, 15, 13, 4, 29, 18, 28, 14, 30, 19, 23, 12, 25, 17, 11, 6, 27, 26, 9, 3, 16, 22, 20, 10, 21, 2, 5, 7, 8, 1}",5.465092,0.215308,0.000341
"{1, 27, 12, 9, 24, 25, 26, 13, 5, 6, 18, 4, 29, 2, 3, 17, 14, 20, 22, 8, 7, 15, 10, 28, 11, 30, 23, 19, 16, 21, 1}",4.729187,"{1, 21, 27, 26, 13, 25, 20, 14, 3, 17, 2, 22, 8, 7, 15, 28, 11, 10, 30, 23, 16, 24, 5, 18, 6, 4, 29, 19, 9, 12, 1}",6.212998,0.313756,0.000329
"{1, 26, 16, 15, 23, 11, 9, 14, 2, 22, 7, 28, 4, 13, 3, 24, 5, 18, 17, 25, 29, 12, 19, 8, 20, 10, 21, 6, 27, 30, 1}",4.706954,"{1, 16, 26, 8, 20, 10, 6, 21, 19, 12, 29, 25, 17, 18, 14, 2, 22, 28, 3, 13, 4, 7, 24, 5, 27, 30, 15, 9, 11, 23, 1}",5.463627,0.160756,0.000322
"{1, 3, 18, 17, 23, 2, 5, 7, 21, 13, 15, 24, 25, 30, 26, 14, 27, 8, 29, 11, 20, 28, 4, 12, 6, 10, 16, 22, 9, 19, 1}",4.845284,"{1, 19, 3, 22, 10, 16, 6, 12, 28, 4, 11, 20, 27, 29, 8, 14, 26, 30, 25, 24, 7, 21, 13, 15, 9, 5, 2, 23, 17, 18, 1}",5.514783,0.138175,0.000370
"{1, 24, 29, 13, 21, 11, 17, 19, 2, 7, 22, 26, 28, 6, 9, 16, 10, 5, 27, 18, 30, 3, 20, 12, 15, 4, 8, 23, 25, 14, 1}",4.538613,"{1, 14, 24, 29, 13, 21, 25, 23, 8, 5, 10, 6, 28, 26, 17, 11, 19, 2, 7, 22, 18, 30, 3, 20, 12, 15, 27, 4, 16, 9, 1}",5.463099,0.203693,0.000341
"{1, 7, 23, 12, 20, 26, 4, 17, 27, 25, 18, 19, 15, 21, 9, 13, 6, 30, 11, 16, 22, 24, 14, 29, 10, 2, 3, 28, 8, 5, 1}",4.858498,"{1, 8, 23, 17, 4, 18, 19, 15, 12, 20, 11, 30, 6, 13, 9, 21, 26, 25, 27, 5, 3, 28, 24, 22, 16, 14, 29, 10, 2, 7, 1}",6.665807,0.371989,0.000321
"{1, 22, 28, 11, 25, 29, 7, 30, 15, 21, 5, 14, 13, 18, 9, 23, 24, 3, 27, 2, 6, 19, 26, 17, 4, 8, 10, 16, 20, 12, 1}",4.188105,"{1, 22, 28, 25, 11, 29, 7, 30, 15, 5, 21, 14, 18, 13, 23, 9, 24, 3, 27, 2, 6, 19, 26, 17, 4, 10, 8, 16, 12, 20, 1}",4.472157,0.067823,0.000359
"{1, 2, 7, 8, 11, 30, 3, 9, 10, 21, 26, 12, 24, 19, 5, 16, 15, 22, 4, 13, 27, 25, 29, 20, 23, 28, 18, 6, 17, 14, 1}",4.700686,"{1, 17, 14, 6, 18, 28, 23, 22, 4, 25, 13, 27, 20, 29, 24, 19, 5, 15, 16, 10, 9, 21, 3, 30, 26, 12, 11, 8, 7, 2, 1}",5.368565,0.142081,0.000319
"{1, 8, 12, 11, 21, 17, 29, 16, 14, 23, 2, 7, 19, 22, 6, 4, 10, 5, 18, 3, 28, 20, 30, 13, 26, 24, 15, 9, 27, 25, 1}",4.801881,"{1, 25, 27, 30, 20, 28, 3, 5, 4, 10, 18, 22, 6, 26, 15, 24, 13, 9, 23, 14, 7, 19, 2, 16, 29, 17, 21, 12, 11, 8, 1}",5.521501,0.149862,0.000328
"{1, 2, 16, 18, 29, 30, 11, 3, 14, 10, 7, 8, 15, 25, 19, 5, 20, 4, 17, 24, 27, 26, 23, 21, 12, 28, 9, 13, 22, 6, 1}",3.921180,"{1, 6, 22, 13, 9, 28, 12, 21, 23, 26, 27, 17, 24, 20, 5, 19, 25, 15, 4, 8, 7, 11, 10, 14, 3, 29, 30, 18, 16, 2, 1}",4.258320,0.085979,0.000363
"{1, 6, 19, 10, 13, 16, 5, 14, 26, 24, 3, 21, 8, 18, 23, 7, 17, 2, 12, 28, 11, 30, 9, 27, 15, 25, 29, 4, 20, 22, 1}",4.521561,"{1, 22, 20, 19, 10, 24, 27, 15, 4, 29, 25, 30, 9, 18, 17, 7, 2, 23, 12, 28, 11, 8, 21, 3, 26, 14, 16, 5, 13, 6, 1}",5.671258,0.254270,0.000337
"{1, 23, 10, 26, 28, 14, 2, 25, 29, 9, 3, 18, 6, 12, 22, 13, 24, 20, 15, 19, 8, 16, 7, 27, 5, 4, 17, 30, 21, 11, 1}",4.466053,"{1, 23, 10, 14, 26, 28, 25, 2, 9, 3, 13, 22, 12, 6, 18, 29, 24, 20, 15, 19, 8, 16, 7, 27, 5, 4, 17, 30, 21, 11, 1}",5.013699,0.122624,0.000317
"{1, 22, 7, 2, 24, 21, 16, 28, 10, 6, 17, 19, 27, 15, 25, 30, 11, 12, 23, 9, 18, 8, 26, 13, 5, 14, 20, 4, 29, 3, 1}",4.331562,"{1, 22, 7, 2, 6, 16, 26, 8, 18, 9, 23, 12, 11, 25, 30, 15, 27, 19, 17, 10, 28, 21, 24, 13, 5, 14, 20, 4, 29, 3, 1}",4.730918,0.092197,0.000339
"{1, 3, 9, 25, 17, 5, 22, 20, 18, 26, 10, 19, 4, 27, 13, 30, 24, 29, 8, 12, 21, 11, 6, 28, 15, 16, 2, 23, 7, 14, 1}",4.502536,"{1, 3, 14, 7, 23, 2, 16, 15, 28, 6, 11, 8, 12, 21, 27, 13, 30, 24, 17, 26, 18, 20, 4, 19, 10, 22, 5, 29, 25, 9, 1}",5.184237,0.151404,0.000321
"{1, 4, 7, 25, 9, 5, 24, 26, 11, 6, 15, 29, 14, 13, 3, 10, 18, 8, 20, 30, 21, 16, 12, 22, 19, 23, 27, 17, 28, 2, 1}",4.756101,"{1, 4, 7, 25, 9, 5, 24, 26, 11, 6, 15, 8, 20, 30, 21, 16, 12, 19, 27, 23, 22, 10, 3, 18, 13, 14, 29, 28, 17, 2, 1}",5.889831,0.238374,0.000319
"{1, 23, 18, 21, 30, 28, 17, 7, 25, 22, 5, 26, 9, 10, 19, 16, 2, 27, 24, 14, 4, 6, 15, 3, 12, 11, 13, 8, 20, 29, 1}",4.669555,"{1, 29, 20, 13, 8, 11, 27, 2, 24, 14, 6, 4, 15, 3, 12, 16, 19, 10, 9, 26, 5, 22, 25, 7, 17, 28, 30, 21, 18, 23, 1}",5.427010,0.162211,0.000371
"{1, 6, 15, 24, 19, 13, 9, 8, 5, 14, 4, 25, 11, 18, 26, 21, 10, 16, 29, 27, 3, 7, 17, 22, 23, 2, 30, 28, 12, 20, 1}",4.403793,"{1, 19, 24, 15, 6, 28, 12, 20, 13, 9, 8, 5, 21, 18, 26, 11, 25, 29, 16, 10, 14, 4, 3, 27, 17, 22, 23, 2, 30, 7, 1}",5.341969,0.213038,0.000319
"{1, 28, 15, 8, 12, 23, 26, 25, 20, 19, 17, 13, 9, 29, 3, 6, 24, 5, 27, 22, 7, 18, 2, 30, 4, 21, 14, 16, 11, 10, 1}",4.716435,"{1, 28, 15, 8, 12, 23, 25, 26, 19, 17, 13, 9, 20, 29, 3, 22, 7, 27, 5, 6, 24, 14, 21, 30, 4, 18, 2, 16, 11, 10, 1}",5.399147,0.144752,0.000324
"{1, 25, 20, 6, 24, 5, 4, 8, 19, 13, 11, 17, 7, 14, 15, 23, 3, 9, 26, 28, 16, 29, 10, 27, 30, 21, 22, 12, 18, 2, 1}",4.028899,"{1, 25, 5, 19, 13, 11, 17, 7, 14, 15, 23, 3, 28, 26, 9, 4, 8, 24, 6, 20, 27, 10, 29, 16, 30, 21, 22, 12, 18, 2, 1}",4.677119,0.160893,0.000310
"{1, 2, 18, 24, 16, 22, 23, 17, 9, 21, 10, 20, 13, 8, 27, 12, 25, 6, 19, 5, 7, 28, 14, 11, 3, 26, 4, 29, 15, 30, 1}",3.949152,"{1, 30, 15, 29, 4, 26, 3, 11, 28, 5, 7, 14, 25, 22, 23, 9, 21, 10, 20, 13, 8, 27, 12, 6, 19, 17, 16, 24, 18, 2, 1}",4.812712,0.218670,0.000317
"{1, 29, 16, 14, 6, 21, 23, 11, 28, 12, 17, 19, 30, 9, 27, 18, 24, 4, 22, 8, 2, 15, 20, 3, 5, 13, 7, 26, 25, 10, 1}",5.205954,"{1, 10, 25, 8, 22, 4, 24, 27, 18, 19, 17, 23, 11, 6, 21, 28, 12, 30, 13, 5, 3, 20, 15, 7, 2, 26, 9, 14, 16, 29, 1}",6.553833,0.258911,0.000350
"{1, 6, 22, 3, 23, 28, 26, 16, 20, 9, 17, 12, 2, 30, 24, 10, 5, 25, 15, 29, 27, 13, 19, 14, 4, 7, 21, 8, 11, 18, 1}",4.468767,"{1, 18, 11, 8, 23, 28, 22, 26, 16, 20, 9, 17, 12, 30, 2, 24, 10, 5, 29, 25, 15, 27, 13, 19, 7, 21, 4, 14, 3, 6, 1}",4.947295,0.107083,0.000322
"{1, 27, 26, 9, 12, 30, 15, 21, 13, 25, 4, 7, 11, 14, 23, 5, 28, 20, 10, 29, 16, 3, 24, 6, 8, 2, 22, 18, 19, 17, 1}",4.717791,"{1, 27, 26, 9, 30, 12, 21, 15, 13, 25, 4, 7, 11, 14, 23, 5, 28, 20, 10, 29, 16, 3, 24, 6, 22, 2, 8, 18, 17, 19, 1}",4.977872,0.055128,0.000318
"{1, 17, 23, 28, 30, 3, 18, 16, 13, 27, 5, 26, 10, 24, 4, 9, 25, 19, 2, 22, 7, 15, 14, 21, 29, 11, 12, 20, 8, 6, 1}",4.915630,"{1, 17, 23, 28, 30, 18, 10, 26, 5, 16, 27, 24, 4, 9, 25, 22, 7, 21, 15, 14, 6, 8, 11, 12, 20, 29, 19, 2, 13, 3, 1}",6.168730,0.254922,0.000352
"{1, 2, 10, 15, 9, 13, 28, 12, 25, 21, 26, 22, 4, 17, 7, 14, 11, 5, 19, 20, 29, 6, 30, 27, 3, 24, 23, 8, 16, 18, 1}",4.580262,"{1, 10, 23, 24, 19, 5, 20, 29, 6, 30, 27, 3, 16, 8, 18, 21, 26, 4, 22, 17, 7, 11, 14, 25, 9, 13, 12, 28, 15, 2, 1}",5.456420,0.191290,0.000320
"{1, 18, 8, 27, 23, 5, 6, 17, 13, 29, 24, 2, 7, 26, 12, 30, 22, 3, 15, 10, 21, 20, 28, 25, 9, 11, 4, 14, 16, 19, 1}",4.309606,"{1, 18, 19, 16, 14, 4, 11, 20, 9, 25, 28, 21, 10, 15, 12, 30, 22, 3, 7, 26, 2, 24, 29, 6, 17, 13, 5, 23, 8, 27, 1}",4.933419,0.144749,0.000327
"{1, 12, 9, 15, 14, 25, 22, 24, 30, 13, 28, 8, 11, 21, 3, 23, 2, 17, 16, 29, 10, 6, 18, 26, 5, 4, 7, 19, 20, 27, 1}",4.349218,"{1, 22, 27, 20, 19, 18, 4, 5, 26, 7, 6, 10, 29, 16, 2, 23, 3, 21, 11, 28, 8, 24, 30, 13, 17, 25, 14, 15, 9, 12, 1}",5.393057,0.240006,0.000346
"{1, 9, 26, 3, 27, 16, 19, 29, 5, 11, 15, 10, 21, 22, 4, 28, 24, 30, 7, 14, 23, 8, 25, 6, 13, 20, 2, 17, 18, 12, 1}",3.904006,"{1, 12, 18, 17, 24, 28, 25, 8, 23, 2, 20, 6, 13, 14, 7, 30, 4, 22, 21, 10, 11, 15, 5, 29, 19, 16, 27, 3, 26, 9, 1}",5.115247,0.310256,0.000318
"{1, 13, 20, 16, 27, 3, 9, 7, 19, 14, 17, 10, 29, 24, 22, 4, 12, 23, 18, 21, 11, 2, 30, 15, 25, 28, 8, 26, 5, 6, 1}",4.735956,"{1, 13, 16, 20, 15, 30, 2, 11, 21, 18, 4, 22, 17, 10, 24, 29, 19, 14, 9, 7, 3, 27, 12, 23, 25, 28, 8, 26, 5, 6, 1}",5.767435,0.217797,0.000320
"{1, 4, 18, 3, 16, 5, 24, 27, 6, 25, 10, 14, 26, 21, 22, 19, 7, 13, 23, 9, 11, 17, 20, 28, 29, 30, 8, 15, 12, 2, 1}",4.498665,"{1, 4, 18, 3, 16, 5, 21, 26, 24, 27, 25, 6, 10, 14, 22, 19, 28, 20, 23, 13, 7, 9, 11, 17, 29, 30, 8, 15, 12, 2, 1}",4.928819,0.095618,0.000349
"{1, 9, 8, 13, 30, 6, 22, 21, 25, 15, 4, 3, 10, 18, 24, 2, 17, 20, 14, 19, 29, 7, 16, 11, 27, 28, 23, 5, 26, 12, 1}",4.689068,"{1, 12, 26, 22, 6, 30, 21, 25, 15, 4, 3, 10, 24, 18, 17, 2, 20, 14, 19, 29, 7, 11, 16, 27, 28, 5, 23, 13, 9, 8, 1}",5.564861,0.186773,0.000338
"{1, 3, 24, 2, 10, 11, 17, 25, 5, 28, 7, 16, 30, 21, 18, 8, 26, 20, 15, 14, 27, 13, 29, 22, 6, 12, 9, 23, 19, 4, 1}",4.307800,"{1, 4, 19, 22, 29, 6, 12, 9, 23, 13, 27, 2, 14, 15, 20, 26, 8, 18, 30, 28, 7, 21, 16, 10, 11, 17, 25, 5, 24, 3, 1}",5.051603,0.172664,0.000317
"{1, 20, 26, 21, 24, 22, 5, 14, 25, 28, 11, 19, 10, 18, 3, 15, 7, 23, 2, 27, 12, 13, 29, 8, 9, 16, 4, 30, 6, 17, 1}",4.917438,"{1, 20, 26, 21, 24, 22, 5, 29, 19, 10, 11, 28, 25, 14, 18, 3, 7, 2, 23, 15, 16, 9, 8, 13, 12, 27, 4, 30, 6, 17, 1}",5.741018,0.167482,0.000323
"{1, 18, 30, 10, 24, 25, 15, 4, 16, 26, 2, 7, 22, 23, 21, 11, 8, 17, 6, 28, 5, 29, 14, 3, 19, 20, 12, 27, 9, 13, 1}",5.041108,"{1, 4, 16, 7, 21, 23, 22, 11, 8, 6, 28, 17, 2, 26, 20, 12, 5, 29, 14, 3, 19, 27, 9, 13, 30, 10, 24, 25, 15, 18, 1}",5.909922,0.172346,0.000317
"{1, 8, 15, 27, 7, 19, 20, 6, 16, 13, 23, 21, 12, 11, 14, 25, 26, 30, 9, 4, 24, 5, 2, 29, 3, 28, 17, 18, 22, 10, 1}",3.870047,"{1, 18, 10, 22, 17, 28, 3, 4, 5, 29, 30, 9, 24, 2, 25, 14, 26, 11, 12, 21, 23, 13, 16, 6, 20, 19, 7, 27, 15, 8, 1}",4.290177,0.108560,0.000325
"{1, 14, 2, 25, 9, 6, 8, 15, 7, 18, 3, 27, 10, 12, 26, 19, 28, 29, 11, 17, 13, 21, 16, 20, 22, 24, 4, 5, 30, 23, 1}",4.427046,"{1, 23, 30, 5, 14, 2, 25, 9, 6, 8, 15, 18, 7, 3, 27, 10, 12, 26, 28, 29, 19, 17, 13, 11, 21, 16, 22, 20, 24, 4, 1}",4.667698,0.054360,0.000328
"{1, 10, 3, 5, 28, 30, 20, 19, 6, 4, 26, 9, 23, 22, 15, 27, 11, 21, 17, 14, 25, 2, 8, 13, 7, 29, 18, 16, 24, 12, 1}",4.385582,"{1, 24, 10, 3, 5, 28, 30, 20, 19, 6, 4, 26, 15, 22, 27, 11, 9, 23, 25, 2, 14, 17, 21, 16, 18, 29, 8, 13, 7, 12, 1}",4.778205,0.089526,0.000316
"{1, 14, 8, 17, 22, 26, 19, 18, 11, 28, 3, 23, 24, 13, 12, 7, 20, 4, 25, 6, 5, 27, 21, 9, 2, 10, 16, 29, 15, 30, 1}",5.088377,"{1, 14, 30, 15, 9, 29, 26, 19, 18, 22, 17, 6, 27, 21, 2, 10, 16, 12, 20, 7, 28, 3, 13, 24, 23, 11, 4, 25, 5, 8, 1}",6.791688,0.334745,0.000329
"{1, 8, 30, 25, 3, 28, 26, 10, 4, 14, 22, 16, 11, 6, 24, 20, 9, 29, 15, 19, 12, 7, 21, 27, 18, 13, 5, 23, 2, 17, 1}",4.021911,"{1, 17, 2, 23, 5, 13, 18, 27, 21, 7, 12, 8, 29, 9, 30, 25, 3, 28, 22, 14, 10, 4, 26, 16, 11, 24, 6, 20, 19, 15, 1}",4.347486,0.080950,0.000316
"{1, 9, 7, 30, 18, 24, 13, 10, 4, 22, 21, 20, 5, 12, 29, 28, 11, 27, 15, 25, 8, 16, 2, 26, 19, 14, 23, 6, 17, 3, 1}",4.703978,"{1, 3, 29, 28, 11, 27, 15, 22, 21, 20, 12, 5, 9, 7, 4, 30, 18, 24, 13, 10, 17, 25, 8, 16, 14, 19, 2, 26, 23, 6, 1}",6.295322,0.338297,0.000326
"{1, 14, 10, 12, 21, 4, 13, 2, 29, 26, 3, 9, 8, 27, 22, 18, 23, 11, 30, 19, 6, 24, 16, 5, 15, 20, 17, 7, 28, 25, 1}",4.942145,"{1, 25, 28, 7, 17, 14, 10, 21, 4, 12, 13, 2, 29, 15, 20, 27, 22, 18, 3, 26, 11, 6, 24, 19, 5, 16, 30, 23, 9, 8, 1}",6.047175,0.223593,0.000328
"{1, 5, 30, 27, 20, 2, 18, 14, 29, 22, 11, 23, 9, 16, 24, 25, 26, 12, 4, 28, 8, 10, 17, 19, 7, 13, 6, 15, 21, 3, 1}",4.760648,"{1, 6, 15, 21, 3, 20, 27, 30, 9, 2, 18, 14, 29, 22, 11, 23, 16, 24, 25, 26, 12, 17, 8, 4, 28, 10, 19, 7, 13, 5, 1}",5.789767,0.216172,0.000317
"{1, 23, 16, 8, 29, 5, 3, 20, 10, 4, 2, 26, 30, 24, 18, 15, 6, 25, 12, 14, 22, 28, 9, 19, 27, 17, 11, 7, 21, 13, 1}",4.550552,"{1, 21, 7, 17, 30, 24, 18, 15, 6, 25, 12, 22, 28, 9, 19, 27, 14, 11, 26, 2, 4, 10, 20, 3, 5, 29, 8, 16, 23, 13, 1}",5.496565,0.207890,0.000329
"{1, 27, 23, 10, 2, 6, 19, 29, 17, 30, 21, 25, 18, 3, 14, 4, 26, 9, 22, 28, 11, 7, 13, 8, 20, 15, 12, 24, 5, 16, 1}",4.624086,"{1, 27, 2, 10, 6, 23, 19, 29, 17, 30, 21, 25, 18, 11, 28, 22, 9, 4, 26, 14, 3, 15, 8, 13, 7, 20, 12, 24, 5, 16, 1}",5.702452,0.233206,0.000321
"{1, 9, 8, 16, 5, 30, 26, 29, 27, 14, 20, 2, 7, 17, 6, 13, 28, 10, 24, 18, 3, 4, 25, 19, 12, 22, 23, 15, 21, 11, 1}",5.001891,"{1, 9, 19, 25, 4, 3, 18, 24, 10, 28, 11, 21, 12, 22, 23, 15, 5, 30, 27, 14, 20, 2, 7, 17, 6, 13, 29, 26, 16, 8, 1}",6.000777,0.199702,0.000326
"{1, 13, 29, 14, 4, 11, 16, 9, 26, 12, 10, 25, 23, 7, 6, 3, 21, 24, 27, 15, 17, 22, 8, 28, 30, 2, 19, 5, 20, 18, 1}",4.654256,"{1, 19, 20, 5, 2, 30, 28, 8, 17, 22, 15, 27, 24, 23, 7, 25, 6, 3, 21, 26, 10, 12, 9, 16, 4, 11, 14, 29, 13, 18, 1}",5.261270,0.130421,0.000330
"{1, 5, 28, 21, 9, 25, 30, 17, 2, 13, 26, 24, 7, 4, 18, 6, 8, 15, 23, 29, 12, 14, 11, 3, 20, 27, 10, 19, 22, 16, 1}",4.426477,"{1, 5, 28, 21, 9, 26, 7, 4, 24, 18, 13, 30, 2, 6, 8, 15, 17, 25, 29, 12, 23, 14, 11, 3, 20, 27, 10, 19, 22, 16, 1}",5.622476,0.270192,0.000326
"{1, 5, 23, 9, 30, 17, 2, 22, 6, 26, 8, 3, 27, 13, 11, 15, 18, 28, 24, 7, 29, 14, 10, 4, 12, 25, 20, 19, 21, 16, 1}",4.896901,"{1, 5, 23, 26, 2, 22, 6, 8, 3, 27, 11, 13, 15, 21, 19, 20, 25, 12, 4, 18, 28, 10, 24, 14, 7, 29, 17, 30, 9, 16, 1}",5.849230,0.194476,0.000327
"{1, 2, 16, 21, 19, 14, 12, 11, 5, 9, 15, 29, 17, 23, 27, 18, 8, 28, 20, 30, 13, 22, 4, 26, 3, 10, 25, 7, 6, 24, 1}",4.543815,"{1, 24, 21, 19, 14, 12, 11, 5, 9, 15, 29, 17, 23, 27, 18, 8, 28, 20, 30, 13, 4, 22, 26, 3, 10, 7, 25, 6, 16, 2, 1}",4.699071,0.034169,0.000324
"{1, 12, 27, 28, 20, 2, 13, 21, 23, 15, 11, 14, 19, 22, 17, 30, 9, 7, 26, 8, 18, 10, 5, 16, 6, 4, 24, 29, 25, 3, 1}",4.780252,"{1, 12, 28, 20, 2, 13, 27, 6, 29, 4, 24, 17, 21, 23, 15, 14, 11, 19, 22, 30, 9, 7, 26, 8, 18, 10, 16, 5, 25, 3, 1}",5.470793,0.144457,0.000315
"{1, 10, 18, 23, 13, 14, 3, 28, 16, 15, 25, 30, 2, 17, 9, 22, 29, 7, 21, 11, 20, 8, 5, 6, 27, 4, 24, 12, 19, 26, 1}",4.698286,"{1, 26, 10, 18, 23, 13, 3, 14, 28, 16, 15, 19, 25, 30, 11, 2, 17, 7, 9, 22, 29, 21, 20, 8, 5, 6, 24, 4, 27, 12, 1}",5.320738,0.132485,0.000325
"{1, 11, 16, 10, 2, 25, 18, 12, 17, 6, 24, 26, 20, 23, 28, 14, 4, 27, 5, 3, 7, 22, 19, 21, 8, 30, 29, 9, 15, 13, 1}",4.782772,"{1, 13, 15, 9, 29, 17, 26, 14, 4, 28, 23, 27, 5, 20, 24, 6, 7, 3, 22, 19, 21, 8, 30, 12, 18, 25, 2, 10, 16, 11, 1}",5.423866,0.134042,0.000318
"{1, 19, 12, 17, 7, 13, 14, 25, 16, 28, 3, 20, 2, 27, 15, 11, 21, 4, 6, 23, 9, 18, 22, 8, 10, 26, 29, 24, 30, 5, 1}",4.026922,"{1, 24, 5, 30, 29, 25, 16, 14, 12, 17, 7, 13, 28, 3, 20, 2, 27, 26, 18, 22, 10, 8, 9, 23, 6, 4, 21, 11, 15, 19, 1}",5.464923,0.357097,0.000319
"{1, 23, 27, 8, 26, 15, 30, 21, 28, 18, 6, 9, 19, 2, 11, 14, 4, 22, 13, 20, 16, 25, 17, 7, 24, 10, 3, 29, 5, 12, 1}",4.451366,"{1, 23, 27, 8, 26, 6, 18, 9, 2, 19, 11, 14, 4, 22, 13, 16, 25, 17, 7, 24, 10, 3, 5, 15, 30, 21, 28, 20, 29, 12, 1}",5.115400,0.149175,0.000357
"{1, 6, 20, 9, 11, 22, 4, 8, 12, 25, 21, 17, 29, 24, 5, 13, 2, 28, 15, 3, 14, 23, 16, 18, 26, 19, 7, 27, 30, 10, 1}",4.642146,"{1, 10, 30, 27, 7, 23, 16, 18, 26, 4, 12, 25, 21, 17, 29, 24, 5, 13, 2, 28, 15, 3, 14, 19, 22, 9, 8, 11, 20, 6, 1}",5.048281,0.087489,0.000316
"{1, 15, 24, 2, 20, 3, 17, 6, 27, 7, 30, 21, 5, 4, 12, 23, 16, 9, 8, 19, 25, 22, 14, 11, 29, 28, 18, 10, 26, 13, 1}",4.617589,"{1, 15, 3, 24, 2, 20, 22, 25, 19, 8, 9, 7, 30, 17, 6, 27, 21, 5, 4, 10, 18, 28, 29, 11, 14, 16, 23, 12, 26, 13, 1}",5.375478,0.164131,0.000314
"{1, 7, 18, 11, 28, 10, 25, 30, 13, 16, 9, 6, 14, 4, 21, 5, 23, 2, 26, 29, 3, 22, 27, 19, 8, 24, 15, 20, 12, 17, 1}",4.513855,"{1, 7, 18, 11, 28, 10, 25, 30, 13, 16, 9, 3, 29, 26, 2, 23, 5, 8, 24, 20, 15, 19, 21, 4, 14, 6, 22, 27, 12, 17, 1}",5.510712,0.220844,0.000327
"{1, 9, 27, 4, 23, 2, 30, 19, 3, 20, 24, 12, 6, 29, 28, 18, 13, 5, 15, 21, 10, 14, 16, 25, 22, 26, 17, 8, 11, 7, 1}",4.506001,"{1, 9, 30, 2, 20, 24, 19, 3, 23, 27, 8, 17, 26, 16, 15, 5, 4, 13, 18, 6, 12, 29, 28, 21, 10, 14, 25, 22, 11, 7, 1}",5.445312,0.208458,0.000316
"{1, 27, 23, 3, 25, 7, 24, 2, 22, 21, 15, 18, 20, 17, 30, 8, 26, 6, 9, 10, 5, 14, 28, 29, 11, 12, 16, 13, 19, 4, 1}",4.427199,"{1, 4, 27, 3, 23, 22, 2, 24, 7, 25, 18, 21, 15, 17, 20, 30, 8, 26, 6, 10, 9, 5, 14, 28, 29, 11, 12, 13, 16, 19, 1}",5.048497,0.140336,0.000322
"{1, 23, 30, 15, 6, 12, 21, 5, 9, 18, 17, 7, 20, 10, 2, 13, 4, 3, 16, 24, 28, 8, 11, 27, 26, 14, 22, 25, 29, 19, 1}",4.954623,"{1, 19, 29, 25, 26, 22, 14, 27, 11, 8, 28, 24, 3, 16, 4, 13, 2, 10, 7, 20, 17, 18, 9, 5, 12, 21, 23, 6, 15, 30, 1}",5.498121,0.109695,0.000321
"{1, 2, 6, 4, 3, 9, 22, 16, 28, 20, 13, 18, 14, 17, 15, 26, 10, 27, 11, 30, 29, 25, 21, 8, 12, 23, 7, 24, 19, 5, 1}",4.521008,"{1, 5, 19, 23, 7, 24, 12, 8, 30, 21, 29, 25, 10, 27, 11, 14, 18, 13, 28, 16, 20, 26, 15, 17, 22, 9, 3, 6, 4, 2, 1}",5.471375,0.210211,0.000325
"{1, 23, 5, 14, 13, 2, 10, 12, 3, 27, 6, 19, 24, 15, 26, 18, 8, 21, 20, 16, 29, 28, 22, 30, 9, 17, 4, 7, 11, 25, 1}",4.934247,"{1, 25, 11, 7, 17, 9, 4, 30, 28, 19, 24, 15, 16, 29, 22, 26, 18, 8, 21, 20, 10, 3, 12, 27, 6, 13, 2, 14, 5, 23, 1}",5.810828,0.177653,0.000332
