optimal_tour,optimal_tour_length,greedy_tour,greedy_tour_length,score,time
"{1, 29, 4, 8, 3, 27, 24, 15, 17, 2, 23, 25, 14, 30, 13, 9, 18, 7, 11, 21, 12, 26, 10, 6, 20, 5, 22, 16, 19, 28, 1}",4.594259,"{1, 29, 8, 3, 27, 15, 17, 24, 4, 23, 2, 25, 14, 30, 13, 9, 18, 7, 11, 21, 6, 10, 26, 12, 20, 5, 22, 16, 19, 28, 1}",4.958732,0.079332,0.000250
"{1, 4, 11, 19, 6, 24, 3, 20, 25, 30, 7, 13, 14, 15, 18, 29, 16, 28, 2, 8, 27, 21, 23, 10, 5, 9, 26, 12, 22, 17, 1}",4.707633,"{1, 4, 11, 17, 22, 12, 26, 9, 5, 10, 23, 24, 19, 6, 3, 25, 20, 8, 27, 21, 14, 13, 7, 30, 15, 18, 29, 16, 2, 28, 1}",5.111208,0.085728,0.000241
"{1, 7, 25, 18, 17, 23, 5, 26, 10, 21, 27, 11, 22, 9, 12, 29, 19, 28, 24, 30, 8, 16, 3, 14, 6, 2, 15, 4, 20, 13, 1}",4.466599,"{1, 13, 20, 4, 15, 2, 6, 14, 3, 8, 16, 30, 24, 28, 19, 29, 12, 9, 22, 11, 27, 26, 10, 21, 25, 17, 18, 23, 5, 7, 1}",4.713478,0.055272,0.000252
"{1, 22, 13, 6, 9, 29, 27, 30, 25, 20, 24, 19, 3, 21, 14, 5, 12, 26, 4, 7, 16, 2, 18, 10, 11, 17, 8, 28, 23, 15, 1}",4.681131,"{1, 22, 13, 6, 9, 29, 27, 30, 25, 20, 14, 21, 3, 19, 24, 5, 12, 26, 4, 10, 7, 18, 2, 16, 11, 17, 8, 28, 15, 23, 1}",5.170835,0.104612,0.000243
"{1, 12, 17, 19, 11, 8, 4, 3, 22, 2, 18, 28, 15, 6, 9, 30, 13, 29, 27, 25, 7, 26, 23, 20, 24, 16, 14, 5, 21, 10, 1}",4.284163,"{1, 10, 21, 7, 25, 27, 26, 23, 29, 13, 30, 9, 6, 17, 15, 28, 18, 2, 22, 3, 4, 19, 11, 8, 24, 20, 5, 16, 14, 12, 1}",4.602072,0.074205,0.000241
"{1, 25, 28, 30, 3, 4, 16, 27, 6, 12, 26, 20, 22, 7, 13, 14, 11, 9, 18, 23, 21, 2, 5, 17, 24, 8, 15, 10, 29, 19, 1}",4.678457,"{1, 25, 28, 12, 26, 20, 22, 7, 14, 11, 9, 18, 17, 5, 2, 24, 8, 21, 23, 13, 27, 6, 4, 16, 3, 30, 10, 15, 29, 19, 1}",5.918120,0.264973,0.000251
"{1, 18, 15, 20, 10, 19, 23, 11, 3, 7, 12, 30, 27, 2, 28, 16, 14, 29, 25, 6, 4, 9, 21, 13, 17, 26, 22, 8, 24, 5, 1}",4.830416,"{1, 18, 15, 20, 23, 19, 10, 29, 13, 21, 25, 4, 6, 9, 28, 27, 2, 16, 14, 11, 3, 7, 12, 30, 17, 26, 22, 8, 24, 5, 1}",5.970035,0.235926,0.000247
"{1, 13, 17, 12, 6, 26, 14, 20, 19, 30, 9, 25, 16, 24, 11, 3, 23, 2, 21, 10, 28, 4, 8, 15, 29, 7, 27, 22, 5, 18, 1}",4.261620,"{1, 18, 5, 22, 27, 7, 29, 15, 8, 10, 4, 28, 21, 2, 23, 11, 24, 16, 9, 25, 3, 30, 19, 20, 14, 26, 6, 12, 17, 13, 1}",4.973089,0.166948,0.000248
"{1, 20, 2, 7, 26, 15, 17, 27, 13, 4, 30, 11, 28, 9, 10, 16, 8, 19, 5, 29, 12, 21, 22, 18, 25, 14, 24, 3, 23, 6, 1}",4.135425,"{1, 20, 2, 7, 26, 15, 17, 27, 13, 4, 28, 11, 30, 24, 14, 6, 9, 10, 16, 8, 19, 5, 29, 12, 21, 22, 18, 25, 23, 3, 1}",4.795109,0.159520,0.000246
"{1, 19, 28, 23, 7, 27, 6, 10, 22, 29, 21, 11, 5, 2, 16, 15, 3, 4, 17, 20, 26, 9, 14, 30, 25, 18, 8, 13, 24, 12, 1}",4.556028,"{1, 12, 24, 13, 16, 11, 5, 2, 10, 6, 22, 29, 21, 3, 15, 4, 17, 20, 8, 18, 25, 30, 14, 9, 26, 27, 7, 23, 28, 19, 1}",5.327830,0.169402,0.000250
"{1, 18, 30, 23, 12, 26, 13, 3, 2, 11, 10, 14, 29, 8, 19, 28, 25, 4, 6, 17, 27, 24, 22, 7, 15, 5, 9, 16, 21, 20, 1}",4.930411,"{1, 18, 30, 23, 26, 13, 3, 2, 11, 10, 14, 29, 28, 25, 4, 6, 22, 24, 17, 27, 19, 8, 12, 7, 15, 16, 21, 9, 5, 20, 1}",6.201807,0.257868,0.000267
"{1, 2, 23, 17, 13, 4, 8, 5, 22, 16, 27, 14, 9, 28, 24, 3, 26, 15, 21, 25, 12, 10, 29, 11, 19, 18, 20, 6, 7, 30, 1}",4.918149,"{1, 18, 19, 2, 11, 29, 10, 15, 26, 3, 24, 28, 14, 9, 27, 16, 22, 5, 8, 4, 13, 17, 23, 21, 25, 12, 20, 6, 7, 30, 1}",5.648706,0.148543,0.000265
"{1, 10, 13, 16, 18, 25, 30, 3, 5, 4, 23, 27, 12, 28, 8, 17, 9, 29, 20, 21, 7, 19, 24, 22, 6, 2, 11, 15, 26, 14, 1}",4.846175,"{1, 10, 16, 13, 7, 21, 20, 29, 9, 17, 8, 28, 12, 27, 23, 4, 5, 3, 30, 25, 18, 15, 24, 22, 6, 19, 2, 11, 26, 14, 1}",5.669562,0.169905,0.000246
"{1, 2, 27, 13, 30, 19, 16, 6, 4, 5, 18, 23, 17, 7, 26, 21, 24, 15, 8, 29, 28, 20, 9, 22, 11, 25, 10, 12, 14, 3, 1}",4.918168,"{1, 3, 12, 10, 14, 22, 11, 9, 20, 28, 29, 8, 15, 24, 7, 26, 21, 17, 16, 6, 4, 5, 18, 23, 25, 19, 30, 13, 27, 2, 1}",5.264846,0.070489,0.000240
"{1, 26, 25, 18, 27, 14, 24, 6, 29, 30, 13, 7, 11, 4, 8, 15, 17, 9, 2, 19, 5, 23, 12, 20, 16, 21, 28, 10, 3, 22, 1}",4.570320,"{1, 22, 9, 17, 2, 19, 5, 15, 23, 12, 20, 21, 16, 24, 6, 29, 30, 13, 8, 4, 11, 7, 14, 27, 18, 28, 10, 3, 26, 25, 1}",5.183732,0.134217,0.000252
"{1, 24, 16, 4, 21, 23, 15, 14, 28, 22, 17, 10, 6, 18, 12, 25, 29, 2, 11, 7, 26, 20, 27, 30, 13, 3, 9, 8, 5, 19, 1}",4.581218,"{1, 24, 16, 22, 17, 10, 6, 18, 12, 25, 29, 7, 11, 2, 26, 20, 27, 30, 13, 3, 9, 23, 21, 15, 14, 28, 4, 8, 5, 19, 1}",5.216413,0.138652,0.000244
"{1, 20, 7, 5, 16, 10, 8, 29, 11, 17, 23, 19, 30, 15, 13, 27, 25, 21, 24, 6, 12, 22, 9, 26, 28, 2, 4, 3, 18, 14, 1}",4.402239,"{1, 14, 18, 3, 4, 25, 21, 27, 24, 6, 12, 22, 9, 26, 28, 2, 13, 15, 16, 10, 8, 29, 11, 23, 19, 30, 17, 5, 7, 20, 1}",5.020348,0.140408,0.000254
"{1, 12, 15, 3, 27, 26, 10, 14, 17, 23, 16, 28, 30, 18, 13, 19, 29, 11, 8, 20, 22, 9, 4, 7, 24, 21, 5, 2, 6, 25, 1}",4.954758,"{1, 25, 6, 2, 5, 21, 9, 24, 4, 7, 3, 15, 27, 26, 10, 14, 17, 23, 11, 29, 19, 13, 18, 30, 16, 28, 8, 20, 22, 12, 1}",5.904446,0.191672,0.000269
"{1, 12, 18, 17, 30, 19, 26, 29, 27, 13, 21, 6, 23, 25, 3, 2, 11, 28, 8, 7, 9, 10, 4, 5, 20, 14, 16, 22, 15, 24, 1}",4.999864,"{1, 24, 15, 16, 14, 20, 7, 8, 28, 11, 2, 3, 30, 17, 18, 27, 21, 13, 29, 26, 19, 25, 23, 6, 10, 4, 9, 5, 22, 12, 1}",6.020020,0.204037,0.000248
"{1, 24, 21, 3, 10, 9, 7, 29, 20, 12, 6, 2, 26, 27, 8, 15, 23, 28, 14, 11, 25, 22, 5, 30, 17, 16, 4, 19, 18, 13, 1}",4.514455,"{1, 24, 21, 3, 23, 28, 26, 27, 8, 15, 2, 6, 12, 20, 29, 7, 9, 10, 14, 11, 25, 22, 5, 30, 17, 13, 18, 19, 16, 4, 1}",5.256889,0.164457,0.000248
"{1, 12, 28, 2, 14, 27, 22, 6, 17, 21, 13, 16, 3, 5, 15, 26, 11, 23, 18, 10, 29, 7, 9, 24, 25, 8, 20, 19, 30, 4, 1}",4.357007,"{1, 4, 20, 24, 19, 30, 9, 25, 8, 11, 23, 18, 10, 29, 7, 26, 13, 21, 16, 15, 3, 5, 17, 28, 22, 6, 27, 14, 2, 12, 1}",5.618521,0.289537,0.000248
"{1, 4, 5, 17, 15, 23, 18, 30, 11, 28, 27, 13, 25, 10, 21, 19, 26, 20, 8, 14, 22, 2, 16, 3, 29, 12, 7, 6, 9, 24, 1}",4.821879,"{1, 5, 4, 17, 15, 23, 11, 28, 18, 30, 12, 29, 3, 16, 2, 22, 14, 20, 8, 19, 26, 21, 25, 10, 27, 13, 7, 6, 9, 24, 1}",5.879887,0.219418,0.000251
"{1, 7, 21, 26, 24, 18, 19, 16, 30, 23, 27, 29, 12, 8, 17, 4, 6, 10, 2, 13, 15, 3, 11, 22, 9, 20, 14, 28, 5, 25, 1}",4.490340,"{1, 25, 5, 28, 14, 9, 20, 12, 29, 8, 17, 4, 6, 10, 2, 13, 15, 3, 22, 11, 19, 16, 30, 23, 27, 18, 24, 26, 7, 21, 1}",5.333369,0.187743,0.000248
"{1, 28, 2, 11, 7, 9, 25, 26, 30, 6, 13, 29, 20, 3, 12, 17, 10, 23, 4, 22, 8, 27, 24, 19, 15, 5, 21, 14, 18, 16, 1}",4.072024,"{1, 16, 28, 2, 11, 7, 9, 25, 24, 23, 4, 22, 8, 27, 19, 15, 5, 21, 14, 18, 10, 17, 12, 3, 20, 29, 13, 6, 30, 26, 1}",4.782737,0.174535,0.000253
"{1, 5, 30, 9, 23, 6, 8, 27, 7, 19, 28, 4, 21, 17, 2, 16, 10, 29, 15, 26, 12, 11, 20, 24, 13, 3, 18, 14, 25, 22, 1}",4.428290,"{1, 5, 30, 9, 23, 6, 13, 24, 20, 11, 12, 26, 15, 2, 16, 10, 29, 17, 21, 4, 7, 27, 8, 19, 28, 3, 18, 14, 25, 22, 1}",4.763746,0.075753,0.000245
"{1, 13, 2, 18, 9, 6, 26, 10, 24, 3, 23, 17, 15, 14, 29, 30, 20, 19, 28, 12, 4, 21, 16, 22, 7, 27, 8, 25, 11, 5, 1}",4.354819,"{1, 13, 2, 18, 16, 22, 25, 8, 27, 7, 4, 21, 20, 30, 12, 28, 19, 29, 14, 15, 3, 23, 17, 24, 10, 26, 6, 9, 11, 5, 1}",5.057670,0.161396,0.000248
"{1, 18, 30, 28, 29, 26, 3, 7, 22, 2, 19, 8, 6, 24, 14, 20, 13, 4, 5, 21, 9, 16, 12, 15, 17, 10, 25, 27, 11, 23, 1}",5.012251,"{1, 23, 11, 17, 10, 27, 25, 22, 2, 19, 29, 26, 3, 7, 30, 28, 13, 20, 14, 24, 8, 6, 4, 5, 21, 9, 16, 12, 15, 18, 1}",5.781250,0.153424,0.000247
"{1, 18, 28, 21, 15, 20, 19, 27, 29, 22, 7, 13, 25, 24, 10, 26, 23, 5, 4, 6, 12, 16, 17, 14, 3, 2, 11, 30, 9, 8, 1}",4.793658,"{1, 18, 28, 27, 13, 7, 25, 6, 4, 5, 23, 26, 10, 24, 22, 29, 19, 20, 21, 15, 3, 14, 17, 16, 12, 2, 11, 30, 9, 8, 1}",5.699289,0.188923,0.000244
"{1, 30, 8, 22, 29, 16, 5, 26, 25, 10, 21, 15, 13, 11, 24, 3, 12, 17, 14, 20, 7, 2, 4, 27, 6, 28, 19, 18, 9, 23, 1}",4.929382,"{1, 2, 7, 20, 14, 17, 10, 21, 25, 26, 5, 16, 29, 22, 8, 30, 15, 13, 11, 3, 24, 12, 4, 27, 6, 28, 19, 18, 9, 23, 1}",5.652877,0.146772,0.000246
"{1, 8, 14, 21, 10, 25, 19, 29, 4, 24, 23, 26, 16, 22, 12, 7, 30, 15, 11, 17, 9, 28, 18, 20, 27, 2, 5, 6, 3, 13, 1}",4.711606,"{1, 13, 3, 6, 5, 2, 27, 20, 18, 28, 9, 17, 11, 15, 30, 22, 14, 21, 25, 10, 23, 26, 16, 12, 7, 8, 24, 4, 29, 19, 1}",5.371529,0.140063,0.000241
"{1, 20, 14, 10, 28, 9, 7, 25, 23, 18, 19, 24, 11, 30, 16, 2, 8, 5, 26, 29, 13, 21, 12, 17, 27, 15, 4, 6, 3, 22, 1}",4.709964,"{1, 22, 4, 6, 3, 27, 15, 21, 13, 17, 12, 29, 26, 5, 8, 18, 19, 24, 11, 30, 16, 2, 10, 28, 9, 7, 25, 23, 20, 14, 1}",5.365257,0.139129,0.000246
"{1, 21, 22, 30, 23, 27, 17, 16, 20, 19, 13, 4, 14, 28, 12, 26, 9, 7, 10, 2, 15, 8, 29, 25, 18, 11, 5, 24, 3, 6, 1}",4.472785,"{1, 6, 12, 28, 14, 4, 13, 19, 20, 16, 17, 27, 23, 30, 22, 21, 3, 24, 5, 11, 18, 25, 29, 8, 15, 9, 26, 7, 2, 10, 1}",6.014331,0.344650,0.000247
"{1, 21, 3, 13, 15, 29, 22, 26, 8, 20, 24, 28, 6, 11, 4, 16, 9, 19, 25, 23, 14, 2, 12, 7, 18, 17, 30, 5, 27, 10, 1}",4.594858,"{1, 10, 5, 27, 7, 12, 2, 14, 25, 23, 19, 9, 30, 17, 18, 29, 22, 26, 8, 20, 24, 4, 16, 11, 6, 28, 15, 13, 3, 21, 1}",5.170309,0.125238,0.000271
"{1, 25, 26, 22, 27, 4, 7, 5, 15, 14, 17, 28, 12, 6, 23, 19, 21, 10, 13, 9, 8, 16, 24, 20, 18, 30, 3, 29, 2, 11, 1}",4.272432,"{1, 11, 2, 29, 3, 30, 20, 24, 18, 16, 8, 9, 10, 13, 21, 19, 23, 6, 28, 12, 17, 14, 15, 5, 7, 4, 27, 22, 26, 25, 1}",4.325305,0.012376,0.000234
"{1, 16, 6, 8, 22, 9, 30, 21, 14, 28, 27, 25, 11, 29, 17, 23, 10, 7, 13, 18, 12, 3, 5, 15, 24, 26, 2, 4, 20, 19, 1}",4.027083,"{1, 19, 20, 4, 2, 26, 24, 15, 5, 3, 12, 18, 13, 7, 10, 23, 17, 22, 8, 9, 6, 16, 30, 21, 14, 28, 27, 25, 11, 29, 1}",4.567389,0.134168,0.000252
"{1, 18, 24, 23, 25, 19, 3, 2, 28, 13, 17, 15, 14, 21, 6, 4, 16, 8, 5, 30, 11, 7, 22, 26, 27, 20, 29, 10, 12, 9, 1}",4.599222,"{1, 9, 10, 29, 20, 27, 26, 22, 7, 11, 30, 8, 4, 6, 21, 14, 13, 17, 15, 16, 5, 24, 18, 23, 25, 19, 2, 3, 28, 12, 1}",5.308654,0.154250,0.000245
"{1, 5, 2, 30, 4, 16, 6, 23, 26, 8, 10, 11, 7, 18, 28, 24, 14, 22, 3, 19, 20, 27, 29, 21, 12, 9, 25, 13, 17, 15, 1}",4.769123,"{1, 15, 17, 13, 9, 25, 19, 20, 27, 29, 12, 21, 6, 23, 8, 26, 10, 11, 7, 18, 28, 24, 14, 22, 3, 16, 4, 30, 2, 5, 1}",5.154809,0.080872,0.000242
"{1, 25, 13, 8, 4, 17, 10, 29, 3, 30, 21, 14, 24, 20, 28, 2, 15, 16, 5, 6, 19, 26, 7, 11, 23, 22, 18, 27, 9, 12, 1}",4.213943,"{1, 25, 13, 8, 11, 26, 7, 23, 22, 18, 19, 6, 5, 16, 15, 2, 28, 20, 24, 21, 14, 30, 3, 29, 10, 4, 17, 27, 9, 12, 1}",4.811087,0.141707,0.000247
"{1, 12, 28, 3, 11, 29, 9, 2, 23, 13, 26, 25, 8, 20, 18, 5, 19, 30, 15, 17, 10, 6, 7, 16, 4, 27, 14, 24, 21, 22, 1}",4.751351,"{1, 22, 21, 24, 19, 5, 18, 20, 8, 25, 26, 13, 23, 2, 9, 29, 11, 3, 28, 12, 30, 10, 17, 15, 27, 14, 4, 16, 7, 6, 1}",5.390471,0.134513,0.000247
"{1, 15, 18, 20, 24, 23, 28, 7, 9, 16, 6, 27, 13, 3, 17, 14, 21, 25, 30, 4, 5, 26, 19, 8, 12, 11, 22, 10, 2, 29, 1}",4.562871,"{1, 15, 18, 20, 24, 23, 28, 7, 9, 16, 6, 27, 13, 3, 17, 14, 21, 30, 25, 4, 19, 26, 5, 10, 22, 2, 29, 12, 8, 11, 1}",4.877703,0.068999,0.000243
"{1, 10, 16, 20, 25, 5, 27, 3, 19, 4, 9, 17, 26, 11, 6, 13, 21, 12, 24, 2, 8, 30, 7, 28, 18, 23, 29, 14, 22, 15, 1}",4.360688,"{1, 15, 22, 20, 25, 19, 4, 9, 17, 13, 21, 12, 8, 24, 2, 30, 7, 28, 14, 29, 23, 18, 11, 6, 26, 3, 5, 27, 16, 10, 1}",5.318073,0.219549,0.000248
"{1, 12, 2, 18, 17, 8, 10, 15, 13, 5, 25, 27, 23, 9, 26, 21, 22, 6, 24, 20, 19, 28, 11, 4, 16, 29, 3, 30, 7, 14, 1}",4.605412,"{1, 14, 3, 29, 16, 4, 11, 28, 19, 20, 12, 2, 17, 18, 8, 10, 15, 21, 22, 6, 24, 23, 9, 26, 13, 5, 25, 27, 30, 7, 1}",5.329706,0.157270,0.000271
"{1, 12, 7, 19, 13, 24, 20, 29, 8, 5, 25, 21, 6, 22, 23, 11, 4, 18, 9, 26, 27, 14, 3, 17, 16, 2, 28, 30, 10, 15, 1}",4.500215,"{1, 15, 10, 30, 28, 2, 16, 17, 3, 14, 27, 26, 9, 18, 4, 11, 21, 25, 6, 22, 23, 5, 8, 29, 24, 20, 13, 19, 7, 12, 1}",4.858324,0.079576,0.000244
"{1, 24, 12, 16, 2, 22, 8, 29, 30, 9, 6, 19, 11, 4, 7, 10, 26, 18, 28, 23, 27, 15, 17, 25, 5, 3, 20, 13, 21, 14, 1}",4.325580,"{1, 5, 24, 12, 16, 2, 22, 8, 29, 30, 9, 6, 19, 11, 25, 17, 15, 27, 23, 28, 18, 26, 10, 7, 4, 21, 14, 3, 20, 13, 1}",4.828286,0.116217,0.000249
"{1, 8, 5, 16, 30, 12, 20, 3, 21, 7, 9, 18, 25, 26, 17, 23, 10, 2, 4, 15, 22, 13, 27, 19, 28, 14, 29, 24, 11, 6, 1}",4.207851,"{1, 8, 5, 16, 30, 12, 20, 3, 21, 7, 25, 9, 18, 6, 10, 17, 23, 26, 2, 4, 15, 22, 13, 27, 19, 28, 14, 29, 24, 11, 1}",5.081136,0.207537,0.000247
"{1, 4, 17, 12, 25, 2, 29, 19, 26, 20, 28, 11, 8, 15, 18, 23, 30, 16, 14, 24, 7, 21, 3, 5, 9, 22, 6, 13, 27, 10, 1}",4.905824,"{1, 10, 4, 27, 13, 6, 5, 9, 22, 3, 21, 7, 24, 14, 17, 12, 25, 2, 29, 19, 26, 20, 28, 11, 15, 8, 18, 23, 30, 16, 1}",5.268605,0.073949,0.000243
"{1, 20, 10, 27, 3, 12, 18, 23, 25, 21, 6, 14, 29, 8, 9, 16, 4, 24, 11, 13, 2, 30, 19, 15, 7, 28, 5, 17, 26, 22, 1}",4.867133,"{1, 22, 5, 26, 17, 28, 19, 15, 7, 30, 2, 13, 11, 24, 4, 16, 9, 8, 29, 14, 6, 21, 25, 23, 18, 12, 3, 10, 27, 20, 1}",5.111491,0.050206,0.000241
"{1, 9, 24, 12, 28, 21, 29, 5, 16, 7, 11, 14, 19, 25, 22, 8, 6, 18, 30, 27, 20, 17, 2, 15, 4, 10, 23, 3, 26, 13, 1}",4.660252,"{1, 13, 7, 16, 5, 19, 14, 11, 25, 22, 8, 30, 6, 18, 27, 20, 17, 2, 15, 4, 26, 23, 10, 3, 24, 12, 28, 21, 29, 9, 1}",5.391510,0.156914,0.000245
"{1, 16, 6, 18, 25, 17, 2, 30, 27, 13, 12, 9, 20, 5, 14, 11, 21, 4, 22, 28, 26, 8, 7, 24, 15, 10, 3, 23, 29, 19, 1}",4.780195,"{1, 16, 6, 18, 22, 28, 7, 8, 26, 20, 5, 14, 11, 21, 4, 12, 13, 9, 27, 30, 2, 17, 25, 19, 29, 23, 3, 10, 24, 15, 1}",5.732014,0.199117,0.000247
"{1, 22, 12, 3, 11, 30, 15, 10, 20, 2, 21, 8, 26, 5, 23, 18, 28, 17, 19, 9, 29, 7, 4, 13, 6, 14, 16, 27, 24, 25, 1}",3.996852,"{1, 25, 24, 22, 12, 11, 30, 15, 10, 20, 2, 21, 8, 26, 3, 18, 23, 5, 17, 28, 19, 9, 29, 7, 4, 13, 6, 14, 16, 27, 1}",4.256122,0.064869,0.000237
"{1, 16, 24, 26, 6, 11, 23, 4, 7, 20, 30, 10, 14, 19, 22, 18, 9, 17, 28, 29, 25, 21, 13, 12, 27, 5, 8, 2, 15, 3, 1}",4.087844,"{1, 3, 2, 15, 8, 5, 13, 27, 12, 24, 26, 6, 10, 30, 20, 7, 4, 11, 23, 21, 25, 29, 28, 17, 9, 18, 22, 19, 14, 16, 1}",5.162350,0.262854,0.000255
"{1, 3, 11, 19, 25, 6, 17, 22, 14, 9, 16, 29, 20, 28, 2, 27, 10, 12, 26, 30, 13, 15, 8, 24, 21, 4, 18, 5, 7, 23, 1}",4.267627,"{1, 23, 7, 18, 5, 17, 6, 25, 19, 11, 14, 22, 9, 16, 29, 20, 28, 2, 27, 12, 10, 26, 15, 13, 30, 8, 24, 4, 21, 3, 1}",4.853000,0.137166,0.000247
"{1, 26, 8, 10, 3, 7, 29, 14, 2, 21, 30, 13, 9, 28, 27, 22, 24, 6, 16, 11, 4, 19, 25, 18, 15, 5, 20, 23, 12, 17, 1}",4.094547,"{1, 26, 12, 17, 23, 20, 5, 15, 18, 25, 19, 4, 11, 16, 10, 6, 24, 22, 27, 28, 9, 13, 30, 21, 2, 14, 29, 3, 7, 8, 1}",4.283409,0.046125,0.000245
"{1, 5, 9, 30, 17, 24, 10, 14, 11, 19, 23, 22, 25, 27, 2, 26, 16, 6, 29, 28, 13, 21, 18, 15, 20, 3, 7, 12, 8, 4, 1}",4.478184,"{1, 4, 5, 9, 30, 17, 24, 19, 11, 14, 10, 23, 22, 25, 27, 2, 26, 16, 21, 13, 28, 29, 6, 18, 15, 20, 3, 7, 12, 8, 1}",4.748577,0.060380,0.000235
"{1, 6, 18, 28, 3, 23, 7, 12, 16, 19, 29, 25, 13, 2, 24, 4, 11, 30, 20, 8, 15, 21, 26, 5, 22, 27, 17, 14, 10, 9, 1}",4.801179,"{1, 6, 18, 28, 3, 23, 12, 7, 27, 16, 19, 29, 25, 13, 2, 24, 4, 30, 11, 20, 8, 15, 5, 22, 26, 21, 17, 14, 10, 9, 1}",5.134081,0.069338,0.000243
"{1, 17, 3, 28, 15, 12, 18, 4, 19, 6, 30, 23, 14, 22, 24, 26, 27, 8, 13, 7, 16, 10, 2, 29, 25, 9, 20, 11, 21, 5, 1}",4.103867,"{1, 5, 21, 12, 18, 17, 3, 20, 11, 9, 25, 29, 2, 10, 16, 7, 13, 27, 26, 24, 8, 22, 14, 23, 30, 6, 19, 4, 15, 28, 1}",4.789359,0.167036,0.000243
"{1, 4, 3, 17, 2, 10, 5, 15, 20, 19, 9, 27, 6, 28, 24, 23, 18, 21, 14, 11, 29, 12, 16, 13, 30, 7, 25, 22, 8, 26, 1}",4.350042,"{1, 26, 29, 12, 16, 13, 30, 7, 25, 22, 8, 4, 3, 5, 15, 10, 17, 2, 20, 19, 9, 27, 6, 28, 24, 23, 18, 21, 14, 11, 1}",5.339909,0.227553,0.000250
"{1, 13, 2, 23, 30, 4, 28, 27, 7, 19, 14, 20, 17, 12, 29, 21, 16, 3, 24, 9, 6, 18, 10, 15, 26, 8, 25, 22, 11, 5, 1}",3.998894,"{1, 11, 22, 25, 8, 26, 15, 10, 18, 6, 9, 24, 3, 16, 21, 12, 29, 20, 17, 4, 30, 7, 28, 27, 14, 19, 23, 2, 13, 5, 1}",4.068328,0.017363,0.000234
"{1, 25, 19, 16, 30, 17, 5, 3, 15, 26, 21, 23, 11, 7, 9, 4, 24, 14, 2, 28, 6, 29, 18, 27, 13, 10, 20, 22, 12, 8, 1}",4.448442,"{1, 25, 16, 19, 30, 17, 5, 3, 26, 15, 23, 21, 7, 9, 11, 4, 10, 20, 22, 12, 29, 18, 27, 13, 6, 28, 24, 14, 2, 8, 1}",5.098459,0.146122,0.000249
"{1, 3, 7, 24, 9, 17, 13, 16, 29, 6, 12, 27, 8, 10, 22, 25, 21, 19, 5, 28, 11, 18, 20, 2, 14, 4, 30, 15, 26, 23, 1}",4.580235,"{1, 23, 26, 7, 24, 9, 17, 6, 29, 13, 16, 27, 8, 10, 22, 25, 21, 19, 5, 12, 20, 18, 11, 2, 14, 28, 4, 30, 15, 3, 1}",6.292539,0.373846,0.000258
"{1, 13, 14, 9, 17, 23, 10, 8, 20, 5, 7, 28, 27, 22, 11, 18, 24, 3, 16, 25, 4, 26, 19, 2, 6, 21, 30, 12, 29, 15, 1}",4.566427,"{1, 13, 14, 9, 17, 23, 10, 8, 6, 21, 2, 19, 26, 4, 25, 16, 3, 24, 18, 11, 22, 27, 28, 20, 5, 7, 12, 29, 30, 15, 1}",5.321084,0.165262,0.000250
"{1, 10, 24, 3, 25, 6, 12, 14, 15, 30, 27, 5, 4, 13, 9, 8, 23, 22, 19, 18, 2, 28, 20, 11, 7, 16, 29, 21, 17, 26, 1}",4.284383,"{1, 10, 24, 3, 25, 6, 12, 15, 14, 30, 27, 5, 4, 13, 9, 8, 23, 22, 19, 18, 28, 2, 20, 11, 7, 16, 29, 21, 17, 26, 1}",4.411880,0.029758,0.000261
"{1, 24, 18, 11, 12, 6, 20, 10, 13, 25, 22, 28, 4, 19, 2, 16, 14, 29, 23, 3, 15, 9, 17, 27, 7, 5, 26, 8, 21, 30, 1}",4.842761,"{1, 30, 21, 6, 12, 11, 18, 8, 26, 5, 27, 7, 23, 3, 15, 9, 17, 29, 14, 16, 2, 19, 4, 28, 20, 10, 13, 25, 22, 24, 1}",6.157420,0.271469,0.000248
"{1, 14, 7, 5, 28, 18, 13, 4, 26, 11, 2, 16, 20, 19, 27, 23, 3, 15, 24, 30, 22, 8, 10, 12, 21, 17, 29, 9, 6, 25, 1}",4.932474,"{1, 25, 9, 29, 17, 16, 2, 11, 26, 4, 13, 22, 8, 10, 12, 21, 30, 20, 19, 24, 27, 15, 3, 23, 18, 28, 5, 7, 14, 6, 1}",6.041296,0.224800,0.000250
"{1, 27, 19, 28, 10, 9, 29, 17, 8, 5, 25, 14, 6, 3, 7, 30, 4, 22, 24, 11, 15, 16, 20, 23, 2, 12, 26, 21, 13, 18, 1}",4.422093,"{1, 27, 19, 28, 10, 9, 29, 17, 25, 5, 8, 6, 3, 14, 7, 30, 11, 24, 22, 4, 23, 15, 16, 20, 2, 12, 26, 21, 13, 18, 1}",5.041015,0.139961,0.000246
"{1, 30, 19, 15, 29, 23, 8, 18, 17, 22, 25, 20, 2, 24, 6, 11, 10, 26, 3, 7, 27, 4, 12, 13, 28, 16, 5, 14, 9, 21, 1}",4.921410,"{1, 21, 14, 9, 5, 16, 8, 18, 4, 27, 26, 3, 7, 17, 22, 25, 20, 2, 24, 6, 11, 10, 12, 13, 28, 23, 29, 15, 19, 30, 1}",5.638291,0.145666,0.000248
