optimal_tour,optimal_tour_length,greedy_tour,greedy_tour_length,score,time
"{1, 16, 19, 24, 3, 4, 6, 10, 11, 27, 29, 28, 25, 5, 12, 21, 15, 9, 8, 2, 23, 20, 14, 7, 13, 30, 17, 18, 26, 22, 1}",4.638206,"{1, 22, 16, 19, 24, 3, 6, 10, 11, 27, 4, 14, 12, 5, 25, 28, 29, 8, 9, 15, 21, 20, 23, 2, 7, 13, 30, 17, 18, 26, 1}",5.510767,0.188125,0.000272
"{1, 30, 8, 6, 25, 17, 28, 19, 9, 14, 27, 16, 23, 29, 4, 3, 22, 18, 12, 15, 2, 20, 5, 7, 10, 11, 26, 24, 13, 21, 1}",4.621564,"{1, 30, 8, 6, 25, 17, 28, 19, 9, 14, 20, 5, 7, 11, 10, 18, 22, 12, 15, 2, 3, 4, 27, 16, 23, 29, 26, 24, 13, 21, 1}",5.536858,0.198048,0.000264
"{1, 22, 24, 28, 12, 3, 30, 29, 25, 6, 16, 15, 11, 13, 8, 14, 21, 26, 19, 10, 5, 18, 17, 2, 4, 23, 7, 27, 20, 9, 1}",4.841101,"{1, 22, 24, 28, 12, 23, 11, 15, 16, 6, 25, 29, 30, 3, 14, 21, 8, 13, 26, 19, 10, 5, 4, 18, 17, 2, 7, 27, 20, 9, 1}",6.127740,0.265774,0.000276
"{1, 5, 4, 26, 17, 27, 22, 23, 29, 19, 12, 14, 30, 2, 16, 10, 3, 15, 18, 7, 24, 11, 6, 20, 8, 25, 13, 9, 21, 28, 1}",4.457195,"{1, 28, 21, 17, 27, 22, 9, 13, 25, 8, 20, 6, 11, 24, 7, 18, 15, 30, 14, 12, 19, 23, 29, 2, 10, 3, 16, 5, 4, 26, 1}",4.539947,0.018566,0.000249
"{1, 13, 15, 16, 7, 12, 27, 4, 18, 29, 23, 2, 19, 20, 5, 30, 28, 25, 14, 8, 11, 22, 9, 24, 10, 17, 3, 26, 21, 6, 1}",5.042301,"{1, 12, 13, 15, 16, 7, 25, 14, 8, 11, 24, 9, 22, 10, 17, 3, 28, 30, 5, 23, 20, 19, 2, 29, 18, 27, 4, 26, 21, 6, 1}",6.201877,0.229970,0.000281
"{1, 15, 20, 5, 14, 26, 13, 22, 24, 27, 6, 7, 4, 29, 28, 10, 17, 18, 3, 9, 30, 23, 19, 2, 21, 11, 16, 12, 8, 25, 1}",4.489877,"{1, 25, 8, 12, 30, 23, 19, 2, 21, 9, 3, 18, 17, 10, 5, 20, 14, 26, 13, 27, 22, 24, 28, 29, 4, 7, 6, 11, 16, 15, 1}",5.181904,0.154130,0.000255
"{1, 15, 16, 24, 29, 21, 3, 13, 6, 28, 10, 9, 17, 22, 5, 20, 12, 11, 30, 4, 27, 18, 23, 2, 8, 7, 26, 14, 19, 25, 1}",4.230208,"{1, 25, 19, 14, 24, 16, 15, 29, 21, 3, 13, 6, 28, 10, 9, 17, 22, 5, 20, 11, 12, 18, 4, 30, 27, 23, 26, 2, 8, 7, 1}",4.908278,0.160292,0.000251
"{1, 10, 13, 25, 5, 23, 29, 24, 27, 6, 9, 21, 8, 14, 11, 20, 30, 2, 12, 19, 16, 7, 4, 17, 18, 28, 3, 15, 26, 22, 1}",3.968330,"{1, 22, 26, 15, 3, 28, 25, 5, 18, 2, 30, 20, 12, 11, 14, 8, 21, 27, 6, 9, 24, 29, 23, 7, 16, 19, 4, 17, 13, 10, 1}",4.330472,0.091258,0.000255
"{1, 3, 6, 21, 13, 2, 25, 12, 7, 17, 8, 5, 19, 27, 14, 20, 10, 9, 18, 28, 15, 24, 16, 30, 4, 29, 26, 22, 11, 23, 1}",4.721626,"{1, 3, 6, 2, 21, 13, 7, 12, 25, 17, 5, 8, 19, 27, 10, 9, 28, 18, 30, 4, 29, 16, 24, 15, 20, 14, 11, 22, 26, 23, 1}",5.519915,0.169071,0.000256
"{1, 29, 14, 15, 17, 6, 23, 8, 30, 10, 5, 24, 27, 21, 9, 2, 4, 3, 22, 19, 26, 16, 13, 18, 11, 25, 28, 20, 12, 7, 1}",4.475743,"{1, 7, 23, 6, 27, 24, 5, 21, 9, 2, 19, 26, 16, 13, 18, 11, 25, 28, 20, 12, 22, 4, 3, 10, 30, 8, 17, 15, 14, 29, 1}",5.216686,0.165546,0.000278
"{1, 11, 5, 23, 20, 16, 25, 19, 21, 30, 6, 10, 17, 13, 3, 4, 26, 18, 27, 15, 9, 8, 2, 24, 29, 14, 22, 12, 28, 7, 1}",4.505457,"{1, 7, 28, 12, 22, 14, 29, 24, 2, 8, 27, 15, 9, 26, 18, 4, 3, 13, 10, 17, 6, 30, 21, 19, 25, 16, 23, 20, 5, 11, 1}",4.810507,0.067707,0.000243
"{1, 11, 20, 23, 28, 9, 2, 19, 25, 27, 15, 22, 26, 3, 21, 5, 13, 18, 24, 7, 16, 4, 30, 29, 6, 12, 17, 14, 10, 8, 1}",4.953447,"{1, 11, 20, 23, 28, 9, 8, 14, 10, 17, 12, 6, 29, 30, 18, 13, 24, 7, 4, 16, 5, 21, 3, 26, 22, 27, 25, 19, 2, 15, 1}",5.701834,0.151084,0.000251
"{1, 4, 27, 30, 17, 10, 3, 21, 5, 8, 19, 18, 24, 26, 13, 23, 20, 9, 25, 12, 2, 7, 15, 29, 6, 16, 28, 11, 22, 14, 1}",4.052059,"{1, 11, 28, 16, 27, 4, 30, 17, 10, 3, 21, 5, 8, 19, 18, 24, 26, 13, 23, 20, 9, 25, 12, 2, 7, 15, 29, 6, 14, 22, 1}",4.238280,0.045957,0.000251
"{1, 2, 28, 26, 21, 30, 6, 9, 12, 5, 29, 4, 23, 7, 22, 10, 13, 16, 8, 27, 14, 25, 24, 20, 3, 17, 18, 11, 19, 15, 1}",4.562173,"{1, 26, 21, 4, 29, 5, 30, 6, 12, 9, 10, 22, 7, 23, 28, 2, 13, 16, 8, 27, 14, 3, 17, 19, 11, 18, 20, 24, 25, 15, 1}",5.439130,0.192224,0.000253
"{1, 25, 23, 6, 9, 19, 27, 13, 7, 15, 4, 20, 11, 14, 3, 8, 10, 28, 16, 5, 12, 21, 30, 24, 17, 26, 2, 18, 22, 29, 1}",4.457318,"{1, 22, 18, 2, 25, 26, 17, 24, 30, 28, 16, 5, 21, 12, 10, 8, 3, 11, 14, 20, 4, 15, 7, 13, 29, 27, 19, 9, 6, 23, 1}",4.755387,0.066872,0.000241
"{1, 13, 29, 16, 30, 19, 26, 18, 27, 17, 25, 4, 14, 5, 11, 6, 15, 7, 2, 22, 3, 23, 10, 24, 8, 21, 20, 9, 28, 12, 1}",4.806113,"{1, 12, 10, 21, 8, 24, 28, 9, 20, 16, 30, 19, 26, 18, 27, 17, 25, 4, 14, 5, 11, 6, 15, 7, 2, 23, 3, 22, 29, 13, 1}",5.571249,0.159201,0.000251
"{1, 15, 11, 8, 16, 24, 23, 22, 17, 19, 18, 7, 25, 13, 21, 10, 12, 4, 3, 29, 27, 20, 6, 2, 9, 5, 26, 30, 14, 28, 1}",4.329666,"{1, 11, 15, 14, 28, 30, 10, 12, 4, 3, 29, 27, 26, 2, 9, 5, 20, 6, 25, 13, 21, 18, 7, 19, 17, 22, 23, 24, 16, 8, 1}",4.762306,0.099925,0.000250
"{1, 25, 18, 27, 13, 24, 9, 8, 14, 21, 12, 17, 4, 19, 28, 7, 20, 5, 30, 6, 22, 23, 3, 15, 2, 16, 11, 10, 26, 29, 1}",4.270629,"{1, 25, 18, 27, 13, 24, 9, 8, 14, 12, 21, 17, 4, 19, 28, 20, 7, 11, 16, 2, 15, 3, 23, 22, 6, 30, 5, 10, 26, 29, 1}",5.050067,0.182511,0.000257
"{1, 18, 10, 20, 12, 22, 2, 8, 26, 6, 9, 24, 3, 30, 27, 19, 7, 16, 28, 4, 11, 15, 23, 25, 21, 13, 5, 29, 14, 17, 1}",4.475030,"{1, 17, 24, 2, 8, 9, 6, 26, 22, 12, 20, 10, 18, 14, 29, 5, 13, 21, 25, 23, 11, 15, 4, 16, 28, 7, 19, 27, 30, 3, 1}",5.634937,0.259195,0.000260
"{1, 11, 15, 10, 28, 30, 13, 26, 14, 25, 5, 27, 19, 21, 7, 3, 12, 20, 4, 24, 2, 6, 23, 18, 16, 22, 29, 17, 9, 8, 1}",4.446908,"{1, 8, 11, 15, 9, 17, 29, 22, 16, 4, 24, 2, 6, 23, 7, 3, 12, 20, 10, 28, 30, 13, 26, 14, 25, 5, 27, 19, 21, 18, 1}",4.880292,0.097457,0.000274
"{1, 5, 23, 10, 19, 12, 7, 16, 11, 28, 6, 13, 14, 15, 8, 27, 21, 26, 17, 25, 20, 3, 24, 2, 4, 18, 30, 22, 9, 29, 1}",4.240881,"{1, 23, 9, 29, 22, 30, 4, 18, 28, 15, 14, 13, 6, 11, 16, 7, 12, 8, 27, 21, 26, 17, 25, 20, 3, 24, 2, 10, 19, 5, 1}",5.099079,0.202363,0.000274
"{1, 29, 2, 12, 19, 11, 30, 17, 28, 18, 7, 23, 25, 4, 22, 26, 16, 24, 13, 15, 8, 6, 21, 9, 27, 14, 3, 5, 20, 10, 1}",4.553236,"{1, 29, 2, 12, 19, 11, 30, 17, 28, 18, 14, 3, 5, 20, 10, 27, 9, 21, 6, 8, 15, 7, 23, 25, 16, 26, 4, 22, 24, 13, 1}",5.512568,0.210692,0.000282
"{1, 22, 7, 29, 3, 23, 14, 30, 9, 20, 21, 19, 25, 10, 15, 27, 16, 6, 11, 4, 24, 13, 26, 5, 18, 28, 2, 12, 17, 8, 1}",4.733341,"{1, 22, 7, 30, 9, 20, 21, 19, 25, 10, 15, 27, 16, 6, 4, 24, 13, 26, 5, 14, 23, 3, 29, 12, 18, 28, 2, 17, 8, 11, 1}",5.910201,0.248632,0.000258
"{1, 16, 22, 15, 29, 9, 17, 25, 11, 13, 7, 23, 26, 3, 14, 8, 30, 10, 6, 2, 4, 21, 19, 20, 28, 12, 5, 27, 24, 18, 1}",4.398031,"{1, 16, 22, 15, 29, 9, 17, 25, 11, 13, 7, 23, 3, 26, 21, 19, 20, 28, 12, 18, 14, 8, 30, 10, 6, 2, 4, 24, 27, 5, 1}",5.222609,0.187488,0.000292
"{1, 22, 5, 18, 29, 25, 27, 23, 7, 13, 2, 15, 3, 8, 20, 6, 28, 4, 19, 10, 30, 26, 14, 24, 16, 17, 9, 12, 11, 21, 1}",4.183207,"{1, 21, 11, 29, 25, 27, 23, 7, 13, 2, 15, 8, 20, 6, 28, 4, 30, 26, 10, 19, 24, 16, 14, 9, 17, 12, 3, 18, 5, 22, 1}",4.791536,0.145422,0.000295
"{1, 19, 7, 24, 4, 9, 11, 23, 8, 22, 27, 21, 12, 29, 6, 20, 14, 10, 15, 28, 17, 18, 13, 16, 26, 2, 5, 3, 30, 25, 1}",4.754511,"{1, 25, 30, 3, 26, 2, 5, 13, 16, 18, 17, 15, 10, 28, 22, 21, 12, 20, 14, 6, 29, 27, 8, 23, 11, 9, 4, 24, 7, 19, 1}",5.296234,0.113939,0.000309
"{1, 9, 12, 7, 6, 28, 21, 3, 23, 17, 15, 8, 4, 2, 27, 10, 5, 25, 22, 16, 11, 19, 20, 24, 18, 30, 29, 14, 26, 13, 1}",4.660921,"{1, 6, 7, 12, 9, 28, 21, 3, 23, 15, 17, 16, 22, 25, 5, 10, 27, 4, 2, 8, 19, 11, 20, 24, 13, 14, 26, 29, 30, 18, 1}",5.378317,0.153917,0.000271
"{1, 30, 14, 8, 16, 2, 29, 3, 18, 5, 9, 22, 25, 20, 13, 23, 12, 15, 11, 4, 28, 27, 7, 19, 6, 24, 21, 10, 26, 17, 1}",4.546741,"{1, 30, 14, 8, 16, 17, 26, 10, 21, 24, 6, 19, 27, 7, 28, 4, 11, 15, 12, 23, 13, 20, 25, 22, 9, 5, 18, 3, 29, 2, 1}",4.752356,0.045223,0.000236
"{1, 10, 9, 26, 29, 23, 2, 5, 13, 8, 28, 4, 30, 15, 16, 12, 27, 14, 22, 24, 25, 7, 6, 20, 18, 11, 3, 17, 21, 19, 1}",4.341828,"{1, 19, 21, 8, 18, 20, 6, 7, 25, 24, 22, 14, 27, 12, 16, 15, 30, 4, 28, 13, 5, 2, 23, 29, 26, 11, 3, 9, 17, 10, 1}",4.958175,0.141956,0.000274
"{1, 30, 26, 24, 25, 3, 11, 6, 19, 5, 14, 7, 22, 4, 21, 20, 29, 17, 2, 23, 27, 16, 15, 13, 8, 10, 12, 28, 18, 9, 1}",5.003366,"{1, 9, 28, 18, 13, 8, 10, 12, 2, 23, 27, 16, 15, 4, 22, 21, 7, 14, 5, 3, 11, 6, 19, 17, 29, 20, 25, 24, 26, 30, 1}",5.792641,0.157749,0.000250
"{1, 30, 6, 14, 7, 17, 26, 20, 16, 9, 25, 24, 29, 2, 12, 3, 27, 8, 21, 23, 15, 4, 22, 18, 10, 19, 13, 28, 11, 5, 1}",5.049278,"{1, 5, 22, 4, 15, 26, 17, 20, 16, 9, 25, 24, 23, 21, 8, 27, 29, 2, 3, 12, 7, 14, 6, 30, 18, 10, 19, 13, 28, 11, 1}",6.024477,0.193136,0.000247
"{1, 25, 6, 5, 12, 29, 16, 3, 15, 18, 9, 19, 27, 17, 8, 28, 11, 22, 10, 4, 2, 20, 21, 26, 14, 13, 23, 24, 7, 30, 1}",4.718187,"{1, 25, 6, 12, 29, 16, 3, 15, 18, 9, 19, 27, 17, 8, 28, 11, 22, 4, 21, 20, 2, 26, 14, 10, 5, 23, 13, 24, 7, 30, 1}",5.725792,0.213558,0.000248
"{1, 29, 8, 21, 7, 10, 23, 11, 5, 24, 13, 17, 12, 14, 18, 19, 4, 25, 22, 20, 26, 2, 15, 9, 6, 30, 3, 16, 27, 28, 1}",4.333513,"{1, 28, 27, 16, 3, 30, 15, 9, 6, 2, 26, 20, 22, 25, 4, 19, 18, 14, 21, 7, 10, 23, 11, 5, 24, 13, 17, 12, 8, 29, 1}",4.823041,0.112963,0.000239
"{1, 22, 4, 9, 5, 28, 24, 15, 16, 3, 19, 6, 14, 8, 10, 17, 7, 12, 30, 21, 13, 25, 20, 2, 23, 27, 11, 29, 26, 18, 1}",4.710299,"{1, 18, 26, 29, 11, 4, 9, 5, 28, 24, 15, 16, 3, 6, 14, 8, 10, 17, 19, 7, 21, 13, 30, 12, 2, 23, 20, 25, 27, 22, 1}",4.944662,0.049755,0.000279
"{1, 6, 26, 20, 28, 22, 7, 5, 29, 4, 16, 25, 3, 9, 30, 2, 11, 18, 21, 24, 19, 17, 13, 15, 14, 27, 8, 23, 10, 12, 1}",4.414410,"{1, 12, 6, 26, 20, 28, 22, 29, 5, 7, 18, 11, 2, 21, 24, 19, 17, 13, 15, 14, 27, 8, 23, 10, 30, 9, 3, 25, 16, 4, 1}",4.512500,0.022220,0.000240
"{1, 30, 13, 21, 4, 26, 7, 29, 5, 18, 3, 27, 19, 25, 24, 12, 9, 17, 16, 8, 2, 14, 11, 6, 15, 23, 28, 10, 20, 22, 1}",4.079594,"{1, 22, 20, 10, 28, 23, 15, 6, 16, 12, 9, 17, 4, 7, 26, 5, 29, 24, 25, 19, 27, 3, 18, 8, 2, 14, 11, 21, 13, 30, 1}",4.550964,0.115543,0.000279
"{1, 27, 4, 26, 25, 28, 22, 16, 24, 11, 3, 20, 6, 15, 12, 14, 23, 18, 17, 19, 7, 9, 29, 5, 8, 13, 30, 2, 21, 10, 1}",4.730081,"{1, 27, 21, 2, 30, 13, 8, 5, 29, 9, 7, 19, 28, 25, 26, 4, 22, 16, 24, 11, 3, 20, 6, 15, 12, 14, 23, 18, 17, 10, 1}",5.489411,0.160532,0.000246
"{1, 24, 21, 4, 13, 23, 3, 2, 9, 10, 28, 20, 15, 5, 7, 30, 27, 16, 29, 25, 6, 22, 8, 12, 11, 17, 14, 19, 26, 18, 1}",4.839149,"{1, 18, 26, 17, 11, 6, 22, 12, 8, 14, 19, 4, 27, 16, 29, 25, 5, 7, 30, 20, 15, 28, 10, 9, 2, 3, 23, 13, 21, 24, 1}",6.367843,0.315902,0.000272
"{1, 3, 18, 4, 27, 29, 10, 11, 21, 15, 7, 2, 19, 8, 28, 16, 23, 25, 9, 24, 30, 14, 12, 17, 22, 6, 5, 13, 20, 26, 1}",4.438058,"{1, 27, 29, 10, 11, 21, 15, 7, 19, 2, 8, 28, 16, 24, 23, 25, 9, 13, 20, 26, 17, 22, 6, 5, 12, 14, 30, 18, 3, 4, 1}",5.509325,0.241382,0.000277
"{1, 26, 14, 10, 2, 22, 15, 3, 8, 7, 12, 29, 27, 9, 13, 21, 5, 19, 28, 18, 23, 11, 17, 30, 24, 20, 16, 6, 4, 25, 1}",4.761085,"{1, 4, 25, 6, 16, 20, 24, 30, 17, 11, 23, 18, 19, 5, 21, 28, 27, 29, 12, 9, 13, 7, 8, 3, 15, 22, 2, 10, 14, 26, 1}",5.489944,0.153087,0.000246
"{1, 17, 21, 5, 28, 3, 13, 12, 26, 9, 10, 29, 25, 16, 4, 19, 24, 15, 27, 22, 20, 14, 30, 2, 7, 23, 11, 18, 8, 6, 1}",4.270544,"{1, 6, 8, 18, 11, 23, 10, 29, 25, 16, 4, 19, 24, 15, 27, 22, 14, 20, 30, 2, 7, 17, 21, 5, 28, 3, 9, 26, 13, 12, 1}",4.873121,0.141101,0.000273
"{1, 23, 20, 10, 7, 4, 6, 12, 26, 22, 16, 8, 5, 13, 27, 17, 2, 28, 3, 15, 25, 14, 30, 21, 18, 29, 19, 9, 11, 24, 1}",4.482063,"{1, 24, 11, 9, 19, 29, 18, 25, 14, 15, 30, 21, 23, 8, 13, 5, 16, 22, 26, 27, 17, 2, 28, 3, 12, 6, 4, 7, 10, 20, 1}",5.590743,0.247359,0.000249
"{1, 21, 20, 8, 24, 12, 29, 4, 10, 27, 2, 14, 5, 19, 15, 6, 17, 9, 7, 30, 3, 11, 22, 18, 28, 25, 16, 26, 23, 13, 1}",4.399551,"{1, 21, 20, 8, 24, 12, 29, 13, 26, 23, 3, 30, 11, 22, 18, 28, 16, 25, 7, 9, 17, 6, 15, 19, 5, 2, 14, 27, 10, 4, 1}",4.930883,0.120770,0.000280
"{1, 18, 14, 27, 16, 17, 19, 25, 7, 5, 15, 20, 6, 10, 3, 22, 23, 12, 8, 13, 21, 11, 26, 24, 9, 4, 2, 30, 29, 28, 1}",4.988764,"{1, 28, 14, 18, 19, 25, 7, 5, 15, 20, 6, 10, 12, 3, 23, 22, 16, 17, 27, 13, 21, 11, 8, 26, 24, 9, 4, 2, 30, 29, 1}",5.202822,0.042908,0.000247
"{1, 11, 6, 12, 16, 14, 10, 24, 2, 23, 29, 7, 15, 8, 21, 19, 5, 18, 20, 27, 17, 9, 22, 25, 28, 3, 26, 13, 4, 30, 1}",4.796710,"{1, 30, 4, 13, 26, 3, 28, 25, 7, 15, 8, 29, 23, 2, 5, 19, 21, 22, 9, 18, 20, 27, 17, 12, 6, 11, 16, 14, 24, 10, 1}",5.565210,0.160214,0.000255
"{1, 16, 13, 30, 28, 5, 4, 2, 18, 8, 19, 26, 12, 23, 7, 3, 11, 6, 15, 17, 20, 10, 22, 24, 14, 29, 27, 25, 9, 21, 1}",4.697317,"{1, 16, 13, 5, 4, 18, 2, 10, 22, 24, 14, 29, 27, 15, 17, 6, 20, 11, 3, 7, 23, 8, 19, 26, 12, 28, 30, 21, 25, 9, 1}",5.764656,0.227223,0.000254
"{1, 22, 10, 5, 28, 4, 9, 21, 14, 13, 2, 24, 6, 18, 11, 23, 26, 25, 19, 30, 8, 16, 15, 7, 20, 17, 3, 27, 29, 12, 1}",4.853722,"{1, 12, 29, 9, 21, 14, 13, 18, 6, 11, 23, 26, 25, 19, 30, 8, 16, 7, 15, 27, 17, 3, 20, 24, 2, 5, 22, 10, 28, 4, 1}",5.741411,0.182888,0.000254
"{1, 27, 20, 24, 26, 28, 30, 9, 14, 11, 2, 22, 4, 12, 18, 7, 15, 3, 21, 23, 13, 8, 19, 10, 5, 17, 16, 6, 29, 25, 1}",4.234278,"{1, 25, 29, 6, 16, 17, 5, 10, 7, 15, 18, 12, 4, 22, 3, 21, 23, 13, 8, 19, 2, 11, 14, 9, 30, 28, 20, 24, 26, 27, 1}",4.864449,0.148826,0.000284
"{1, 11, 7, 24, 19, 30, 18, 17, 5, 4, 6, 3, 10, 28, 2, 16, 13, 15, 21, 29, 23, 12, 14, 27, 20, 26, 9, 8, 25, 22, 1}",4.443792,"{1, 11, 24, 7, 15, 13, 16, 2, 28, 6, 3, 10, 21, 29, 23, 12, 14, 27, 20, 26, 9, 8, 25, 4, 5, 17, 19, 30, 18, 22, 1}",5.224984,0.175794,0.000254
"{1, 5, 15, 18, 10, 20, 27, 6, 14, 16, 21, 4, 12, 26, 8, 17, 25, 28, 9, 11, 19, 22, 7, 29, 13, 30, 24, 23, 3, 2, 1}",4.555670,"{1, 2, 3, 23, 24, 30, 13, 29, 7, 28, 9, 8, 26, 12, 17, 25, 4, 16, 21, 11, 19, 22, 14, 6, 27, 20, 5, 15, 10, 18, 1}",5.263831,0.155446,0.000265
"{1, 26, 12, 22, 7, 14, 18, 4, 9, 2, 11, 24, 23, 3, 13, 21, 8, 5, 20, 25, 30, 28, 19, 29, 17, 27, 15, 6, 16, 10, 1}",4.125506,"{1, 26, 16, 10, 6, 15, 27, 17, 29, 28, 19, 30, 25, 5, 20, 11, 24, 23, 3, 13, 8, 21, 14, 18, 4, 9, 2, 7, 22, 12, 1}",4.424227,0.072408,0.000321
"{1, 23, 30, 14, 17, 21, 6, 24, 12, 27, 25, 11, 15, 18, 22, 2, 26, 13, 19, 7, 9, 20, 16, 29, 8, 3, 5, 4, 10, 28, 1}",4.584301,"{1, 28, 10, 23, 30, 14, 24, 12, 27, 6, 21, 17, 4, 5, 3, 8, 29, 16, 20, 9, 7, 19, 13, 26, 2, 25, 18, 11, 15, 22, 1}",5.577840,0.216726,0.000250
"{1, 25, 17, 9, 18, 21, 3, 7, 29, 2, 12, 16, 5, 8, 15, 26, 10, 11, 28, 13, 30, 19, 20, 27, 4, 24, 22, 14, 23, 6, 1}",4.624143,"{1, 25, 17, 9, 3, 7, 29, 2, 13, 30, 19, 20, 27, 4, 24, 26, 10, 11, 28, 12, 16, 5, 8, 15, 18, 21, 6, 23, 14, 22, 1}",5.218554,0.128545,0.000282
"{1, 26, 18, 12, 15, 4, 29, 17, 8, 11, 27, 9, 21, 22, 23, 6, 24, 19, 7, 3, 2, 30, 14, 16, 10, 28, 25, 20, 13, 5, 1}",4.645702,"{1, 5, 26, 18, 13, 20, 14, 16, 10, 28, 25, 19, 7, 30, 2, 3, 22, 23, 6, 24, 21, 9, 27, 11, 8, 17, 29, 4, 15, 12, 1}",5.289620,0.138605,0.000243
"{1, 23, 11, 4, 19, 27, 28, 13, 25, 15, 9, 16, 2, 21, 5, 10, 30, 3, 22, 6, 7, 24, 12, 17, 18, 29, 8, 14, 20, 26, 1}",4.598017,"{1, 26, 20, 6, 7, 24, 12, 14, 8, 18, 29, 17, 3, 22, 13, 25, 15, 9, 16, 2, 21, 30, 5, 10, 19, 27, 28, 4, 11, 23, 1}",5.361358,0.166015,0.000247
"{1, 28, 27, 12, 5, 17, 14, 9, 13, 3, 4, 15, 6, 25, 23, 26, 21, 2, 16, 20, 29, 30, 24, 10, 22, 11, 8, 18, 7, 19, 1}",4.547586,"{1, 28, 27, 15, 6, 25, 13, 3, 4, 9, 14, 17, 5, 12, 19, 7, 18, 8, 11, 22, 10, 24, 30, 29, 20, 16, 2, 21, 26, 23, 1}",4.896514,0.076728,0.000241
"{1, 12, 21, 26, 29, 11, 24, 22, 5, 4, 27, 30, 7, 8, 20, 19, 28, 3, 13, 6, 23, 10, 14, 17, 16, 18, 15, 25, 2, 9, 1}",4.324632,"{1, 9, 2, 25, 16, 18, 15, 8, 12, 21, 26, 29, 11, 24, 22, 5, 4, 27, 30, 7, 20, 19, 28, 3, 13, 23, 6, 10, 14, 17, 1}",5.143753,0.189408,0.000250
"{1, 14, 4, 22, 12, 24, 16, 8, 25, 6, 7, 3, 19, 2, 28, 20, 17, 30, 29, 27, 18, 13, 5, 11, 10, 21, 23, 26, 9, 15, 1}",4.978934,"{1, 15, 8, 25, 7, 6, 28, 20, 17, 30, 29, 18, 27, 5, 13, 11, 10, 23, 21, 26, 9, 16, 3, 2, 19, 24, 12, 22, 4, 14, 1}",5.773770,0.159640,0.000273
"{1, 3, 13, 19, 16, 23, 9, 12, 6, 24, 20, 2, 27, 25, 21, 30, 29, 4, 7, 14, 28, 26, 18, 5, 8, 22, 10, 17, 11, 15, 1}",4.500932,"{1, 15, 11, 17, 10, 22, 8, 5, 18, 13, 3, 19, 16, 23, 9, 12, 6, 24, 20, 2, 27, 25, 21, 30, 26, 29, 4, 7, 28, 14, 1}",5.103032,0.133772,0.000245
"{1, 30, 7, 24, 9, 28, 8, 4, 12, 27, 20, 26, 22, 15, 10, 25, 14, 6, 19, 11, 29, 18, 2, 23, 16, 5, 17, 21, 3, 13, 1}",4.303555,"{1, 30, 7, 24, 9, 28, 8, 25, 10, 15, 22, 4, 12, 27, 26, 20, 6, 14, 11, 19, 16, 23, 2, 18, 5, 29, 17, 21, 13, 3, 1}",4.849495,0.126858,0.000276
"{1, 5, 23, 13, 18, 9, 8, 25, 10, 19, 27, 12, 4, 3, 14, 11, 17, 26, 22, 2, 16, 15, 6, 30, 28, 7, 24, 20, 29, 21, 1}",4.722764,"{1, 21, 20, 29, 15, 16, 2, 22, 28, 30, 6, 7, 24, 19, 27, 12, 4, 3, 14, 11, 17, 26, 10, 25, 8, 9, 18, 13, 23, 5, 1}",5.678923,0.202458,0.000246
"{1, 16, 25, 6, 3, 14, 15, 9, 10, 28, 17, 18, 20, 12, 13, 19, 5, 27, 29, 7, 30, 26, 21, 4, 24, 23, 8, 22, 11, 2, 1}",4.830729,"{1, 2, 4, 24, 23, 8, 22, 11, 15, 14, 3, 6, 25, 16, 13, 12, 20, 18, 17, 28, 10, 9, 19, 5, 27, 29, 30, 26, 7, 21, 1}",4.997172,0.034455,0.000248
"{1, 19, 3, 27, 6, 2, 13, 21, 7, 25, 12, 14, 9, 28, 18, 15, 20, 23, 22, 8, 16, 17, 26, 4, 29, 11, 30, 24, 5, 10, 1}",4.412436,"{1, 10, 5, 24, 30, 4, 29, 11, 18, 28, 9, 14, 12, 25, 13, 7, 21, 19, 3, 27, 2, 6, 22, 23, 20, 15, 26, 17, 16, 8, 1}",5.334501,0.208970,0.000248
"{1, 21, 27, 4, 16, 24, 8, 13, 11, 17, 7, 14, 30, 28, 20, 3, 6, 2, 5, 9, 25, 26, 18, 10, 15, 12, 23, 29, 19, 22, 1}",4.242862,"{1, 22, 19, 29, 26, 25, 28, 20, 3, 6, 9, 2, 5, 18, 10, 12, 15, 23, 30, 14, 7, 17, 11, 13, 8, 24, 16, 4, 27, 21, 1}",4.865475,0.146744,0.000246
"{1, 21, 3, 18, 25, 17, 24, 14, 12, 27, 26, 2, 6, 10, 19, 22, 7, 4, 8, 13, 20, 28, 30, 5, 11, 23, 16, 29, 9, 15, 1}",3.874995,"{1, 21, 18, 25, 17, 24, 12, 14, 10, 19, 22, 3, 9, 29, 16, 23, 11, 5, 30, 20, 28, 13, 8, 4, 7, 6, 2, 27, 26, 15, 1}",4.665261,0.203940,0.000283
"{1, 25, 15, 2, 29, 17, 22, 8, 3, 18, 11, 12, 21, 7, 14, 16, 28, 23, 19, 30, 9, 5, 20, 26, 24, 6, 10, 13, 4, 27, 1}",4.403111,"{1, 27, 4, 10, 13, 24, 6, 20, 26, 5, 18, 3, 8, 14, 7, 21, 12, 11, 16, 28, 23, 9, 30, 19, 22, 17, 29, 2, 15, 25, 1}",5.423204,0.231675,0.000249
