optimal_tour,optimal_tour_length,3opt_tour,3opt_tour_length,score,time
"{1, 29, 2, 14, 16, 3, 26, 10, 27, 9, 6, 30, 15, 24, 13, 18, 8, 11, 23, 21, 19, 12, 5, 17, 22, 25, 20, 28, 4, 7, 1}",4.267320,"{1, 29, 2, 7, 4, 25, 20, 28, 14, 16, 3, 26, 10, 27, 9, 6, 30, 15, 24, 13, 18, 8, 11, 12, 5, 17, 22, 19, 21, 23, 1}",4.312877,0.010676,0.211945
"{1, 16, 10, 29, 28, 14, 24, 17, 11, 26, 2, 22, 15, 18, 7, 5, 8, 9, 30, 21, 3, 20, 27, 6, 4, 25, 13, 12, 23, 19, 1}",4.089988,"{1, 16, 10, 28, 14, 24, 17, 11, 26, 2, 22, 15, 18, 7, 5, 8, 9, 30, 21, 3, 20, 27, 6, 4, 25, 13, 12, 23, 19, 29, 1}",4.141540,0.012605,0.212644
"{1, 3, 27, 19, 24, 14, 11, 5, 15, 16, 6, 21, 25, 2, 26, 4, 7, 22, 10, 29, 20, 9, 18, 13, 8, 30, 12, 17, 28, 23, 1}",4.301583,"{1, 3, 23, 28, 17, 12, 8, 30, 13, 18, 9, 20, 29, 10, 22, 7, 4, 26, 2, 25, 21, 6, 16, 15, 5, 11, 14, 24, 27, 19, 1}",4.322322,0.004821,1.059705
"{1, 28, 21, 22, 23, 30, 27, 14, 13, 17, 26, 5, 9, 8, 16, 7, 3, 11, 29, 24, 4, 12, 10, 18, 25, 20, 6, 15, 2, 19, 1}",4.936812,"{1, 28, 21, 23, 30, 27, 17, 26, 5, 9, 3, 11, 29, 7, 24, 4, 12, 15, 6, 2, 19, 25, 20, 18, 10, 16, 8, 13, 14, 22, 1}",5.467691,0.107535,0.840187
"{1, 15, 3, 29, 16, 2, 18, 28, 8, 19, 6, 25, 21, 4, 10, 22, 14, 20, 13, 11, 7, 23, 30, 26, 12, 24, 5, 9, 17, 27, 1}",4.361764,"{1, 15, 17, 27, 23, 7, 11, 13, 20, 14, 30, 26, 9, 5, 24, 12, 22, 10, 4, 21, 25, 6, 19, 8, 28, 18, 2, 16, 29, 3, 1}",4.407623,0.010514,0.209827
"{1, 2, 12, 6, 21, 15, 5, 27, 18, 16, 25, 30, 23, 14, 20, 17, 13, 29, 3, 24, 7, 8, 11, 10, 4, 28, 19, 9, 26, 22, 1}",4.921346,"{1, 2, 12, 6, 21, 15, 5, 27, 18, 16, 25, 30, 23, 14, 20, 17, 13, 29, 3, 24, 7, 8, 11, 10, 4, 28, 19, 9, 26, 22, 1}",4.921346,0.000000,0.841525
"{1, 23, 10, 24, 5, 3, 25, 16, 12, 17, 11, 6, 27, 7, 26, 22, 30, 21, 2, 14, 9, 4, 8, 29, 19, 20, 28, 15, 13, 18, 1}",4.550681,"{1, 18, 13, 15, 28, 20, 19, 29, 8, 4, 9, 14, 2, 21, 30, 22, 26, 7, 27, 6, 11, 17, 12, 16, 25, 3, 5, 24, 10, 23, 1}",4.550681,0.000000,0.214141
"{1, 4, 14, 27, 9, 5, 25, 30, 21, 26, 12, 11, 22, 29, 18, 16, 15, 23, 10, 24, 6, 8, 2, 20, 28, 13, 7, 19, 17, 3, 1}",4.553530,"{1, 3, 17, 19, 7, 13, 28, 20, 2, 8, 6, 24, 10, 23, 15, 16, 18, 29, 22, 11, 12, 26, 21, 30, 25, 5, 9, 27, 14, 4, 1}",4.553530,0.000000,1.061279
"{1, 13, 15, 21, 25, 2, 29, 3, 12, 11, 28, 6, 24, 22, 8, 19, 17, 30, 26, 5, 20, 10, 27, 14, 16, 4, 7, 23, 18, 9, 1}",4.297971,"{1, 13, 15, 21, 25, 2, 29, 3, 12, 11, 28, 6, 24, 22, 8, 19, 17, 30, 26, 5, 20, 10, 27, 14, 16, 4, 7, 23, 18, 9, 1}",4.297971,0.000000,0.215809
"{1, 2, 19, 22, 15, 10, 26, 25, 13, 8, 24, 3, 27, 20, 18, 11, 23, 21, 6, 9, 30, 28, 16, 29, 7, 17, 14, 4, 12, 5, 1}",4.484705,"{1, 5, 12, 4, 14, 17, 2, 7, 29, 16, 28, 30, 9, 6, 21, 23, 11, 18, 20, 27, 3, 24, 8, 22, 19, 15, 10, 26, 13, 25, 1}",4.594304,0.024438,1.058640
"{1, 6, 27, 14, 29, 8, 26, 18, 13, 22, 16, 21, 25, 11, 2, 28, 20, 24, 7, 12, 4, 17, 15, 10, 9, 23, 30, 3, 5, 19, 1}",5.243113,"{1, 19, 5, 3, 30, 23, 9, 10, 15, 17, 4, 12, 7, 24, 20, 28, 2, 11, 25, 21, 16, 22, 13, 18, 26, 8, 29, 14, 27, 6, 1}",5.243113,0.000000,0.839469
"{1, 14, 2, 15, 30, 17, 7, 23, 5, 11, 25, 21, 6, 8, 28, 9, 10, 4, 26, 13, 22, 24, 27, 12, 20, 19, 29, 16, 18, 3, 1}",4.651175,"{1, 3, 18, 16, 29, 19, 20, 12, 27, 24, 22, 13, 26, 4, 10, 9, 28, 8, 6, 21, 25, 11, 5, 23, 7, 17, 30, 15, 2, 14, 1}",4.651175,0.000000,0.848976
"{1, 23, 17, 27, 14, 4, 2, 20, 28, 3, 12, 24, 15, 22, 19, 6, 18, 25, 5, 21, 13, 29, 30, 10, 9, 7, 11, 26, 16, 8, 1}",4.859931,"{1, 27, 17, 3, 12, 15, 24, 22, 18, 25, 5, 21, 13, 29, 30, 10, 9, 7, 11, 26, 16, 8, 6, 19, 28, 20, 2, 4, 14, 23, 1}",5.031647,0.035333,0.639786
"{1, 8, 22, 12, 2, 27, 9, 17, 24, 6, 23, 16, 5, 21, 10, 25, 14, 4, 13, 15, 18, 30, 7, 3, 28, 19, 20, 26, 29, 11, 1}",4.695518,"{1, 8, 22, 12, 2, 27, 9, 17, 24, 6, 23, 16, 5, 21, 25, 10, 14, 4, 13, 15, 18, 30, 7, 3, 28, 19, 20, 26, 29, 11, 1}",4.692602,-0.000621,0.638666
"{1, 21, 8, 27, 11, 30, 12, 3, 13, 10, 9, 25, 5, 14, 24, 19, 4, 16, 17, 23, 18, 7, 28, 22, 20, 6, 15, 29, 2, 26, 1}",4.707530,"{1, 21, 8, 27, 11, 30, 12, 3, 13, 10, 9, 25, 5, 14, 24, 19, 4, 16, 17, 23, 18, 7, 28, 22, 20, 6, 15, 29, 2, 26, 1}",4.707530,0.000000,0.842502
"{1, 4, 27, 29, 21, 15, 19, 28, 2, 11, 12, 26, 25, 10, 14, 20, 16, 13, 3, 17, 8, 7, 5, 30, 22, 6, 9, 23, 24, 18, 1}",4.846035,"{1, 4, 27, 29, 21, 15, 19, 28, 2, 11, 12, 26, 25, 10, 14, 20, 8, 16, 13, 3, 17, 7, 5, 30, 22, 6, 9, 23, 24, 18, 1}",4.844351,-0.000348,0.853501
"{1, 4, 6, 27, 7, 11, 14, 30, 29, 23, 15, 10, 26, 21, 17, 18, 25, 19, 5, 9, 3, 8, 24, 22, 16, 13, 20, 12, 2, 28, 1}",4.593180,"{1, 28, 2, 25, 9, 5, 19, 18, 17, 21, 26, 10, 15, 23, 29, 30, 11, 14, 7, 27, 6, 4, 16, 22, 3, 8, 24, 13, 20, 12, 1}",4.706856,0.024749,0.636791
"{1, 2, 7, 4, 29, 11, 9, 6, 22, 10, 28, 16, 20, 14, 23, 27, 25, 30, 3, 21, 12, 13, 19, 15, 18, 17, 24, 8, 26, 5, 1}",4.133338,"{1, 2, 7, 4, 29, 11, 9, 6, 22, 10, 28, 16, 20, 14, 23, 27, 25, 30, 3, 21, 12, 13, 19, 15, 18, 17, 24, 26, 5, 8, 1}",4.198082,0.015664,0.209177
"{1, 23, 30, 10, 5, 28, 19, 11, 4, 13, 20, 25, 7, 18, 15, 22, 8, 6, 21, 12, 27, 14, 9, 2, 24, 17, 26, 29, 3, 16, 1}",4.348063,"{1, 26, 29, 17, 2, 24, 21, 6, 8, 22, 18, 15, 12, 27, 14, 9, 7, 13, 4, 28, 5, 10, 30, 23, 19, 11, 20, 25, 3, 16, 1}",4.462721,0.026370,0.420242
"{1, 25, 15, 4, 9, 18, 29, 17, 3, 23, 5, 16, 27, 6, 13, 24, 19, 8, 10, 2, 12, 20, 14, 21, 26, 22, 7, 11, 28, 30, 1}",4.688751,"{1, 25, 15, 4, 9, 18, 29, 17, 3, 23, 5, 16, 27, 6, 13, 24, 19, 8, 10, 2, 12, 20, 14, 21, 26, 22, 7, 11, 28, 30, 1}",4.688751,0.000000,0.633554
"{1, 20, 6, 16, 11, 17, 12, 15, 22, 10, 30, 3, 21, 4, 24, 18, 14, 5, 13, 29, 19, 23, 9, 26, 27, 25, 7, 8, 28, 2, 1}",4.438593,"{1, 2, 28, 8, 7, 25, 27, 26, 9, 23, 19, 29, 13, 5, 14, 18, 24, 4, 21, 3, 30, 10, 22, 15, 12, 17, 11, 16, 6, 20, 1}",4.438594,0.000000,0.211290
"{1, 10, 18, 12, 30, 16, 20, 15, 4, 25, 29, 2, 24, 27, 28, 3, 6, 21, 5, 9, 26, 17, 23, 13, 7, 22, 19, 8, 11, 14, 1}",4.608977,"{1, 10, 18, 12, 30, 16, 20, 15, 4, 25, 29, 2, 24, 27, 28, 5, 21, 6, 3, 26, 9, 17, 23, 13, 7, 22, 19, 8, 11, 14, 1}",4.607766,-0.000263,0.423332
"{1, 9, 13, 11, 8, 7, 24, 14, 21, 27, 3, 10, 6, 20, 23, 29, 26, 15, 28, 18, 17, 12, 16, 25, 2, 5, 22, 4, 19, 30, 1}",4.190793,"{1, 30, 19, 4, 22, 5, 2, 25, 16, 12, 17, 15, 28, 18, 26, 29, 23, 20, 6, 10, 3, 27, 21, 14, 24, 7, 8, 11, 13, 9, 1}",4.187015,-0.000901,0.211651
"{1, 9, 8, 6, 15, 4, 22, 5, 11, 30, 28, 7, 27, 20, 14, 26, 19, 13, 12, 3, 2, 23, 29, 21, 17, 10, 25, 24, 16, 18, 1}",4.504210,"{1, 10, 25, 18, 24, 16, 8, 6, 15, 4, 22, 5, 11, 30, 28, 20, 14, 26, 19, 13, 12, 3, 2, 23, 29, 21, 17, 27, 7, 9, 1}",4.651029,0.032596,1.070168
"{1, 20, 6, 23, 25, 5, 18, 14, 12, 3, 4, 13, 10, 16, 11, 7, 19, 2, 29, 9, 15, 28, 24, 17, 26, 8, 27, 30, 22, 21, 1}",4.960746,"{1, 21, 22, 30, 27, 17, 26, 8, 9, 29, 2, 19, 7, 11, 16, 10, 13, 4, 3, 12, 14, 18, 15, 28, 24, 5, 25, 23, 6, 20, 1}",5.031396,0.014242,0.212106
"{1, 8, 29, 25, 22, 9, 16, 23, 26, 28, 4, 14, 10, 21, 6, 12, 19, 11, 17, 20, 13, 30, 7, 5, 3, 15, 2, 24, 18, 27, 1}",4.581625,"{1, 27, 18, 24, 2, 15, 3, 5, 6, 12, 7, 30, 13, 20, 17, 11, 19, 26, 23, 16, 9, 22, 25, 29, 8, 28, 4, 14, 10, 21, 1}",4.691235,0.023924,0.210994
"{1, 13, 18, 14, 7, 24, 8, 12, 19, 26, 15, 5, 2, 23, 20, 27, 30, 6, 29, 11, 21, 4, 3, 28, 17, 25, 9, 22, 10, 16, 1}",4.779748,"{1, 16, 10, 22, 9, 25, 17, 28, 3, 4, 21, 11, 29, 6, 30, 27, 20, 23, 2, 5, 15, 26, 19, 12, 8, 24, 7, 14, 18, 13, 1}",4.779748,0.000000,0.419485
"{1, 18, 25, 16, 3, 28, 26, 2, 30, 22, 29, 7, 9, 27, 24, 13, 10, 15, 11, 21, 4, 6, 23, 8, 12, 19, 20, 14, 5, 17, 1}",4.422520,"{1, 17, 5, 14, 20, 19, 12, 8, 23, 6, 4, 21, 11, 15, 10, 13, 24, 27, 9, 7, 29, 22, 30, 2, 26, 28, 3, 16, 25, 18, 1}",4.422520,0.000000,0.628135
"{1, 19, 23, 17, 10, 27, 5, 28, 26, 25, 29, 14, 12, 30, 22, 18, 11, 2, 3, 4, 6, 7, 13, 20, 16, 21, 9, 8, 15, 24, 1}",4.879746,"{1, 15, 8, 24, 25, 26, 28, 5, 29, 14, 12, 30, 22, 18, 11, 2, 3, 4, 6, 20, 16, 21, 9, 13, 7, 10, 27, 17, 23, 19, 1}",4.996595,0.023946,0.855577
"{1, 24, 3, 20, 4, 15, 22, 10, 13, 28, 14, 2, 23, 21, 19, 11, 9, 5, 26, 29, 12, 27, 17, 6, 18, 7, 25, 8, 30, 16, 1}",4.843611,"{1, 24, 3, 20, 4, 15, 22, 10, 13, 23, 21, 19, 11, 9, 5, 26, 29, 12, 27, 17, 6, 18, 7, 25, 16, 30, 8, 14, 2, 28, 1}",5.002092,0.032720,0.430670
"{1, 5, 16, 19, 23, 3, 28, 24, 20, 18, 29, 11, 13, 9, 6, 15, 8, 10, 25, 27, 30, 22, 2, 14, 4, 26, 7, 21, 17, 12, 1}",4.304583,"{1, 5, 16, 19, 23, 3, 28, 24, 20, 18, 29, 11, 13, 9, 6, 15, 8, 10, 25, 27, 22, 30, 2, 14, 4, 26, 7, 21, 17, 12, 1}",4.304299,-0.000066,0.213735
"{1, 6, 26, 30, 17, 23, 2, 16, 25, 24, 3, 8, 12, 7, 5, 20, 21, 29, 19, 14, 11, 15, 9, 27, 10, 4, 28, 18, 13, 22, 1}",4.428678,"{1, 22, 13, 18, 28, 4, 10, 27, 9, 15, 11, 14, 19, 29, 21, 20, 5, 25, 24, 16, 2, 23, 17, 30, 26, 6, 3, 7, 8, 12, 1}",4.483356,0.012346,1.052351
"{1, 13, 21, 29, 25, 4, 5, 20, 19, 7, 11, 10, 2, 18, 28, 24, 14, 26, 17, 9, 27, 8, 3, 15, 23, 16, 12, 22, 6, 30, 1}",5.328439,"{1, 13, 12, 22, 6, 30, 5, 20, 19, 7, 24, 14, 26, 17, 9, 27, 8, 3, 15, 23, 16, 21, 29, 25, 10, 2, 18, 28, 11, 4, 1}",5.494081,0.031087,0.424224
"{1, 7, 9, 4, 20, 15, 11, 13, 5, 2, 28, 26, 27, 8, 24, 30, 29, 6, 22, 23, 17, 21, 18, 12, 10, 16, 25, 19, 14, 3, 1}",4.322616,"{1, 7, 9, 4, 20, 15, 11, 13, 5, 2, 28, 26, 27, 8, 24, 30, 29, 6, 22, 23, 17, 18, 12, 10, 16, 25, 19, 14, 21, 3, 1}",4.318632,-0.000922,0.834879
"{1, 3, 23, 11, 18, 2, 7, 10, 24, 20, 17, 21, 19, 28, 26, 8, 29, 25, 27, 12, 4, 15, 9, 30, 14, 13, 22, 16, 5, 6, 1}",4.584281,"{1, 6, 5, 16, 22, 13, 14, 30, 9, 15, 4, 27, 25, 29, 8, 26, 28, 19, 17, 21, 20, 24, 10, 7, 2, 18, 11, 23, 3, 12, 1}",4.810802,0.049413,0.842547
"{1, 6, 9, 8, 13, 10, 19, 24, 4, 30, 27, 14, 11, 28, 5, 21, 23, 15, 7, 26, 25, 29, 22, 2, 12, 3, 18, 20, 17, 16, 1}",4.545840,"{1, 16, 18, 20, 3, 12, 2, 22, 29, 25, 26, 15, 23, 21, 5, 28, 11, 14, 27, 30, 4, 24, 19, 10, 13, 17, 8, 6, 9, 7, 1}",5.019796,0.104262,0.216206
"{1, 3, 15, 2, 24, 21, 20, 6, 4, 7, 29, 19, 16, 13, 26, 28, 10, 8, 12, 18, 22, 23, 17, 27, 9, 5, 30, 11, 25, 14, 1}",4.778223,"{1, 3, 15, 2, 24, 21, 20, 26, 28, 13, 10, 8, 12, 18, 19, 16, 29, 7, 22, 23, 17, 27, 9, 5, 30, 11, 4, 6, 25, 14, 1}",4.853374,0.015728,0.643463
"{1, 22, 3, 29, 16, 19, 4, 21, 6, 23, 12, 9, 13, 24, 5, 17, 26, 11, 2, 7, 14, 28, 25, 8, 18, 30, 27, 15, 20, 10, 1}",4.199117,"{1, 22, 3, 29, 16, 19, 4, 21, 6, 23, 12, 9, 13, 24, 5, 17, 26, 11, 2, 7, 14, 28, 25, 8, 18, 30, 27, 15, 20, 10, 1}",4.199117,0.000000,0.423845
"{1, 17, 21, 30, 12, 6, 19, 14, 28, 29, 26, 13, 25, 3, 16, 23, 10, 7, 18, 27, 9, 24, 4, 22, 2, 8, 5, 15, 11, 20, 1}",4.414468,"{1, 17, 21, 30, 12, 6, 19, 14, 28, 29, 26, 13, 25, 3, 16, 23, 10, 7, 18, 27, 9, 24, 4, 22, 2, 8, 5, 15, 11, 20, 1}",4.414468,0.000000,0.634204
"{1, 14, 5, 23, 3, 15, 8, 4, 6, 30, 20, 22, 16, 18, 26, 9, 19, 17, 27, 11, 7, 12, 21, 25, 29, 13, 28, 10, 2, 24, 1}",4.502977,"{1, 24, 2, 10, 28, 13, 29, 25, 21, 12, 7, 11, 27, 17, 19, 9, 26, 18, 16, 22, 20, 30, 6, 4, 8, 15, 3, 23, 5, 14, 1}",4.502977,0.000000,0.429873
"{1, 14, 28, 5, 23, 6, 7, 24, 8, 18, 16, 2, 3, 10, 22, 9, 15, 30, 4, 21, 29, 11, 12, 17, 20, 25, 27, 19, 13, 26, 1}",4.767302,"{1, 14, 28, 5, 23, 6, 7, 24, 8, 18, 16, 2, 3, 10, 22, 9, 15, 30, 4, 21, 29, 11, 12, 17, 20, 25, 27, 19, 13, 26, 1}",4.767302,0.000000,0.214316
"{1, 28, 7, 20, 14, 24, 11, 6, 23, 10, 19, 8, 15, 22, 26, 17, 13, 2, 9, 3, 25, 29, 12, 30, 16, 18, 4, 5, 27, 21, 1}",3.993699,"{1, 21, 27, 12, 30, 29, 25, 3, 9, 2, 13, 17, 26, 22, 15, 8, 19, 10, 23, 6, 11, 24, 20, 14, 16, 18, 4, 5, 7, 28, 1}",4.006636,0.003239,0.638138
"{1, 23, 7, 5, 26, 27, 25, 6, 29, 22, 28, 16, 21, 12, 11, 13, 8, 18, 10, 15, 9, 17, 30, 20, 3, 4, 19, 2, 14, 24, 1}",4.468462,"{1, 24, 14, 2, 3, 20, 30, 17, 4, 19, 12, 18, 15, 9, 10, 8, 13, 11, 21, 16, 28, 22, 29, 6, 25, 27, 26, 5, 7, 23, 1}",4.535441,0.014989,0.423615
"{1, 3, 17, 28, 21, 20, 27, 5, 26, 12, 8, 10, 19, 9, 24, 14, 29, 30, 6, 7, 15, 25, 13, 4, 18, 22, 23, 2, 16, 11, 1}",4.829758,"{1, 3, 27, 20, 28, 21, 5, 26, 12, 8, 10, 19, 9, 24, 14, 29, 30, 6, 7, 15, 25, 13, 4, 18, 22, 23, 2, 11, 16, 17, 1}",4.916828,0.018028,1.304123
"{1, 25, 27, 7, 13, 26, 10, 17, 16, 18, 29, 28, 5, 24, 3, 12, 2, 19, 8, 6, 22, 20, 4, 15, 9, 30, 11, 23, 14, 21, 1}",4.822761,"{1, 25, 27, 7, 13, 26, 28, 17, 10, 16, 18, 29, 19, 8, 6, 22, 2, 12, 3, 5, 24, 20, 4, 15, 9, 30, 11, 23, 14, 21, 1}",4.848048,0.005243,0.429410
"{1, 20, 18, 8, 10, 4, 14, 29, 11, 2, 5, 21, 15, 7, 22, 13, 6, 27, 19, 16, 24, 23, 17, 3, 12, 28, 9, 25, 30, 26, 1}",4.471684,"{1, 20, 18, 8, 10, 4, 29, 14, 5, 21, 15, 7, 2, 11, 13, 22, 6, 27, 19, 16, 24, 23, 17, 3, 12, 28, 9, 25, 30, 26, 1}",4.535665,0.014308,0.424763
"{1, 7, 14, 17, 10, 23, 29, 3, 9, 28, 8, 6, 18, 27, 11, 25, 5, 26, 13, 24, 20, 16, 21, 22, 4, 2, 30, 19, 15, 12, 1}",4.115018,"{1, 7, 14, 17, 10, 23, 29, 3, 9, 28, 8, 6, 18, 27, 11, 25, 5, 26, 13, 24, 20, 16, 21, 22, 4, 2, 30, 19, 15, 12, 1}",4.115018,0.000000,0.443335
"{1, 29, 28, 16, 25, 8, 10, 2, 27, 24, 7, 21, 19, 4, 9, 22, 20, 6, 14, 30, 15, 12, 26, 13, 18, 5, 17, 23, 11, 3, 1}",4.572960,"{1, 3, 11, 23, 17, 5, 18, 13, 26, 12, 15, 30, 14, 6, 20, 22, 9, 4, 19, 21, 7, 24, 27, 2, 10, 8, 25, 16, 28, 29, 1}",4.572960,0.000000,0.633619
"{1, 2, 17, 16, 9, 7, 20, 8, 24, 29, 3, 25, 6, 10, 22, 21, 12, 18, 28, 13, 26, 27, 14, 23, 5, 30, 19, 15, 11, 4, 1}",4.699363,"{1, 2, 17, 16, 20, 8, 24, 25, 6, 3, 29, 7, 9, 14, 27, 13, 10, 22, 12, 21, 18, 28, 26, 5, 30, 19, 23, 15, 11, 4, 1}",4.818712,0.025397,0.851379
"{1, 11, 25, 15, 8, 26, 27, 29, 16, 30, 5, 22, 9, 21, 10, 14, 28, 6, 2, 4, 17, 23, 19, 3, 18, 24, 7, 12, 20, 13, 1}",4.147335,"{1, 13, 20, 12, 7, 24, 18, 3, 4, 2, 6, 28, 14, 10, 21, 9, 22, 5, 30, 16, 29, 27, 26, 8, 15, 11, 25, 17, 23, 19, 1}",4.255363,0.026048,0.636060
"{1, 30, 12, 18, 2, 22, 15, 16, 17, 8, 4, 21, 26, 27, 23, 10, 24, 19, 6, 3, 13, 29, 9, 5, 20, 14, 11, 28, 25, 7, 1}",4.748086,"{1, 7, 28, 11, 14, 20, 5, 9, 29, 13, 3, 6, 19, 24, 10, 23, 27, 26, 21, 4, 8, 17, 16, 15, 22, 2, 18, 25, 12, 30, 1}",4.745965,-0.000447,0.847297
"{1, 18, 28, 2, 27, 7, 13, 23, 5, 24, 29, 9, 6, 11, 3, 14, 8, 26, 22, 20, 21, 19, 12, 30, 4, 25, 16, 10, 15, 17, 1}",4.338657,"{1, 18, 28, 2, 27, 7, 13, 23, 5, 24, 29, 9, 6, 11, 3, 14, 8, 26, 22, 20, 21, 19, 12, 30, 4, 25, 16, 10, 15, 17, 1}",4.338657,0.000000,0.638935
"{1, 5, 13, 26, 19, 20, 27, 3, 18, 8, 30, 23, 11, 6, 10, 22, 29, 24, 9, 17, 25, 15, 21, 16, 28, 12, 14, 4, 2, 7, 1}",4.522484,"{1, 7, 2, 4, 12, 28, 16, 14, 25, 17, 21, 15, 9, 24, 29, 22, 10, 6, 11, 23, 30, 8, 18, 3, 27, 20, 19, 26, 13, 5, 1}",4.546453,0.005300,0.861184
"{1, 11, 3, 14, 7, 19, 20, 9, 18, 29, 2, 25, 15, 26, 24, 5, 16, 6, 4, 10, 8, 21, 30, 17, 13, 22, 23, 12, 28, 27, 1}",4.240953,"{1, 27, 28, 12, 23, 22, 13, 17, 30, 21, 8, 10, 4, 6, 16, 5, 24, 26, 15, 25, 2, 29, 18, 9, 20, 19, 7, 14, 3, 11, 1}",4.240954,0.000000,0.630631
"{1, 15, 22, 24, 16, 14, 23, 3, 10, 19, 17, 6, 9, 30, 5, 26, 7, 11, 20, 27, 29, 18, 25, 13, 8, 21, 28, 4, 12, 2, 1}",4.428209,"{1, 15, 22, 24, 16, 14, 23, 3, 10, 19, 17, 6, 9, 30, 5, 26, 7, 11, 20, 27, 29, 18, 25, 13, 8, 21, 28, 4, 12, 2, 1}",4.428209,0.000000,0.634633
"{1, 9, 10, 2, 5, 7, 3, 27, 12, 18, 23, 8, 29, 14, 17, 21, 22, 16, 26, 28, 11, 6, 30, 24, 20, 13, 25, 15, 19, 4, 1}",4.644984,"{1, 4, 19, 15, 25, 13, 20, 24, 30, 6, 11, 28, 26, 16, 22, 21, 17, 14, 29, 8, 23, 18, 12, 27, 3, 7, 5, 2, 10, 9, 1}",4.644984,0.000000,1.268696
"{1, 10, 15, 7, 29, 20, 4, 16, 30, 27, 6, 9, 14, 21, 3, 22, 12, 28, 23, 2, 11, 8, 19, 5, 17, 24, 18, 25, 26, 13, 1}",4.728600,"{1, 10, 15, 7, 29, 20, 4, 16, 30, 27, 6, 9, 14, 21, 3, 22, 12, 28, 23, 2, 11, 8, 19, 5, 17, 24, 18, 25, 26, 13, 1}",4.728600,0.000000,0.635825
"{1, 15, 21, 7, 12, 30, 13, 27, 3, 8, 6, 22, 5, 14, 4, 18, 29, 23, 16, 19, 25, 2, 26, 10, 28, 20, 24, 9, 11, 17, 1}",4.625265,"{1, 17, 11, 9, 24, 20, 28, 10, 26, 2, 25, 19, 16, 23, 29, 18, 4, 14, 5, 22, 6, 8, 3, 27, 13, 30, 12, 7, 21, 15, 1}",4.625265,0.000000,0.423867
"{1, 21, 7, 13, 10, 17, 19, 4, 16, 25, 15, 3, 27, 30, 26, 28, 22, 8, 29, 12, 9, 24, 11, 2, 23, 5, 20, 6, 14, 18, 1}",4.712341,"{1, 21, 7, 13, 10, 17, 19, 4, 16, 25, 15, 3, 27, 30, 26, 28, 22, 8, 29, 12, 9, 24, 11, 2, 23, 5, 20, 6, 14, 18, 1}",4.712341,0.000000,0.421746
"{1, 23, 26, 15, 14, 16, 28, 9, 17, 11, 3, 2, 10, 13, 20, 27, 22, 19, 25, 8, 5, 18, 30, 7, 12, 21, 24, 6, 4, 29, 1}",4.429163,"{1, 29, 4, 6, 24, 21, 12, 7, 30, 18, 5, 8, 25, 19, 22, 27, 20, 13, 10, 2, 3, 11, 17, 9, 28, 16, 14, 15, 26, 23, 1}",4.429163,0.000000,0.217683
"{1, 13, 30, 7, 6, 3, 29, 8, 19, 9, 11, 25, 21, 26, 23, 20, 14, 24, 12, 2, 18, 5, 28, 10, 22, 16, 17, 27, 4, 15, 1}",4.692281,"{1, 13, 30, 7, 6, 3, 29, 8, 19, 9, 11, 25, 21, 26, 23, 20, 14, 24, 12, 2, 18, 5, 28, 10, 22, 16, 17, 27, 4, 15, 1}",4.692281,0.000000,0.649141
"{1, 4, 29, 3, 30, 19, 16, 18, 11, 23, 7, 28, 9, 6, 14, 27, 13, 10, 24, 22, 8, 5, 25, 21, 20, 12, 2, 17, 26, 15, 1}",4.786806,"{1, 4, 29, 3, 30, 19, 18, 16, 28, 7, 23, 11, 26, 6, 9, 14, 27, 13, 10, 24, 22, 8, 5, 25, 21, 20, 12, 2, 17, 15, 1}",4.840374,0.011191,1.262163
"{1, 19, 23, 28, 16, 21, 26, 9, 27, 24, 3, 12, 10, 29, 2, 17, 30, 11, 4, 15, 25, 18, 6, 5, 22, 13, 7, 14, 8, 20, 1}",4.715484,"{1, 19, 23, 28, 16, 21, 26, 9, 27, 24, 3, 12, 10, 29, 2, 17, 30, 11, 4, 15, 25, 18, 6, 5, 22, 13, 7, 14, 8, 20, 1}",4.715484,0.000000,1.056525
"{1, 13, 22, 5, 18, 21, 28, 3, 20, 26, 9, 17, 7, 4, 10, 27, 14, 2, 24, 12, 19, 11, 6, 16, 23, 8, 15, 25, 29, 30, 1}",4.503193,"{1, 30, 29, 25, 8, 15, 9, 17, 23, 16, 6, 11, 19, 12, 24, 2, 14, 27, 10, 7, 4, 21, 18, 5, 22, 13, 28, 20, 26, 3, 1}",4.606851,0.023019,1.046427
"{1, 28, 25, 20, 18, 22, 12, 4, 23, 2, 21, 15, 3, 5, 14, 30, 27, 8, 10, 17, 24, 13, 16, 7, 29, 9, 11, 19, 6, 26, 1}",4.978859,"{1, 28, 25, 20, 18, 22, 12, 4, 23, 2, 21, 15, 3, 5, 14, 30, 27, 8, 10, 17, 24, 13, 16, 7, 29, 9, 11, 19, 6, 26, 1}",4.978859,0.000000,0.216920
"{1, 22, 21, 4, 11, 17, 6, 18, 20, 10, 27, 7, 9, 23, 13, 12, 24, 2, 25, 28, 30, 8, 14, 26, 3, 16, 29, 15, 19, 5, 1}",5.070265,"{1, 22, 21, 4, 11, 17, 19, 15, 29, 20, 18, 6, 10, 27, 7, 9, 23, 13, 12, 24, 2, 25, 28, 30, 8, 14, 26, 3, 16, 5, 1}",5.178763,0.021399,0.217413
