optimal_tour,optimal_tour_length,simulated_annealing_tour,simulated_annealing_tour_length,score,time
"{1, 25, 27, 4, 19, 28, 18, 14, 6, 12, 15, 7, 11, 24, 29, 16, 26, 30, 9, 5, 22, 3, 20, 8, 17, 2, 13, 23, 21, 10, 1}",4.916356,"{1, 25, 18, 27, 4, 19, 28, 26, 16, 29, 9, 30, 5, 22, 20, 3, 2, 17, 8, 15, 11, 7, 24, 14, 6, 12, 13, 23, 21, 10, 1}",5.124086,0.042253,0.058872
"{1, 4, 7, 12, 11, 2, 18, 9, 22, 27, 28, 20, 8, 29, 25, 26, 19, 5, 6, 15, 13, 17, 14, 3, 30, 16, 24, 10, 23, 21, 1}",3.958541,"{1, 4, 7, 12, 11, 2, 18, 9, 22, 27, 28, 20, 8, 29, 25, 26, 19, 5, 6, 15, 13, 17, 14, 3, 30, 16, 24, 10, 23, 21, 1}",3.958541,0.000000,0.058766
"{1, 25, 17, 6, 19, 20, 15, 3, 4, 11, 24, 22, 23, 27, 28, 13, 8, 18, 9, 12, 29, 14, 10, 5, 16, 21, 2, 7, 26, 30, 1}",5.289241,"{1, 17, 6, 25, 15, 20, 19, 22, 13, 23, 27, 28, 8, 18, 9, 12, 29, 14, 10, 5, 2, 21, 16, 11, 24, 3, 4, 7, 26, 30, 1}",5.550527,0.049400,0.058848
"{1, 7, 28, 17, 14, 3, 6, 15, 5, 19, 27, 26, 24, 13, 2, 10, 29, 25, 21, 8, 20, 4, 11, 9, 18, 22, 23, 12, 16, 30, 1}",4.547805,"{1, 7, 17, 14, 3, 19, 26, 24, 13, 2, 27, 10, 25, 29, 20, 4, 8, 11, 21, 15, 5, 6, 9, 18, 22, 23, 12, 16, 28, 30, 1}",4.828512,0.061724,0.058398
"{1, 14, 22, 28, 8, 18, 2, 24, 19, 12, 29, 23, 25, 20, 3, 15, 21, 9, 17, 26, 10, 6, 11, 5, 13, 4, 7, 30, 16, 27, 1}",4.638048,"{1, 27, 16, 30, 7, 4, 13, 5, 11, 6, 10, 26, 17, 9, 21, 15, 3, 20, 25, 23, 29, 12, 19, 24, 2, 18, 8, 28, 22, 14, 1}",4.638048,0.000000,0.058095
"{1, 29, 9, 8, 22, 2, 6, 26, 12, 16, 10, 17, 15, 28, 21, 25, 19, 5, 27, 13, 30, 7, 18, 14, 4, 23, 20, 11, 3, 24, 1}",4.284010,"{1, 24, 3, 11, 20, 23, 4, 14, 18, 7, 30, 13, 27, 21, 28, 15, 17, 25, 5, 19, 6, 2, 26, 10, 16, 12, 8, 22, 9, 29, 1}",4.390762,0.024919,0.059858
"{1, 7, 28, 4, 10, 19, 29, 5, 12, 25, 24, 8, 16, 17, 2, 9, 15, 27, 22, 20, 13, 21, 14, 26, 6, 18, 23, 11, 3, 30, 1}",4.316701,"{1, 30, 3, 11, 23, 18, 6, 26, 14, 21, 13, 20, 22, 27, 15, 9, 2, 17, 16, 8, 24, 25, 12, 5, 29, 19, 10, 4, 28, 7, 1}",4.316701,0.000000,0.059332
"{1, 28, 16, 23, 30, 22, 24, 3, 21, 5, 14, 10, 12, 17, 7, 8, 6, 2, 11, 20, 9, 15, 19, 18, 13, 29, 25, 4, 26, 27, 1}",4.732084,"{1, 27, 26, 4, 25, 13, 18, 29, 19, 15, 9, 12, 17, 20, 11, 2, 6, 8, 7, 14, 10, 5, 21, 3, 24, 23, 16, 28, 22, 30, 1}",4.966222,0.049479,0.060278
"{1, 12, 14, 13, 6, 17, 23, 16, 5, 30, 8, 27, 19, 21, 20, 11, 4, 2, 24, 3, 9, 15, 22, 26, 28, 29, 18, 7, 25, 10, 1}",4.975363,"{1, 10, 25, 18, 7, 29, 28, 26, 22, 15, 9, 3, 24, 2, 4, 5, 16, 23, 17, 27, 8, 30, 11, 20, 21, 19, 6, 13, 14, 12, 1}",5.060264,0.017064,0.060742
"{1, 19, 28, 2, 27, 4, 10, 30, 16, 29, 17, 18, 12, 11, 22, 15, 14, 23, 7, 26, 9, 6, 8, 21, 20, 13, 5, 3, 25, 24, 1}",4.471961,"{1, 24, 25, 3, 27, 4, 13, 5, 20, 21, 8, 6, 9, 26, 7, 23, 14, 15, 22, 11, 12, 18, 17, 29, 16, 30, 10, 2, 28, 19, 1}",4.800546,0.073477,0.060727
"{1, 24, 22, 30, 6, 16, 5, 25, 3, 2, 7, 8, 21, 23, 17, 26, 11, 19, 29, 9, 15, 18, 4, 20, 12, 13, 28, 27, 10, 14, 1}",4.494298,"{1, 24, 30, 22, 27, 9, 16, 6, 25, 2, 3, 5, 7, 8, 21, 23, 17, 26, 11, 19, 29, 15, 18, 4, 20, 12, 13, 28, 10, 14, 1}",4.690318,0.043615,0.059927
"{1, 17, 24, 14, 30, 19, 5, 9, 25, 8, 21, 16, 20, 6, 7, 2, 29, 18, 22, 4, 27, 13, 11, 12, 15, 28, 3, 23, 26, 10, 1}",4.662423,"{1, 26, 10, 9, 25, 8, 21, 23, 3, 28, 15, 12, 11, 13, 27, 4, 22, 18, 29, 2, 7, 6, 20, 16, 5, 19, 30, 14, 24, 17, 1}",4.822798,0.034397,0.058628
"{1, 6, 25, 24, 30, 22, 27, 3, 18, 9, 15, 2, 23, 28, 4, 21, 13, 26, 11, 17, 12, 19, 29, 10, 7, 20, 14, 5, 8, 16, 1}",4.890900,"{1, 6, 25, 24, 30, 28, 23, 2, 22, 27, 3, 15, 9, 18, 11, 26, 13, 17, 21, 4, 12, 19, 29, 10, 7, 20, 14, 5, 8, 16, 1}",4.973466,0.016882,0.058081
"{1, 25, 9, 14, 12, 23, 24, 6, 2, 5, 27, 28, 29, 21, 17, 13, 10, 3, 8, 7, 20, 22, 30, 19, 11, 4, 18, 16, 26, 15, 1}",4.482899,"{1, 25, 15, 26, 16, 18, 4, 11, 19, 30, 22, 20, 8, 3, 7, 10, 13, 17, 21, 29, 28, 27, 5, 24, 2, 6, 23, 12, 14, 9, 1}",4.948586,0.103881,0.058221
"{1, 3, 24, 15, 18, 30, 16, 4, 29, 5, 6, 8, 7, 23, 14, 13, 27, 9, 22, 26, 19, 28, 12, 17, 21, 20, 2, 25, 10, 11, 1}",4.425303,"{1, 3, 24, 15, 18, 30, 16, 4, 29, 5, 6, 22, 9, 8, 7, 23, 14, 13, 27, 12, 17, 21, 20, 2, 25, 28, 26, 19, 10, 11, 1}",4.617678,0.043472,0.058243
"{1, 16, 23, 26, 10, 27, 28, 12, 13, 20, 25, 3, 6, 2, 14, 11, 22, 30, 15, 8, 19, 24, 7, 9, 4, 21, 29, 5, 18, 17, 1}",4.519852,"{1, 16, 23, 26, 10, 27, 28, 12, 13, 20, 25, 3, 6, 2, 14, 11, 22, 30, 19, 9, 4, 21, 7, 24, 8, 15, 5, 29, 18, 17, 1}",4.645366,0.027770,0.058728
"{1, 4, 9, 18, 27, 7, 5, 2, 8, 30, 13, 11, 6, 26, 16, 29, 17, 25, 19, 28, 21, 15, 20, 24, 22, 3, 14, 12, 23, 10, 1}",4.882242,"{1, 10, 23, 15, 21, 28, 19, 25, 17, 20, 24, 29, 16, 26, 6, 11, 30, 2, 5, 7, 27, 8, 13, 3, 22, 14, 12, 18, 9, 4, 1}",5.576308,0.142161,0.058075
"{1, 24, 5, 20, 12, 16, 28, 4, 22, 21, 6, 29, 8, 10, 15, 25, 13, 26, 18, 9, 27, 3, 30, 2, 7, 14, 23, 19, 11, 17, 1}",4.308787,"{1, 19, 11, 23, 14, 7, 2, 30, 25, 3, 27, 9, 18, 26, 13, 15, 10, 8, 29, 4, 6, 21, 22, 28, 12, 16, 17, 20, 5, 24, 1}",4.745467,0.101346,0.059251
"{1, 28, 29, 19, 4, 2, 22, 5, 11, 14, 27, 6, 12, 17, 18, 20, 10, 30, 26, 16, 3, 25, 21, 8, 13, 9, 23, 24, 7, 15, 1}",4.905760,"{1, 28, 2, 22, 11, 14, 27, 6, 12, 4, 19, 17, 18, 20, 10, 30, 26, 16, 29, 3, 25, 21, 8, 13, 9, 23, 24, 7, 15, 5, 1}",5.388776,0.098459,0.058210
"{1, 2, 19, 8, 29, 18, 9, 16, 22, 3, 24, 20, 23, 21, 26, 17, 30, 12, 13, 5, 25, 27, 14, 10, 11, 28, 15, 6, 7, 4, 1}",4.258828,"{1, 2, 19, 8, 9, 18, 29, 22, 16, 3, 24, 20, 23, 21, 26, 17, 30, 12, 13, 5, 25, 27, 14, 10, 11, 28, 15, 6, 4, 7, 1}",4.408168,0.035066,0.058274
"{1, 4, 15, 28, 7, 3, 30, 29, 2, 17, 12, 22, 11, 21, 5, 14, 10, 20, 19, 16, 23, 8, 27, 13, 25, 24, 26, 6, 18, 9, 1}",4.692586,"{1, 9, 18, 6, 26, 24, 25, 13, 27, 8, 23, 16, 19, 20, 10, 14, 5, 21, 11, 22, 12, 17, 2, 29, 30, 3, 7, 28, 15, 4, 1}",4.692586,0.000000,0.060381
"{1, 6, 2, 28, 23, 29, 17, 27, 3, 8, 30, 7, 12, 4, 10, 13, 11, 16, 21, 15, 5, 18, 14, 20, 26, 9, 24, 19, 25, 22, 1}",4.891656,"{1, 6, 2, 29, 28, 23, 8, 30, 7, 12, 4, 10, 21, 15, 5, 18, 16, 11, 13, 3, 27, 17, 26, 20, 14, 9, 24, 19, 25, 22, 1}",5.172938,0.057502,0.058132
"{1, 8, 3, 30, 19, 4, 23, 24, 14, 12, 20, 22, 9, 17, 13, 18, 25, 2, 10, 6, 21, 26, 27, 5, 16, 29, 28, 7, 11, 15, 1}",4.512739,"{1, 14, 24, 19, 4, 23, 12, 20, 22, 9, 17, 13, 18, 25, 2, 10, 6, 21, 26, 27, 5, 16, 29, 28, 7, 11, 15, 30, 3, 8, 1}",4.659141,0.032442,0.058422
"{1, 10, 4, 23, 6, 24, 15, 8, 3, 22, 17, 26, 9, 2, 21, 16, 14, 30, 13, 27, 28, 5, 25, 20, 29, 19, 18, 11, 7, 12, 1}",4.230887,"{1, 12, 7, 11, 20, 18, 19, 29, 25, 5, 28, 27, 13, 30, 14, 21, 2, 9, 26, 17, 22, 16, 10, 4, 3, 6, 8, 15, 24, 23, 1}",4.549395,0.075282,0.058321
"{1, 23, 7, 8, 28, 13, 2, 11, 12, 26, 18, 9, 6, 29, 4, 16, 10, 15, 25, 24, 5, 20, 22, 14, 21, 17, 30, 19, 27, 3, 1}",4.313591,"{1, 23, 7, 2, 13, 8, 28, 11, 12, 26, 18, 9, 6, 29, 4, 16, 10, 15, 25, 24, 20, 22, 14, 21, 17, 5, 30, 19, 27, 3, 1}",4.374796,0.014189,0.058456
"{1, 15, 26, 27, 12, 6, 17, 4, 5, 30, 22, 9, 29, 18, 8, 10, 25, 13, 14, 3, 2, 20, 23, 16, 11, 19, 28, 21, 24, 7, 1}",4.476424,"{1, 24, 21, 28, 19, 11, 16, 20, 23, 3, 2, 14, 13, 25, 10, 8, 18, 29, 9, 30, 22, 4, 5, 7, 17, 6, 12, 27, 26, 15, 1}",4.589234,0.025201,0.060534
"{1, 26, 23, 4, 17, 7, 21, 20, 5, 2, 11, 25, 16, 9, 27, 6, 10, 15, 22, 3, 12, 24, 14, 8, 13, 30, 29, 28, 18, 19, 1}",4.653833,"{1, 4, 17, 6, 10, 18, 28, 29, 30, 13, 8, 14, 24, 12, 3, 22, 15, 27, 9, 16, 25, 11, 2, 5, 20, 21, 7, 23, 26, 19, 1}",5.176430,0.112294,0.059715
"{1, 29, 6, 8, 10, 30, 25, 15, 14, 18, 3, 5, 28, 24, 17, 19, 16, 21, 9, 7, 20, 11, 13, 23, 22, 26, 2, 27, 12, 4, 1}",4.347039,"{1, 29, 6, 24, 28, 5, 17, 19, 16, 21, 9, 7, 20, 11, 3, 18, 14, 25, 15, 27, 2, 13, 23, 22, 26, 12, 4, 30, 10, 8, 1}",4.516978,0.039093,0.060311
"{1, 5, 26, 19, 10, 9, 28, 14, 22, 16, 13, 3, 24, 2, 15, 20, 29, 7, 30, 17, 23, 12, 4, 11, 21, 8, 6, 25, 18, 27, 1}",4.497025,"{1, 5, 9, 28, 14, 16, 13, 3, 22, 24, 2, 15, 20, 29, 7, 23, 4, 12, 11, 21, 8, 6, 17, 30, 19, 10, 26, 25, 18, 27, 1}",4.662213,0.036733,0.059661
"{1, 2, 24, 12, 20, 28, 10, 23, 17, 8, 25, 6, 27, 18, 9, 13, 11, 29, 21, 30, 26, 3, 19, 22, 15, 16, 14, 4, 7, 5, 1}",4.935615,"{1, 2, 5, 14, 4, 7, 13, 9, 11, 29, 21, 18, 27, 6, 25, 8, 17, 23, 10, 28, 20, 12, 24, 22, 30, 26, 3, 19, 15, 16, 1}",5.114233,0.036190,0.058440
"{1, 18, 25, 27, 22, 30, 12, 13, 9, 8, 26, 24, 2, 19, 17, 21, 5, 4, 11, 7, 20, 29, 16, 15, 28, 23, 3, 10, 14, 6, 1}",4.379080,"{1, 18, 25, 27, 22, 30, 12, 13, 9, 8, 5, 4, 11, 20, 7, 29, 16, 15, 28, 23, 17, 21, 26, 24, 19, 2, 10, 3, 14, 6, 1}",4.481239,0.023329,0.058261
"{1, 23, 5, 30, 12, 15, 27, 14, 28, 9, 10, 25, 16, 4, 26, 3, 6, 19, 2, 20, 11, 21, 24, 17, 18, 29, 7, 22, 8, 13, 1}",4.951921,"{1, 13, 7, 25, 14, 10, 9, 28, 12, 15, 27, 26, 4, 16, 3, 6, 19, 2, 20, 11, 29, 21, 24, 18, 17, 22, 8, 30, 5, 23, 1}",5.490843,0.108831,0.058185
"{1, 22, 17, 4, 30, 25, 7, 8, 23, 19, 9, 11, 20, 29, 28, 2, 10, 3, 21, 16, 15, 5, 14, 6, 13, 18, 27, 26, 24, 12, 1}",5.073696,"{1, 12, 24, 26, 27, 18, 13, 14, 5, 15, 16, 21, 3, 6, 2, 10, 28, 29, 20, 11, 9, 19, 23, 8, 7, 25, 30, 4, 17, 22, 1}",5.210294,0.026923,0.058048
"{1, 11, 25, 15, 22, 6, 5, 28, 16, 4, 18, 14, 8, 2, 23, 30, 7, 29, 3, 27, 26, 9, 13, 19, 12, 24, 17, 21, 20, 10, 1}",4.193404,"{1, 10, 20, 21, 17, 24, 12, 19, 13, 9, 26, 27, 3, 29, 7, 30, 23, 2, 8, 14, 18, 4, 16, 28, 5, 6, 22, 15, 25, 11, 1}",4.193404,0.000000,0.058007
"{1, 9, 24, 10, 22, 3, 17, 20, 8, 7, 18, 23, 25, 26, 11, 5, 6, 29, 27, 4, 2, 16, 30, 15, 13, 12, 21, 14, 19, 28, 1}",4.667194,"{1, 28, 19, 12, 21, 14, 8, 9, 24, 10, 22, 3, 17, 20, 7, 18, 23, 25, 26, 11, 5, 6, 29, 27, 4, 2, 16, 30, 15, 13, 1}",4.754585,0.018724,0.058024
"{1, 16, 10, 23, 26, 13, 22, 19, 30, 11, 3, 2, 18, 12, 29, 21, 15, 17, 25, 14, 4, 7, 27, 28, 24, 8, 5, 9, 6, 20, 1}",4.626500,"{1, 6, 20, 5, 8, 9, 16, 10, 23, 26, 13, 22, 19, 30, 11, 3, 2, 18, 12, 29, 21, 15, 17, 25, 14, 4, 7, 27, 28, 24, 1}",4.985709,0.077642,0.058825
"{1, 15, 29, 3, 20, 10, 9, 5, 14, 24, 26, 27, 28, 11, 17, 7, 30, 25, 16, 4, 21, 22, 6, 19, 2, 18, 13, 8, 12, 23, 1}",4.271437,"{1, 15, 23, 12, 8, 18, 2, 19, 6, 22, 21, 4, 16, 26, 27, 24, 14, 5, 10, 9, 11, 17, 7, 30, 28, 25, 13, 20, 29, 3, 1}",4.584630,0.073323,0.058092
"{1, 29, 16, 20, 19, 2, 7, 17, 22, 28, 23, 3, 9, 25, 8, 6, 21, 5, 24, 12, 30, 10, 4, 14, 26, 11, 13, 18, 15, 27, 1}",4.574174,"{1, 27, 13, 11, 26, 14, 4, 10, 30, 12, 24, 5, 21, 6, 8, 25, 9, 3, 28, 23, 2, 7, 19, 20, 16, 17, 22, 29, 18, 15, 1}",4.679760,0.023083,0.057997
"{1, 7, 26, 17, 18, 12, 14, 21, 8, 28, 2, 24, 4, 9, 13, 11, 20, 27, 5, 10, 23, 15, 19, 6, 3, 25, 22, 29, 16, 30, 1}",4.512705,"{1, 14, 12, 18, 21, 28, 8, 4, 9, 13, 11, 20, 27, 5, 10, 23, 15, 24, 2, 17, 26, 7, 3, 25, 6, 19, 22, 29, 16, 30, 1}",4.998488,0.107648,0.058122
"{1, 13, 12, 19, 2, 26, 10, 16, 24, 23, 4, 29, 27, 22, 5, 6, 15, 7, 21, 20, 18, 11, 17, 9, 3, 25, 30, 28, 8, 14, 1}",5.133934,"{1, 14, 27, 29, 4, 23, 24, 16, 10, 26, 2, 19, 17, 11, 18, 21, 20, 9, 25, 30, 7, 15, 6, 5, 22, 8, 28, 3, 12, 13, 1}",5.360717,0.044173,0.058417
"{1, 15, 9, 18, 8, 12, 24, 17, 6, 11, 30, 13, 20, 21, 2, 22, 16, 3, 5, 23, 27, 26, 7, 10, 29, 25, 14, 28, 19, 4, 1}",4.704258,"{1, 4, 19, 9, 18, 8, 12, 24, 17, 11, 30, 22, 2, 13, 20, 21, 16, 3, 5, 23, 10, 7, 27, 26, 29, 25, 14, 28, 6, 15, 1}",4.997792,0.062397,0.058979
"{1, 16, 27, 19, 8, 10, 28, 12, 7, 6, 14, 11, 13, 15, 17, 25, 2, 21, 22, 24, 4, 23, 3, 20, 29, 18, 30, 26, 5, 9, 1}",4.453819,"{1, 9, 5, 26, 30, 18, 29, 20, 3, 23, 4, 21, 2, 22, 24, 17, 25, 15, 13, 11, 14, 6, 7, 12, 28, 10, 8, 19, 27, 16, 1}",4.560116,0.023866,0.060322
"{1, 10, 24, 16, 12, 15, 11, 19, 29, 26, 27, 8, 2, 21, 9, 13, 28, 7, 5, 17, 25, 18, 30, 20, 4, 6, 22, 14, 23, 3, 1}",4.131547,"{1, 3, 10, 24, 16, 12, 15, 19, 11, 2, 8, 27, 26, 29, 21, 9, 13, 28, 7, 5, 17, 25, 18, 30, 20, 4, 6, 22, 14, 23, 1}",4.296295,0.039876,0.058041
"{1, 21, 24, 30, 16, 18, 15, 8, 11, 7, 4, 27, 9, 26, 3, 28, 25, 13, 5, 17, 14, 20, 19, 10, 2, 12, 6, 29, 23, 22, 1}",4.741512,"{1, 21, 24, 30, 16, 8, 15, 18, 3, 26, 7, 11, 4, 27, 9, 28, 25, 13, 5, 17, 14, 20, 19, 10, 2, 12, 6, 29, 23, 22, 1}",4.749690,0.001725,0.058595
"{1, 23, 19, 20, 25, 14, 22, 5, 15, 27, 11, 10, 4, 9, 30, 8, 24, 29, 16, 12, 18, 26, 7, 3, 17, 28, 2, 6, 13, 21, 1}",4.390458,"{1, 5, 27, 15, 13, 6, 2, 28, 17, 7, 26, 18, 12, 16, 29, 24, 8, 30, 3, 11, 10, 4, 9, 22, 14, 25, 20, 19, 23, 21, 1}",4.629515,0.054449,0.058425
"{1, 4, 24, 16, 9, 21, 17, 19, 30, 14, 10, 5, 25, 22, 23, 27, 2, 18, 8, 7, 13, 11, 15, 29, 12, 6, 20, 26, 28, 3, 1}",4.065428,"{1, 17, 21, 4, 24, 16, 9, 19, 30, 14, 10, 5, 25, 22, 23, 27, 2, 18, 8, 7, 13, 11, 15, 29, 12, 6, 20, 26, 28, 3, 1}",4.061022,-0.001084,0.058514
"{1, 29, 26, 2, 16, 24, 20, 6, 25, 5, 14, 9, 13, 4, 27, 15, 23, 10, 30, 12, 11, 7, 28, 17, 22, 19, 8, 3, 21, 18, 1}",5.126740,"{1, 29, 26, 2, 16, 18, 24, 20, 6, 25, 14, 9, 13, 5, 30, 4, 27, 15, 10, 12, 23, 22, 19, 8, 17, 11, 7, 28, 3, 21, 1}",5.536051,0.079839,0.057915
"{1, 25, 11, 27, 21, 19, 15, 10, 9, 29, 12, 3, 28, 17, 7, 30, 22, 18, 24, 4, 8, 6, 2, 16, 26, 23, 14, 5, 13, 20, 1}",4.222694,"{1, 22, 18, 24, 4, 8, 6, 2, 16, 26, 23, 14, 5, 13, 20, 25, 11, 27, 21, 19, 15, 9, 29, 12, 3, 28, 17, 7, 30, 10, 1}",4.571556,0.082616,0.058204
"{1, 12, 25, 22, 21, 30, 14, 11, 29, 16, 28, 15, 26, 13, 27, 18, 9, 3, 6, 4, 5, 8, 19, 7, 23, 2, 24, 20, 10, 17, 1}",4.444410,"{1, 10, 17, 11, 21, 30, 14, 16, 28, 15, 26, 13, 27, 18, 6, 3, 4, 9, 29, 20, 5, 8, 19, 7, 23, 2, 24, 22, 25, 12, 1}",4.752086,0.069227,0.058193
"{1, 13, 12, 22, 6, 17, 4, 27, 28, 7, 26, 30, 8, 10, 15, 25, 20, 29, 18, 14, 16, 19, 3, 5, 23, 11, 2, 21, 24, 9, 1}",4.924983,"{1, 13, 12, 22, 6, 17, 4, 27, 28, 7, 26, 30, 8, 25, 15, 10, 18, 14, 16, 19, 3, 5, 23, 11, 29, 2, 21, 24, 9, 20, 1}",5.192094,0.054236,0.058252
"{1, 19, 3, 17, 9, 25, 13, 30, 16, 15, 8, 2, 4, 10, 28, 29, 23, 18, 6, 5, 7, 20, 26, 27, 24, 22, 12, 21, 11, 14, 1}",4.696513,"{1, 19, 2, 4, 8, 15, 16, 30, 13, 3, 17, 9, 25, 28, 29, 10, 23, 18, 6, 5, 7, 20, 26, 27, 24, 22, 12, 21, 11, 14, 1}",4.794222,0.020805,0.058153
"{1, 11, 10, 3, 13, 24, 19, 20, 29, 16, 27, 8, 6, 15, 18, 30, 4, 23, 26, 17, 5, 14, 25, 21, 22, 2, 28, 7, 9, 12, 1}",4.875173,"{1, 22, 21, 2, 28, 25, 7, 9, 12, 5, 14, 17, 26, 18, 15, 6, 8, 27, 16, 30, 4, 23, 19, 20, 29, 24, 13, 3, 10, 11, 1}",5.160881,0.058605,0.058228
"{1, 20, 16, 19, 23, 5, 27, 4, 28, 14, 21, 15, 22, 13, 30, 17, 12, 11, 7, 24, 29, 26, 10, 9, 3, 25, 8, 18, 6, 2, 1}",4.303143,"{1, 2, 20, 6, 18, 8, 16, 5, 27, 23, 19, 4, 14, 28, 21, 15, 22, 13, 30, 17, 12, 11, 7, 24, 29, 26, 10, 9, 3, 25, 1}",4.560637,0.059839,0.060378
"{1, 12, 14, 10, 24, 7, 8, 6, 15, 21, 18, 9, 3, 16, 28, 11, 30, 19, 27, 17, 26, 13, 5, 22, 20, 4, 23, 25, 2, 29, 1}",4.349142,"{1, 29, 17, 27, 26, 13, 4, 20, 22, 5, 19, 30, 11, 28, 16, 3, 9, 18, 21, 15, 6, 8, 24, 7, 25, 23, 2, 10, 14, 12, 1}",4.538458,0.043529,0.060324
"{1, 25, 22, 26, 12, 9, 28, 7, 14, 2, 18, 20, 29, 13, 11, 5, 4, 10, 17, 3, 19, 15, 6, 30, 16, 21, 8, 27, 23, 24, 1}",3.881927,"{1, 25, 22, 12, 9, 28, 7, 26, 14, 3, 17, 2, 18, 20, 29, 13, 11, 5, 4, 10, 19, 15, 6, 30, 21, 16, 8, 27, 23, 24, 1}",4.142445,0.067110,0.057878
"{1, 5, 6, 26, 8, 30, 15, 17, 2, 14, 24, 21, 29, 7, 19, 23, 27, 9, 11, 20, 28, 16, 12, 22, 3, 4, 25, 13, 18, 10, 1}",4.346686,"{1, 5, 6, 26, 8, 30, 15, 17, 24, 21, 29, 23, 7, 19, 27, 9, 11, 20, 28, 16, 12, 22, 3, 4, 14, 2, 25, 13, 18, 10, 1}",4.455288,0.024985,0.058252
"{1, 17, 29, 13, 4, 11, 2, 8, 23, 21, 7, 6, 28, 20, 24, 14, 27, 3, 15, 30, 26, 10, 9, 16, 5, 18, 19, 25, 12, 22, 1}",4.058740,"{1, 13, 4, 12, 22, 11, 2, 8, 23, 21, 7, 6, 28, 27, 3, 14, 15, 24, 20, 25, 19, 18, 9, 30, 26, 10, 16, 5, 17, 29, 1}",4.104659,0.011314,0.058190
"{1, 13, 7, 5, 26, 22, 12, 18, 4, 9, 28, 27, 11, 2, 29, 3, 19, 21, 14, 17, 10, 30, 23, 6, 15, 24, 20, 8, 25, 16, 1}",4.838961,"{1, 12, 18, 4, 9, 28, 27, 11, 2, 29, 3, 19, 21, 14, 17, 10, 30, 23, 6, 15, 24, 25, 16, 8, 20, 7, 5, 26, 22, 13, 1}",4.881555,0.008802,0.057834
"{1, 4, 18, 27, 11, 26, 23, 2, 12, 6, 14, 7, 16, 13, 24, 20, 29, 10, 22, 28, 15, 25, 9, 21, 3, 8, 5, 30, 17, 19, 1}",4.737916,"{1, 19, 17, 30, 5, 28, 15, 8, 3, 21, 9, 25, 29, 20, 24, 13, 16, 7, 14, 6, 12, 2, 23, 10, 22, 26, 11, 27, 18, 4, 1}",4.782827,0.009479,0.060100
"{1, 6, 18, 2, 7, 22, 27, 12, 23, 21, 11, 13, 25, 24, 20, 5, 8, 26, 19, 15, 28, 17, 3, 14, 16, 30, 4, 9, 29, 10, 1}",4.276416,"{1, 10, 29, 9, 4, 30, 16, 14, 3, 17, 28, 15, 19, 26, 8, 5, 20, 24, 25, 13, 11, 21, 23, 12, 27, 22, 7, 2, 18, 6, 1}",4.276416,0.000000,0.060593
"{1, 2, 11, 5, 18, 13, 6, 8, 3, 15, 24, 17, 19, 27, 22, 29, 9, 23, 28, 20, 21, 26, 30, 14, 16, 7, 10, 12, 25, 4, 1}",4.328433,"{1, 4, 25, 28, 20, 26, 21, 23, 9, 29, 22, 27, 19, 17, 24, 15, 3, 8, 6, 13, 18, 5, 11, 2, 16, 14, 30, 7, 10, 12, 1}",4.523330,0.045027,0.060895
"{1, 18, 23, 16, 25, 11, 24, 10, 6, 3, 12, 17, 4, 27, 13, 9, 7, 8, 15, 5, 22, 14, 29, 19, 21, 26, 30, 20, 28, 2, 1}",4.244027,"{1, 2, 28, 20, 30, 26, 21, 29, 14, 22, 19, 5, 15, 8, 7, 9, 13, 27, 4, 17, 12, 23, 16, 25, 3, 6, 10, 24, 11, 18, 1}",4.328512,0.019907,0.057995
"{1, 7, 23, 11, 8, 26, 4, 10, 9, 17, 25, 12, 18, 24, 20, 30, 3, 19, 29, 28, 14, 16, 13, 22, 5, 21, 15, 27, 6, 2, 1}",4.738522,"{1, 2, 6, 27, 15, 21, 5, 22, 13, 14, 16, 28, 19, 3, 30, 29, 20, 24, 18, 12, 25, 17, 9, 10, 4, 26, 8, 11, 23, 7, 1}",4.801747,0.013343,0.057945
"{1, 10, 18, 9, 14, 5, 2, 8, 17, 12, 3, 4, 19, 15, 23, 28, 24, 6, 16, 11, 30, 20, 26, 22, 13, 29, 7, 21, 27, 25, 1}",4.607795,"{1, 25, 27, 7, 29, 13, 22, 26, 20, 11, 16, 30, 2, 5, 14, 9, 18, 10, 8, 17, 12, 3, 4, 19, 23, 15, 6, 24, 28, 21, 1}",5.472342,0.187627,0.058188
"{1, 5, 29, 21, 2, 14, 27, 13, 24, 4, 7, 15, 28, 26, 12, 6, 10, 11, 22, 18, 20, 8, 16, 19, 9, 25, 30, 3, 23, 17, 1}",4.398877,"{1, 5, 29, 21, 27, 2, 14, 13, 24, 4, 7, 15, 28, 26, 12, 6, 10, 18, 11, 22, 20, 8, 16, 19, 9, 25, 30, 3, 23, 17, 1}",4.453410,0.012397,0.058124
"{1, 9, 21, 3, 29, 23, 8, 16, 10, 30, 13, 7, 17, 22, 12, 14, 20, 19, 15, 6, 26, 27, 2, 5, 24, 25, 18, 28, 4, 11, 1}",4.597532,"{1, 9, 21, 29, 3, 8, 23, 16, 10, 30, 13, 7, 17, 22, 12, 14, 27, 2, 26, 20, 19, 6, 15, 25, 18, 28, 4, 24, 5, 11, 1}",4.848854,0.054664,0.060359
