optimal_tour,optimal_tour_length,threshold_accepting_tour,threshold_accepting_tour_length,score,time
"{1, 18, 30, 10, 24, 25, 15, 4, 16, 26, 2, 7, 22, 23, 21, 11, 8, 17, 6, 28, 5, 29, 14, 3, 19, 20, 12, 27, 9, 13, 1}",5.041108,"{1, 30, 10, 24, 25, 15, 21, 23, 22, 11, 8, 17, 6, 28, 5, 29, 14, 3, 13, 9, 27, 12, 19, 20, 26, 2, 7, 16, 4, 18, 1}",5.092512,0.010197,0.055513
"{1, 8, 15, 27, 7, 19, 20, 6, 16, 13, 23, 21, 12, 11, 14, 25, 26, 30, 9, 4, 24, 5, 2, 29, 3, 28, 17, 18, 22, 10, 1}",3.870047,"{1, 10, 22, 18, 17, 28, 3, 9, 4, 24, 5, 29, 2, 25, 14, 26, 30, 11, 12, 21, 23, 13, 16, 6, 20, 19, 7, 27, 15, 8, 1}",3.937600,0.017455,0.057370
"{1, 14, 2, 25, 9, 6, 8, 15, 7, 18, 3, 27, 10, 12, 26, 19, 28, 29, 11, 17, 13, 21, 16, 20, 22, 24, 4, 5, 30, 23, 1}",4.427046,"{1, 2, 25, 9, 6, 8, 15, 7, 18, 3, 27, 10, 12, 26, 19, 28, 29, 17, 13, 11, 20, 22, 16, 21, 24, 14, 4, 5, 30, 23, 1}",4.598962,0.038833,0.055292
"{1, 10, 3, 5, 28, 30, 20, 19, 6, 4, 26, 9, 23, 22, 15, 27, 11, 21, 17, 14, 25, 2, 8, 13, 7, 29, 18, 16, 24, 12, 1}",4.385582,"{1, 12, 7, 29, 18, 16, 24, 10, 3, 5, 28, 30, 20, 19, 6, 4, 26, 9, 23, 22, 15, 27, 11, 21, 17, 14, 25, 2, 8, 13, 1}",4.438799,0.012135,0.055450
"{1, 14, 8, 17, 22, 26, 19, 18, 11, 28, 3, 23, 24, 13, 12, 7, 20, 4, 25, 6, 5, 27, 21, 9, 2, 10, 16, 29, 15, 30, 1}",5.088377,"{1, 14, 30, 15, 29, 9, 2, 10, 16, 7, 20, 12, 13, 24, 23, 3, 28, 11, 4, 25, 6, 18, 19, 26, 22, 17, 8, 5, 27, 21, 1}",5.285089,0.038659,0.055624
"{1, 8, 30, 25, 3, 28, 26, 10, 4, 14, 22, 16, 11, 6, 24, 20, 9, 29, 15, 19, 12, 7, 21, 27, 18, 13, 5, 23, 2, 17, 1}",4.021911,"{1, 17, 2, 23, 5, 13, 18, 27, 21, 7, 12, 19, 15, 29, 9, 30, 20, 24, 6, 11, 16, 22, 14, 4, 10, 26, 28, 3, 25, 8, 1}",4.052968,0.007722,0.057095
"{1, 9, 7, 30, 18, 24, 13, 10, 4, 22, 21, 20, 5, 12, 29, 28, 11, 27, 15, 25, 8, 16, 2, 26, 19, 14, 23, 6, 17, 3, 1}",4.703978,"{1, 3, 7, 30, 18, 13, 10, 24, 17, 6, 23, 14, 19, 26, 2, 16, 8, 25, 15, 27, 11, 28, 29, 12, 5, 20, 21, 22, 4, 9, 1}",4.827744,0.026311,0.055626
"{1, 14, 10, 12, 21, 4, 13, 2, 29, 26, 3, 9, 8, 27, 22, 18, 23, 11, 30, 19, 6, 24, 16, 5, 15, 20, 17, 7, 28, 25, 1}",4.942145,"{1, 8, 9, 3, 14, 10, 12, 21, 4, 13, 2, 29, 26, 11, 30, 6, 24, 16, 5, 19, 23, 18, 22, 27, 20, 15, 17, 7, 28, 25, 1}",5.281591,0.068684,0.055696
"{1, 5, 30, 27, 20, 2, 18, 14, 29, 22, 11, 23, 9, 16, 24, 25, 26, 12, 4, 28, 8, 10, 17, 19, 7, 13, 6, 15, 21, 3, 1}",4.760648,"{1, 5, 3, 21, 15, 6, 13, 7, 19, 17, 10, 8, 28, 4, 12, 26, 24, 25, 23, 11, 22, 29, 14, 18, 2, 9, 16, 30, 27, 20, 1}",4.788387,0.005827,0.057562
"{1, 23, 16, 8, 29, 5, 3, 20, 10, 4, 2, 26, 30, 24, 18, 15, 6, 25, 12, 14, 22, 28, 9, 19, 27, 17, 11, 7, 21, 13, 1}",4.550552,"{1, 23, 8, 29, 5, 3, 20, 10, 16, 11, 17, 27, 19, 12, 25, 15, 6, 26, 2, 4, 30, 24, 18, 14, 22, 28, 9, 7, 21, 13, 1}",5.112088,0.123399,0.057276
"{1, 27, 23, 10, 2, 6, 19, 29, 17, 30, 21, 25, 18, 3, 14, 4, 26, 9, 22, 28, 11, 7, 13, 8, 20, 15, 12, 24, 5, 16, 1}",4.624086,"{1, 16, 24, 12, 20, 15, 3, 14, 4, 26, 9, 22, 28, 11, 7, 13, 8, 2, 10, 6, 23, 19, 27, 29, 17, 30, 21, 25, 18, 5, 1}",4.785345,0.034874,0.055348
"{1, 9, 8, 16, 5, 30, 26, 29, 27, 14, 20, 2, 7, 17, 6, 13, 28, 10, 24, 18, 3, 4, 25, 19, 12, 22, 23, 15, 21, 11, 1}",5.001891,"{1, 11, 21, 15, 23, 22, 12, 19, 25, 4, 3, 18, 24, 10, 28, 6, 17, 7, 2, 20, 14, 13, 27, 16, 29, 26, 30, 5, 8, 9, 1}",5.148313,0.029273,0.055383
"{1, 13, 29, 14, 4, 11, 16, 9, 26, 12, 10, 25, 23, 7, 6, 3, 21, 24, 27, 15, 17, 22, 8, 28, 30, 2, 19, 5, 20, 18, 1}",4.654256,"{1, 18, 20, 5, 19, 2, 30, 28, 8, 22, 17, 15, 27, 24, 21, 3, 6, 7, 23, 25, 10, 12, 26, 9, 16, 11, 4, 14, 29, 13, 1}",4.654256,0.000000,0.055403
"{1, 5, 28, 21, 9, 25, 30, 17, 2, 13, 26, 24, 7, 4, 18, 6, 8, 15, 23, 29, 12, 14, 11, 3, 20, 27, 10, 19, 22, 16, 1}",4.426477,"{1, 16, 22, 19, 10, 27, 20, 3, 11, 14, 12, 29, 23, 15, 8, 6, 2, 13, 17, 30, 25, 9, 26, 18, 24, 4, 7, 28, 21, 5, 1}",4.465538,0.008824,0.055552
"{1, 5, 23, 9, 30, 17, 2, 22, 6, 26, 8, 3, 27, 13, 11, 15, 18, 28, 24, 7, 29, 14, 10, 4, 12, 25, 20, 19, 21, 16, 1}",4.896901,"{1, 5, 27, 3, 8, 6, 26, 23, 9, 30, 17, 22, 2, 7, 29, 24, 14, 10, 28, 18, 4, 12, 20, 25, 15, 11, 13, 19, 21, 16, 1}",5.339285,0.090340,0.055721
"{1, 2, 16, 21, 19, 14, 12, 11, 5, 9, 15, 29, 17, 23, 27, 18, 8, 28, 20, 30, 13, 22, 4, 26, 3, 10, 25, 7, 6, 24, 1}",4.543815,"{1, 24, 6, 7, 25, 10, 3, 26, 4, 22, 13, 30, 20, 28, 8, 18, 27, 23, 17, 29, 15, 9, 5, 11, 12, 14, 16, 19, 21, 2, 1}",4.562181,0.004042,0.055621
"{1, 12, 27, 28, 20, 2, 13, 21, 23, 15, 11, 14, 19, 22, 17, 30, 9, 7, 26, 8, 18, 10, 5, 16, 6, 4, 24, 29, 25, 3, 1}",4.780252,"{1, 12, 27, 28, 20, 2, 13, 21, 23, 15, 11, 14, 19, 22, 17, 30, 9, 7, 26, 8, 18, 10, 5, 16, 6, 29, 4, 24, 25, 3, 1}",4.786406,0.001287,0.055798
"{1, 10, 18, 23, 13, 14, 3, 28, 16, 15, 25, 30, 2, 17, 9, 22, 29, 7, 21, 11, 20, 8, 5, 6, 27, 4, 24, 12, 19, 26, 1}",4.698286,"{1, 26, 4, 27, 24, 12, 6, 5, 8, 30, 20, 11, 21, 2, 17, 7, 9, 22, 29, 14, 13, 3, 28, 16, 15, 25, 19, 23, 18, 10, 1}",5.220335,0.111115,0.055650
"{1, 11, 16, 10, 2, 25, 18, 12, 17, 6, 24, 26, 20, 23, 28, 14, 4, 27, 5, 3, 7, 22, 19, 21, 8, 30, 29, 9, 15, 13, 1}",4.782772,"{1, 11, 16, 10, 2, 25, 18, 12, 20, 23, 28, 14, 4, 27, 5, 3, 7, 26, 24, 6, 22, 19, 21, 8, 30, 29, 17, 9, 15, 13, 1}",4.898380,0.024172,0.055775
"{1, 19, 12, 17, 7, 13, 14, 25, 16, 28, 3, 20, 2, 27, 15, 11, 21, 4, 6, 23, 9, 18, 22, 8, 10, 26, 29, 24, 30, 5, 1}",4.026922,"{1, 19, 2, 20, 12, 17, 7, 13, 14, 25, 16, 28, 3, 11, 15, 27, 29, 26, 21, 4, 6, 23, 9, 18, 22, 8, 10, 24, 30, 5, 1}",4.424744,0.098790,0.055730
"{1, 23, 27, 8, 26, 15, 30, 21, 28, 18, 6, 9, 19, 2, 11, 14, 4, 22, 13, 20, 16, 25, 17, 7, 24, 10, 3, 29, 5, 12, 1}",4.451366,"{1, 12, 5, 29, 3, 10, 24, 7, 15, 30, 21, 28, 16, 25, 17, 20, 13, 22, 4, 14, 11, 19, 2, 9, 6, 18, 26, 8, 27, 23, 1}",4.748572,0.066767,0.056418
"{1, 6, 20, 9, 11, 22, 4, 8, 12, 25, 21, 17, 29, 24, 5, 13, 2, 28, 15, 3, 14, 23, 16, 18, 26, 19, 7, 27, 30, 10, 1}",4.642146,"{1, 6, 7, 16, 18, 26, 19, 20, 9, 11, 22, 4, 8, 12, 25, 21, 17, 29, 24, 5, 13, 2, 28, 15, 3, 14, 23, 27, 30, 10, 1}",4.793990,0.032710,0.055516
"{1, 15, 24, 2, 20, 3, 17, 6, 27, 7, 30, 21, 5, 4, 12, 23, 16, 9, 8, 19, 25, 22, 14, 11, 29, 28, 18, 10, 26, 13, 1}",4.617589,"{1, 24, 15, 3, 20, 2, 26, 10, 18, 28, 29, 11, 14, 22, 25, 19, 8, 9, 7, 6, 17, 27, 30, 21, 5, 23, 16, 12, 4, 13, 1}",4.710224,0.020061,0.056815
"{1, 7, 18, 11, 28, 10, 25, 30, 13, 16, 9, 6, 14, 4, 21, 5, 23, 2, 26, 29, 3, 22, 27, 19, 8, 24, 15, 20, 12, 17, 1}",4.513855,"{1, 18, 17, 11, 28, 10, 25, 30, 13, 16, 9, 4, 21, 14, 6, 3, 29, 26, 5, 23, 2, 22, 27, 19, 8, 24, 15, 20, 12, 7, 1}",4.698429,0.040891,0.057953
"{1, 9, 27, 4, 23, 2, 30, 19, 3, 20, 24, 12, 6, 29, 28, 18, 13, 5, 15, 21, 10, 14, 16, 25, 22, 26, 17, 8, 11, 7, 1}",4.506001,"{1, 30, 2, 3, 19, 24, 20, 23, 4, 5, 13, 18, 12, 6, 29, 28, 21, 10, 14, 15, 16, 25, 22, 26, 17, 8, 11, 7, 27, 9, 1}",4.600338,0.020936,0.055616
"{1, 27, 23, 3, 25, 7, 24, 2, 22, 21, 15, 18, 20, 17, 30, 8, 26, 6, 9, 10, 5, 14, 28, 29, 11, 12, 16, 13, 19, 4, 1}",4.427199,"{1, 27, 23, 3, 25, 7, 24, 2, 22, 21, 15, 18, 20, 17, 30, 8, 26, 6, 9, 10, 5, 14, 28, 29, 11, 12, 16, 13, 19, 4, 1}",4.427199,0.000000,0.055917
"{1, 23, 30, 15, 6, 12, 21, 5, 9, 18, 17, 7, 20, 10, 2, 13, 4, 3, 16, 24, 28, 8, 11, 27, 26, 14, 22, 25, 29, 19, 1}",4.954623,"{1, 26, 14, 22, 25, 29, 19, 23, 30, 15, 6, 12, 21, 5, 9, 18, 17, 7, 20, 10, 2, 13, 4, 3, 16, 24, 28, 8, 11, 27, 1}",5.090392,0.027403,0.055449
"{1, 2, 6, 4, 3, 9, 22, 16, 28, 20, 13, 18, 14, 17, 15, 26, 10, 27, 11, 30, 29, 25, 21, 8, 12, 23, 7, 24, 19, 5, 1}",4.521008,"{1, 19, 24, 7, 23, 5, 18, 14, 11, 12, 8, 21, 25, 29, 30, 27, 10, 26, 15, 17, 20, 28, 13, 16, 22, 9, 3, 4, 6, 2, 1}",5.005845,0.107241,0.055598
"{1, 23, 5, 14, 13, 2, 10, 12, 3, 27, 6, 19, 24, 15, 26, 18, 8, 21, 20, 16, 29, 28, 22, 30, 9, 17, 4, 7, 11, 25, 1}",4.934247,"{1, 23, 5, 14, 13, 2, 10, 12, 3, 27, 6, 19, 24, 28, 15, 26, 18, 8, 21, 20, 16, 29, 22, 30, 9, 17, 4, 7, 11, 25, 1}",4.935994,0.000354,0.056950
"{1, 29, 9, 18, 6, 23, 27, 19, 21, 15, 26, 25, 30, 13, 7, 22, 20, 28, 14, 8, 4, 16, 3, 12, 11, 10, 5, 2, 24, 17, 1}",4.950546,"{1, 17, 24, 2, 5, 10, 11, 12, 3, 16, 4, 8, 28, 20, 22, 7, 13, 30, 26, 25, 14, 19, 27, 21, 15, 23, 6, 18, 9, 29, 1}",5.231707,0.056794,0.057860
"{1, 8, 13, 6, 16, 27, 7, 30, 24, 25, 15, 18, 21, 19, 26, 11, 14, 20, 9, 10, 2, 12, 22, 23, 4, 29, 3, 28, 17, 5, 1}",4.638857,"{1, 8, 13, 6, 4, 16, 27, 11, 7, 30, 24, 25, 15, 18, 21, 19, 26, 14, 20, 9, 10, 2, 12, 22, 23, 29, 3, 28, 17, 5, 1}",4.726639,0.018923,0.056161
"{1, 15, 27, 6, 13, 17, 10, 11, 21, 20, 26, 16, 24, 18, 2, 28, 7, 29, 23, 8, 9, 4, 19, 14, 5, 25, 22, 30, 12, 3, 1}",4.750530,"{1, 10, 12, 3, 30, 25, 5, 14, 22, 19, 4, 9, 8, 23, 29, 7, 11, 28, 2, 18, 24, 16, 26, 20, 21, 17, 13, 6, 27, 15, 1}",5.114215,0.076557,0.057839
"{1, 8, 15, 2, 20, 25, 13, 7, 16, 11, 4, 3, 28, 19, 24, 26, 12, 18, 14, 10, 17, 29, 27, 22, 21, 5, 6, 9, 30, 23, 1}",4.517159,"{1, 23, 30, 9, 6, 5, 21, 22, 27, 8, 15, 29, 17, 24, 26, 10, 14, 18, 12, 19, 28, 3, 4, 11, 16, 7, 13, 25, 20, 2, 1}",4.892363,0.083062,0.055574
"{1, 14, 13, 26, 22, 24, 17, 20, 29, 23, 3, 30, 15, 8, 7, 25, 19, 16, 9, 28, 2, 18, 11, 27, 10, 5, 21, 4, 6, 12, 1}",4.820595,"{1, 12, 8, 6, 4, 21, 7, 25, 5, 10, 27, 11, 18, 2, 28, 19, 16, 9, 15, 30, 3, 23, 29, 20, 17, 24, 22, 26, 13, 14, 1}",4.868282,0.009892,0.057848
"{1, 9, 3, 13, 5, 11, 22, 18, 16, 21, 28, 12, 24, 26, 30, 25, 10, 2, 19, 27, 29, 23, 6, 15, 7, 20, 14, 17, 8, 4, 1}",4.078224,"{1, 4, 8, 17, 14, 20, 7, 15, 6, 23, 29, 27, 19, 24, 2, 10, 25, 30, 26, 21, 12, 28, 16, 18, 22, 11, 5, 13, 3, 9, 1}",4.150280,0.017669,0.056167
"{1, 22, 12, 15, 16, 23, 24, 13, 3, 28, 5, 18, 4, 20, 11, 7, 6, 10, 19, 14, 8, 26, 21, 2, 25, 30, 29, 27, 17, 9, 1}",4.048012,"{1, 22, 15, 12, 20, 4, 23, 16, 24, 13, 3, 28, 5, 18, 11, 7, 6, 10, 19, 14, 8, 26, 21, 2, 25, 30, 29, 27, 17, 9, 1}",4.344132,0.073152,0.057697
"{1, 10, 6, 9, 28, 18, 7, 3, 26, 20, 4, 30, 14, 29, 5, 23, 15, 21, 11, 25, 16, 13, 19, 12, 8, 22, 2, 17, 24, 27, 1}",4.727288,"{1, 10, 6, 9, 28, 18, 7, 3, 26, 20, 4, 30, 14, 29, 5, 23, 15, 21, 11, 16, 13, 19, 12, 8, 22, 2, 25, 17, 24, 27, 1}",4.936344,0.044223,0.055491
"{1, 22, 4, 3, 10, 27, 11, 9, 14, 18, 17, 26, 20, 21, 8, 23, 15, 29, 28, 30, 5, 24, 13, 12, 2, 16, 7, 6, 19, 25, 1}",4.536510,"{1, 11, 27, 4, 3, 10, 9, 14, 18, 17, 26, 29, 8, 23, 15, 28, 30, 5, 24, 21, 20, 2, 13, 12, 16, 7, 6, 19, 22, 25, 1}",4.656521,0.026455,0.056780
"{1, 10, 15, 17, 21, 26, 8, 9, 13, 27, 22, 14, 19, 18, 29, 23, 30, 11, 5, 25, 7, 2, 16, 20, 12, 24, 4, 28, 6, 3, 1}",4.604247,"{1, 28, 3, 6, 4, 24, 12, 20, 5, 16, 2, 7, 25, 11, 30, 23, 29, 18, 19, 14, 22, 27, 13, 9, 8, 26, 21, 17, 15, 10, 1}",4.704784,0.021836,0.055464
"{1, 28, 20, 21, 30, 9, 7, 18, 13, 27, 24, 16, 22, 3, 25, 14, 15, 10, 12, 17, 2, 19, 4, 8, 26, 23, 11, 5, 6, 29, 1}",4.515063,"{1, 29, 6, 5, 11, 23, 26, 8, 4, 19, 2, 17, 12, 10, 15, 14, 25, 3, 22, 16, 24, 27, 13, 18, 7, 9, 30, 21, 20, 28, 1}",4.515063,0.000000,0.057338
"{1, 30, 21, 5, 20, 25, 10, 16, 18, 2, 27, 22, 12, 19, 29, 6, 26, 7, 4, 14, 28, 3, 11, 17, 8, 24, 23, 9, 15, 13, 1}",4.731319,"{1, 13, 15, 9, 23, 24, 8, 17, 11, 3, 28, 14, 4, 7, 26, 6, 29, 19, 12, 22, 27, 2, 18, 16, 10, 25, 20, 5, 21, 30, 1}",4.731318,0.000000,0.058005
"{1, 5, 2, 21, 29, 20, 7, 25, 23, 3, 13, 22, 18, 30, 10, 15, 9, 17, 11, 12, 19, 6, 28, 27, 24, 16, 8, 26, 14, 4, 1}",4.125893,"{1, 27, 4, 14, 26, 8, 16, 24, 28, 6, 19, 12, 11, 17, 9, 15, 10, 30, 18, 22, 13, 3, 23, 25, 7, 20, 29, 21, 2, 5, 1}",4.158305,0.007856,0.055914
"{1, 28, 8, 15, 11, 19, 7, 14, 4, 10, 25, 27, 13, 21, 16, 30, 2, 12, 23, 9, 6, 5, 24, 3, 29, 20, 18, 26, 22, 17, 1}",5.132458,"{1, 28, 17, 22, 26, 11, 15, 8, 19, 7, 10, 14, 4, 25, 27, 13, 21, 16, 30, 2, 12, 23, 9, 6, 5, 24, 3, 29, 20, 18, 1}",5.247916,0.022496,0.057720
"{1, 10, 28, 30, 4, 13, 17, 12, 7, 15, 24, 27, 25, 22, 2, 8, 3, 21, 5, 14, 18, 16, 23, 20, 11, 26, 29, 9, 6, 19, 1}",4.287683,"{1, 19, 6, 9, 29, 26, 11, 20, 23, 16, 18, 14, 5, 21, 3, 25, 27, 24, 15, 22, 2, 8, 7, 12, 17, 13, 4, 30, 28, 10, 1}",4.304996,0.004038,0.057282
"{1, 4, 17, 14, 22, 7, 12, 21, 2, 5, 29, 19, 24, 15, 10, 27, 25, 23, 6, 9, 3, 20, 8, 26, 13, 30, 18, 16, 28, 11, 1}",4.827168,"{1, 11, 28, 16, 18, 30, 13, 26, 8, 20, 9, 6, 23, 25, 10, 27, 3, 24, 15, 19, 29, 5, 2, 21, 12, 7, 22, 14, 17, 4, 1}",5.136927,0.064170,0.055386
"{1, 14, 2, 8, 19, 29, 20, 13, 12, 18, 11, 7, 4, 26, 23, 21, 6, 28, 30, 3, 9, 17, 5, 25, 16, 15, 22, 24, 27, 10, 1}",4.093966,"{1, 14, 2, 8, 19, 29, 20, 15, 13, 12, 18, 11, 4, 7, 6, 28, 30, 3, 21, 23, 26, 17, 9, 5, 25, 16, 22, 24, 27, 10, 1}",4.356193,0.064052,0.055673
"{1, 26, 28, 18, 4, 30, 17, 8, 29, 14, 7, 16, 22, 11, 19, 27, 24, 15, 23, 9, 13, 3, 5, 12, 21, 25, 10, 6, 20, 2, 1}",4.195517,"{1, 13, 29, 14, 8, 17, 28, 26, 18, 4, 30, 7, 16, 22, 27, 24, 11, 19, 15, 23, 9, 3, 5, 12, 21, 25, 10, 6, 20, 2, 1}",4.721820,0.125444,0.055607
"{1, 23, 5, 7, 20, 2, 26, 28, 9, 8, 19, 27, 18, 29, 11, 24, 25, 30, 21, 15, 14, 4, 6, 13, 22, 12, 3, 10, 16, 17, 1}",4.420173,"{1, 23, 17, 16, 10, 3, 12, 22, 13, 6, 4, 14, 15, 21, 29, 18, 27, 11, 30, 25, 24, 19, 8, 9, 28, 20, 7, 5, 2, 26, 1}",4.792856,0.084314,0.055665
"{1, 21, 23, 15, 30, 20, 18, 19, 14, 25, 6, 5, 29, 8, 13, 7, 2, 11, 28, 3, 22, 4, 17, 12, 10, 27, 24, 16, 9, 26, 1}",4.493859,"{1, 21, 23, 15, 5, 30, 20, 18, 19, 22, 25, 14, 6, 29, 8, 13, 7, 2, 11, 28, 3, 4, 17, 12, 10, 27, 24, 16, 9, 26, 1}",4.554940,0.013592,0.055406
"{1, 18, 19, 29, 6, 22, 23, 5, 15, 17, 16, 14, 12, 20, 26, 4, 28, 10, 24, 21, 7, 11, 8, 25, 13, 2, 27, 30, 9, 3, 1}",4.760818,"{1, 3, 27, 30, 9, 13, 2, 25, 8, 11, 7, 21, 24, 10, 28, 4, 26, 20, 12, 14, 16, 17, 15, 5, 23, 22, 6, 29, 19, 18, 1}",4.762737,0.000403,0.057750
"{1, 27, 20, 7, 9, 11, 19, 12, 21, 13, 23, 17, 3, 2, 28, 5, 6, 10, 26, 4, 16, 22, 24, 15, 18, 25, 29, 14, 30, 8, 1}",4.647303,"{1, 8, 30, 14, 29, 18, 15, 24, 22, 4, 16, 25, 26, 10, 6, 5, 28, 2, 3, 17, 23, 13, 21, 12, 19, 11, 9, 7, 20, 27, 1}",4.710472,0.013593,0.057609
"{1, 18, 17, 15, 30, 3, 19, 20, 22, 13, 24, 9, 8, 12, 11, 6, 28, 27, 7, 5, 26, 4, 21, 16, 23, 25, 14, 10, 29, 2, 1}",4.385788,"{1, 2, 29, 10, 14, 25, 5, 26, 23, 16, 4, 21, 12, 11, 7, 27, 28, 6, 8, 9, 24, 13, 22, 20, 19, 3, 30, 15, 17, 18, 1}",4.542895,0.035822,0.055791
"{1, 26, 7, 3, 19, 20, 12, 28, 4, 16, 13, 8, 25, 17, 24, 10, 29, 9, 22, 6, 30, 5, 15, 21, 27, 18, 23, 2, 11, 14, 1}",4.705607,"{1, 14, 2, 11, 3, 19, 20, 12, 28, 4, 16, 8, 25, 17, 24, 29, 10, 13, 15, 5, 9, 22, 6, 30, 18, 23, 27, 21, 26, 7, 1}",4.930560,0.047805,0.057157
"{1, 11, 20, 25, 10, 5, 4, 26, 30, 14, 22, 27, 6, 9, 24, 12, 15, 21, 18, 7, 3, 2, 19, 8, 23, 17, 13, 16, 28, 29, 1}",4.608868,"{1, 11, 20, 25, 10, 5, 4, 26, 30, 22, 14, 28, 16, 3, 7, 27, 6, 9, 24, 12, 15, 21, 18, 2, 19, 8, 23, 17, 13, 29, 1}",5.004317,0.085802,0.055479
"{1, 27, 18, 2, 15, 17, 26, 8, 11, 6, 20, 3, 5, 16, 13, 22, 12, 9, 28, 29, 14, 30, 25, 19, 10, 24, 23, 4, 7, 21, 1}",4.511996,"{1, 24, 29, 28, 9, 12, 17, 27, 18, 2, 15, 26, 8, 11, 6, 20, 3, 5, 22, 13, 16, 14, 30, 25, 19, 10, 23, 4, 7, 21, 1}",4.938067,0.094431,0.055548
"{1, 2, 29, 9, 19, 10, 5, 4, 8, 27, 18, 11, 6, 15, 25, 23, 14, 12, 30, 20, 13, 3, 28, 7, 16, 21, 26, 17, 24, 22, 1}",4.474872,"{1, 2, 29, 9, 19, 5, 4, 8, 27, 18, 11, 6, 25, 15, 14, 12, 30, 13, 20, 23, 10, 7, 28, 3, 16, 21, 26, 17, 24, 22, 1}",4.713983,0.053434,0.055512
"{1, 28, 13, 4, 21, 23, 3, 29, 11, 24, 17, 7, 2, 18, 5, 25, 15, 27, 6, 14, 26, 30, 8, 22, 16, 19, 9, 12, 10, 20, 1}",4.478767,"{1, 28, 13, 4, 21, 23, 29, 11, 24, 17, 7, 2, 18, 5, 25, 15, 27, 6, 14, 26, 30, 8, 22, 16, 19, 9, 12, 10, 20, 3, 1}",4.493088,0.003197,0.057472
"{1, 12, 8, 18, 23, 22, 2, 26, 9, 28, 20, 15, 11, 25, 30, 14, 17, 16, 4, 13, 19, 6, 27, 21, 3, 5, 10, 7, 29, 24, 1}",4.672389,"{1, 24, 29, 15, 17, 11, 25, 30, 14, 10, 7, 5, 3, 21, 27, 6, 19, 13, 4, 16, 28, 9, 26, 20, 2, 22, 23, 18, 8, 12, 1}",4.893627,0.047350,0.055707
"{1, 23, 18, 9, 15, 29, 2, 21, 20, 14, 27, 16, 11, 8, 25, 22, 12, 24, 7, 17, 19, 28, 30, 5, 6, 3, 4, 26, 13, 10, 1}",4.593013,"{1, 23, 18, 9, 15, 29, 2, 21, 20, 14, 27, 16, 11, 8, 12, 22, 25, 17, 19, 30, 7, 24, 5, 6, 3, 4, 26, 28, 13, 10, 1}",4.743481,0.032760,0.055497
"{1, 14, 9, 19, 15, 18, 13, 3, 26, 10, 23, 17, 29, 21, 22, 4, 7, 5, 30, 12, 2, 6, 24, 16, 27, 8, 28, 20, 11, 25, 1}",4.498496,"{1, 14, 9, 19, 15, 18, 3, 26, 10, 13, 23, 17, 29, 21, 22, 4, 7, 5, 30, 12, 2, 6, 24, 16, 27, 8, 28, 20, 11, 25, 1}",4.588165,0.019933,0.055663
"{1, 25, 24, 6, 5, 14, 7, 19, 4, 17, 27, 26, 8, 11, 18, 23, 21, 13, 22, 30, 15, 28, 20, 3, 12, 10, 9, 16, 29, 2, 1}",4.571030,"{1, 25, 24, 6, 5, 14, 7, 19, 4, 17, 27, 21, 13, 22, 30, 26, 8, 11, 18, 23, 15, 28, 20, 3, 12, 10, 9, 16, 29, 2, 1}",4.860733,0.063378,0.055524
"{1, 17, 2, 13, 8, 3, 23, 25, 10, 28, 9, 20, 29, 16, 21, 30, 19, 14, 27, 5, 26, 7, 11, 15, 18, 4, 22, 24, 12, 6, 1}",4.785669,"{1, 17, 2, 23, 10, 28, 25, 3, 13, 8, 9, 29, 20, 26, 5, 16, 21, 30, 19, 14, 27, 15, 18, 4, 11, 7, 22, 24, 12, 6, 1}",5.120874,0.070044,0.055612
"{1, 21, 17, 3, 25, 28, 27, 30, 15, 14, 26, 5, 12, 8, 29, 18, 16, 9, 4, 2, 11, 22, 23, 6, 24, 19, 7, 20, 10, 13, 1}",4.116125,"{1, 17, 21, 3, 25, 28, 27, 30, 9, 15, 14, 26, 5, 12, 8, 29, 18, 11, 16, 4, 2, 22, 23, 6, 24, 19, 7, 20, 10, 13, 1}",4.355577,0.058174,0.057976
"{1, 12, 10, 16, 13, 26, 5, 29, 20, 4, 30, 11, 17, 19, 2, 8, 22, 28, 25, 6, 27, 21, 24, 3, 9, 14, 7, 15, 18, 23, 1}",4.736330,"{1, 30, 11, 17, 19, 2, 8, 22, 28, 25, 21, 24, 27, 6, 5, 29, 20, 4, 13, 26, 14, 3, 9, 7, 15, 18, 10, 16, 12, 23, 1}",4.887314,0.031878,0.055629
"{1, 28, 19, 11, 23, 10, 16, 22, 6, 3, 25, 21, 29, 18, 2, 26, 4, 15, 7, 17, 8, 27, 14, 12, 5, 9, 30, 20, 13, 24, 1}",4.607986,"{1, 28, 19, 11, 23, 10, 22, 6, 3, 25, 21, 29, 18, 2, 16, 15, 26, 4, 7, 17, 8, 27, 14, 12, 5, 9, 30, 20, 13, 24, 1}",4.713699,0.022941,0.055656
"{1, 24, 13, 16, 8, 14, 10, 26, 23, 19, 18, 2, 17, 27, 6, 9, 20, 15, 3, 7, 4, 29, 25, 30, 28, 11, 21, 5, 22, 12, 1}",4.627795,"{1, 16, 8, 14, 10, 26, 23, 19, 18, 2, 17, 27, 6, 9, 20, 15, 3, 7, 4, 29, 25, 30, 28, 11, 21, 5, 22, 12, 24, 13, 1}",4.651877,0.005204,0.055727
