optimal_tour,optimal_tour_length,threshold_accepting_tour,threshold_accepting_tour_length,score,time
"{1, 29, 12, 23, 10, 7, 30, 6, 26, 25, 14, 21, 19, 27, 17, 22, 4, 8, 11, 15, 2, 24, 20, 13, 9, 28, 3, 5, 18, 16, 1}",4.349826,"{1, 29, 12, 23, 10, 7, 30, 6, 26, 25, 27, 14, 21, 19, 17, 22, 24, 4, 8, 11, 15, 2, 20, 13, 9, 28, 3, 5, 18, 16, 1}",4.552880,0.046681,0.058801
"{1, 9, 23, 26, 7, 2, 19, 6, 15, 28, 27, 30, 10, 4, 8, 18, 13, 25, 12, 24, 16, 3, 21, 14, 5, 20, 17, 22, 11, 29, 1}",4.349609,"{1, 23, 7, 26, 9, 29, 21, 3, 14, 16, 24, 5, 12, 25, 13, 18, 8, 4, 10, 30, 27, 15, 28, 2, 19, 6, 22, 17, 20, 11, 1}",4.704854,0.081673,0.058052
"{1, 10, 22, 12, 8, 27, 14, 25, 29, 7, 15, 6, 24, 18, 3, 13, 4, 17, 2, 30, 26, 20, 19, 16, 11, 5, 21, 23, 9, 28, 1}",4.757735,"{1, 28, 9, 23, 21, 5, 11, 16, 19, 20, 26, 30, 17, 4, 13, 3, 18, 24, 6, 15, 7, 29, 25, 14, 27, 8, 12, 22, 2, 10, 1}",4.871846,0.023984,0.058210
"{1, 25, 27, 20, 16, 17, 6, 23, 30, 12, 26, 29, 24, 5, 13, 11, 8, 2, 22, 28, 15, 18, 9, 21, 3, 4, 14, 10, 7, 19, 1}",4.608700,"{1, 19, 7, 12, 26, 29, 24, 5, 13, 28, 22, 2, 11, 8, 15, 18, 9, 21, 3, 4, 14, 10, 20, 16, 17, 6, 23, 30, 25, 27, 1}",4.699422,0.019685,0.058620
"{1, 19, 26, 24, 20, 28, 8, 5, 12, 29, 3, 15, 14, 22, 9, 30, 10, 21, 13, 23, 4, 16, 7, 18, 6, 2, 25, 27, 17, 11, 1}",4.607524,"{1, 11, 17, 27, 25, 2, 24, 20, 8, 28, 6, 18, 7, 16, 4, 13, 23, 12, 3, 21, 10, 30, 9, 22, 14, 15, 29, 5, 26, 19, 1}",4.870590,0.057095,0.057831
"{1, 12, 13, 16, 30, 2, 20, 18, 27, 29, 19, 28, 11, 26, 8, 22, 10, 3, 23, 5, 6, 15, 9, 21, 24, 25, 4, 17, 7, 14, 1}",3.668962,"{1, 14, 7, 4, 25, 24, 21, 9, 15, 6, 5, 23, 3, 17, 22, 8, 10, 26, 11, 28, 19, 29, 27, 18, 20, 2, 30, 16, 13, 12, 1}",3.857971,0.051516,0.057922
"{1, 14, 26, 3, 29, 9, 27, 28, 6, 13, 12, 24, 19, 4, 2, 20, 30, 25, 7, 23, 8, 22, 15, 5, 21, 11, 10, 18, 17, 16, 1}",4.800034,"{1, 16, 17, 18, 10, 11, 21, 5, 15, 22, 8, 23, 7, 25, 30, 20, 2, 4, 19, 24, 12, 13, 6, 28, 27, 9, 29, 3, 26, 14, 1}",4.800034,0.000000,0.058226
"{1, 7, 21, 16, 13, 23, 29, 3, 27, 9, 4, 25, 2, 14, 10, 30, 6, 18, 24, 8, 26, 17, 28, 20, 22, 11, 15, 12, 19, 5, 1}",4.394509,"{1, 12, 7, 21, 16, 13, 23, 29, 3, 27, 9, 4, 2, 25, 22, 14, 10, 30, 6, 18, 24, 8, 26, 17, 28, 20, 11, 15, 19, 5, 1}",4.796770,0.091537,0.059538
"{1, 6, 28, 17, 19, 24, 29, 7, 5, 20, 11, 8, 18, 21, 10, 15, 9, 22, 4, 12, 2, 14, 25, 30, 16, 13, 27, 23, 26, 3, 1}",4.625886,"{1, 3, 19, 17, 24, 26, 23, 27, 13, 16, 30, 25, 14, 2, 12, 4, 22, 9, 10, 21, 18, 8, 11, 20, 7, 5, 15, 29, 28, 6, 1}",4.775922,0.032434,0.058144
"{1, 16, 10, 22, 19, 24, 25, 2, 6, 28, 11, 8, 18, 15, 20, 27, 4, 13, 26, 3, 9, 29, 30, 7, 14, 21, 17, 12, 5, 23, 1}",4.927252,"{1, 16, 10, 22, 19, 24, 26, 13, 25, 2, 6, 11, 28, 18, 15, 20, 8, 4, 27, 29, 30, 9, 7, 14, 3, 21, 17, 12, 5, 23, 1}",5.263185,0.068178,0.059387
"{1, 24, 11, 16, 25, 22, 29, 9, 27, 15, 13, 21, 5, 8, 30, 19, 10, 3, 26, 7, 23, 18, 4, 6, 14, 28, 12, 20, 2, 17, 1}",4.747001,"{1, 17, 2, 20, 27, 15, 21, 13, 12, 28, 14, 6, 5, 26, 23, 18, 4, 7, 3, 10, 19, 30, 8, 9, 29, 22, 25, 16, 11, 24, 1}",5.030266,0.059672,0.059774
"{1, 6, 17, 29, 10, 12, 2, 5, 23, 3, 25, 9, 30, 28, 13, 19, 20, 8, 26, 24, 22, 7, 21, 14, 27, 11, 18, 4, 15, 16, 1}",4.186549,"{1, 6, 8, 26, 20, 17, 29, 10, 12, 2, 5, 23, 3, 25, 9, 30, 28, 13, 19, 24, 22, 7, 21, 14, 27, 11, 18, 4, 15, 16, 1}",4.314142,0.030477,0.058550
"{1, 17, 13, 9, 25, 28, 23, 15, 10, 27, 19, 11, 24, 8, 16, 5, 6, 20, 26, 30, 4, 12, 14, 21, 29, 2, 22, 18, 7, 3, 1}",4.189502,"{1, 3, 7, 18, 22, 2, 29, 21, 14, 12, 4, 30, 26, 20, 6, 5, 16, 8, 24, 11, 19, 27, 10, 15, 23, 28, 25, 9, 13, 17, 1}",4.189502,0.000000,0.058557
"{1, 8, 24, 29, 4, 10, 22, 21, 27, 9, 30, 28, 18, 7, 17, 11, 26, 19, 15, 12, 3, 23, 14, 16, 2, 25, 6, 5, 13, 20, 1}",4.683528,"{1, 8, 24, 29, 4, 10, 22, 21, 27, 9, 7, 18, 30, 28, 26, 19, 12, 15, 11, 17, 3, 23, 14, 16, 2, 25, 6, 5, 13, 20, 1}",4.921989,0.050915,0.055635
"{1, 12, 29, 23, 7, 25, 10, 16, 8, 3, 30, 21, 2, 27, 13, 6, 9, 17, 24, 28, 14, 15, 22, 11, 5, 18, 20, 19, 26, 4, 1}",4.261121,"{1, 4, 26, 19, 20, 18, 5, 11, 22, 15, 14, 28, 24, 17, 9, 6, 13, 27, 2, 21, 30, 3, 8, 16, 10, 25, 7, 23, 29, 12, 1}",4.261120,0.000000,0.057777
"{1, 9, 23, 7, 26, 30, 14, 11, 3, 22, 17, 28, 6, 16, 25, 27, 19, 5, 10, 21, 8, 18, 2, 24, 29, 13, 12, 15, 20, 4, 1}",4.938670,"{1, 9, 7, 23, 18, 2, 24, 29, 13, 20, 4, 15, 12, 21, 10, 5, 8, 27, 19, 16, 6, 17, 28, 25, 22, 3, 11, 14, 30, 26, 1}",5.051311,0.022808,0.059443
"{1, 29, 9, 19, 16, 25, 7, 5, 28, 4, 30, 8, 21, 27, 24, 3, 26, 18, 23, 20, 2, 10, 14, 17, 6, 22, 13, 15, 11, 12, 1}",4.134695,"{1, 29, 9, 12, 19, 16, 25, 7, 5, 28, 4, 30, 8, 21, 27, 24, 3, 26, 18, 23, 20, 2, 10, 14, 17, 6, 22, 13, 15, 11, 1}",4.139619,0.001191,0.056514
"{1, 16, 14, 25, 22, 13, 3, 19, 17, 2, 27, 6, 23, 8, 28, 9, 20, 26, 10, 11, 12, 21, 7, 4, 18, 5, 15, 24, 29, 30, 1}",4.180856,"{1, 30, 29, 24, 15, 5, 18, 4, 7, 21, 12, 11, 10, 26, 23, 8, 9, 28, 6, 27, 2, 20, 17, 19, 3, 13, 22, 25, 14, 16, 1}",4.196896,0.003837,0.058029
"{1, 24, 5, 21, 19, 13, 7, 17, 27, 9, 10, 8, 29, 11, 2, 26, 3, 4, 12, 25, 20, 15, 30, 18, 28, 23, 14, 6, 22, 16, 1}",4.894875,"{1, 21, 19, 17, 7, 13, 2, 11, 29, 27, 9, 10, 8, 12, 25, 20, 15, 30, 4, 18, 28, 23, 14, 6, 22, 16, 26, 3, 5, 24, 1}",5.148211,0.051755,0.057814
"{1, 14, 28, 20, 8, 24, 18, 16, 6, 22, 12, 15, 7, 3, 11, 19, 5, 27, 29, 30, 4, 13, 9, 25, 2, 23, 26, 17, 10, 21, 1}",5.068324,"{1, 12, 15, 3, 11, 19, 7, 29, 30, 27, 5, 9, 13, 4, 25, 2, 23, 26, 17, 10, 21, 20, 8, 24, 18, 16, 6, 22, 28, 14, 1}",5.305972,0.046889,0.056892
"{1, 3, 30, 29, 7, 9, 14, 16, 27, 25, 4, 18, 28, 15, 10, 2, 26, 5, 13, 23, 8, 17, 11, 22, 21, 6, 12, 19, 20, 24, 1}",4.183873,"{1, 24, 20, 19, 12, 6, 21, 22, 11, 17, 23, 13, 8, 5, 26, 2, 10, 15, 28, 18, 4, 25, 27, 16, 14, 9, 7, 29, 30, 3, 1}",4.196673,0.003059,0.055685
"{1, 3, 4, 22, 21, 8, 17, 11, 10, 25, 2, 13, 24, 9, 23, 18, 19, 15, 29, 28, 30, 6, 12, 7, 16, 5, 14, 27, 26, 20, 1}",4.552574,"{1, 3, 4, 22, 21, 8, 17, 11, 10, 25, 2, 13, 24, 9, 23, 18, 19, 15, 29, 28, 30, 6, 12, 7, 16, 5, 14, 27, 26, 20, 1}",4.552574,0.000000,0.057429
"{1, 7, 21, 29, 3, 14, 8, 24, 16, 19, 20, 15, 30, 6, 18, 27, 9, 26, 5, 28, 25, 12, 4, 17, 23, 22, 11, 10, 13, 2, 1}",4.688631,"{1, 10, 13, 2, 8, 24, 16, 19, 14, 3, 20, 15, 30, 6, 18, 27, 29, 7, 21, 9, 26, 5, 28, 25, 12, 4, 17, 23, 22, 11, 1}",4.824406,0.028958,0.058220
"{1, 2, 29, 11, 16, 4, 23, 7, 15, 18, 24, 5, 28, 14, 25, 27, 3, 19, 17, 20, 6, 21, 12, 10, 9, 8, 26, 22, 13, 30, 1}",4.333652,"{1, 30, 13, 22, 26, 8, 10, 12, 6, 20, 17, 19, 3, 27, 28, 5, 14, 25, 21, 24, 18, 15, 7, 23, 4, 16, 9, 11, 29, 2, 1}",4.430935,0.022448,0.055519
"{1, 20, 4, 6, 21, 26, 29, 10, 11, 22, 5, 9, 16, 24, 25, 14, 13, 17, 27, 8, 18, 12, 23, 30, 19, 2, 15, 28, 3, 7, 1}",4.403530,"{1, 7, 3, 28, 15, 2, 30, 23, 17, 12, 18, 8, 27, 13, 14, 19, 25, 24, 16, 9, 5, 22, 11, 10, 29, 26, 21, 6, 4, 20, 1}",4.503183,0.022630,0.058179
"{1, 14, 30, 20, 28, 2, 23, 17, 21, 15, 18, 29, 13, 24, 22, 19, 4, 26, 16, 10, 25, 11, 7, 9, 8, 5, 12, 6, 27, 3, 1}",4.548898,"{1, 14, 30, 20, 28, 2, 23, 17, 12, 5, 4, 19, 21, 15, 18, 22, 24, 29, 13, 16, 26, 10, 25, 8, 11, 7, 9, 6, 27, 3, 1}",4.843818,0.064833,0.056023
"{1, 19, 9, 2, 25, 4, 3, 16, 13, 5, 27, 20, 11, 18, 30, 15, 26, 12, 28, 6, 17, 24, 21, 22, 29, 7, 23, 14, 10, 8, 1}",4.414240,"{1, 9, 2, 25, 4, 3, 8, 12, 15, 18, 16, 13, 5, 27, 20, 11, 30, 26, 28, 6, 17, 24, 21, 22, 29, 7, 23, 14, 10, 19, 1}",4.456155,0.009495,0.056122
"{1, 15, 5, 27, 9, 21, 7, 17, 20, 24, 22, 28, 13, 14, 23, 3, 25, 18, 11, 8, 2, 4, 26, 6, 29, 16, 10, 12, 19, 30, 1}",4.668291,"{1, 15, 27, 9, 21, 5, 19, 20, 17, 24, 22, 7, 13, 28, 25, 3, 23, 14, 18, 11, 8, 2, 4, 26, 6, 29, 16, 10, 12, 30, 1}",4.959244,0.062325,0.056251
"{1, 25, 27, 18, 9, 13, 19, 24, 30, 8, 26, 10, 21, 23, 6, 3, 22, 4, 14, 29, 2, 28, 17, 7, 5, 16, 12, 15, 20, 11, 1}",4.071125,"{1, 11, 20, 15, 12, 16, 5, 7, 17, 28, 2, 29, 4, 14, 23, 22, 3, 6, 21, 10, 26, 30, 24, 19, 8, 13, 9, 18, 27, 25, 1}",4.124394,0.013085,0.055587
"{1, 6, 3, 27, 21, 22, 7, 15, 23, 17, 5, 29, 16, 11, 12, 2, 13, 25, 18, 10, 9, 26, 28, 30, 20, 24, 4, 19, 14, 8, 1}",4.050708,"{1, 28, 8, 14, 19, 4, 24, 20, 30, 26, 9, 18, 25, 13, 2, 12, 11, 16, 29, 5, 10, 17, 23, 15, 7, 22, 21, 27, 3, 6, 1}",4.247792,0.048654,0.055893
"{1, 27, 8, 23, 4, 13, 9, 14, 26, 17, 19, 6, 24, 25, 16, 7, 30, 10, 18, 15, 22, 5, 20, 2, 21, 12, 29, 11, 3, 28, 1}",4.344605,"{1, 28, 3, 11, 29, 12, 21, 2, 20, 5, 22, 15, 18, 10, 30, 7, 16, 25, 24, 6, 19, 17, 26, 14, 9, 13, 4, 23, 8, 27, 1}",4.344605,0.000000,0.055843
"{1, 20, 19, 6, 27, 29, 28, 11, 12, 2, 15, 25, 4, 3, 5, 9, 10, 22, 17, 30, 13, 21, 26, 24, 14, 8, 7, 23, 18, 16, 1}",4.587878,"{1, 20, 19, 6, 27, 29, 28, 11, 12, 2, 15, 25, 5, 4, 3, 9, 10, 22, 17, 30, 26, 13, 21, 24, 14, 8, 7, 23, 18, 16, 1}",4.694768,0.023299,0.056466
"{1, 29, 30, 24, 14, 26, 18, 7, 3, 23, 10, 8, 12, 27, 11, 5, 6, 28, 22, 16, 21, 13, 20, 2, 25, 4, 17, 19, 15, 9, 1}",4.594478,"{1, 29, 18, 30, 24, 28, 14, 26, 7, 3, 23, 10, 8, 27, 11, 5, 6, 22, 16, 21, 13, 12, 20, 2, 25, 4, 17, 19, 15, 9, 1}",4.791299,0.042839,0.057911
"{1, 6, 18, 13, 19, 29, 21, 25, 30, 15, 4, 16, 22, 2, 17, 24, 3, 20, 8, 9, 14, 5, 12, 26, 28, 10, 11, 7, 23, 27, 1}",4.759156,"{1, 6, 18, 13, 19, 29, 21, 30, 15, 4, 22, 16, 25, 2, 17, 24, 3, 20, 8, 9, 28, 10, 11, 26, 14, 5, 12, 7, 23, 27, 1}",4.949857,0.040070,0.056195
"{1, 28, 20, 16, 9, 10, 26, 30, 7, 22, 19, 18, 27, 8, 4, 25, 11, 29, 5, 21, 24, 6, 13, 17, 15, 23, 14, 12, 2, 3, 1}",4.759961,"{1, 10, 3, 2, 12, 14, 23, 15, 17, 13, 6, 24, 21, 5, 29, 11, 25, 4, 8, 27, 18, 19, 22, 7, 30, 26, 9, 16, 20, 28, 1}",4.838556,0.016512,0.057964
"{1, 17, 20, 5, 16, 27, 7, 19, 24, 14, 11, 4, 29, 28, 3, 22, 26, 18, 2, 8, 6, 30, 23, 9, 12, 10, 15, 13, 21, 25, 1}",4.661201,"{1, 20, 7, 19, 24, 14, 11, 25, 21, 13, 15, 10, 12, 9, 23, 30, 6, 8, 18, 2, 28, 3, 22, 26, 4, 29, 27, 16, 5, 17, 1}",4.857187,0.042046,0.055837
"{1, 26, 20, 15, 11, 13, 21, 27, 8, 12, 22, 29, 19, 28, 9, 24, 18, 7, 3, 10, 6, 30, 25, 23, 16, 2, 14, 4, 17, 5, 1}",4.771209,"{1, 5, 17, 4, 14, 25, 23, 2, 16, 9, 28, 24, 18, 7, 30, 6, 10, 3, 22, 29, 19, 12, 8, 27, 21, 13, 11, 15, 20, 26, 1}",5.125521,0.074260,0.055907
"{1, 24, 23, 29, 30, 21, 6, 26, 4, 22, 9, 7, 3, 5, 16, 8, 12, 10, 17, 13, 18, 14, 27, 20, 15, 25, 2, 11, 28, 19, 1}",4.084283,"{1, 24, 20, 27, 15, 14, 25, 18, 13, 2, 11, 17, 10, 12, 8, 16, 5, 3, 7, 9, 22, 4, 28, 19, 26, 6, 21, 30, 23, 29, 1}",4.319068,0.057485,0.056012
"{1, 8, 18, 16, 2, 11, 12, 27, 23, 22, 5, 17, 29, 26, 14, 15, 7, 30, 19, 28, 10, 3, 20, 6, 25, 24, 4, 21, 13, 9, 1}",5.373356,"{1, 9, 13, 21, 4, 24, 25, 6, 20, 3, 10, 28, 19, 30, 7, 15, 14, 29, 26, 8, 23, 17, 5, 22, 27, 12, 11, 2, 16, 18, 1}",5.633812,0.048472,0.055833
"{1, 12, 17, 15, 4, 23, 27, 20, 13, 3, 14, 16, 21, 22, 29, 19, 26, 25, 24, 2, 7, 6, 9, 18, 8, 5, 10, 11, 28, 30, 1}",4.703946,"{1, 12, 4, 23, 27, 20, 13, 3, 16, 14, 15, 17, 5, 8, 9, 25, 21, 22, 29, 19, 26, 2, 24, 7, 6, 18, 10, 11, 28, 30, 1}",5.238957,0.113737,0.056464
"{1, 28, 25, 7, 15, 16, 3, 26, 30, 27, 14, 29, 2, 24, 11, 21, 12, 5, 9, 10, 19, 18, 8, 4, 13, 22, 17, 20, 23, 6, 1}",4.257430,"{1, 6, 14, 29, 9, 2, 24, 11, 21, 12, 5, 10, 19, 18, 23, 20, 8, 4, 13, 22, 17, 25, 7, 15, 16, 3, 26, 30, 27, 28, 1}",4.469316,0.049769,0.057703
"{1, 30, 8, 18, 28, 17, 7, 23, 26, 24, 5, 27, 13, 15, 10, 12, 9, 3, 21, 11, 16, 6, 25, 20, 29, 22, 19, 2, 14, 4, 1}",4.408784,"{1, 4, 14, 2, 19, 22, 29, 20, 25, 6, 16, 11, 21, 3, 9, 12, 10, 15, 13, 27, 5, 24, 26, 7, 17, 28, 23, 18, 8, 30, 1}",4.546399,0.031214,0.055708
"{1, 6, 4, 19, 28, 10, 5, 12, 9, 24, 20, 27, 8, 2, 30, 18, 11, 13, 15, 29, 16, 14, 26, 17, 3, 23, 7, 25, 21, 22, 1}",4.805601,"{1, 6, 4, 19, 28, 10, 5, 12, 9, 24, 20, 27, 8, 2, 30, 18, 11, 17, 3, 26, 13, 15, 29, 16, 14, 23, 7, 25, 21, 22, 1}",4.903904,0.020456,0.056009
"{1, 15, 20, 8, 5, 29, 3, 7, 21, 2, 26, 14, 12, 19, 25, 22, 10, 4, 18, 16, 30, 28, 13, 9, 11, 27, 17, 6, 24, 23, 1}",4.645895,"{1, 15, 20, 6, 17, 27, 11, 9, 13, 28, 30, 16, 8, 5, 29, 3, 7, 21, 25, 22, 10, 18, 4, 19, 12, 14, 2, 26, 23, 24, 1}",4.862866,0.046702,0.055848
"{1, 16, 25, 6, 9, 17, 26, 24, 2, 14, 3, 13, 22, 29, 11, 4, 20, 12, 10, 30, 18, 7, 21, 27, 28, 23, 19, 5, 15, 8, 1}",4.538300,"{1, 8, 15, 5, 19, 23, 28, 27, 7, 18, 30, 10, 21, 12, 20, 4, 11, 29, 22, 13, 3, 14, 2, 24, 26, 17, 9, 6, 25, 16, 1}",4.586971,0.010725,0.057923
"{1, 21, 11, 27, 10, 13, 30, 23, 24, 19, 29, 17, 7, 15, 3, 20, 28, 26, 5, 6, 14, 2, 8, 22, 9, 4, 12, 18, 25, 16, 1}",4.395518,"{1, 16, 9, 25, 18, 12, 4, 22, 8, 26, 28, 20, 5, 6, 2, 14, 19, 29, 3, 15, 7, 17, 24, 23, 30, 13, 10, 27, 11, 21, 1}",4.594398,0.045246,0.056292
"{1, 16, 22, 18, 14, 5, 27, 17, 7, 28, 25, 12, 11, 8, 3, 6, 2, 21, 4, 24, 29, 15, 20, 13, 9, 10, 30, 26, 19, 23, 1}",4.212930,"{1, 16, 22, 18, 14, 5, 27, 17, 7, 28, 25, 12, 11, 8, 3, 6, 2, 21, 4, 24, 29, 15, 20, 13, 9, 10, 30, 26, 19, 23, 1}",4.212930,0.000000,0.057839
"{1, 16, 26, 18, 20, 27, 23, 7, 17, 4, 5, 30, 29, 13, 21, 14, 24, 8, 22, 2, 6, 28, 19, 3, 11, 15, 25, 10, 12, 9, 1}",4.923536,"{1, 16, 26, 18, 17, 4, 5, 30, 29, 13, 21, 14, 24, 8, 22, 19, 3, 11, 25, 15, 12, 10, 28, 6, 2, 7, 20, 27, 23, 9, 1}",5.242901,0.064865,0.058285
"{1, 4, 12, 17, 23, 3, 16, 22, 30, 18, 2, 15, 19, 14, 8, 5, 27, 21, 29, 20, 11, 13, 28, 24, 7, 9, 25, 26, 10, 6, 1}",4.352213,"{1, 4, 12, 17, 8, 14, 23, 3, 16, 22, 30, 18, 2, 15, 19, 5, 27, 21, 29, 20, 11, 13, 28, 24, 7, 9, 25, 26, 10, 6, 1}",4.428910,0.017622,0.056808
"{1, 3, 14, 2, 18, 28, 16, 22, 25, 9, 4, 27, 26, 20, 13, 23, 30, 12, 21, 10, 19, 29, 5, 11, 6, 15, 24, 7, 8, 17, 1}",4.442610,"{1, 17, 7, 24, 15, 6, 11, 5, 29, 19, 10, 21, 12, 30, 23, 13, 20, 18, 3, 14, 2, 28, 26, 27, 4, 9, 25, 22, 16, 8, 1}",4.645587,0.045689,0.057296
"{1, 4, 16, 2, 10, 11, 18, 28, 15, 20, 27, 5, 17, 8, 6, 19, 24, 21, 13, 22, 12, 26, 9, 14, 23, 30, 3, 7, 29, 25, 1}",4.338206,"{1, 4, 18, 28, 15, 20, 27, 5, 17, 8, 6, 19, 24, 21, 13, 22, 12, 26, 9, 14, 23, 30, 29, 3, 7, 25, 2, 10, 11, 16, 1}",4.462720,0.028702,0.057813
"{1, 13, 20, 4, 19, 27, 17, 28, 14, 9, 16, 25, 12, 2, 10, 26, 11, 7, 6, 15, 3, 8, 30, 21, 18, 23, 5, 29, 24, 22, 1}",4.790635,"{1, 22, 24, 29, 5, 23, 21, 30, 8, 3, 15, 6, 7, 11, 26, 10, 2, 12, 25, 16, 9, 14, 28, 17, 18, 20, 27, 19, 4, 13, 1}",4.924731,0.027991,0.057570
"{1, 10, 16, 6, 3, 20, 8, 12, 5, 26, 19, 17, 13, 27, 30, 15, 29, 21, 14, 9, 25, 18, 24, 7, 22, 4, 23, 11, 28, 2, 1}",4.021061,"{1, 10, 16, 6, 3, 20, 8, 12, 5, 26, 19, 17, 13, 27, 30, 15, 29, 21, 14, 9, 25, 18, 24, 7, 22, 4, 23, 11, 28, 2, 1}",4.021061,0.000000,0.055441
"{1, 27, 28, 13, 16, 14, 25, 6, 30, 11, 10, 20, 23, 24, 19, 26, 15, 8, 18, 22, 2, 12, 3, 9, 7, 4, 17, 21, 29, 5, 1}",4.709912,"{1, 29, 21, 22, 2, 12, 3, 9, 7, 4, 17, 27, 28, 13, 16, 14, 25, 6, 30, 11, 10, 20, 23, 24, 19, 15, 8, 26, 18, 5, 1}",4.917762,0.044130,0.055693
"{1, 27, 6, 23, 11, 14, 4, 18, 22, 5, 7, 30, 24, 26, 17, 13, 21, 3, 28, 9, 8, 16, 25, 19, 15, 2, 20, 12, 29, 10, 1}",4.288992,"{1, 10, 12, 20, 2, 19, 25, 16, 8, 15, 29, 24, 26, 17, 21, 3, 9, 28, 18, 4, 14, 11, 23, 6, 27, 7, 5, 22, 13, 30, 1}",5.020713,0.170604,0.056751
"{1, 29, 21, 14, 28, 15, 12, 6, 20, 16, 4, 2, 23, 5, 7, 30, 25, 18, 22, 13, 19, 11, 10, 27, 26, 8, 3, 9, 17, 24, 1}",4.391786,"{1, 24, 17, 9, 10, 3, 8, 26, 27, 22, 18, 25, 30, 7, 5, 13, 23, 2, 4, 16, 20, 19, 11, 6, 12, 15, 28, 14, 21, 29, 1}",4.623163,0.052684,0.055634
